country,variant,freq,year,totaldeaths
276,estimates,5yearly,1950,3934.124
276,estimates,5yearly,1955,4178.061
276,estimates,5yearly,1960,4437.56
276,estimates,5yearly,1965,4737.217
276,estimates,5yearly,1970,4881.865
276,estimates,5yearly,1975,4852.125
276,estimates,5yearly,1980,4756.036
276,estimates,5yearly,1985,4615.123
276,estimates,5yearly,1990,4505.229
276,estimates,5yearly,1995,4342.155
276,estimates,5yearly,2000,4205.671
276,estimates,5yearly,2005,4212.962
276,estimates,5yearly,2010,4431.789
276,constant_fertility,5yearly,2015,4657.214
276,constant_mortality,5yearly,2015,4938.94
276,high_variant,5yearly,2015,4658.917
276,instant_replacement,5yearly,2015,4660.906
276,low_variant,5yearly,2015,4656.082
276,medium_variant,5yearly,2015,4657.499
276,momentum,5yearly,2015,4936.938
276,no_change,5yearly,2015,4938.487
276,zero_migration,5yearly,2015,4650.853
276,constant_fertility,5yearly,2020,4805.967
276,constant_mortality,5yearly,2020,5334.788
276,high_variant,5yearly,2020,4808.696
276,instant_replacement,5yearly,2020,4809.813
276,low_variant,5yearly,2020,4804.346
276,medium_variant,5yearly,2020,4806.521
276,momentum,5yearly,2020,5318.875
276,no_change,5yearly,2020,5333.774
276,zero_migration,5yearly,2020,4788.613
276,constant_fertility,5yearly,2025,4885.838
276,constant_mortality,5yearly,2025,5582.991
276,high_variant,5yearly,2025,4889.047
276,instant_replacement,5yearly,2025,4889.511
276,low_variant,5yearly,2025,4884.071
276,medium_variant,5yearly,2025,4886.559
276,momentum,5yearly,2025,5550.792
276,no_change,5yearly,2025,5581.501
276,zero_migration,5yearly,2025,4857.479
276,constant_fertility,5yearly,2030,4910.412
276,constant_mortality,5yearly,2030,5707.444
276,high_variant,5yearly,2030,4913.809
276,instant_replacement,5yearly,2030,4914.412
276,low_variant,5yearly,2030,4908.665
276,medium_variant,5yearly,2030,4911.235
276,momentum,5yearly,2030,5653.833
276,no_change,5yearly,2030,5705.61
276,zero_migration,5yearly,2030,4868.203
276,constant_fertility,5yearly,2035,4969.301
276,constant_mortality,5yearly,2035,5839.358
276,high_variant,5yearly,2035,4973.424
276,instant_replacement,5yearly,2035,4974.513
276,low_variant,5yearly,2035,4967.191
276,medium_variant,5yearly,2035,4970.296
276,momentum,5yearly,2035,5757.95
276,no_change,5yearly,2035,5837.098
276,zero_migration,5yearly,2035,4909.145
276,constant_fertility,5yearly,2040,5144.1
276,constant_mortality,5yearly,2040,6054.805
276,high_variant,5yearly,2040,5149.39
276,instant_replacement,5yearly,2040,5150.754
276,low_variant,5yearly,2040,5141.424
276,medium_variant,5yearly,2040,5145.361
276,momentum,5yearly,2040,5936.111
276,no_change,5yearly,2040,6051.882
276,zero_migration,5yearly,2040,5060.753
276,constant_fertility,5yearly,2045,5400.715
276,constant_mortality,5yearly,2045,6230.619
276,high_variant,5yearly,2045,5407.53
276,instant_replacement,5yearly,2045,5409.127
276,low_variant,5yearly,2045,5397.399
276,medium_variant,5yearly,2045,5402.348
276,momentum,5yearly,2045,6062.961
276,no_change,5yearly,2045,6226.646
276,zero_migration,5yearly,2045,5287.435
276,constant_fertility,5yearly,2050,5556.925
276,constant_mortality,5yearly,2050,6194.028
276,high_variant,5yearly,2050,5565.616
276,instant_replacement,5yearly,2050,5567.594
276,low_variant,5yearly,2050,5552.855
276,medium_variant,5yearly,2050,5559.02
276,momentum,5yearly,2050,5963.446
276,no_change,5yearly,2050,6188.624
276,zero_migration,5yearly,2050,5405.607
276,constant_fertility,5yearly,2055,5482.488
276,constant_mortality,5yearly,2055,5923.415
276,high_variant,5yearly,2055,5493.592
276,instant_replacement,5yearly,2055,5496.195
276,low_variant,5yearly,2055,5477.331
276,medium_variant,5yearly,2055,5485.158
276,momentum,5yearly,2055,5614.411
276,no_change,5yearly,2055,5916.185
