country,variant,freq,year,totaldeaths
716,estimates,5yearly,1950,259.036
716,estimates,5yearly,1955,282.136
716,estimates,5yearly,1960,305.042
716,estimates,5yearly,1965,329.415
716,estimates,5yearly,1970,356.81
716,estimates,5yearly,1975,376.616
716,estimates,5yearly,1980,377.78
716,estimates,5yearly,1985,424.094
716,estimates,5yearly,1990,584.837
716,estimates,5yearly,1995,861.291
716,estimates,5yearly,2000,1062.137
716,estimates,5yearly,2005,956.89
716,estimates,5yearly,2010,718.881
716,constant_fertility,5yearly,2015,664.951
716,constant_mortality,5yearly,2015,806.285
716,high_variant,5yearly,2015,661.347
716,instant_replacement,5yearly,2015,603.771
716,low_variant,5yearly,2015,643.632
716,medium_variant,5yearly,2015,652.49
716,momentum,5yearly,2015,756.558
716,no_change,5yearly,2015,820.445
716,zero_migration,5yearly,2015,654.888
716,constant_fertility,5yearly,2020,717.589
716,constant_mortality,5yearly,2020,899.804
716,high_variant,5yearly,2020,707.91
716,instant_replacement,5yearly,2020,640.404
716,low_variant,5yearly,2020,675.199
716,medium_variant,5yearly,2020,691.554
716,momentum,5yearly,2020,847.314
716,no_change,5yearly,2020,932.7
716,zero_migration,5yearly,2020,698.164
716,constant_fertility,5yearly,2025,749.121
716,constant_mortality,5yearly,2025,1002.367
716,high_variant,5yearly,2025,732.364
716,instant_replacement,5yearly,2025,664.272
716,low_variant,5yearly,2025,687.909
716,medium_variant,5yearly,2025,710.137
716,momentum,5yearly,2025,956.523
716,no_change,5yearly,2025,1056.823
716,zero_migration,5yearly,2025,719.389
716,constant_fertility,5yearly,2030,784.102
716,constant_mortality,5yearly,2030,1114.798
716,high_variant,5yearly,2030,756.963
716,instant_replacement,5yearly,2030,686.865
716,low_variant,5yearly,2030,706.063
716,medium_variant,5yearly,2030,731.402
716,momentum,5yearly,2030,1070.976
716,no_change,5yearly,2030,1195.626
716,zero_migration,5yearly,2030,742.386
716,constant_fertility,5yearly,2035,831.666
716,constant_mortality,5yearly,2035,1236.321
716,high_variant,5yearly,2035,792.944
716,instant_replacement,5yearly,2035,713.079
716,low_variant,5yearly,2035,733.837
716,medium_variant,5yearly,2035,762.909
716,momentum,5yearly,2035,1186.108
716,no_change,5yearly,2035,1352.05
716,zero_migration,5yearly,2035,775.796
716,constant_fertility,5yearly,2040,894.833
716,constant_mortality,5yearly,2040,1368.688
716,high_variant,5yearly,2040,843.162
716,instant_replacement,5yearly,2040,750.313
716,low_variant,5yearly,2040,773.491
716,medium_variant,5yearly,2040,807.242
716,momentum,5yearly,2040,1304.75
716,no_change,5yearly,2040,1530.634
716,zero_migration,5yearly,2040,822.479
716,constant_fertility,5yearly,2045,966.401
716,constant_mortality,5yearly,2045,1512.383
716,high_variant,5yearly,2045,901.499
716,instant_replacement,5yearly,2045,798.996
716,low_variant,5yearly,2045,822.298
716,medium_variant,5yearly,2045,860.132
716,momentum,5yearly,2045,1427.85
716,no_change,5yearly,2045,1735.272
716,zero_migration,5yearly,2045,878.107
716,constant_fertility,5yearly,2050,1063.538
716,constant_mortality,5yearly,2050,1662.74
716,high_variant,5yearly,2050,981.693
716,instant_replacement,5yearly,2050,869.416
716,low_variant,5yearly,2050,891.715
716,medium_variant,5yearly,2050,934.195
716,momentum,5yearly,2050,1546.965
716,no_change,5yearly,2050,1966.833
716,zero_migration,5yearly,2050,955.406
716,constant_fertility,5yearly,2055,1191.608
716,constant_mortality,5yearly,2055,1811.927
716,high_variant,5yearly,2055,1089.57
716,instant_replacement,5yearly,2055,966.819
716,low_variant,5yearly,2055,988.03
716,medium_variant,5yearly,2055,1035.506
716,momentum,5yearly,2055,1659.968
716,no_change,5yearly,2055,2221.925
716,zero_migration,5yearly,2055,1060.59
716,constant_fertility,5yearly,2060,1337.522
716,constant_mortality,5yearly,2060,1950.43
716,high_variant,5yearly,2060,1212.399
716,instant_replacement,5yearly,2060,1077.703
716,low_variant,5yearly,2060,1098.577
716,medium_variant,5yearly,2060,1151.353
716,momentum,5yearly,2060,1769.363
716,no_change,5yearly,2060,2493.589
716,zero_migration,5yearly,2060,1180.808
716,constant_fertility,5yearly,2065,1493.653
716,constant_mortality,5yearly,2065,2071.144
716,high_variant,5yearly,2065,1341.629
716,instant_replacement,5yearly,2065,1189.064
716,low_variant,5yearly,2065,1212.873
716,medium_variant,5yearly,2065,1272.126
716,momentum,5yearly,2065,1865.198
716,no_change,5yearly,2065,2777.002
716,zero_migration,5yearly,2065,1306.295
716,constant_fertility,5yearly,2070,1654.352
716,constant_mortality,5yearly,2070,2173.762
716,high_variant,5yearly,2070,1471.501
716,instant_replacement,5yearly,2070,1294.851
716,low_variant,5yearly,2070,1324.411
716,medium_variant,5yearly,2070,1391.686
716,momentum,5yearly,2070,1947.487
716,no_change,5yearly,2070,3074.986
716,zero_migration,5yearly,2070,1430.601
716,constant_fertility,5yearly,2075,1829.196
716,constant_mortality,5yearly,2075,2263.161
716,high_variant,5yearly,2075,1607.651
716,instant_replacement,5yearly,2075,1396.714
716,low_variant,5yearly,2075,1435.317
716,medium_variant,5yearly,2075,1513.85
716,momentum,5yearly,2075,2015.247
716,no_change,5yearly,2075,3397.762
716,zero_migration,5yearly,2075,1557.209
716,constant_fertility,5yearly,2080,2024.853
716,constant_mortality,5yearly,2080,2343.632
716,high_variant,5yearly,2080,1754.152
716,instant_replacement,5yearly,2080,1491.374
716,low_variant,5yearly,2080,1546.419
716,medium_variant,5yearly,2080,1641.058
716,momentum,5yearly,2080,2065.425
716,no_change,5yearly,2080,3756.776
716,zero_migration,5yearly,2080,1688.051
716,constant_fertility,5yearly,2085,2243.915
716,constant_mortality,5yearly,2085,2413.108
716,high_variant,5yearly,2085,1912.136
716,instant_replacement,5yearly,2085,1574.18
716,low_variant,5yearly,2085,1655.206
716,medium_variant,5yearly,2085,1772.657
716,momentum,5yearly,2085,2095.346
716,no_change,5yearly,2085,4158.938
716,zero_migration,5yearly,2085,1822.309
716,constant_fertility,5yearly,2090,2492.669
716,constant_mortality,5yearly,2090,2464.224
716,high_variant,5yearly,2090,2083.599
716,instant_replacement,5yearly,2090,1637.273
716,low_variant,5yearly,2090,1756.873
716,medium_variant,5yearly,2090,1907.154
716,momentum,5yearly,2090,2100.834
716,no_change,5yearly,2090,4605.576
716,zero_migration,5yearly,2090,1958.939
716,constant_fertility,5yearly,2095,2771.302
716,constant_mortality,5yearly,2095,2489.046
716,high_variant,5yearly,2095,2262.665
716,instant_replacement,5yearly,2095,1668.065
716,low_variant,5yearly,2095,1838.625
716,medium_variant,5yearly,2095,2035.086
716,momentum,5yearly,2095,2084.683
716,no_change,5yearly,2095,5095.978
716,zero_migration,5yearly,2095,2089.237
