country,variant,freq,year,totaldeaths
540,estimates,5yearly,1950,5.171
540,estimates,5yearly,1955,4.688
540,estimates,5yearly,1960,4.63
540,estimates,5yearly,1965,4.704
540,estimates,5yearly,1970,4.814
540,estimates,5yearly,1975,4.904
540,estimates,5yearly,1980,4.861
540,estimates,5yearly,1985,4.927
540,estimates,5yearly,1990,5.214
540,estimates,5yearly,1995,5.514
540,estimates,5yearly,2000,6.138
540,estimates,5yearly,2005,6.948
540,estimates,5yearly,2010,8.773
540,constant_fertility,5yearly,2015,9.434
540,constant_mortality,5yearly,2015,10.059
540,high_variant,5yearly,2015,9.453
540,instant_replacement,5yearly,2015,9.415
540,low_variant,5yearly,2015,9.39
540,medium_variant,5yearly,2015,9.422
540,momentum,5yearly,2015,10.047
540,no_change,5yearly,2015,10.074
540,zero_migration,5yearly,2015,9.416
540,constant_fertility,5yearly,2020,10.082
540,constant_mortality,5yearly,2020,11.314
540,high_variant,5yearly,2020,10.107
540,instant_replacement,5yearly,2020,10.06
540,low_variant,5yearly,2020,10.006
540,medium_variant,5yearly,2020,10.057
540,momentum,5yearly,2020,11.235
540,no_change,5yearly,2020,11.346
540,zero_migration,5yearly,2020,9.991
540,constant_fertility,5yearly,2025,10.837
540,constant_mortality,5yearly,2025,12.684
540,high_variant,5yearly,2025,10.868
540,instant_replacement,5yearly,2025,10.815
540,low_variant,5yearly,2025,10.744
540,medium_variant,5yearly,2025,10.806
540,momentum,5yearly,2025,12.53
540,no_change,5yearly,2025,12.73
540,zero_migration,5yearly,2025,10.671
540,constant_fertility,5yearly,2030,11.779
540,constant_mortality,5yearly,2030,14.248
540,high_variant,5yearly,2030,11.806
540,instant_replacement,5yearly,2030,11.759
540,low_variant,5yearly,2030,11.681
540,medium_variant,5yearly,2030,11.743
540,momentum,5yearly,2030,13.983
540,no_change,5yearly,2030,14.306
540,zero_migration,5yearly,2030,11.536
540,constant_fertility,5yearly,2035,12.873
540,constant_mortality,5yearly,2035,15.995
540,high_variant,5yearly,2035,12.9
540,instant_replacement,5yearly,2035,12.852
540,low_variant,5yearly,2035,12.769
540,medium_variant,5yearly,2035,12.832
540,momentum,5yearly,2035,15.584
540,no_change,5yearly,2035,16.07
540,zero_migration,5yearly,2035,12.532
540,constant_fertility,5yearly,2040,14.12
540,constant_mortality,5yearly,2040,17.806
540,high_variant,5yearly,2040,14.145
540,instant_replacement,5yearly,2040,14.093
540,low_variant,5yearly,2040,14.001
540,medium_variant,5yearly,2040,14.071
540,momentum,5yearly,2040,17.203
540,no_change,5yearly,2040,17.901
540,zero_migration,5yearly,2040,13.66
540,constant_fertility,5yearly,2045,15.394
540,constant_mortality,5yearly,2045,19.447
540,high_variant,5yearly,2045,15.423
540,instant_replacement,5yearly,2045,15.363
540,low_variant,5yearly,2045,15.264
540,medium_variant,5yearly,2045,15.337
540,momentum,5yearly,2045,18.582
540,no_change,5yearly,2045,19.567
540,zero_migration,5yearly,2045,14.788
540,constant_fertility,5yearly,2050,16.565
540,constant_mortality,5yearly,2050,20.718
540,high_variant,5yearly,2050,16.595
540,instant_replacement,5yearly,2050,16.53
540,low_variant,5yearly,2050,16.414
540,medium_variant,5yearly,2050,16.5
540,momentum,5yearly,2050,19.517
540,no_change,5yearly,2050,20.865
540,zero_migration,5yearly,2050,15.76
540,constant_fertility,5yearly,2055,17.518
540,constant_mortality,5yearly,2055,21.614
540,high_variant,5yearly,2055,17.553
540,instant_replacement,5yearly,2055,17.478
540,low_variant,5yearly,2055,17.354
540,medium_variant,5yearly,2055,17.445
540,momentum,5yearly,2055,19.975
540,no_change,5yearly,2055,21.791
540,zero_migration,5yearly,2055,16.464
540,constant_fertility,5yearly,2060,18.262
540,constant_mortality,5yearly,2060,22.319
540,high_variant,5yearly,2060,18.301
540,instant_replacement,5yearly,2060,18.218
540,low_variant,5yearly,2060,18.078
540,medium_variant,5yearly,2060,18.181
540,momentum,5yearly,2060,20.15
540,no_change,5yearly,2060,22.54
540,zero_migration,5yearly,2060,16.878
540,constant_fertility,5yearly,2065,18.889
540,constant_mortality,5yearly,2065,23.14
540,high_variant,5yearly,2065,18.934
540,instant_replacement,5yearly,2065,18.838
540,low_variant,5yearly,2065,18.68
540,medium_variant,5yearly,2065,18.796
540,momentum,5yearly,2065,20.358
540,no_change,5yearly,2065,23.418
540,zero_migration,5yearly,2065,17.101
540,constant_fertility,5yearly,2070,19.639
540,constant_mortality,5yearly,2070,24.175
540,high_variant,5yearly,2070,19.693
540,instant_replacement,5yearly,2070,19.569
540,low_variant,5yearly,2070,19.38
540,medium_variant,5yearly,2070,19.527
540,momentum,5yearly,2070,20.721
540,no_change,5yearly,2070,24.532
540,zero_migration,5yearly,2070,17.351
540,constant_fertility,5yearly,2075,20.594
540,constant_mortality,5yearly,2075,25.155
540,high_variant,5yearly,2075,20.675
540,instant_replacement,5yearly,2075,20.506
540,low_variant,5yearly,2075,20.273
540,medium_variant,5yearly,2075,20.458
540,momentum,5yearly,2075,21.047
540,no_change,5yearly,2075,25.634
540,zero_migration,5yearly,2075,17.732
540,constant_fertility,5yearly,2080,21.668
540,constant_mortality,5yearly,2080,25.792
540,high_variant,5yearly,2080,21.779
540,instant_replacement,5yearly,2080,21.551
540,low_variant,5yearly,2080,21.24
540,medium_variant,5yearly,2080,21.492
540,momentum,5yearly,2080,21.114
540,no_change,5yearly,2080,26.451
540,zero_migration,5yearly,2080,18.188
540,constant_fertility,5yearly,2085,22.529
540,constant_mortality,5yearly,2085,26.112
540,high_variant,5yearly,2085,22.695
540,instant_replacement,5yearly,2085,22.36
540,low_variant,5yearly,2085,21.918
540,medium_variant,5yearly,2085,22.291
540,momentum,5yearly,2085,20.993
540,no_change,5yearly,2085,27.038
540,zero_migration,5yearly,2085,18.435
540,constant_fertility,5yearly,2090,23.091
540,constant_mortality,5yearly,2090,26.33
540,high_variant,5yearly,2090,23.353
540,instant_replacement,5yearly,2090,22.832
540,low_variant,5yearly,2090,22.176
540,medium_variant,5yearly,2090,22.742
540,momentum,5yearly,2090,20.904
540,no_change,5yearly,2090,27.648
540,zero_migration,5yearly,2090,18.413
540,constant_fertility,5yearly,2095,23.483
540,constant_mortality,5yearly,2095,26.549
540,high_variant,5yearly,2095,23.909
540,instant_replacement,5yearly,2095,23.079
540,low_variant,5yearly,2095,22.06
540,medium_variant,5yearly,2095,22.96
540,momentum,5yearly,2095,20.908
540,no_change,5yearly,2095,28.423
540,zero_migration,5yearly,2095,18.253
540,constant_fertility,5yearly,Regi,New Caledonia
540,constant_mortality,5yearly,Regi,New Caledonia
540,estimates,5yearly,Regi,New Caledonia
540,high_variant,5yearly,Regi,New Caledonia
540,instant_replacement,5yearly,Regi,New Caledonia
540,low_variant,5yearly,Regi,New Caledonia
540,medium_variant,5yearly,Regi,New Caledonia
540,momentum,5yearly,Regi,New Caledonia
540,no_change,5yearly,Regi,New Caledonia
540,zero_migration,5yearly,Regi,New Caledonia
