country,variant,freq,year,totaldeaths
296,estimates,5yearly,1950,3.398
296,estimates,5yearly,1955,3.577
296,estimates,5yearly,1960,3.531
296,estimates,5yearly,1965,3.356
296,estimates,5yearly,1970,3.126
296,estimates,5yearly,1975,3.353
296,estimates,5yearly,1980,3.579
296,estimates,5yearly,1985,3.538
296,estimates,5yearly,1990,3.422
296,estimates,5yearly,1995,3.245
296,estimates,5yearly,2000,3.226
296,estimates,5yearly,2005,3.505
296,estimates,5yearly,2010,3.806
296,constant_fertility,5yearly,2015,4.128
296,constant_mortality,5yearly,2015,4.313
296,high_variant,5yearly,2015,4.135
296,instant_replacement,5yearly,2015,3.787
296,low_variant,5yearly,2015,4.028
296,medium_variant,5yearly,2015,4.082
296,momentum,5yearly,2015,4.003
296,no_change,5yearly,2015,4.363
296,zero_migration,5yearly,2015,4.094
296,constant_fertility,5yearly,2020,4.492
296,constant_mortality,5yearly,2020,4.847
296,high_variant,5yearly,2020,4.493
296,instant_replacement,5yearly,2020,4.091
296,low_variant,5yearly,2020,4.307
296,medium_variant,5yearly,2020,4.4
296,momentum,5yearly,2020,4.561
296,no_change,5yearly,2020,4.955
296,zero_migration,5yearly,2020,4.483
296,constant_fertility,5yearly,2025,4.91
296,constant_mortality,5yearly,2025,5.438
296,high_variant,5yearly,2025,4.895
296,instant_replacement,5yearly,2025,4.498
296,low_variant,5yearly,2025,4.658
296,medium_variant,5yearly,2025,4.777
296,momentum,5yearly,2025,5.242
296,no_change,5yearly,2025,5.614
296,zero_migration,5yearly,2025,4.927
296,constant_fertility,5yearly,2030,5.403
296,constant_mortality,5yearly,2030,6.098
296,high_variant,5yearly,2030,5.348
296,instant_replacement,5yearly,2030,4.965
296,low_variant,5yearly,2030,5.1
296,medium_variant,5yearly,2030,5.225
296,momentum,5yearly,2030,6.003
296,no_change,5yearly,2030,6.353
296,zero_migration,5yearly,2030,5.45
296,constant_fertility,5yearly,2035,5.961
296,constant_mortality,5yearly,2035,6.832
296,high_variant,5yearly,2035,5.871
296,instant_replacement,5yearly,2035,5.467
296,low_variant,5yearly,2035,5.602
296,medium_variant,5yearly,2035,5.735
296,momentum,5yearly,2035,6.809
296,no_change,5yearly,2035,7.18
296,zero_migration,5yearly,2035,6.038
296,constant_fertility,5yearly,2040,6.541
296,constant_mortality,5yearly,2040,7.573
296,high_variant,5yearly,2040,6.426
296,instant_replacement,5yearly,2040,5.953
296,low_variant,5yearly,2040,6.11
296,medium_variant,5yearly,2040,6.269
296,momentum,5yearly,2040,7.577
296,no_change,5yearly,2040,8.032
296,zero_migration,5yearly,2040,6.666
296,constant_fertility,5yearly,2045,7.094
296,constant_mortality,5yearly,2045,8.236
296,high_variant,5yearly,2045,6.953
296,instant_replacement,5yearly,2045,6.375
296,low_variant,5yearly,2045,6.567
296,medium_variant,5yearly,2045,6.752
296,momentum,5yearly,2045,8.259
296,no_change,5yearly,2045,8.841
