country,variant,freq,year,totaldeaths
474,estimates,5yearly,1950,16.901
474,estimates,5yearly,1955,15.526
474,estimates,5yearly,1960,14.677
474,estimates,5yearly,1965,13.866
474,estimates,5yearly,1970,12.439
474,estimates,5yearly,1975,11.696
474,estimates,5yearly,1980,12.333
474,estimates,5yearly,1985,12.663
474,estimates,5yearly,1990,12.917
474,estimates,5yearly,1995,13.355
474,estimates,5yearly,2000,14.01
474,estimates,5yearly,2005,14.923
474,estimates,5yearly,2010,15.768
474,constant_fertility,5yearly,2015,16.629
474,constant_mortality,5yearly,2015,17.973
474,high_variant,5yearly,2015,16.641
474,instant_replacement,5yearly,2015,16.636
474,low_variant,5yearly,2015,16.609
474,medium_variant,5yearly,2015,16.625
474,momentum,5yearly,2015,17.988
474,no_change,5yearly,2015,17.978
474,zero_migration,5yearly,2015,16.626
474,constant_fertility,5yearly,2020,17.565
474,constant_mortality,5yearly,2020,19.847
474,high_variant,5yearly,2020,17.583
474,instant_replacement,5yearly,2020,17.573
474,low_variant,5yearly,2020,17.535
474,medium_variant,5yearly,2020,17.56
474,momentum,5yearly,2020,19.923
474,no_change,5yearly,2020,19.857
474,zero_migration,5yearly,2020,17.602
474,constant_fertility,5yearly,2025,18.745
474,constant_mortality,5yearly,2025,21.711
474,high_variant,5yearly,2025,18.764
474,instant_replacement,5yearly,2025,18.752
474,low_variant,5yearly,2025,18.709
474,medium_variant,5yearly,2025,18.737
474,momentum,5yearly,2025,21.834
474,no_change,5yearly,2025,21.725
474,zero_migration,5yearly,2025,18.813
474,constant_fertility,5yearly,2030,20.091
474,constant_mortality,5yearly,2030,23.615
474,high_variant,5yearly,2030,20.112
474,instant_replacement,5yearly,2030,20.098
474,low_variant,5yearly,2030,20.052
474,medium_variant,5yearly,2030,20.08
474,momentum,5yearly,2030,23.81
474,no_change,5yearly,2030,23.631
474,zero_migration,5yearly,2030,20.198
474,constant_fertility,5yearly,2035,21.555
474,constant_mortality,5yearly,2035,25.464
474,high_variant,5yearly,2035,21.582
474,instant_replacement,5yearly,2035,21.567
474,low_variant,5yearly,2035,21.516
474,medium_variant,5yearly,2035,21.547
474,momentum,5yearly,2035,25.747
474,no_change,5yearly,2035,25.482
474,zero_migration,5yearly,2035,21.713
474,constant_fertility,5yearly,2040,22.983
474,constant_mortality,5yearly,2040,26.931
474,high_variant,5yearly,2040,23.012
474,instant_replacement,5yearly,2040,22.993
474,low_variant,5yearly,2040,22.932
474,medium_variant,5yearly,2040,22.972
474,momentum,5yearly,2040,27.333
474,no_change,5yearly,2040,26.958
474,zero_migration,5yearly,2040,23.195
474,constant_fertility,5yearly,2045,24.084
474,constant_mortality,5yearly,2045,27.61
474,high_variant,5yearly,2045,24.119
474,instant_replacement,5yearly,2045,24.097
474,low_variant,5yearly,2045,24.023
474,medium_variant,5yearly,2045,24.068
474,momentum,5yearly,2045,28.163
474,no_change,5yearly,2045,27.644
474,zero_migration,5yearly,2045,24.371
474,constant_fertility,5yearly,2050,24.472
474,constant_mortality,5yearly,2050,27.175
474,high_variant,5yearly,2050,24.514
474,instant_replacement,5yearly,2050,24.484
474,low_variant,5yearly,2050,24.4
474,medium_variant,5yearly,2050,24.455
474,momentum,5yearly,2050,27.936
474,no_change,5yearly,2050,27.221
474,zero_migration,5yearly,2050,24.864
474,constant_fertility,5yearly,2055,23.928
474,constant_mortality,5yearly,2055,25.711
474,high_variant,5yearly,2055,23.982
474,instant_replacement,5yearly,2055,23.948
474,low_variant,5yearly,2055,23.847
474,medium_variant,5yearly,2055,23.909
474,momentum,5yearly,2055,26.724
474,no_change,5yearly,2055,25.766
474,zero_migration,5yearly,2055,24.446
474,constant_fertility,5yearly,2060,22.619
474,constant_mortality,5yearly,2060,23.65
474,high_variant,5yearly,2060,22.679
474,instant_replacement,5yearly,2060,22.641
474,low_variant,5yearly,2060,22.523
474,medium_variant,5yearly,2060,22.596
474,momentum,5yearly,2060,24.982
474,no_change,5yearly,2060,23.72
474,zero_migration,5yearly,2060,23.307
474,constant_fertility,5yearly,2065,20.785
474,constant_mortality,5yearly,2065,21.633
474,high_variant,5yearly,2065,20.856
474,instant_replacement,5yearly,2065,20.813
474,low_variant,5yearly,2065,20.669
474,medium_variant,5yearly,2065,20.762
474,momentum,5yearly,2065,23.347
474,no_change,5yearly,2065,21.723
474,zero_migration,5yearly,2065,21.684
474,constant_fertility,5yearly,2070,18.991
474,constant_mortality,5yearly,2070,20.223
474,high_variant,5yearly,2070,19.078
474,instant_replacement,5yearly,2070,19.025
474,low_variant,5yearly,2070,18.849
474,medium_variant,5yearly,2070,18.958
474,momentum,5yearly,2070,22.378
474,no_change,5yearly,2070,20.341
474,zero_migration,5yearly,2070,20.149
474,constant_fertility,5yearly,2075,17.642
474,constant_mortality,5yearly,2075,19.582
474,high_variant,5yearly,2075,17.748
474,instant_replacement,5yearly,2075,17.679
474,low_variant,5yearly,2075,17.464
474,medium_variant,5yearly,2075,17.597
474,momentum,5yearly,2075,22.209
474,no_change,5yearly,2075,19.739
474,zero_migration,5yearly,2075,19.097
474,constant_fertility,5yearly,2080,17.133
474,constant_mortality,5yearly,2080,19.502
474,high_variant,5yearly,2080,17.267
474,instant_replacement,5yearly,2080,17.182
474,low_variant,5yearly,2080,16.902
474,medium_variant,5yearly,2080,17.074
474,momentum,5yearly,2080,22.615
474,no_change,5yearly,2080,19.717
474,zero_migration,5yearly,2080,18.91
474,constant_fertility,5yearly,2085,17.262
474,constant_mortality,5yearly,2085,19.57
