country,variant,freq,year,totaldeaths
316,estimates,5yearly,1950,2.831
316,estimates,5yearly,1955,2.735
316,estimates,5yearly,1960,2.655
316,estimates,5yearly,1965,2.448
316,estimates,5yearly,1970,2.368
316,estimates,5yearly,1975,2.487
316,estimates,5yearly,1980,2.645
316,estimates,5yearly,1985,2.923
316,estimates,5yearly,1990,3.225
316,estimates,5yearly,1995,3.401
316,estimates,5yearly,2000,3.616
316,estimates,5yearly,2005,3.762
316,estimates,5yearly,2010,3.907
316,constant_fertility,5yearly,2015,4.28
316,constant_mortality,5yearly,2015,4.631
316,high_variant,5yearly,2015,4.288
316,instant_replacement,5yearly,2015,4.263
316,low_variant,5yearly,2015,4.261
316,medium_variant,5yearly,2015,4.274
316,momentum,5yearly,2015,4.618
316,no_change,5yearly,2015,4.637
316,zero_migration,5yearly,2015,4.276
316,constant_fertility,5yearly,2020,4.752
316,constant_mortality,5yearly,2020,5.455
316,high_variant,5yearly,2020,4.762
316,instant_replacement,5yearly,2020,4.732
316,low_variant,5yearly,2020,4.718
316,medium_variant,5yearly,2020,4.74
316,momentum,5yearly,2020,5.487
316,no_change,5yearly,2020,5.467
316,zero_migration,5yearly,2020,4.774
316,constant_fertility,5yearly,2025,5.267
316,constant_mortality,5yearly,2025,6.334
316,high_variant,5yearly,2025,5.281
316,instant_replacement,5yearly,2025,5.248
316,low_variant,5yearly,2025,5.227
316,medium_variant,5yearly,2025,5.253
316,momentum,5yearly,2025,6.434
316,no_change,5yearly,2025,6.354
316,zero_migration,5yearly,2025,5.329
316,constant_fertility,5yearly,2030,5.849
316,constant_mortality,5yearly,2030,7.267
316,high_variant,5yearly,2030,5.86
316,instant_replacement,5yearly,2030,5.832
316,low_variant,5yearly,2030,5.807
316,medium_variant,5yearly,2030,5.834
316,momentum,5yearly,2030,7.467
316,no_change,5yearly,2030,7.295
316,zero_migration,5yearly,2030,5.974
316,constant_fertility,5yearly,2035,6.485
316,constant_mortality,5yearly,2035,8.188
316,high_variant,5yearly,2035,6.492
316,instant_replacement,5yearly,2035,6.464
316,low_variant,5yearly,2035,6.44
316,medium_variant,5yearly,2035,6.465
316,momentum,5yearly,2035,8.523
316,no_change,5yearly,2035,8.225
316,zero_migration,5yearly,2035,6.686
316,constant_fertility,5yearly,2040,7.152
316,constant_mortality,5yearly,2040,8.991
316,high_variant,5yearly,2040,7.161
316,instant_replacement,5yearly,2040,7.129
316,low_variant,5yearly,2040,7.102
316,medium_variant,5yearly,2040,7.13
316,momentum,5yearly,2040,9.477
316,no_change,5yearly,2040,9.036
316,zero_migration,5yearly,2040,7.455
316,constant_fertility,5yearly,2045,7.781
316,constant_mortality,5yearly,2045,9.588
316,high_variant,5yearly,2045,7.787
316,instant_replacement,5yearly,2045,7.752
316,low_variant,5yearly,2045,7.722
316,medium_variant,5yearly,2045,7.754
316,momentum,5yearly,2045,10.25
316,no_change,5yearly,2045,9.648
316,zero_migration,5yearly,2045,8.194
316,constant_fertility,5yearly,2050,8.25
316,constant_mortality,5yearly,2050,9.934
316,high_variant,5yearly,2050,8.259
