country,variant,freq,year,totaldeaths
548,estimates,5yearly,1950,5.756
548,estimates,5yearly,1955,5.826
548,estimates,5yearly,1960,5.872
548,estimates,5yearly,1965,5.78
548,estimates,5yearly,1970,5.907
548,estimates,5yearly,1975,5.93
548,estimates,5yearly,1980,5.848
548,estimates,5yearly,1985,5.956
548,estimates,5yearly,1990,6.029
548,estimates,5yearly,1995,5.967
548,estimates,5yearly,2000,5.655
548,estimates,5yearly,2005,5.626
548,estimates,5yearly,2010,6.049
548,constant_fertility,5yearly,2015,6.718
548,constant_mortality,5yearly,2015,7.178
548,high_variant,5yearly,2015,6.734
548,instant_replacement,5yearly,2015,6.401
548,low_variant,5yearly,2015,6.609
548,medium_variant,5yearly,2015,6.671
548,momentum,5yearly,2015,6.869
548,no_change,5yearly,2015,7.231
548,zero_migration,5yearly,2015,6.668
548,constant_fertility,5yearly,2020,7.532
548,constant_mortality,5yearly,2020,8.475
548,high_variant,5yearly,2020,7.546
548,instant_replacement,5yearly,2020,7.181
548,low_variant,5yearly,2020,7.336
548,medium_variant,5yearly,2020,7.441
548,momentum,5yearly,2020,8.047
548,no_change,5yearly,2020,8.594
548,zero_migration,5yearly,2020,7.351
548,constant_fertility,5yearly,2025,8.448
548,constant_mortality,5yearly,2025,9.914
548,high_variant,5yearly,2025,8.451
548,instant_replacement,5yearly,2025,8.086
548,low_variant,5yearly,2025,8.186
548,medium_variant,5yearly,2025,8.318
548,momentum,5yearly,2025,9.383
548,no_change,5yearly,2025,10.107
548,zero_migration,5yearly,2025,8.139
548,constant_fertility,5yearly,2030,9.463
548,constant_mortality,5yearly,2030,11.505
548,high_variant,5yearly,2030,9.434
548,instant_replacement,5yearly,2030,9.079
548,low_variant,5yearly,2030,9.157
548,medium_variant,5yearly,2030,9.292
548,momentum,5yearly,2030,10.864
548,no_change,5yearly,2030,11.782
548,zero_migration,5yearly,2030,9.034
548,constant_fertility,5yearly,2035,10.617
548,constant_mortality,5yearly,2035,13.272
548,high_variant,5yearly,2035,10.565
548,instant_replacement,5yearly,2035,10.176
548,low_variant,5yearly,2035,10.254
548,medium_variant,5yearly,2035,10.409
548,momentum,5yearly,2035,12.509
548,no_change,5yearly,2035,13.657
548,zero_migration,5yearly,2035,10.08
548,constant_fertility,5yearly,2040,11.934
548,constant_mortality,5yearly,2040,15.212
548,high_variant,5yearly,2040,11.857
548,instant_replacement,5yearly,2040,11.412
548,low_variant,5yearly,2040,11.5
548,medium_variant,5yearly,2040,11.673
548,momentum,5yearly,2040,14.327
548,no_change,5yearly,2040,15.738
548,zero_migration,5yearly,2040,11.317
548,constant_fertility,5yearly,2045,13.345
548,constant_mortality,5yearly,2045,17.259
548,high_variant,5yearly,2045,13.244
548,instant_replacement,5yearly,2045,12.745
548,low_variant,5yearly,2045,12.835
548,medium_variant,5yearly,2045,13.028
548,momentum,5yearly,2045,16.272
548,no_change,5yearly,2045,17.964
548,zero_migration,5yearly,2045,12.672
548,constant_fertility,5yearly,2050,14.835
548,constant_mortality,5yearly,2050,19.393
548,high_variant,5yearly,2050,14.701
548,instant_replacement,5yearly,2050,14.156
548,low_variant,5yearly,2050,14.24
548,medium_variant,5yearly,2050,14.458
548,momentum,5yearly,2050,18.321
548,no_change,5yearly,2050,20.318
548,zero_migration,5yearly,2050,14.103
548,constant_fertility,5yearly,2055,16.401
548,constant_mortality,5yearly,2055,21.626
548,high_variant,5yearly,2055,16.231
548,instant_replacement,5yearly,2055,15.642
548,low_variant,5yearly,2055,15.718
548,medium_variant,5yearly,2055,15.958
548,momentum,5yearly,2055,20.473
548,no_change,5yearly,2055,22.815
548,zero_migration,5yearly,2055,15.613
548,constant_fertility,5yearly,2060,18.078
548,constant_mortality,5yearly,2060,23.923
548,high_variant,5yearly,2060,17.869
548,instant_replacement,5yearly,2060,17.21
548,low_variant,5yearly,2060,17.297
548,medium_variant,5yearly,2060,17.562
548,momentum,5yearly,2060,22.666
548,no_change,5yearly,2060,25.438
548,zero_migration,5yearly,2060,17.246
548,constant_fertility,5yearly,2065,19.809
548,constant_mortality,5yearly,2065,26.164
548,high_variant,5yearly,2065,19.555
548,instant_replacement,5yearly,2065,18.775
548,low_variant,5yearly,2065,18.893
548,medium_variant,5yearly,2065,19.2
548,momentum,5yearly,2065,24.722
548,no_change,5yearly,2065,28.091
548,zero_migration,5yearly,2065,18.915
548,constant_fertility,5yearly,2070,21.557
548,constant_mortality,5yearly,2070,28.229
548,high_variant,5yearly,2070,21.255
548,instant_replacement,5yearly,2070,20.284
548,low_variant,5yearly,2070,20.469
548,medium_variant,5yearly,2070,20.83
548,momentum,5yearly,2070,26.477
548,no_change,5yearly,2070,30.691
548,zero_migration,5yearly,2070,20.591
548,constant_fertility,5yearly,2075,23.216
548,constant_mortality,5yearly,2075,30.167
548,high_variant,5yearly,2075,22.863
548,instant_replacement,5yearly,2075,21.612
548,low_variant,5yearly,2075,21.893
548,medium_variant,5yearly,2075,22.341
548,momentum,5yearly,2075,27.921
548,no_change,5yearly,2075,33.328
548,zero_migration,5yearly,2075,22.177
548,constant_fertility,5yearly,2080,24.9
548,constant_mortality,5yearly,2080,32.053
548,high_variant,5yearly,2080,24.494
548,instant_replacement,5yearly,2080,22.797
548,low_variant,5yearly,2080,23.238
548,medium_variant,5yearly,2080,23.819
548,momentum,5yearly,2080,29.047
548,no_change,5yearly,2080,36.164
548,zero_migration,5yearly,2080,23.76
548,constant_fertility,5yearly,2085,26.744
548,constant_mortality,5yearly,2085,33.874
548,high_variant,5yearly,2085,26.266
548,instant_replacement,5yearly,2085,23.862
548,low_variant,5yearly,2085,24.57
548,medium_variant,5yearly,2085,25.369
548,momentum,5yearly,2085,29.661
548,no_change,5yearly,2085,39.265
548,zero_migration,5yearly,2085,25.439
