variant,region,year,gender,childdependencyratio2564
estimates,912,1950,male,157.221
estimates,912,1951,male,158.449
estimates,912,1952,male,158.934
estimates,912,1953,male,159.242
estimates,912,1954,male,159.582
estimates,912,1955,male,159.977
estimates,912,1956,male,160.911
estimates,912,1957,male,161.768
estimates,912,1958,male,162.584
estimates,912,1959,male,163.415
estimates,912,1960,male,164.332
estimates,912,1961,male,166.283
estimates,912,1962,male,168.168
estimates,912,1963,male,170.077
estimates,912,1964,male,172.127
estimates,912,1965,male,174.379
estimates,912,1966,male,177.664
estimates,912,1967,male,180.851
estimates,912,1968,male,183.817
estimates,912,1969,male,186.347
estimates,912,1970,male,188.329
estimates,912,1971,male,190.085
estimates,912,1972,male,191.303
estimates,912,1973,male,192.104
estimates,912,1974,male,192.624
estimates,912,1975,male,192.955
estimates,912,1976,male,192.885
estimates,912,1977,male,192.428
estimates,912,1978,male,191.671
estimates,912,1979,male,190.677
estimates,912,1980,male,189.536
estimates,912,1981,male,188.618
estimates,912,1982,male,187.358
estimates,912,1983,male,185.887
estimates,912,1984,male,184.293
estimates,912,1985,male,182.614
estimates,912,1986,male,180.804
estimates,912,1987,male,178.73
estimates,912,1988,male,176.483
estimates,912,1989,male,174.105
estimates,912,1990,male,171.632
estimates,912,1991,male,169.372
estimates,912,1992,male,166.885
estimates,912,1993,male,164.297
estimates,912,1994,male,161.704
estimates,912,1995,male,159.121
estimates,912,1996,male,156.728
estimates,912,1997,male,154.333
estimates,912,1998,male,151.879
estimates,912,1999,male,149.303
estimates,912,2000,male,146.607
estimates,912,2001,male,143.707
estimates,912,2002,male,140.813
estimates,912,2003,male,137.892
estimates,912,2004,male,134.901
estimates,912,2005,male,131.846
estimates,912,2006,male,129.017
estimates,912,2007,male,126.124
estimates,912,2008,male,123.305
estimates,912,2009,male,120.731
estimates,912,2010,male,118.492
estimates,912,2011,male,116.179
estimates,912,2012,male,114.259
estimates,912,2013,male,112.655
estimates,912,2014,male,111.177
estimates,912,2015,male,109.711
medium_variant,912,2015,male,109.711
medium_variant,912,2016,male,108.695
medium_variant,912,2017,male,107.348
medium_variant,912,2018,male,105.924
medium_variant,912,2019,male,104.741
medium_variant,912,2020,male,103.906
medium_variant,912,2021,male,102.792
medium_variant,912,2022,male,102.141
medium_variant,912,2023,male,101.737
medium_variant,912,2024,male,101.284
medium_variant,912,2025,male,100.659
