variant,region,year,gender,childdependencyratio2564
estimates,915,1950,male,145.382
estimates,915,1951,male,145.708
estimates,915,1952,male,146.383
estimates,915,1953,male,147.17
estimates,915,1954,male,147.779
estimates,915,1955,male,148.153
estimates,915,1956,male,149.127
estimates,915,1957,male,149.614
estimates,915,1958,male,149.954
estimates,915,1959,male,150.547
estimates,915,1960,male,151.622
estimates,915,1961,male,151.68
estimates,915,1962,male,152.349
estimates,915,1963,male,153.306
estimates,915,1964,male,154.031
estimates,915,1965,male,154.324
estimates,915,1966,male,156.036
estimates,915,1967,male,156.782
estimates,915,1968,male,157.024
estimates,915,1969,male,157.421
estimates,915,1970,male,158.252
estimates,915,1971,male,158.458
estimates,915,1972,male,159.071
estimates,915,1973,male,159.753
estimates,915,1974,male,159.925
estimates,915,1975,male,159.354
estimates,915,1976,male,157.874
estimates,915,1977,male,155.63
estimates,915,1978,male,152.965
estimates,915,1979,male,150.438
estimates,915,1980,male,148.358
estimates,915,1981,male,146.352
estimates,915,1982,male,144.876
estimates,915,1983,male,143.559
estimates,915,1984,male,141.845
estimates,915,1985,male,139.538
estimates,915,1986,male,137.166
estimates,915,1987,male,134.053
estimates,915,1988,male,130.58
estimates,915,1989,male,127.243
estimates,915,1990,male,124.299
estimates,915,1991,male,121.47
estimates,915,1992,male,118.888
estimates,915,1993,male,116.536
estimates,915,1994,male,114.325
estimates,915,1995,male,112.222
estimates,915,1996,male,109.957
estimates,915,1997,male,107.861
estimates,915,1998,male,105.942
estimates,915,1999,male,104.234
estimates,915,2000,male,102.767
estimates,915,2001,male,101.658
estimates,915,2002,male,100.672
estimates,915,2003,male,99.752
estimates,915,2004,male,98.814
estimates,915,2005,male,97.799
estimates,915,2006,male,96.521
estimates,915,2007,male,95.18
estimates,915,2008,male,93.774
estimates,915,2009,male,92.31
estimates,915,2010,male,90.812
estimates,915,2011,male,89.295
estimates,915,2012,male,87.704
estimates,915,2013,male,86.094
estimates,915,2014,male,84.534
estimates,915,2015,male,83.07
medium_variant,915,2015,male,83.07
medium_variant,915,2016,male,81.669
medium_variant,915,2017,male,80.347
medium_variant,915,2018,male,79.108
medium_variant,915,2019,male,77.942
medium_variant,915,2020,male,76.843
medium_variant,915,2021,male,75.785
medium_variant,915,2022,male,74.775
medium_variant,915,2023,male,73.814
medium_variant,915,2024,male,72.902
medium_variant,915,2025,male,72.044
medium_variant,915,2026,male,71.209
medium_variant,915,2027,male,70.411
medium_variant,915,2028,male,69.661
medium_variant,915,2029,male,68.971
medium_variant,915,2030,male,68.345
medium_variant,915,2031,male,67.77
medium_variant,915,2032,male,67.235
medium_variant,915,2033,male,66.727
medium_variant,915,2034,male,66.226
medium_variant,915,2035,male,65.724
medium_variant,915,2036,male,65.209
medium_variant,915,2037,male,64.677
medium_variant,915,2038,male,64.138
medium_variant,915,2039,male,63.599
medium_variant,915,2040,male,63.068
medium_variant,915,2041,male,62.529
medium_variant,915,2042,male,61.988
medium_variant,915,2043,male,61.445
medium_variant,915,2044,male,60.892
medium_variant,915,2045,male,60.333
medium_variant,915,2046,male,59.76
medium_variant,915,2047,male,59.171
medium_variant,915,2048,male,58.587
medium_variant,915,2049,male,58.037
medium_variant,915,2050,male,57.539
medium_variant,915,2051,male,57.075
medium_variant,915,2052,male,56.644
medium_variant,915,2053,male,56.247
medium_variant,915,2054,male,55.887
medium_variant,915,2055,male,55.565
medium_variant,915,2056,male,55.278
medium_variant,915,2057,male,55.016
medium_variant,915,2058,male,54.774
medium_variant,915,2059,male,54.546
medium_variant,915,2060,male,54.328
medium_variant,915,2061,male,54.114
medium_variant,915,2062,male,53.898
medium_variant,915,2063,male,53.683
medium_variant,915,2064,male,53.474
medium_variant,915,2065,male,53.277
medium_variant,915,2066,male,53.089
medium_variant,915,2067,male,52.896
medium_variant,915,2068,male,52.703
medium_variant,915,2069,male,52.512
medium_variant,915,2070,male,52.325
medium_variant,915,2071,male,52.144
medium_variant,915,2072,male,51.954
medium_variant,915,2073,male,51.764
medium_variant,915,2074,male,51.581
medium_variant,915,2075,male,51.411
medium_variant,915,2076,male,51.251
medium_variant,915,2077,male,51.093
medium_variant,915,2078,male,50.94
medium_variant,915,2079,male,50.799
medium_variant,915,2080,male,50.674
medium_variant,915,2081,male,50.566
medium_variant,915,2082,male,50.462
medium_variant,915,2083,male,50.366
medium_variant,915,2084,male,50.281
medium_variant,915,2085,male,50.211
medium_variant,915,2086,male,50.157
medium_variant,915,2087,male,50.106
medium_variant,915,2088,male,50.059
medium_variant,915,2089,male,50.017
medium_variant,915,2090,male,49.981
medium_variant,915,2091,male,49.956
medium_variant,915,2092,male,49.924
medium_variant,915,2093,male,49.89
medium_variant,915,2094,male,49.857
medium_variant,915,2095,male,49.828
medium_variant,915,2096,male,49.807
medium_variant,915,2097,male,49.778
medium_variant,915,2098,male,49.745
medium_variant,915,2099,male,49.712
medium_variant,915,2100,male,49.681
estimates,915,1950,female,146.53
estimates,915,1951,female,146.157
estimates,915,1952,female,146.168
estimates,915,1953,female,146.337
estimates,915,1954,female,146.373
estimates,915,1955,female,146.201
estimates,915,1956,female,146.874
estimates,915,1957,female,147.04
estimates,915,1958,female,147.027
estimates,915,1959,female,147.21
estimates,915,1960,female,147.793
estimates,915,1961,female,147.65
estimates,915,1962,female,148.134
estimates,915,1963,female,148.922
estimates,915,1964,female,149.498
estimates,915,1965,female,149.651
estimates,915,1966,female,151.161
estimates,915,1967,female,151.784
estimates,915,1968,female,151.936
estimates,915,1969,female,152.216
estimates,915,1970,female,152.872
estimates,915,1971,female,152.569
estimates,915,1972,female,152.663
estimates,915,1973,female,152.841
estimates,915,1974,female,152.58
estimates,915,1975,female,151.66
estimates,915,1976,female,150.047
estimates,915,1977,female,147.752
estimates,915,1978,female,145.079
estimates,915,1979,female,142.537
estimates,915,1980,female,140.405
estimates,915,1981,female,138.528
estimates,915,1982,female,137.182
estimates,915,1983,female,136.019
estimates,915,1984,female,134.506
estimates,915,1985,female,132.419
estimates,915,1986,female,130.112
estimates,915,1987,female,127.117
estimates,915,1988,female,123.791
estimates,915,1989,female,120.604
estimates,915,1990,female,117.786
estimates,915,1991,female,115.129
estimates,915,1992,female,112.69
estimates,915,1993,female,110.457
estimates,915,1994,female,108.347
estimates,915,1995,female,106.321
estimates,915,1996,female,104.133
estimates,915,1997,female,102.082
estimates,915,1998,female,100.176
estimates,915,1999,female,98.451
estimates,915,2000,female,96.935
estimates,915,2001,female,95.636
estimates,915,2002,female,94.464
estimates,915,2003,female,93.371
estimates,915,2004,female,92.279
estimates,915,2005,female,91.127
estimates,915,2006,female,89.837
estimates,915,2007,female,88.489
estimates,915,2008,female,87.088
estimates,915,2009,female,85.64
estimates,915,2010,female,84.167
estimates,915,2011,female,82.732
estimates,915,2012,female,81.247
estimates,915,2013,female,79.762
estimates,915,2014,female,78.337
estimates,915,2015,female,77.001
medium_variant,915,2015,female,77.001
medium_variant,915,2016,female,75.698
medium_variant,915,2017,female,74.482
medium_variant,915,2018,female,73.356
medium_variant,915,2019,female,72.306
medium_variant,915,2020,female,71.32
medium_variant,915,2021,female,70.387
medium_variant,915,2022,female,69.502
medium_variant,915,2023,female,68.666
medium_variant,915,2024,female,67.879
medium_variant,915,2025,female,67.138
medium_variant,915,2026,female,66.411
medium_variant,915,2027,female,65.72
medium_variant,915,2028,female,65.075
medium_variant,915,2029,female,64.485
medium_variant,915,2030,female,63.953
medium_variant,915,2031,female,63.466
medium_variant,915,2032,female,63.018
medium_variant,915,2033,female,62.598
medium_variant,915,2034,female,62.187
medium_variant,915,2035,female,61.774
medium_variant,915,2036,female,61.344
medium_variant,915,2037,female,60.901
medium_variant,915,2038,female,60.452
medium_variant,915,2039,female,60.004
medium_variant,915,2040,female,59.561
medium_variant,915,2041,female,59.106
medium_variant,915,2042,female,58.648
medium_variant,915,2043,female,58.188
medium_variant,915,2044,female,57.72
medium_variant,915,2045,female,57.241
medium_variant,915,2046,female,56.745
medium_variant,915,2047,female,56.232
medium_variant,915,2048,female,55.724
medium_variant,915,2049,female,55.248
medium_variant,915,2050,female,54.819
medium_variant,915,2051,female,54.416
medium_variant,915,2052,female,54.046
medium_variant,915,2053,female,53.71
medium_variant,915,2054,female,53.407
medium_variant,915,2055,female,53.133
medium_variant,915,2056,female,52.878
medium_variant,915,2057,female,52.643
medium_variant,915,2058,female,52.427
medium_variant,915,2059,female,52.224
medium_variant,915,2060,female,52.029
medium_variant,915,2061,female,51.831
medium_variant,915,2062,female,51.631
medium_variant,915,2063,female,51.434
medium_variant,915,2064,female,51.244
medium_variant,915,2065,female,51.063
medium_variant,915,2066,female,50.88
medium_variant,915,2067,female,50.694
medium_variant,915,2068,female,50.511
medium_variant,915,2069,female,50.331
medium_variant,915,2070,female,50.157
medium_variant,915,2071,female,49.98
medium_variant,915,2072,female,49.799
medium_variant,915,2073,female,49.621
medium_variant,915,2074,female,49.454
medium_variant,915,2075,female,49.3
medium_variant,915,2076,female,49.15
medium_variant,915,2077,female,49.005
medium_variant,915,2078,female,48.87
medium_variant,915,2079,female,48.749
