variant,region,year,totaldeaths,gender
estimates,924,1950,459.064,male
estimates,924,1951,457.214,male
estimates,924,1952,454.025,male
estimates,924,1953,451.875,male
estimates,924,1954,450.761,male
estimates,924,1955,450.677,male
estimates,924,1956,451.597,male
estimates,924,1957,453.478,male
estimates,924,1958,456.23,male
estimates,924,1959,459.723,male
estimates,924,1960,463.781,male
estimates,924,1961,468.206,male
estimates,924,1962,472.786,male
estimates,924,1963,477.313,male
estimates,924,1964,481.646,male
estimates,924,1965,485.706,male
estimates,924,1966,489.501,male
estimates,924,1967,493.136,male
estimates,924,1968,496.683,male
estimates,924,1969,500.131,male
estimates,924,1970,503.496,male
estimates,924,1971,506.807,male
estimates,924,1972,510.039,male
estimates,924,1973,513.135,male
estimates,924,1974,516.015,male
estimates,924,1975,518.543,male
estimates,924,1976,520.574,male
estimates,924,1977,522.025,male
estimates,924,1978,522.867,male
estimates,924,1979,523.109,male
estimates,924,1980,522.797,male
estimates,924,1981,522.026,male
estimates,924,1982,520.949,male
estimates,924,1983,519.722,male
estimates,924,1984,518.455,male
estimates,924,1985,517.284,male
estimates,924,1986,516.313,male
estimates,924,1987,515.531,male
estimates,924,1988,514.89,male
estimates,924,1989,514.347,male
estimates,924,1990,513.805,male
estimates,924,1991,513.149,male
estimates,924,1992,512.242,male
estimates,924,1993,510.956,male
estimates,924,1994,509.21,male
estimates,924,1995,506.884,male
estimates,924,1996,503.89,male
estimates,924,1997,500.285,male
estimates,924,1998,496.186,male
estimates,924,1999,491.73,male
estimates,924,2000,487.082,male
estimates,924,2001,482.434,male
estimates,924,2002,477.97,male
estimates,924,2003,473.865,male
estimates,924,2004,470.235,male
estimates,924,2005,467.115,male
estimates,924,2006,464.457,male
estimates,924,2007,462.17,male
estimates,924,2008,460.215,male
estimates,924,2009,458.658,male
estimates,924,2010,457.645,male
estimates,924,2011,457.353,male
estimates,924,2012,457.875,male
estimates,924,2013,459.239,male
estimates,924,2014,461.393,male
estimates,924,2015,464.227,male
medium_variant,924,2015,464.227,male
medium_variant,924,2016,467.574,male
medium_variant,924,2017,471.22,male
medium_variant,924,2018,474.985,male
medium_variant,924,2019,478.76,male
medium_variant,924,2020,482.48,male
medium_variant,924,2021,486.142,male
medium_variant,924,2022,489.843,male
medium_variant,924,2023,493.645,male
medium_variant,924,2024,497.566,male
medium_variant,924,2025,501.628,male
medium_variant,924,2026,505.845,male
medium_variant,924,2027,510.228,male
medium_variant,924,2028,514.774,male
medium_variant,924,2029,519.478,male
medium_variant,924,2030,524.35,male
medium_variant,924,2031,529.386,male
medium_variant,924,2032,534.571,male
medium_variant,924,2033,539.862,male
medium_variant,924,2034,545.225,male
medium_variant,924,2035,550.609,male
medium_variant,924,2036,555.981,male
medium_variant,924,2037,561.309,male
medium_variant,924,2038,566.552,male
medium_variant,924,2039,571.666,male
medium_variant,924,2040,576.619,male
medium_variant,924,2041,581.389,male
medium_variant,924,2042,585.982,male
medium_variant,924,2043,590.408,male
medium_variant,924,2044,594.67,male
medium_variant,924,2045,598.782,male
medium_variant,924,2046,602.764,male
medium_variant,924,2047,606.641,male
medium_variant,924,2048,610.419,male
medium_variant,924,2049,614.103,male
medium_variant,924,2050,617.697,male
medium_variant,924,2051,621.212,male
medium_variant,924,2052,624.623,male
medium_variant,924,2053,627.883,male
medium_variant,924,2054,630.932,male
