variant,region,year,totaldeaths,gender
estimates,1517,1950,20810.148,male
estimates,1517,1951,20727.369,male
estimates,1517,1952,20585.488,male
estimates,1517,1953,20490.942,male
estimates,1517,1954,20443.729,male
estimates,1517,1955,20442.177,male
estimates,1517,1956,20480.552,male
estimates,1517,1957,20551.307,male
estimates,1517,1958,20639.749,male
estimates,1517,1959,20720.015,male
estimates,1517,1960,20763.013,male
estimates,1517,1961,20739.778,male
estimates,1517,1962,20624.373,male
estimates,1517,1963,20404.706,male
estimates,1517,1964,20087.655,male
estimates,1517,1965,19698.321,male
estimates,1517,1966,19275.58,male
estimates,1517,1967,18866.201,male
estimates,1517,1968,18507.538,male
estimates,1517,1969,18217.426,male
estimates,1517,1970,18000.359,male
estimates,1517,1971,17845.927,male
estimates,1517,1972,17728.214,male
estimates,1517,1973,17627.58,male
estimates,1517,1974,17540.303,male
estimates,1517,1975,17468.872,male
estimates,1517,1976,17420.617,male
estimates,1517,1977,17403.897,male
estimates,1517,1978,17422.783,male
estimates,1517,1979,17474.986,male
estimates,1517,1980,17554.614,male
estimates,1517,1981,17653.29,male
estimates,1517,1982,17761.752,male
estimates,1517,1983,17872.691,male
estimates,1517,1984,17982.556,male
estimates,1517,1985,18091.626,male
estimates,1517,1986,18203.664,male
estimates,1517,1987,18324.323,male
estimates,1517,1988,18456.929,male
estimates,1517,1989,18600.613,male
estimates,1517,1990,18753.316,male
estimates,1517,1991,18911.863,male
estimates,1517,1992,19071.635,male
estimates,1517,1993,19228.342,male
estimates,1517,1994,19379.143,male
estimates,1517,1995,19521.322,male
estimates,1517,1996,19653.257,male
estimates,1517,1997,19776.079,male
estimates,1517,1998,19891.392,male
estimates,1517,1999,20000.199,male
estimates,1517,2000,20103.883,male
estimates,1517,2001,20204.129,male
estimates,1517,2002,20303.257,male
estimates,1517,2003,20403.618,male
estimates,1517,2004,20507.103,male
estimates,1517,2005,20613.385,male
estimates,1517,2006,20720.837,male
estimates,1517,2007,20829.337,male
estimates,1517,2008,20940.873,male
estimates,1517,2009,21059.396,male
estimates,1517,2010,21191.011,male
estimates,1517,2011,21342.333,male
estimates,1517,2012,21517.953,male
estimates,1517,2013,21720.808,male
estimates,1517,2014,21952.064,male
estimates,1517,2015,22210.757,male
medium_variant,1517,2015,22210.757,male
medium_variant,1517,2016,22493.708,male
medium_variant,1517,2017,22795.196,male
medium_variant,1517,2018,23110.293,male
medium_variant,1517,2019,23436.595,male
medium_variant,1517,2020,23772.971,male
medium_variant,1517,2021,24119.676,male
medium_variant,1517,2022,24478.174,male
medium_variant,1517,2023,24849.195,male
medium_variant,1517,2024,25232.062,male
medium_variant,1517,2025,25626.086,male
medium_variant,1517,2026,26030.663,male
medium_variant,1517,2027,26444.873,male
medium_variant,1517,2028,26867.636,male
medium_variant,1517,2029,27297.854,male
medium_variant,1517,2030,27735.303,male
medium_variant,1517,2031,28180.299,male
medium_variant,1517,2032,28632.57,male
medium_variant,1517,2033,29090.984,male
medium_variant,1517,2034,29553.634,male
medium_variant,1517,2035,30018.547,male
medium_variant,1517,2036,30483.95,male
medium_variant,1517,2037,30948.002,male
medium_variant,1517,2038,31408.742,male
medium_variant,1517,2039,31864.262,male
medium_variant,1517,2040,32313.247,male
medium_variant,1517,2041,32755.21,male
medium_variant,1517,2042,33190.481,male
medium_variant,1517,2043,33618.989,male
medium_variant,1517,2044,34039.958,male
medium_variant,1517,2045,34452.437,male
medium_variant,1517,2046,34855.682,male
medium_variant,1517,2047,35249.512,male
medium_variant,1517,2048,35633.96,male
medium_variant,1517,2049,36009.061,male
medium_variant,1517,2050,36375.191,male
medium_variant,1517,2051,36732.964,male
medium_variant,1517,2052,37083.162,male
medium_variant,1517,2053,37426.41,male
medium_variant,1517,2054,37762.992,male
medium_variant,1517,2055,38092.888,male
medium_variant,1517,2056,38415.835,male
medium_variant,1517,2057,38731.423,male
medium_variant,1517,2058,39039.414,male
medium_variant,1517,2059,39339.907,male
medium_variant,1517,2060,39633.201,male
medium_variant,1517,2061,39919.723,male
medium_variant,1517,2062,40199.825,male
medium_variant,1517,2063,40473.665,male
medium_variant,1517,2064,40741.23,male
medium_variant,1517,2065,41002.461,male
medium_variant,1517,2066,41257.235,male
medium_variant,1517,2067,41505.075,male
medium_variant,1517,2068,41745.417,male
medium_variant,1517,2069,41977.78,male
medium_variant,1517,2070,42202.208,male
medium_variant,1517,2071,42419.069,male
medium_variant,1517,2072,42628.057,male
medium_variant,1517,2073,42828.291,male
medium_variant,1517,2074,43018.418,male
medium_variant,1517,2075,43196.607,male
medium_variant,1517,2076,43360.998,male
medium_variant,1517,2077,43510.224,male
medium_variant,1517,2078,43643.262,male
medium_variant,1517,2079,43759.483,male
medium_variant,1517,2080,43857.849,male
medium_variant,1517,2081,43937.696,male
medium_variant,1517,2082,44000.463,male
medium_variant,1517,2083,44048.419,male
medium_variant,1517,2084,44083.893,male
medium_variant,1517,2085,44109.345,male
medium_variant,1517,2086,44127.146,male
medium_variant,1517,2087,44139.701,male
medium_variant,1517,2088,44149.534,male
medium_variant,1517,2089,44159.033,male
medium_variant,1517,2090,44169.778,male
medium_variant,1517,2091,44182.521,male
medium_variant,1517,2092,44197.487,male
medium_variant,1517,2093,44214.573,male
medium_variant,1517,2094,44233.509,male
medium_variant,1517,2095,44254.208,male
medium_variant,1517,2096,44276.68,male
medium_variant,1517,2097,44300.771,male
medium_variant,1517,2098,44326.441,male
medium_variant,1517,2099,44353.683,male
estimates,1517,1950,19185.595,female
estimates,1517,1951,19086.791,female
estimates,1517,1952,18916.283,female
estimates,1517,1953,18799.976,female
estimates,1517,1954,18737.865,female
estimates,1517,1955,18728.153,female
estimates,1517,1956,18764.696,female
estimates,1517,1957,18839.377,female
estimates,1517,1958,18936.44,female
estimates,1517,1959,19028.127,female
estimates,1517,1960,19083.211,female
estimates,1517,1961,19070.595,female
estimates,1517,1962,18962.497,female
estimates,1517,1963,18745.911,female
estimates,1517,1964,18428.276,female
estimates,1517,1965,18038.09,female
estimates,1517,1966,17619.114,female
estimates,1517,1967,17221.457,female
estimates,1517,1968,16883.466,female
estimates,1517,1969,16621.339,female
estimates,1517,1970,16435.582,female
estimates,1517,1971,16310.214,female
estimates,1517,1972,16213.176,female
estimates,1517,1973,16119.95,female
estimates,1517,1974,16024.409,female
estimates,1517,1975,15926.288,female
estimates,1517,1976,15831.634,female
estimates,1517,1977,15752.752,female
estimates,1517,1978,15699.15,female
estimates,1517,1979,15673.411,female
estimates,1517,1980,15678.382,female
estimates,1517,1981,15715.295,female
estimates,1517,1982,15779.504,female
estimates,1517,1983,15864.729,female
estimates,1517,1984,15965.354,female
estimates,1517,1985,16073.909,female
estimates,1517,1986,16182.801,female
estimates,1517,1987,16286.776,female
estimates,1517,1988,16381.985,female
estimates,1517,1989,16466.097,female
estimates,1517,1990,16539.026,female
estimates,1517,1991,16603.324,female
estimates,1517,1992,16664.757,female
estimates,1517,1993,16728.256,female
estimates,1517,1994,16795.936,female
estimates,1517,1995,16870.126,female
estimates,1517,1996,16952.292,female
estimates,1517,1997,17041.301,female
estimates,1517,1998,17135.259,female
estimates,1517,1999,17232.606,female
estimates,1517,2000,17330.233,female
estimates,1517,2001,17424.475,female
estimates,1517,2002,17512.779,female
estimates,1517,2003,17593.748,female
estimates,1517,2004,17667.339,female
estimates,1517,2005,17732.871,female
estimates,1517,2006,17790.29,female
estimates,1517,2007,17843.375,female
estimates,1517,2008,17897.39,female
estimates,1517,2009,17957.591,female
estimates,1517,2010,18030.765,female
estimates,1517,2011,18123.544,female
estimates,1517,2012,18239.814,female
estimates,1517,2013,18382.111,female
estimates,1517,2014,18551.934,female
estimates,1517,2015,18748.568,female
medium_variant,1517,2015,18748.568,female
medium_variant,1517,2016,18969.071,female
medium_variant,1517,2017,19208.01,female
medium_variant,1517,2018,19460.864,female
medium_variant,1517,2019,19725.653,female
medium_variant,1517,2020,20001.291,female
medium_variant,1517,2021,20287.894,female
medium_variant,1517,2022,20587.024,female
medium_variant,1517,2023,20899.997,female
medium_variant,1517,2024,21226.901,female
medium_variant,1517,2025,21567.916,female
medium_variant,1517,2026,21923.158,female
medium_variant,1517,2027,22292.549,female
medium_variant,1517,2028,22675.934,female
medium_variant,1517,2029,23073.163,female
medium_variant,1517,2030,23485.021,female
medium_variant,1517,2031,23912.595,female
medium_variant,1517,2032,24355.582,female
medium_variant,1517,2033,24812.642,female
medium_variant,1517,2034,25281.702,female
medium_variant,1517,2035,25760.436,female
medium_variant,1517,2036,26246.479,female
medium_variant,1517,2037,26737.155,female
medium_variant,1517,2038,27229.708,female
medium_variant,1517,2039,27721.675,female
medium_variant,1517,2040,28211.561,female
medium_variant,1517,2041,28698.998,female
medium_variant,1517,2042,29184.446,female
medium_variant,1517,2043,29667.759,female
medium_variant,1517,2044,30147.651,female
medium_variant,1517,2045,30623.127,female
medium_variant,1517,2046,31093.474,female
medium_variant,1517,2047,31558.02,female
medium_variant,1517,2048,32015.767,female
medium_variant,1517,2049,32465.441,female
medium_variant,1517,2050,32905.869,female
medium_variant,1517,2051,33336.19,female
medium_variant,1517,2052,33756.12,female
medium_variant,1517,2053,34165.367,female
medium_variant,1517,2054,34563.471,female
medium_variant,1517,2055,34950.246,female
medium_variant,1517,2056,35325.833,female
medium_variant,1517,2057,35690.698,female
medium_variant,1517,2058,36045.181,female
medium_variant,1517,2059,36389.268,female
medium_variant,1517,2060,36722.84,female
medium_variant,1517,2061,37045.683,female
medium_variant,1517,2062,37357.659,female
medium_variant,1517,2063,37658.662,female
medium_variant,1517,2064,37948.723,female
medium_variant,1517,2065,38228.225,female
medium_variant,1517,2066,38497.713,female
medium_variant,1517,2067,38757.367,female
medium_variant,1517,2068,39007.045,female
medium_variant,1517,2069,39246.312,female
medium_variant,1517,2070,39474.759,female
medium_variant,1517,2071,39691.931,female
medium_variant,1517,2072,39896.942,female
medium_variant,1517,2073,40088.695,female
medium_variant,1517,2074,40266.119,female
medium_variant,1517,2075,40427.72,female
medium_variant,1517,2076,40572.094,female
medium_variant,1517,2077,40698.914,female
medium_variant,1517,2078,40808.368,female
medium_variant,1517,2079,40900.909,female
medium_variant,1517,2080,40976.661,female
medium_variant,1517,2081,41035.904,female
medium_variant,1517,2082,41080.426,female
medium_variant,1517,2083,41112.685,female
medium_variant,1517,2084,41135.214,female
medium_variant,1517,2085,41149.957,female
medium_variant,1517,2086,41158.33,female
medium_variant,1517,2087,41161.992,female
medium_variant,1517,2088,41163.338,female
medium_variant,1517,2089,41165.287,female
medium_variant,1517,2090,41170.429,female
medium_variant,1517,2091,41180.751,female
medium_variant,1517,2092,41197.655,female
medium_variant,1517,2093,41222.125,female
medium_variant,1517,2094,41254.777,female
medium_variant,1517,2095,41296.039,female
medium_variant,1517,2096,41346.231,female
medium_variant,1517,2097,41405.364,female
medium_variant,1517,2098,41473.433,female
medium_variant,1517,2099,41550.44,female
