variant,region,year,totaldeaths,gender
estimates,910,1950,985.318,male
estimates,910,1951,987.303,male
estimates,910,1952,991.34,male
estimates,910,1953,995.511,male
estimates,910,1954,999.823,male
estimates,910,1955,1004.276,male
estimates,910,1956,1008.89,male
estimates,910,1957,1013.711,male
estimates,910,1958,1018.801,male
estimates,910,1959,1024.282,male
estimates,910,1960,1030.291,male
estimates,910,1961,1036.997,male
estimates,910,1962,1044.562,male
estimates,910,1963,1053.149,male
estimates,910,1964,1062.856,male
estimates,910,1965,1073.709,male
estimates,910,1966,1085.674,male
estimates,910,1967,1098.644,male
estimates,910,1968,1112.551,male
estimates,910,1969,1127.388,male
estimates,910,1970,1143.114,male
estimates,910,1971,1159.666,male
estimates,910,1972,1177.098,male
estimates,910,1973,1195.532,male
estimates,910,1974,1215.128,male
estimates,910,1975,1236.23,male
estimates,910,1976,1259.218,male
estimates,910,1977,1284.261,male
estimates,910,1978,1311.36,male
estimates,910,1979,1340.375,male
estimates,910,1980,1370.598,male
estimates,910,1981,1401.089,male
estimates,910,1982,1431.381,male
estimates,910,1983,1461.524,male
estimates,910,1984,1492.042,male
estimates,910,1985,1525.145,male
estimates,910,1986,1563.691,male
estimates,910,1987,1608.933,male
estimates,910,1988,1660.564,male
estimates,910,1989,1716.881,male
estimates,910,1990,1774.267,male
estimates,910,1991,1828.112,male
estimates,910,1992,1874.306,male
estimates,910,1993,1910.008,male
estimates,910,1994,1934.189,male
estimates,910,1995,1947.761,male
estimates,910,1996,1953.371,male
estimates,910,1997,1954.837,male
estimates,910,1998,1954.924,male
estimates,910,1999,1954.253,male
estimates,910,2000,1951.77,male
estimates,910,2001,1945.228,male
estimates,910,2002,1932.423,male
estimates,910,2003,1912.363,male
estimates,910,2004,1885.733,male
estimates,910,2005,1853.967,male
estimates,910,2006,1819.135,male
estimates,910,2007,1784.076,male
estimates,910,2008,1751.391,male
estimates,910,2009,1722.805,male
estimates,910,2010,1699.648,male
estimates,910,2011,1682.461,male
estimates,910,2012,1670.421,male
estimates,910,2013,1662.765,male
estimates,910,2014,1659.352,male
estimates,910,2015,1660.015,male
medium_variant,910,2015,1660.015,male
medium_variant,910,2016,1664.506,male
medium_variant,910,2017,1672.229,male
medium_variant,910,2018,1682.495,male
medium_variant,910,2019,1694.675,male
medium_variant,910,2020,1708.131,male
medium_variant,910,2021,1722.335,male
medium_variant,910,2022,1737.093,male
medium_variant,910,2023,1752.231,male
medium_variant,910,2024,1767.57,male
medium_variant,910,2025,1783.042,male
medium_variant,910,2026,1798.762,male
medium_variant,910,2027,1815.091,male
medium_variant,910,2028,1832.373,male
medium_variant,910,2029,1850.77,male
medium_variant,910,2030,1870.424,male
medium_variant,910,2031,1891.411,male
medium_variant,910,2032,1913.738,male
medium_variant,910,2033,1937.426,male
medium_variant,910,2034,1962.541,male
medium_variant,910,2035,1989.137,male
medium_variant,910,2036,2017.248,male
medium_variant,910,2037,2046.836,male
medium_variant,910,2038,2077.883,male
medium_variant,910,2039,2110.371,male
medium_variant,910,2040,2144.272,male
medium_variant,910,2041,2179.529,male
medium_variant,910,2042,2216.117,male
medium_variant,910,2043,2254.021,male
medium_variant,910,2044,2293.248,male
medium_variant,910,2045,2333.793,male
medium_variant,910,2046,2375.655,male
medium_variant,910,2047,2418.893,male
medium_variant,910,2048,2463.575,male
medium_variant,910,2049,2509.799,male
medium_variant,910,2050,2557.676,male
medium_variant,910,2051,2607.312,male
medium_variant,910,2052,2658.776,male
medium_variant,910,2053,2712.1,male
medium_variant,910,2054,2767.294,male
medium_variant,910,2055,2824.342,male
medium_variant,910,2056,2883.2,male
medium_variant,910,2057,2943.766,male
medium_variant,910,2058,3005.934,male
medium_variant,910,2059,3069.649,male
medium_variant,910,2060,3134.878,male
medium_variant,910,2061,3201.614,male
medium_variant,910,2062,3269.866,male
medium_variant,910,2063,3339.605,male
medium_variant,910,2064,3410.773,male
medium_variant,910,2065,3483.322,male
medium_variant,910,2066,3557.221,male
medium_variant,910,2067,3632.419,male
medium_variant,910,2068,3708.862,male
medium_variant,910,2069,3786.483,male
medium_variant,910,2070,3865.235,male
medium_variant,910,2071,3945.101,male
medium_variant,910,2072,4026.074,male
medium_variant,910,2073,4108.102,male
medium_variant,910,2074,4191.13,male
medium_variant,910,2075,4275.124,male
medium_variant,910,2076,4360.061,male
medium_variant,910,2077,4445.913,male
medium_variant,910,2078,4532.618,male
medium_variant,910,2079,4620.102,male
medium_variant,910,2080,4708.33,male
medium_variant,910,2081,4797.301,male
medium_variant,910,2082,4886.969,male
medium_variant,910,2083,4977.226,male
medium_variant,910,2084,5067.936,male
medium_variant,910,2085,5158.982,male
medium_variant,910,2086,5250.272,male
medium_variant,910,2087,5341.706,male
medium_variant,910,2088,5433.121,male
medium_variant,910,2089,5524.333,male
medium_variant,910,2090,5615.188,male
medium_variant,910,2091,5705.561,male
medium_variant,910,2092,5795.357,male
medium_variant,910,2093,5884.523,male
medium_variant,910,2094,5973.016,male
medium_variant,910,2095,6060.817,male
medium_variant,910,2096,6147.897,male
medium_variant,910,2097,6234.259,male
medium_variant,910,2098,6319.899,male
medium_variant,910,2099,6404.824,male
estimates,910,1950,914.152,female
estimates,910,1951,916.198,female
estimates,910,1952,920.229,female
estimates,910,1953,924.138,female
estimates,910,1954,927.929,female
estimates,910,1955,931.604,female
estimates,910,1956,935.197,female
estimates,910,1957,938.763,female
estimates,910,1958,942.402,female
estimates,910,1959,946.277,female
estimates,910,1960,950.592,female
estimates,910,1961,955.565,female
estimates,910,1962,961.431,female
estimates,910,1963,968.381,female
estimates,910,1964,976.518,female
estimates,910,1965,985.863,female
estimates,910,1966,996.333,female
estimates,910,1967,1007.746,female
estimates,910,1968,1019.97,female
estimates,910,1969,1032.962,female
estimates,910,1970,1046.635,female
estimates,910,1971,1060.905,female
estimates,910,1972,1075.843,female
estimates,910,1973,1091.578,female
estimates,910,1974,1108.293,female
estimates,910,1975,1126.404,female
estimates,910,1976,1146.39,female
estimates,910,1977,1168.451,female
estimates,910,1978,1192.554,female
estimates,910,1979,1218.468,female
estimates,910,1980,1245.341,female
estimates,910,1981,1272.069,female
estimates,910,1982,1298.015,female
estimates,910,1983,1323.098,female
estimates,910,1984,1347.748,female
estimates,910,1985,1373.875,female
estimates,910,1986,1404.021,female
estimates,910,1987,1439.558,female
estimates,910,1988,1480.572,female
estimates,910,1989,1525.898,female
estimates,910,1990,1572.747,female
estimates,910,1991,1617.441,female
estimates,910,1992,1656.575,female
estimates,910,1993,1687.819,female
estimates,910,1994,1710.383,female
estimates,910,1995,1725.282,female
estimates,910,1996,1734.972,female
estimates,910,1997,1742.534,female
estimates,910,1998,1749.936,female
estimates,910,1999,1757.249,female
estimates,910,2000,1763.04,female
estimates,910,2001,1764.852,female
estimates,910,2002,1760.247,female
estimates,910,2003,1747.836,female
estimates,910,2004,1727.715,female
estimates,910,2005,1700.449,female
estimates,910,2006,1667.268,female
estimates,910,2007,1630.785,female
estimates,910,2008,1593.723,female
estimates,910,2009,1558.117,female
estimates,910,2010,1525.98,female
estimates,910,2011,1498.789,female
estimates,910,2012,1476.794,female
estimates,910,2013,1460.11,female
estimates,910,2014,1449.077,female
estimates,910,2015,1443.757,female
medium_variant,910,2015,1443.757,female
medium_variant,910,2016,1443.795,female
medium_variant,910,2017,1448.002,female
medium_variant,910,2018,1455.177,female
medium_variant,910,2019,1464.532,female
medium_variant,910,2020,1475.318,female
medium_variant,910,2021,1486.984,female
medium_variant,910,2022,1499.321,female
