variant,region,year,totaldeaths,gender
estimates,934,1950,19025.314,male
estimates,934,1951,18959.187,male
estimates,934,1952,18849.483,male
estimates,934,1953,18784.867,male
estimates,934,1954,18765.327,male
estimates,934,1955,18789.175,male
estimates,934,1956,18850.625,male
estimates,934,1957,18941.943,male
estimates,934,1958,19048.17,male
estimates,934,1959,19142.985,male
estimates,934,1960,19196.706,male
estimates,934,1961,19179.653,male
estimates,934,1962,19065.04,male
estimates,934,1963,18839.884,male
estimates,934,1964,18510.282,male
estimates,934,1965,18099.904,male
estimates,934,1966,17646.241,male
estimates,934,1967,17196.218,male
estimates,934,1968,16788.151,male
estimates,934,1969,16441.216,male
estimates,934,1970,16161.118,male
estimates,934,1971,15938.732,male
estimates,934,1972,15750.583,male
estimates,934,1973,15580.027,male
estimates,934,1974,15426.276,male
estimates,934,1975,15295.314,male
estimates,934,1976,15197.501,male
estimates,934,1977,15142.052,male
estimates,934,1978,15133.228,male
estimates,934,1979,15168.683,male
estimates,934,1980,15242.723,male
estimates,934,1981,15346.621,male
estimates,934,1982,15468.03,male
estimates,934,1983,15595.586,male
estimates,934,1984,15721.905,male
estimates,934,1985,15841.314,male
estimates,934,1986,15951.51,male
estimates,934,1987,16055.801,male
estimates,934,1988,16157.283,male
estimates,934,1989,16256.395,male
estimates,934,1990,16355.448,male
estimates,934,1991,16457.712,male
estimates,934,1992,16565.482,male
estimates,934,1993,16679.524,male
estimates,934,1994,16798.907,male
estimates,934,1995,16919.775,male
estimates,934,1996,17036.767,male
estimates,934,1997,17145.999,male
estimates,934,1998,17245.904,male
estimates,934,1999,17337.623,male
estimates,934,2000,17424.551,male
estimates,934,2001,17511.813,male
estimates,934,2002,17605.653,male
estimates,934,2003,17711.21,male
estimates,934,2004,17831.165,male
estimates,934,2005,17966.055,male
estimates,934,2006,18114.281,male
estimates,934,2007,18272.726,male
estimates,934,2008,18439.528,male
estimates,934,2009,18615.222,male
estimates,934,2010,18801.25,male
estimates,934,2011,18999.603,male
estimates,934,2012,19212.413,male
estimates,934,2013,19441.273,male
estimates,934,2014,19686.9,male
estimates,934,2015,19949.506,male
medium_variant,934,2015,19949.506,male
medium_variant,934,2016,20228.6,male
medium_variant,934,2017,20522.686,male
medium_variant,934,2018,20830.38,male
medium_variant,934,2019,21150.948,male
medium_variant,934,2020,21484.127,male
medium_variant,934,2021,21829.946,male
medium_variant,934,2022,22188.368,male
medium_variant,934,2023,22558.942,male
medium_variant,934,2024,22940.868,male
medium_variant,934,2025,23333.383,male
medium_variant,934,2026,23735.907,male
medium_variant,934,2027,24147.714,male
medium_variant,934,2028,24567.897,male
medium_variant,934,2029,24995.444,male
medium_variant,934,2030,25430.176,male
medium_variant,934,2031,25872.445,male
medium_variant,934,2032,26322.003,male
medium_variant,934,2033,26777.784,male
medium_variant,934,2034,27237.962,male
medium_variant,934,2035,27700.741,male
medium_variant,934,2036,28164.533,male
medium_variant,934,2037,28627.537,male
medium_variant,934,2038,29087.735,male
medium_variant,934,2039,29543.067,male
medium_variant,934,2040,29992.107,male
medium_variant,934,2041,30434.175,male
medium_variant,934,2042,30869.323,male
medium_variant,934,2043,31297.154,male
medium_variant,934,2044,31716.59,male
medium_variant,934,2045,32126.431,male
medium_variant,934,2046,32525.769,male
medium_variant,934,2047,32914.377,male
medium_variant,934,2048,33292.194,male
medium_variant,934,2049,33659.133,male
medium_variant,934,2050,34015.432,male
medium_variant,934,2051,34361.633,male
medium_variant,934,2052,34698.587,male
medium_variant,934,2053,35026.972,male
medium_variant,934,2054,35347.106,male
medium_variant,934,2055,35658.928,male
medium_variant,934,2056,35962.143,male
medium_variant,934,2057,36256.426,male
medium_variant,934,2058,36541.714,male
medium_variant,934,2059,36818.311,male
medium_variant,934,2060,37086.687,male
medium_variant,934,2061,37347.409,male
medium_variant,934,2062,37601.03,male
medium_variant,934,2063,37847.965,male
medium_variant,934,2064,38088.498,male
medium_variant,934,2065,38322.833,male
medium_variant,934,2066,38551.037,male
medium_variant,934,2067,38772.712,male
medium_variant,934,2068,38987.399,male
medium_variant,934,2069,39194.748,male
medium_variant,934,2070,39394.924,male
medium_variant,934,2071,39588.317,male
medium_variant,934,2072,39774.558,male
medium_variant,934,2073,39952.689,male
medium_variant,934,2074,40121.339,male
medium_variant,934,2075,40278.719,male
medium_variant,934,2076,40423.049,male
medium_variant,934,2077,40552.902,male
medium_variant,934,2078,40667.113,male
medium_variant,934,2079,40764.847,male
medium_variant,934,2080,40844.818,male
medium_variant,934,2081,40906.131,male
medium_variant,934,2082,40949.989,male
medium_variant,934,2083,40978.457,male
medium_variant,934,2084,40993.671,male
medium_variant,934,2085,40997.93,male
medium_variant,934,2086,40993.533,male
medium_variant,934,2087,40982.991,male
medium_variant,934,2088,40968.949,male
medium_variant,934,2089,40953.856,male
medium_variant,934,2090,40939.411,male
medium_variant,934,2091,40926.474,male
medium_variant,934,2092,40915.379,male
medium_variant,934,2093,40906.133,male
medium_variant,934,2094,40898.525,male
medium_variant,934,2095,40892.533,male
medium_variant,934,2096,40888.178,male
medium_variant,934,2097,40885.334,male
medium_variant,934,2098,40883.956,male
medium_variant,934,2099,40884.042,male
