variant,region,year,totaldeaths,gender
estimates,916,1950,391.962,male
estimates,916,1951,390.147,male
estimates,916,1952,386.698,male
estimates,916,1953,383.604,male
estimates,916,1954,380.868,male
estimates,916,1955,378.489,male
estimates,916,1956,376.494,male
estimates,916,1957,374.898,male
estimates,916,1958,373.742,male
estimates,916,1959,373.104,male
estimates,916,1960,373.063,male
estimates,916,1961,373.689,male
estimates,916,1962,375.035,male
estimates,916,1963,377.086,male
estimates,916,1964,379.767,male
estimates,916,1965,383.009,male
estimates,916,1966,386.727,male
estimates,916,1967,390.734,male
estimates,916,1968,394.787,male
estimates,916,1969,398.657,male
estimates,916,1970,402.057,male
estimates,916,1971,404.728,male
estimates,916,1972,406.587,male
estimates,916,1973,407.603,male
estimates,916,1974,407.778,male
estimates,916,1975,407.203,male
estimates,916,1976,406.056,male
estimates,916,1977,404.588,male
estimates,916,1978,403.01,male
estimates,916,1979,401.419,male
estimates,916,1980,399.844,male
estimates,916,1981,398.244,male
estimates,916,1982,396.514,male
estimates,916,1983,394.592,male
estimates,916,1984,392.502,male
estimates,916,1985,390.267,male
estimates,916,1986,387.936,male
estimates,916,1987,385.568,male
estimates,916,1988,383.235,male
estimates,916,1989,380.993,male
estimates,916,1990,378.833,male
estimates,916,1991,376.723,male
estimates,916,1992,374.665,male
estimates,916,1993,372.719,male
estimates,916,1994,370.999,male
estimates,916,1995,369.669,male
estimates,916,1996,368.911,male
estimates,916,1997,368.846,male
estimates,916,1998,369.555,male
estimates,916,1999,371.078,male
estimates,916,2000,373.38,male
estimates,916,2001,376.368,male
estimates,916,2002,379.89,male
estimates,916,2003,383.841,male
estimates,916,2004,388.188,male
estimates,916,2005,392.983,male
estimates,916,2006,398.323,male
estimates,916,2007,404.286,male
estimates,916,2008,410.877,male
estimates,916,2009,418.031,male
estimates,916,2010,425.626,male
estimates,916,2011,433.509,male
estimates,916,2012,441.526,male
estimates,916,2013,449.554,male
estimates,916,2014,457.53,male
estimates,916,2015,465.43,male
medium_variant,916,2015,465.43,male
medium_variant,916,2016,473.276,male
medium_variant,916,2017,481.177,male
medium_variant,916,2018,489.218,male
medium_variant,916,2019,497.437,male
medium_variant,916,2020,505.855,male
medium_variant,916,2021,514.482,male
medium_variant,916,2022,523.312,male
medium_variant,916,2023,532.339,male
medium_variant,916,2024,541.582,male
medium_variant,916,2025,551.043,male
medium_variant,916,2026,560.731,male
medium_variant,916,2027,570.647,male
medium_variant,916,2028,580.796,male
medium_variant,916,2029,591.186,male
medium_variant,916,2030,601.829,male
medium_variant,916,2031,612.73,male
medium_variant,916,2032,623.896,male
medium_variant,916,2033,635.326,male
medium_variant,916,2034,647.024,male
medium_variant,916,2035,658.999,male
medium_variant,916,2036,671.268,male
medium_variant,916,2037,683.821,male
medium_variant,916,2038,696.639,male
medium_variant,916,2039,709.693,male
medium_variant,916,2040,722.939,male
medium_variant,916,2041,736.334,male
medium_variant,916,2042,749.837,male
medium_variant,916,2043,763.434,male
medium_variant,916,2044,777.116,male
medium_variant,916,2045,790.891,male
medium_variant,916,2046,804.781,male
medium_variant,916,2047,818.83,male
medium_variant,916,2048,833.078,male
medium_variant,916,2049,847.55,male
medium_variant,916,2050,862.257,male
medium_variant,916,2051,877.214,male
medium_variant,916,2052,892.408,male
medium_variant,916,2053,907.842,male
medium_variant,916,2054,923.525,male
medium_variant,916,2055,939.492,male
medium_variant,916,2056,955.786,male
medium_variant,916,2057,972.408,male
medium_variant,916,2058,989.324,male
medium_variant,916,2059,1006.478,male
medium_variant,916,2060,1023.804,male
medium_variant,916,2061,1041.237,male
medium_variant,916,2062,1058.689,male
medium_variant,916,2063,1076.069,male
medium_variant,916,2064,1093.295,male
medium_variant,916,2065,1110.33,male
medium_variant,916,2066,1127.17,male
medium_variant,916,2067,1143.826,male
medium_variant,916,2068,1160.266,male
medium_variant,916,2069,1176.422,male
medium_variant,916,2070,1192.208,male
medium_variant,916,2071,1207.529,male
medium_variant,916,2072,1222.338,male
medium_variant,916,2073,1236.598,male
medium_variant,916,2074,1250.298,male
medium_variant,916,2075,1263.473,male
medium_variant,916,2076,1276.198,male
medium_variant,916,2077,1288.541,male
medium_variant,916,2078,1300.545,male
medium_variant,916,2079,1312.199,male
medium_variant,916,2080,1323.472,male
medium_variant,916,2081,1334.323,male
medium_variant,916,2082,1344.659,male
medium_variant,916,2083,1354.399,male
medium_variant,916,2084,1363.472,male
medium_variant,916,2085,1371.814,male
medium_variant,916,2086,1379.378,male
medium_variant,916,2087,1386.159,male
medium_variant,916,2088,1392.161,male
medium_variant,916,2089,1397.381,male
medium_variant,916,2090,1401.833,male
medium_variant,916,2091,1405.538,male
medium_variant,916,2092,1408.529,male
medium_variant,916,2093,1410.833,male
medium_variant,916,2094,1412.476,male
medium_variant,916,2095,1413.475,male
medium_variant,916,2096,1413.835,male
medium_variant,916,2097,1413.561,male
medium_variant,916,2098,1412.656,male
medium_variant,916,2099,1411.12,male
estimates,916,1950,350.002,female
estimates,916,1951,347.797,female
estimates,916,1952,343.566,female
estimates,916,1953,339.697,female
estimates,916,1954,336.186,female
estimates,916,1955,333.042,female
estimates,916,1956,330.285,female
estimates,916,1957,327.936,female
estimates,916,1958,326.034,female
estimates,916,1959,324.661,female
estimates,916,1960,323.9,female
estimates,916,1961,323.81,female
estimates,916,1962,324.431,female
estimates,916,1963,325.719,female
estimates,916,1964,327.556,female
estimates,916,1965,329.815,female
estimates,916,1966,332.363,female
estimates,916,1967,334.969,female
estimates,916,1968,337.362,female
estimates,916,1969,339.284,female
estimates,916,1970,340.395,female
estimates,916,1971,340.384,female
estimates,916,1972,339.203,female
estimates,916,1973,336.91,female
estimates,916,1974,333.604,female
estimates,916,1975,329.486,female
estimates,916,1976,324.842,female
estimates,916,1977,320.049,female
estimates,916,1978,315.453,female
estimates,916,1979,311.28,female
estimates,916,1980,307.694,female
estimates,916,1981,304.756,female
estimates,916,1982,302.344,female
estimates,916,1983,300.351,female
estimates,916,1984,298.76,female
estimates,916,1985,297.537,female
estimates,916,1986,296.625,female
estimates,916,1987,295.963,female
estimates,916,1988,295.505,female
estimates,916,1989,295.223,female
estimates,916,1990,295.111,female
estimates,916,1991,295.19,female
estimates,916,1992,295.49,female
estimates,916,1993,296.033,female
estimates,916,1994,296.807,female
estimates,916,1995,297.783,female
estimates,916,1996,298.904,female
estimates,916,1997,300.15,female
estimates,916,1998,301.529,female
estimates,916,1999,303.076,female
estimates,916,2000,304.85,female
estimates,916,2001,306.925,female
estimates,916,2002,309.377,female
estimates,916,2003,312.271,female
estimates,916,2004,315.651,female
estimates,916,2005,319.554,female
estimates,916,2006,323.997,female
estimates,916,2007,328.934,female
estimates,916,2008,334.312,female
estimates,916,2009,340.085,female
estimates,916,2010,346.197,female
estimates,916,2011,352.591,female
estimates,916,2012,359.214,female
estimates,916,2013,366.029,female
estimates,916,2014,373.005,female
estimates,916,2015,380.121,female
medium_variant,916,2015,380.121,female
medium_variant,916,2016,387.377,female
medium_variant,916,2017,394.808,female
medium_variant,916,2018,402.45,female
medium_variant,916,2019,410.322,female
medium_variant,916,2020,418.431,female
medium_variant,916,2021,426.782,female
medium_variant,916,2022,435.387,female
medium_variant,916,2023,444.269,female
medium_variant,916,2024,453.459,female
medium_variant,916,2025,462.981,female
medium_variant,916,2026,472.852,female
medium_variant,916,2027,483.096,female
medium_variant,916,2028,493.733,female
medium_variant,916,2029,504.793,female
medium_variant,916,2030,516.309,female
medium_variant,916,2031,528.296,female
medium_variant,916,2032,540.765,female
medium_variant,916,2033,553.713,female
medium_variant,916,2034,567.143,female
medium_variant,916,2035,581.059,female
medium_variant,916,2036,595.463,female
medium_variant,916,2037,610.331,female
medium_variant,916,2038,625.642,female
medium_variant,916,2039,641.377,female
medium_variant,916,2040,657.52,female
medium_variant,916,2041,674.066,female
medium_variant,916,2042,691.002,female
medium_variant,916,2043,708.296,female
medium_variant,916,2044,725.913,female
medium_variant,916,2045,743.828,female
medium_variant,916,2046,762.034,female
medium_variant,916,2047,780.503,female
medium_variant,916,2048,799.194,female
medium_variant,916,2049,818.048,female
medium_variant,916,2050,837.018,female
medium_variant,916,2051,856.059,female
medium_variant,916,2052,875.141,female
medium_variant,916,2053,894.22,female
medium_variant,916,2054,913.256,female
medium_variant,916,2055,932.227,female
medium_variant,916,2056,951.134,female
medium_variant,916,2057,969.982,female
medium_variant,916,2058,988.752,female
medium_variant,916,2059,1007.403,female
medium_variant,916,2060,1025.903,female
medium_variant,916,2061,1044.227,female
medium_variant,916,2062,1062.337,female
medium_variant,916,2063,1080.178,female
medium_variant,916,2064,1097.683,female
medium_variant,916,2065,1114.804,female
medium_variant,916,2066,1131.508,female
medium_variant,916,2067,1147.766,female
medium_variant,916,2068,1163.531,female
medium_variant,916,2069,1178.748,female
medium_variant,916,2070,1193.33,female
medium_variant,916,2071,1207.203,female
medium_variant,916,2072,1220.354,female
medium_variant,916,2073,1232.8,female
medium_variant,916,2074,1244.572,female
medium_variant,916,2075,1255.728,female
medium_variant,916,2076,1266.355,female
medium_variant,916,2077,1276.548,female
medium_variant,916,2078,1286.39,female
medium_variant,916,2079,1295.931,female
medium_variant,916,2080,1305.222,female
medium_variant,916,2081,1314.292,female
medium_variant,916,2082,1323.098,female
medium_variant,916,2083,1331.56,female
medium_variant,916,2084,1339.609,female
medium_variant,916,2085,1347.15,female
medium_variant,916,2086,1354.083,female
medium_variant,916,2087,1360.323,female
medium_variant,916,2088,1365.811,female
medium_variant,916,2089,1370.508,female
medium_variant,916,2090,1374.414,female
medium_variant,916,2091,1377.568,female
medium_variant,916,2092,1380.01,female
medium_variant,916,2093,1381.791,female
medium_variant,916,2094,1382.953,female
medium_variant,916,2095,1383.522,female
medium_variant,916,2096,1383.512,female
medium_variant,916,2097,1382.929,female
medium_variant,916,2098,1381.782,female
medium_variant,916,2099,1380.065,female
