variant,region,year,totaldeaths,gender
estimates,902,1950,22054.486,male
estimates,902,1951,21982.828,male
estimates,902,1952,21863.933,male
estimates,902,1953,21793.88,male
estimates,902,1954,21772.659,male
estimates,902,1955,21798.526,male
estimates,902,1956,21865.518,male
estimates,902,1957,21965.703,male
estimates,902,1958,22083.72,male
estimates,902,1959,22192.519,male
estimates,902,1960,22261.629,male
estimates,902,1961,22260.656,male
estimates,902,1962,22162.269,male
estimates,902,1963,21953.476,male
estimates,902,1964,21641.003,male
estimates,902,1965,21250.332,male
estimates,902,1966,20821.327,male
estimates,902,1967,20402.534,male
estimates,902,1968,20032.94,male
estimates,902,1969,19731.332,male
estimates,902,1970,19502.737,male
estimates,902,1971,19336.774,male
estimates,902,1972,19207.262,male
estimates,902,1973,19094.578,male
estimates,902,1974,18995.496,male
estimates,902,1975,18912.658,male
estimates,902,1976,18853.363,male
estimates,902,1977,18826.356,male
estimates,902,1978,18836.538,male
estimates,902,1979,18882.718,male
estimates,902,1980,18961.303,male
estimates,902,1981,19066.487,male
estimates,902,1982,19189.783,male
estimates,902,1983,19323.447,male
estimates,902,1984,19462.577,male
estimates,902,1985,19604.692,male
estimates,902,1986,19749.958,male
estimates,902,1987,19900.488,male
estimates,902,1988,20056.917,male
estimates,902,1989,20217.1,male
estimates,902,1990,20379.034,male
estimates,902,1991,20540.964,male
estimates,902,1992,20700.899,male
estimates,902,1993,20856.466,male
estimates,902,1994,21005.174,male
estimates,902,1995,21143.503,male
estimates,902,1996,21268.241,male
estimates,902,1997,21379.362,male
estimates,902,1998,21478.225,male
estimates,902,1999,21566.754,male
estimates,902,2000,21647.562,male
estimates,902,2001,21723.897,male
estimates,902,2002,21800.394,male
estimates,902,2003,21881.782,male
estimates,902,2004,21971.892,male
estimates,902,2005,22072.975,male
estimates,902,2006,22185.612,male
estimates,902,2007,22309.477,male
estimates,902,2008,22445.407,male
estimates,902,2009,22595.934,male
estimates,902,2010,22764.21,male
estimates,902,2011,22953.146,male
estimates,902,2012,23164.161,male
estimates,902,2013,23398.069,male
estimates,902,2014,23655.362,male
estimates,902,2015,23935.784,male
medium_variant,902,2015,23935.784,male
medium_variant,902,2016,24238.185,male
medium_variant,902,2017,24560.033,male
medium_variant,902,2018,24898.963,male
medium_variant,902,2019,25253.523,male
medium_variant,902,2020,25622.894,male
medium_variant,902,2021,26006.836,male
medium_variant,902,2022,26405.47,male
medium_variant,902,2023,26818.435,male
medium_variant,902,2024,27244.811,male
medium_variant,902,2025,27683.754,male
medium_variant,902,2026,28134.713,male
medium_variant,902,2027,28597.098,male
medium_variant,902,2028,29070.163,male
medium_variant,902,2029,29552.952,male
medium_variant,902,2030,30045.348,male
medium_variant,902,2031,30547.73,male
medium_variant,902,2032,31059.89,male
medium_variant,902,2033,31580.802,male
medium_variant,902,2034,32108.698,male
medium_variant,902,2035,32641.81,male
