variant,region,year,totaldeaths,gender
estimates,922,1950,649.101,male
estimates,922,1951,648.757,male
estimates,922,1952,648.11,male
estimates,922,1953,647.543,male
estimates,922,1954,647.06,male
estimates,922,1955,646.644,male
estimates,922,1956,646.263,male
estimates,922,1957,645.875,male
estimates,922,1958,645.39,male
estimates,922,1959,644.653,male
estimates,922,1960,643.502,male
estimates,922,1961,641.78,male
estimates,922,1962,639.36,male
estimates,922,1963,636.234,male
estimates,922,1964,632.514,male
estimates,922,1965,628.487,male
estimates,922,1966,624.51,male
estimates,922,1967,620.923,male
estimates,922,1968,617.962,male
estimates,922,1969,615.715,male
estimates,922,1970,614.033,male
estimates,922,1971,612.609,male
estimates,922,1972,611.148,male
estimates,922,1973,609.523,male
estimates,922,1974,607.833,male
estimates,922,1975,606.576,male
estimates,922,1976,606.42,male
estimates,922,1977,607.738,male
estimates,922,1978,610.559,male
estimates,922,1979,614.568,male
estimates,922,1980,618.906,male
estimates,922,1981,622.439,male
estimates,922,1982,624.277,male
estimates,922,1983,623.934,male
estimates,922,1984,621.446,male
estimates,922,1985,617.383,male
estimates,922,1986,612.732,male
estimates,922,1987,608.642,male
estimates,922,1988,605.948,male
estimates,922,1989,604.904,male
estimates,922,1990,605.395,male
estimates,922,1991,606.94,male
estimates,922,1992,608.726,male
estimates,922,1993,610.128,male
estimates,922,1994,610.948,male
estimates,922,1995,610.999,male
estimates,922,1996,610.227,male
estimates,922,1997,608.992,male
estimates,922,1998,607.753,male
estimates,922,1999,606.881,male
estimates,922,2000,606.886,male
estimates,922,2001,608.269,male
estimates,922,2002,611.35,male
estimates,922,2003,616.337,male
estimates,922,2004,623.332,male
estimates,922,2005,632.422,male
estimates,922,2006,643.57,male
estimates,922,2007,656.335,male
estimates,922,2008,670.203,male
estimates,922,2009,684.727,male
estimates,922,2010,699.404,male
estimates,922,2011,713.759,male
estimates,922,2012,727.524,male
estimates,922,2013,740.488,male
estimates,922,2014,752.475,male
estimates,922,2015,763.347,male
medium_variant,922,2015,763.347,male
medium_variant,922,2016,773.083,male
medium_variant,922,2017,782.026,male
medium_variant,922,2018,790.585,male
medium_variant,922,2019,799.094,male
medium_variant,922,2020,807.922,male
medium_variant,922,2021,817.405,male
medium_variant,922,2022,827.802,male
medium_variant,922,2023,839.352,male
medium_variant,922,2024,852.268,male
medium_variant,922,2025,866.684,male
medium_variant,922,2026,882.621,male
medium_variant,922,2027,899.892,male
medium_variant,922,2028,918.356,male
medium_variant,922,2029,937.95,male
medium_variant,922,2030,958.655,male
medium_variant,922,2031,980.457,male
medium_variant,922,2032,1003.308,male
medium_variant,922,2033,1027.135,male
medium_variant,922,2034,1051.839,male
medium_variant,922,2035,1077.334,male
medium_variant,922,2036,1103.548,male
medium_variant,922,2037,1130.422,male
medium_variant,922,2038,1157.878,male
medium_variant,922,2039,1185.824,male
medium_variant,922,2040,1214.215,male
medium_variant,922,2041,1243.038,male
medium_variant,922,2042,1272.294,male
medium_variant,922,2043,1301.945,male
medium_variant,922,2044,1331.935,male
medium_variant,922,2045,1362.187,male
medium_variant,922,2046,1392.655,male
