variant,region,year,totaldeaths,gender
estimates,1503,1950,3865.324,male
estimates,1503,1951,3865.851,male
estimates,1503,1952,3868.5,male
estimates,1503,1953,3874.352,male
estimates,1503,1954,3883.401,male
estimates,1503,1955,3895.658,male
estimates,1503,1956,3911.214,male
estimates,1503,1957,3930.051,male
estimates,1503,1958,3952.191,male
estimates,1503,1959,3977.769,male
estimates,1503,1960,4006.813,male
estimates,1503,1961,4039.207,male
estimates,1503,1962,4074.581,male
estimates,1503,1963,4112.192,male
estimates,1503,1964,4150.923,male
estimates,1503,1965,4189.353,male
estimates,1503,1966,4226.099,male
estimates,1503,1967,4260.071,male
estimates,1503,1968,4290.366,male
estimates,1503,1969,4316.343,male
estimates,1503,1970,4337.448,male
estimates,1503,1971,4353.572,male
estimates,1503,1972,4365.624,male
estimates,1503,1973,4374.685,male
estimates,1503,1974,4381.528,male
estimates,1503,1975,4387.091,male
estimates,1503,1976,4392.288,male
estimates,1503,1977,4397.78,male
estimates,1503,1978,4404.155,male
estimates,1503,1979,4411.838,male
estimates,1503,1980,4420.91,male
estimates,1503,1981,4431.096,male
estimates,1503,1982,4441.834,male
estimates,1503,1983,4452.77,male
estimates,1503,1984,4463.969,male
estimates,1503,1985,4475.882,male
estimates,1503,1986,4489.124,male
estimates,1503,1987,4504.03,male
estimates,1503,1988,4520.585,male
estimates,1503,1989,4538.452,male
estimates,1503,1990,4556.927,male
estimates,1503,1991,4575.12,male
estimates,1503,1992,4592.152,male
estimates,1503,1993,4607.347,male
estimates,1503,1994,4620.361,male
estimates,1503,1995,4630.831,male
estimates,1503,1996,4638.601,male
estimates,1503,1997,4644.347,male
estimates,1503,1998,4648.963,male
estimates,1503,1999,4653.278,male
estimates,1503,2000,4658.042,male
estimates,1503,2001,4663.923,male
estimates,1503,2002,4671.674,male
estimates,1503,2003,4682.212,male
estimates,1503,2004,4696.445,male
estimates,1503,2005,4715.44,male
estimates,1503,2006,4740.024,male
estimates,1503,2007,4770.22,male
estimates,1503,2008,4805.824,male
estimates,1503,2009,4846.651,male
estimates,1503,2010,4892.312,male
estimates,1503,2011,4942.213,male
estimates,1503,2012,4995.399,male
estimates,1503,2013,5050.905,male
estimates,1503,2014,5108.025,male
estimates,1503,2015,5166.177,male
medium_variant,1503,2015,5166.177,male
medium_variant,1503,2016,5225.042,male
medium_variant,1503,2017,5284.686,male
medium_variant,1503,2018,5345.134,male
medium_variant,1503,2019,5406.222,male
medium_variant,1503,2020,5467.858,male
medium_variant,1503,2021,5530.044,male
medium_variant,1503,2022,5592.965,male
medium_variant,1503,2023,5656.781,male
medium_variant,1503,2024,5721.564,male
medium_variant,1503,2025,5787.433,male
medium_variant,1503,2026,5854.507,male
medium_variant,1503,2027,5922.827,male
medium_variant,1503,2028,5992.364,male
medium_variant,1503,2029,6063.052,male
medium_variant,1503,2030,6134.952,male
medium_variant,1503,2031,6208.131,male
medium_variant,1503,2032,6282.411,male
medium_variant,1503,2033,6357.448,male
medium_variant,1503,2034,6432.831,male
medium_variant,1503,2035,6508.169,male
medium_variant,1503,2036,6583.149,male
medium_variant,1503,2037,6657.386,male
medium_variant,1503,2038,6730.374,male
medium_variant,1503,2039,6801.591,male
medium_variant,1503,2040,6870.601,male
medium_variant,1503,2041,6937.125,male
medium_variant,1503,2042,7001.083,male
medium_variant,1503,2043,7062.339,male
medium_variant,1503,2044,7120.638,male
medium_variant,1503,2045,7175.871,male
medium_variant,1503,2046,7228.058,male
medium_variant,1503,2047,7277.272,male
medium_variant,1503,2048,7323.451,male
medium_variant,1503,2049,7366.417,male
medium_variant,1503,2050,7405.917,male
medium_variant,1503,2051,7441.698,male
medium_variant,1503,2052,7473.603,male
medium_variant,1503,2053,7501.464,male
medium_variant,1503,2054,7525.176,male
medium_variant,1503,2055,7544.565,male
medium_variant,1503,2056,7559.479,male
medium_variant,1503,2057,7570.105,male
medium_variant,1503,2058,7576.711,male
medium_variant,1503,2059,7579.611,male
medium_variant,1503,2060,7578.94,male
medium_variant,1503,2061,7574.784,male
medium_variant,1503,2062,7567.517,male
medium_variant,1503,2063,7557.737,male
medium_variant,1503,2064,7546.15,male
medium_variant,1503,2065,7533.515,male
medium_variant,1503,2066,7520.502,male
medium_variant,1503,2067,7507.565,male
medium_variant,1503,2068,7495.132,male
medium_variant,1503,2069,7483.621,male
medium_variant,1503,2070,7473.27,male
medium_variant,1503,2071,7464.093,male
medium_variant,1503,2072,7455.747,male
medium_variant,1503,2073,7447.922,male
medium_variant,1503,2074,7440.543,male
medium_variant,1503,2075,7433.642,male
medium_variant,1503,2076,7427.346,male
medium_variant,1503,2077,7421.566,male
medium_variant,1503,2078,7416.1,male
medium_variant,1503,2079,7410.612,male
medium_variant,1503,2080,7404.671,male
medium_variant,1503,2081,7397.844,male
medium_variant,1503,2082,7389.769,male
medium_variant,1503,2083,7380.166,male
medium_variant,1503,2084,7368.842,male
medium_variant,1503,2085,7355.54,male
medium_variant,1503,2086,7340.122,male
medium_variant,1503,2087,7322.896,male
medium_variant,1503,2088,7304.302,male
medium_variant,1503,2089,7284.754,male
medium_variant,1503,2090,7264.774,male
medium_variant,1503,2091,7244.862,male
medium_variant,1503,2092,7225.466,male
medium_variant,1503,2093,7206.952,male
medium_variant,1503,2094,7189.619,male
medium_variant,1503,2095,7173.648,male
medium_variant,1503,2096,7159.13,male
medium_variant,1503,2097,7146.128,male
medium_variant,1503,2098,7134.646,male
medium_variant,1503,2099,7124.674,male
estimates,1503,1950,3499.35,female
estimates,1503,1951,3488.383,female
estimates,1503,1952,3468.939,female
estimates,1503,1953,3454.462,female
estimates,1503,1954,3444.954,female
estimates,1503,1955,3440.421,female
estimates,1503,1956,3440.873,female
estimates,1503,1957,3446.213,female
estimates,1503,1958,3456.331,female
estimates,1503,1959,3471.087,female
estimates,1503,1960,3490.21,female
estimates,1503,1961,3513.307,female
estimates,1503,1962,3539.782,female
estimates,1503,1963,3568.819,female
estimates,1503,1964,3599.473,female
estimates,1503,1965,3630.857,female
estimates,1503,1966,3662.269,female
estimates,1503,1967,3693.171,female
estimates,1503,1968,3722.945,female
estimates,1503,1969,3750.862,female
estimates,1503,1970,3775.905,female
estimates,1503,1971,3797.166,female
estimates,1503,1972,3814.837,female
estimates,1503,1973,3829.508,female
estimates,1503,1974,3841.924,female
estimates,1503,1975,3853.408,female
estimates,1503,1976,3865.556,female
estimates,1503,1977,3879.778,female
estimates,1503,1978,3897.088,female
estimates,1503,1979,3917.954,female
estimates,1503,1980,3942.425,female
estimates,1503,1981,3970.005,female
estimates,1503,1982,3999.436,female
estimates,1503,1983,4029.565,female
estimates,1503,1984,4059.797,female
estimates,1503,1985,4089.584,female
estimates,1503,1986,4118.56,female
estimates,1503,1987,4146.83,female
estimates,1503,1988,4174.486,female
estimates,1503,1989,4201.55,female
estimates,1503,1990,4228.333,female
estimates,1503,1991,4255.338,female
estimates,1503,1992,4282.884,female
estimates,1503,1993,4311.022,female
estimates,1503,1994,4339.52,female
estimates,1503,1995,4367.812,female
estimates,1503,1996,4395.185,female
estimates,1503,1997,4420.968,female
estimates,1503,1998,4444.682,female
estimates,1503,1999,4466.164,female
estimates,1503,2000,4484.857,female
estimates,1503,2001,4500.232,female
estimates,1503,2002,4512.947,female
estimates,1503,2003,4524.256,female
estimates,1503,2004,4535.603,female
estimates,1503,2005,4549.189,female
estimates,1503,2006,4567.349,female
estimates,1503,2007,4591.65,female
estimates,1503,2008,4623.082,female
estimates,1503,2009,4662.023,female
estimates,1503,2010,4708.343,female
estimates,1503,2011,4761.215,female
estimates,1503,2012,4818.573,female
estimates,1503,2013,4878.358,female
estimates,1503,2014,4939.249,female
estimates,1503,2015,4999.897,female
medium_variant,1503,2015,4999.897,female
medium_variant,1503,2016,5059.303,female
medium_variant,1503,2017,5117.356,female
medium_variant,1503,2018,5174.044,female
medium_variant,1503,2019,5229.22,female
medium_variant,1503,2020,5282.902,female
medium_variant,1503,2021,5335.39,female
medium_variant,1503,2022,5387.543,female
medium_variant,1503,2023,5440.224,female
medium_variant,1503,2024,5494.05,female
medium_variant,1503,2025,5549.575,female
medium_variant,1503,2026,5607.201,female
medium_variant,1503,2027,5667.067,female
medium_variant,1503,2028,5729.344,female
medium_variant,1503,2029,5794.285,female
medium_variant,1503,2030,5862.287,female
medium_variant,1503,2031,5933.686,female
medium_variant,1503,2032,6008.266,female
medium_variant,1503,2033,6085.589,female
medium_variant,1503,2034,6165.178,female
medium_variant,1503,2035,6246.644,female
medium_variant,1503,2036,6329.606,female
medium_variant,1503,2037,6413.363,female
medium_variant,1503,2038,6496.997,female
medium_variant,1503,2039,6579.566,female
medium_variant,1503,2040,6660.281,female
medium_variant,1503,2041,6738.597,female
medium_variant,1503,2042,6814.158,female
medium_variant,1503,2043,6886.474,female
medium_variant,1503,2044,6954.847,female
medium_variant,1503,2045,7018.576,female
medium_variant,1503,2046,7077.159,female
medium_variant,1503,2047,7130.599,female
medium_variant,1503,2048,7179.008,female
medium_variant,1503,2049,7222.409,female
medium_variant,1503,2050,7261.017,female
medium_variant,1503,2051,7295.185,female
medium_variant,1503,2052,7325.438,female
medium_variant,1503,2053,7352.194,female
medium_variant,1503,2054,7375.698,female
medium_variant,1503,2055,7395.975,female
medium_variant,1503,2056,7412.867,female
medium_variant,1503,2057,7426.199,female
medium_variant,1503,2058,7435.919,female
medium_variant,1503,2059,7442.215,female
medium_variant,1503,2060,7445.212,female
medium_variant,1503,2061,7445.013,female
medium_variant,1503,2062,7441.936,female
medium_variant,1503,2063,7436.412,female
medium_variant,1503,2064,7428.9,female
medium_variant,1503,2065,7419.914,female
medium_variant,1503,2066,7409.877,female
medium_variant,1503,2067,7399.049,female
medium_variant,1503,2068,7387.61,female
medium_variant,1503,2069,7375.75,female
medium_variant,1503,2070,7363.461,female
medium_variant,1503,2071,7350.556,female
medium_variant,1503,2072,7336.742,female
medium_variant,1503,2073,7321.852,female
medium_variant,1503,2074,7305.908,female
medium_variant,1503,2075,7289.084,female
medium_variant,1503,2076,7271.652,female
medium_variant,1503,2077,7253.816,female
medium_variant,1503,2078,7235.664,female
medium_variant,1503,2079,7217.153,female
medium_variant,1503,2080,7198.002,female
medium_variant,1503,2081,7177.823,female
medium_variant,1503,2082,7156.311,female
medium_variant,1503,2083,7133.357,female
medium_variant,1503,2084,7109.057,female
medium_variant,1503,2085,7083.563,female
medium_variant,1503,2086,7057.147,female
medium_variant,1503,2087,7030.266,female
medium_variant,1503,2088,7003.437,female
medium_variant,1503,2089,6977.056,female
medium_variant,1503,2090,6951.447,female
medium_variant,1503,2091,6926.815,female
medium_variant,1503,2092,6903.296,female
medium_variant,1503,2093,6880.975,female
medium_variant,1503,2094,6859.877,female
medium_variant,1503,2095,6840.05,female
medium_variant,1503,2096,6821.505,female
medium_variant,1503,2097,6804.253,female
medium_variant,1503,2098,6788.259,female
medium_variant,1503,2099,6773.545,female
