variant,continent,year,crudedeathrateper1000population
estimates,904,1950,16.536
estimates,904,1951,16.314
estimates,904,1952,15.878
estimates,904,1953,15.459
estimates,904,1954,15.056
estimates,904,1955,14.67
estimates,904,1956,14.3
estimates,904,1957,13.947
estimates,904,1958,13.608
estimates,904,1959,13.284
estimates,904,1960,12.974
estimates,904,1961,12.675
estimates,904,1962,12.386
estimates,904,1963,12.105
estimates,904,1964,11.83
estimates,904,1965,11.559
estimates,904,1966,11.289
estimates,904,1967,11.022
estimates,904,1968,10.757
estimates,904,1969,10.495
estimates,904,1970,10.239
estimates,904,1971,9.992
estimates,904,1972,9.756
estimates,904,1973,9.532
estimates,904,1974,9.322
estimates,904,1975,9.123
estimates,904,1976,8.936
estimates,904,1977,8.757
estimates,904,1978,8.583
estimates,904,1979,8.414
estimates,904,1980,8.248
estimates,904,1981,8.087
estimates,904,1982,7.931
estimates,904,1983,7.78
estimates,904,1984,7.634
estimates,904,1985,7.495
estimates,904,1986,7.362
estimates,904,1987,7.235
estimates,904,1988,7.114
estimates,904,1989,6.999
estimates,904,1990,6.886
estimates,904,1991,6.775
estimates,904,1992,6.665
estimates,904,1993,6.555
estimates,904,1994,6.446
estimates,904,1995,6.34
estimates,904,1996,6.24
estimates,904,1997,6.147
estimates,904,1998,6.065
estimates,904,1999,5.995
estimates,904,2000,5.936
estimates,904,2001,5.89
estimates,904,2002,5.854
estimates,904,2003,5.826
estimates,904,2004,5.807
estimates,904,2005,5.793
estimates,904,2006,5.786
estimates,904,2007,5.783
estimates,904,2008,5.785
estimates,904,2009,5.791
estimates,904,2010,5.801
estimates,904,2011,5.816
estimates,904,2012,5.835
estimates,904,2013,5.86
estimates,904,2014,5.89
estimates,904,2015,5.924
medium_variant,904,2015,5.924
medium_variant,904,2016,5.962
medium_variant,904,2017,6.003
medium_variant,904,2018,6.046
medium_variant,904,2019,6.092
medium_variant,904,2020,6.139
medium_variant,904,2021,6.188
medium_variant,904,2022,6.239
medium_variant,904,2023,6.293
medium_variant,904,2024,6.35
medium_variant,904,2025,6.409
medium_variant,904,2026,6.472
medium_variant,904,2027,6.537
medium_variant,904,2028,6.605
medium_variant,904,2029,6.677
medium_variant,904,2030,6.751
medium_variant,904,2031,6.829
medium_variant,904,2032,6.91
medium_variant,904,2033,6.995
medium_variant,904,2034,7.082
medium_variant,904,2035,7.172
medium_variant,904,2036,7.265
medium_variant,904,2037,7.361
medium_variant,904,2038,7.459
medium_variant,904,2039,7.559
medium_variant,904,2040,7.661
medium_variant,904,2041,7.764
medium_variant,904,2042,7.869
medium_variant,904,2043,7.976
medium_variant,904,2044,8.083
medium_variant,904,2045,8.191
medium_variant,904,2046,8.3
medium_variant,904,2047,8.409
medium_variant,904,2048,8.519
medium_variant,904,2049,8.629
medium_variant,904,2050,8.74
medium_variant,904,2051,8.851
medium_variant,904,2052,8.963
medium_variant,904,2053,9.076
medium_variant,904,2054,9.19
medium_variant,904,2055,9.305
medium_variant,904,2056,9.421
medium_variant,904,2057,9.538
medium_variant,904,2058,9.656
medium_variant,904,2059,9.775
medium_variant,904,2060,9.894
medium_variant,904,2061,10.014
medium_variant,904,2062,10.133
medium_variant,904,2063,10.252
medium_variant,904,2064,10.37
medium_variant,904,2065,10.487
medium_variant,904,2066,10.604
medium_variant,904,2067,10.719
medium_variant,904,2068,10.834
medium_variant,904,2069,10.947
medium_variant,904,2070,11.058
medium_variant,904,2071,11.167
medium_variant,904,2072,11.274
medium_variant,904,2073,11.377
medium_variant,904,2074,11.476
medium_variant,904,2075,11.572
medium_variant,904,2076,11.664
medium_variant,904,2077,11.754
medium_variant,904,2078,11.84
medium_variant,904,2079,11.923
medium_variant,904,2080,12.002
medium_variant,904,2081,12.078
medium_variant,904,2082,12.15
medium_variant,904,2083,12.218
medium_variant,904,2084,12.282
medium_variant,904,2085,12.342
medium_variant,904,2086,12.396
medium_variant,904,2087,12.447
medium_variant,904,2088,12.492
medium_variant,904,2089,12.534
medium_variant,904,2090,12.571
medium_variant,904,2091,12.605
medium_variant,904,2092,12.636
medium_variant,904,2093,12.664
medium_variant,904,2094,12.688
medium_variant,904,2095,12.711
medium_variant,904,2096,12.73
medium_variant,904,2097,12.748
medium_variant,904,2098,12.762
medium_variant,904,2099,12.774
