variant,country,year,childdependencyratio2564
estimates,388,1950,127.222
estimates,388,1951,127.338
estimates,388,1952,127.868
estimates,388,1953,128.694
estimates,388,1954,129.726
estimates,388,1955,130.971
estimates,388,1956,133.559
estimates,388,1957,136.708
estimates,388,1958,140.489
estimates,388,1959,144.987
estimates,388,1960,150.223
estimates,388,1961,152.221
estimates,388,1962,154.963
estimates,388,1963,158.481
estimates,388,1964,162.635
estimates,388,1965,167.193
estimates,388,1966,170.202
estimates,388,1967,173.306
estimates,388,1968,176.56
estimates,388,1969,180.145
estimates,388,1970,184.305
estimates,388,1971,186.673
estimates,388,1972,189.043
estimates,388,1973,191.467
estimates,388,1974,194.065
estimates,388,1975,196.927
estimates,388,1976,194.843
estimates,388,1977,191.834
estimates,388,1978,187.805
estimates,388,1979,182.858
estimates,388,1980,177.416
estimates,388,1981,175.775
estimates,388,1982,174.223
estimates,388,1983,172.485
estimates,388,1984,170.221
estimates,388,1985,167.307
estimates,388,1986,162.848
estimates,388,1987,157.863
estimates,388,1988,152.791
estimates,388,1989,148.15
estimates,388,1990,144.202
estimates,388,1991,140.247
estimates,388,1992,136.738
estimates,388,1993,133.654
estimates,388,1994,130.83
estimates,388,1995,128.192
estimates,388,1996,124.91
estimates,388,1997,121.851
estimates,388,1998,119.097
estimates,388,1999,116.733
estimates,388,2000,114.77
estimates,388,2001,112.989
estimates,388,2002,111.283
estimates,388,2003,109.606
estimates,388,2004,107.956
estimates,388,2005,106.358
estimates,388,2006,104.737
estimates,388,2007,103.132
estimates,388,2008,101.361
estimates,388,2009,99.282
estimates,388,2010,96.922
estimates,388,2011,94.714
estimates,388,2012,92.17
estimates,388,2013,89.429
estimates,388,2014,86.755
estimates,388,2015,84.318
medium_variant,388,2015,84.318
medium_variant,388,2016,81.597
medium_variant,388,2017,79.394
medium_variant,388,2018,77.545
medium_variant,388,2019,75.756
medium_variant,388,2020,73.891
medium_variant,388,2021,72.27
medium_variant,388,2022,70.318
medium_variant,388,2023,68.304
medium_variant,388,2024,66.609
medium_variant,388,2025,65.392
medium_variant,388,2026,63.907
medium_variant,388,2027,62.948
medium_variant,388,2028,62.347
medium_variant,388,2029,61.83
