variant,country,year,childdependencyratio2564
estimates,218,1950,145.507
estimates,218,1951,148.394
estimates,218,1952,151.958
estimates,218,1953,154.943
estimates,218,1954,157.089
estimates,218,1955,158.69
estimates,218,1956,162.144
estimates,218,1957,164.39
estimates,218,1958,166.112
estimates,218,1959,167.835
estimates,218,1960,169.701
estimates,218,1961,171.443
estimates,218,1962,173.451
estimates,218,1963,175.475
estimates,218,1964,177.112
estimates,218,1965,178.235
estimates,218,1966,179.909
estimates,218,1967,181
estimates,218,1968,181.683
estimates,218,1969,182.252
estimates,218,1970,182.835
estimates,218,1971,184.221
estimates,218,1972,185.381
estimates,218,1973,186.142
estimates,218,1974,186.194
estimates,218,1975,185.389
estimates,218,1976,184.372
estimates,218,1977,182.546
estimates,218,1978,180.184
estimates,218,1979,177.634
estimates,218,1980,175.098
estimates,218,1981,172.949
estimates,218,1982,170.763
estimates,218,1983,168.508
estimates,218,1984,166.132
estimates,218,1985,163.636
estimates,218,1986,161.433
estimates,218,1987,159.133
estimates,218,1988,156.738
estimates,218,1989,154.231
estimates,218,1990,151.609
estimates,218,1991,149.194
estimates,218,1992,146.604
estimates,218,1993,143.922
estimates,218,1994,141.24
estimates,218,1995,138.605
estimates,218,1996,136.211
estimates,218,1997,133.903
estimates,218,1998,131.652
estimates,218,1999,129.413
estimates,218,2000,127.166
estimates,218,2001,125.139
estimates,218,2002,123.094
estimates,218,2003,121.059
estimates,218,2004,119.089
estimates,218,2005,117.209
estimates,218,2006,115.083
estimates,218,2007,113.1
estimates,218,2008,111.194
estimates,218,2009,109.27
estimates,218,2010,107.293
estimates,218,2011,105.451
estimates,218,2012,103.514
estimates,218,2013,101.546
estimates,218,2014,99.624
estimates,218,2015,97.781
medium_variant,218,2015,97.781
medium_variant,218,2016,95.965
medium_variant,218,2017,94.216
medium_variant,218,2018,92.542
medium_variant,218,2019,90.935
medium_variant,218,2020,89.395
medium_variant,218,2021,87.944
medium_variant,218,2022,86.547
medium_variant,218,2023,85.205
medium_variant,218,2024,83.928
medium_variant,218,2025,82.718
medium_variant,218,2026,81.598
medium_variant,218,2027,80.537
medium_variant,218,2028,79.512
medium_variant,218,2029,78.489
