variant,country,year,childdependencyratio2564
estimates,174,1950,139.073
estimates,174,1951,140.13
estimates,174,1952,141.789
estimates,174,1953,143.156
estimates,174,1954,144.061
estimates,174,1955,144.686
estimates,174,1956,147.189
estimates,174,1957,148.969
estimates,174,1958,150.475
estimates,174,1959,151.978
estimates,174,1960,153.559
estimates,174,1961,155.564
estimates,174,1962,157.583
estimates,174,1963,159.593
estimates,174,1964,161.498
estimates,174,1965,163.322
estimates,174,1966,165.818
estimates,174,1967,168.069
estimates,174,1968,170.196
estimates,174,1969,172.371
estimates,174,1970,174.672
estimates,174,1971,177.908
estimates,174,1972,181.073
estimates,174,1973,184.032
estimates,174,1974,186.638
estimates,174,1975,188.908
estimates,174,1976,191.192
estimates,174,1977,192.861
estimates,174,1978,194.049
estimates,174,1979,194.847
estimates,174,1980,195.256
estimates,174,1981,196.578
estimates,174,1982,197.544
estimates,174,1983,198.184
estimates,174,1984,198.55
estimates,174,1985,198.722
estimates,174,1986,199.537
estimates,174,1987,199.927
estimates,174,1988,200.014
estimates,174,1989,199.892
estimates,174,1990,199.588
estimates,174,1991,199.531
estimates,174,1992,199.155
estimates,174,1993,198.524
estimates,174,1994,197.706
estimates,174,1995,196.742
estimates,174,1996,196.007
estimates,174,1997,195.18
estimates,174,1998,194.156
estimates,174,1999,192.812
estimates,174,2000,191.103
estimates,174,2001,189.775
estimates,174,2002,188.071
estimates,174,2003,186.041
estimates,174,2004,183.755
estimates,174,2005,181.272
estimates,174,2006,179.012
estimates,174,2007,176.539
estimates,174,2008,173.933
estimates,174,2009,171.262
estimates,174,2010,168.581
estimates,174,2011,166.28
estimates,174,2012,163.919
estimates,174,2013,161.55
estimates,174,2014,159.211
estimates,174,2015,156.916
medium_variant,174,2015,156.916
medium_variant,174,2016,155.017
medium_variant,174,2017,153.061
medium_variant,174,2018,151.093
medium_variant,174,2019,149.159
medium_variant,174,2020,147.269
medium_variant,174,2021,145.587
medium_variant,174,2022,143.921
medium_variant,174,2023,142.242
medium_variant,174,2024,140.513
medium_variant,174,2025,138.728
medium_variant,174,2026,137.166
medium_variant,174,2027,135.522
medium_variant,174,2028,133.799
medium_variant,174,2029,132.003
medium_variant,174,2030,130.141
medium_variant,174,2031,128.461
medium_variant,174,2032,126.699
medium_variant,174,2033,124.867
medium_variant,174,2034,122.971
medium_variant,174,2035,121.023
medium_variant,174,2036,119.259
medium_variant,174,2037,117.426
medium_variant,174,2038,115.565
medium_variant,174,2039,113.714
medium_variant,174,2040,111.902
medium_variant,174,2041,110.325
medium_variant,174,2042,108.756
medium_variant,174,2043,107.208
medium_variant,174,2044,105.69
medium_variant,174,2045,104.204
medium_variant,174,2046,102.933
medium_variant,174,2047,101.665
medium_variant,174,2048,100.409
medium_variant,174,2049,99.172
medium_variant,174,2050,97.956
medium_variant,174,2051,96.921
medium_variant,174,2052,95.883
medium_variant,174,2053,94.839
medium_variant,174,2054,93.783
medium_variant,174,2055,92.714
medium_variant,174,2056,91.796
medium_variant,174,2057,90.846
medium_variant,174,2058,89.867
medium_variant,174,2059,88.86
medium_variant,174,2060,87.832
medium_variant,174,2061,86.928
