variant,country,year,childdependencyratio2564
estimates,204,1950,117.208
estimates,204,1951,119.684
estimates,204,1952,122.274
estimates,204,1953,124.602
estimates,204,1954,126.592
estimates,204,1955,128.341
estimates,204,1956,131.28
estimates,204,1957,133.689
estimates,204,1958,135.783
estimates,204,1959,137.751
estimates,204,1960,139.686
estimates,204,1961,142.403
estimates,204,1962,144.963
estimates,204,1963,147.338
estimates,204,1964,149.395
estimates,204,1965,151.091
estimates,204,1966,153.465
estimates,204,1967,155.309
estimates,204,1968,156.846
estimates,204,1969,158.375
estimates,204,1970,160.07
estimates,204,1971,162.786
estimates,204,1972,165.471
estimates,204,1973,168.095
estimates,204,1974,170.56
estimates,204,1975,172.816
estimates,204,1976,175.723
estimates,204,1977,178.279
estimates,204,1978,180.528
estimates,204,1979,182.51
estimates,204,1980,184.264
estimates,204,1981,186.713
estimates,204,1982,188.722
estimates,204,1983,190.353
estimates,204,1984,191.656
estimates,204,1985,192.673
estimates,204,1986,194.225
estimates,204,1987,195.324
estimates,204,1988,196.055
estimates,204,1989,196.511
estimates,204,1990,196.773
estimates,204,1991,196.813
estimates,204,1992,196.293
estimates,204,1993,195.302
estimates,204,1994,193.903
estimates,204,1995,192.158
estimates,204,1996,192.536
estimates,204,1997,192.616
estimates,204,1998,192.478
estimates,204,1999,192.212
estimates,204,2000,191.878
estimates,204,2001,191.399
estimates,204,2002,190.588
estimates,204,2003,189.459
estimates,204,2004,188.003
estimates,204,2005,186.241
estimates,204,2006,185.447
estimates,204,2007,184.276
estimates,204,2008,182.809
estimates,204,2009,181.131
estimates,204,2010,179.288
estimates,204,2011,178.14
estimates,204,2012,176.793
estimates,204,2013,175.252
estimates,204,2014,173.518
estimates,204,2015,171.61
medium_variant,204,2015,171.61
medium_variant,204,2016,169.998
medium_variant,204,2017,168.207
medium_variant,204,2018,166.263
medium_variant,204,2019,164.182
medium_variant,204,2020,161.987
medium_variant,204,2021,160.19
medium_variant,204,2022,158.208
medium_variant,204,2023,156.082
medium_variant,204,2024,153.847
medium_variant,204,2025,151.531
medium_variant,204,2026,149.519
medium_variant,204,2027,147.388
medium_variant,204,2028,145.175
medium_variant,204,2029,142.911
medium_variant,204,2030,140.622
medium_variant,204,2031,138.68
medium_variant,204,2032,136.664
medium_variant,204,2033,134.605
medium_variant,204,2034,132.532
medium_variant,204,2035,130.464
medium_variant,204,2036,128.73
medium_variant,204,2037,126.953
medium_variant,204,2038,125.142
medium_variant,204,2039,123.297
medium_variant,204,2040,121.422
medium_variant,204,2041,119.82
medium_variant,204,2042,118.155
medium_variant,204,2043,116.448
medium_variant,204,2044,114.715
medium_variant,204,2045,112.973
medium_variant,204,2046,111.497
medium_variant,204,2047,109.977
medium_variant,204,2048,108.428
medium_variant,204,2049,106.86
medium_variant,204,2050,105.281
medium_variant,204,2051,103.955
medium_variant,204,2052,102.587
medium_variant,204,2053,101.192
medium_variant,204,2054,99.783
medium_variant,204,2055,98.371
medium_variant,204,2056,97.194
medium_variant,204,2057,95.986
medium_variant,204,2058,94.758
medium_variant,204,2059,93.521
medium_variant,204,2060,92.284
medium_variant,204,2061,91.271
medium_variant,204,2062,90.23
medium_variant,204,2063,89.171
medium_variant,204,2064,88.101
medium_variant,204,2065,87.027
medium_variant,204,2066,86.157
medium_variant,204,2067,85.257
medium_variant,204,2068,84.337
medium_variant,204,2069,83.404
medium_variant,204,2070,82.466
medium_variant,204,2071,81.713
medium_variant,204,2072,80.932
medium_variant,204,2073,80.128
medium_variant,204,2074,79.307
medium_variant,204,2075,78.471
medium_variant,204,2076,77.805
medium_variant,204,2077,77.105
medium_variant,204,2078,76.378
medium_variant,204,2079,75.63
medium_variant,204,2080,74.867
medium_variant,204,2081,74.258
medium_variant,204,2082,73.617
medium_variant,204,2083,72.95
medium_variant,204,2084,72.265
medium_variant,204,2085,71.565
medium_variant,204,2086,71.014
medium_variant,204,2087,70.429
medium_variant,204,2088,69.821
medium_variant,204,2089,69.197
medium_variant,204,2090,68.566
medium_variant,204,2091,68.07
medium_variant,204,2092,67.553
medium_variant,204,2093,67.019
medium_variant,204,2094,66.469
medium_variant,204,2095,65.908
medium_variant,204,2096,65.476
medium_variant,204,2097,65.016
medium_variant,204,2098,64.535
medium_variant,204,2099,64.038
medium_variant,204,2100,63.533
high_variant,204,2015,177.707465602232
low_variant,204,2015,177.707465602232
constant_fertility,204,2015,177.707465602232
instant_replacement,204,2015,177.707465602232
zero_migration,204,2015,177.707465602232
constant_mortality,204,2015,177.707465602232
no_change,204,2015,177.707465602232
high_variant,204,2020,170.112139210807
low_variant,204,2020,165.517644859972
constant_fertility,204,2020,171.050871619484
instant_replacement,204,2020,148.422059128597
zero_migration,204,2020,167.64974225425
constant_mortality,204,2020,167.578079740536
no_change,204,2020,170.793960744841
high_variant,204,2025,162.770152948835
low_variant,204,2025,151.655942107197
constant_fertility,204,2025,166.188101303259
instant_replacement,204,2025,124.757325400056
zero_migration,204,2025,156.926528919872
constant_mortality,204,2025,156.605179092642
no_change,204,2025,165.486582841092
high_variant,204,2030,155.385636721436
low_variant,204,2030,137.035498183762
constant_fertility,204,2030,162.663373484323
instant_replacement,204,2030,105.241899286504
zero_migration,204,2030,145.871855998295
constant_mortality,204,2030,145.108184026974
no_change,204,2030,161.322429169775
high_variant,204,2035,148.240823636638
low_variant,204,2035,123.596188865627
constant_fertility,204,2035,161.182197459083
instant_replacement,204,2035,89.2313592733291
zero_migration,204,2035,135.568068004525
constant_mortality,204,2035,134.22377556715
no_change,204,2035,159.028539817641
high_variant,204,2040,142.129112859709
low_variant,204,2040,111.370550535104
constant_fertility,204,2040,162.369092119565
instant_replacement,204,2040,75.0910547450902
zero_migration,204,2040,126.365572348559
constant_mortality,204,2040,124.400443176418
no_change,204,2040,159.268885459397
high_variant,204,2045,134.512534310195
low_variant,204,2045,101.78062373575
constant_fertility,204,2045,162.323997253886
instant_replacement,204,2045,76.9740477940028
zero_migration,204,2045,117.806846643823
constant_mortality,204,2045,115.437398314147
no_change,204,2045,158.441033503416
high_variant,204,2050,127.03558707288
low_variant,204,2050,93.7198704632478
constant_fertility,204,2050,161.890616936008
instant_replacement,204,2050,75.5952884498364
zero_migration,204,2050,110.066476204212
constant_mortality,204,2050,107.395120020092
