variant,country,year,gender,dependencyratio2564
estimates,170,1950,male,181.706
estimates,170,1951,male,183.867
estimates,170,1952,male,185.984
estimates,170,1953,male,188.065
estimates,170,1954,male,190.03
estimates,170,1955,male,191.883
estimates,170,1956,male,194.592
estimates,170,1957,male,197.035
estimates,170,1958,male,199.417
estimates,170,1959,male,201.916
estimates,170,1960,male,204.592
estimates,170,1961,male,207.478
estimates,170,1962,male,210.547
estimates,170,1963,male,213.642
estimates,170,1964,male,216.57
estimates,170,1965,male,219.236
estimates,170,1966,male,222.346
estimates,170,1967,male,224.981
estimates,170,1968,male,227.023
estimates,170,1969,male,228.231
estimates,170,1970,male,228.412
estimates,170,1971,male,228.105
estimates,170,1972,male,226.439
estimates,170,1973,male,223.816
estimates,170,1974,male,220.8
estimates,170,1975,male,217.715
estimates,170,1976,male,213.683
estimates,170,1977,male,210.175
estimates,170,1978,male,206.84
estimates,170,1979,male,203.23
estimates,170,1980,male,199.229
estimates,170,1981,male,196.02
estimates,170,1982,male,192.23
estimates,170,1983,male,188.11
estimates,170,1984,male,183.94
estimates,170,1985,male,179.793
estimates,170,1986,male,175.491
estimates,170,1987,male,171.187
estimates,170,1988,male,166.931
estimates,170,1989,male,162.708
estimates,170,1990,male,158.541
estimates,170,1991,male,154.279
estimates,170,1992,male,150.205
estimates,170,1993,male,146.388
estimates,170,1994,male,142.923
estimates,170,1995,male,139.838
estimates,170,1996,male,137.14
estimates,170,1997,male,134.628
estimates,170,1998,male,132.233
estimates,170,1999,male,129.871
estimates,170,2000,male,127.484
estimates,170,2001,male,124.846
estimates,170,2002,male,122.306
estimates,170,2003,male,119.797
estimates,170,2004,male,117.217
estimates,170,2005,male,114.541
estimates,170,2006,male,112.044
estimates,170,2007,male,109.37
estimates,170,2008,male,106.657
estimates,170,2009,male,104.076
estimates,170,2010,male,101.7
estimates,170,2011,male,99.372
estimates,170,2012,male,97.241
estimates,170,2013,male,95.275
estimates,170,2014,male,93.41
estimates,170,2015,male,91.622
medium_variant,170,2015,male,91.622
medium_variant,170,2016,male,89.974
medium_variant,170,2017,male,88.398
medium_variant,170,2018,male,86.921
medium_variant,170,2019,male,85.585
medium_variant,170,2020,male,84.411
medium_variant,170,2021,male,83.409
medium_variant,170,2022,male,82.52
medium_variant,170,2023,male,81.731
medium_variant,170,2024,male,81.008
medium_variant,170,2025,male,80.333
medium_variant,170,2026,male,79.683
medium_variant,170,2027,male,79.063
medium_variant,170,2028,male,78.496
medium_variant,170,2029,male,78.017
medium_variant,170,2030,male,77.647
medium_variant,170,2031,male,77.385
medium_variant,170,2032,male,77.192
medium_variant,170,2033,male,77.058
medium_variant,170,2034,male,76.96
medium_variant,170,2035,male,76.885
medium_variant,170,2036,male,76.827
medium_variant,170,2037,male,76.775
medium_variant,170,2038,male,76.732
medium_variant,170,2039,male,76.693
medium_variant,170,2040,male,76.661
medium_variant,170,2041,male,76.637
medium_variant,170,2042,male,76.595
medium_variant,170,2043,male,76.572
medium_variant,170,2044,male,76.614
medium_variant,170,2045,male,76.752
medium_variant,170,2046,male,76.997
medium_variant,170,2047,male,77.3
medium_variant,170,2048,male,77.664
medium_variant,170,2049,male,78.083
medium_variant,170,2050,male,78.558
medium_variant,170,2051,male,79.11
medium_variant,170,2052,male,79.685
medium_variant,170,2053,male,80.288
medium_variant,170,2054,male,80.922
medium_variant,170,2055,male,81.591
medium_variant,170,2056,male,82.325
medium_variant,170,2057,male,83.052
medium_variant,170,2058,male,83.781
medium_variant,170,2059,male,84.516
medium_variant,170,2060,male,85.264
medium_variant,170,2061,male,86.04
medium_variant,170,2062,male,86.782
medium_variant,170,2063,male,87.505
medium_variant,170,2064,male,88.223
medium_variant,170,2065,male,88.954
medium_variant,170,2066,male,89.683
medium_variant,170,2067,male,90.375
medium_variant,170,2068,male,91.059
medium_variant,170,2069,male,91.76
medium_variant,170,2070,male,92.491
medium_variant,170,2071,male,93.206
medium_variant,170,2072,male,93.902
medium_variant,170,2073,male,94.584
medium_variant,170,2074,male,95.253
medium_variant,170,2075,male,95.92
medium_variant,170,2076,male,96.54
medium_variant,170,2077,male,97.099
medium_variant,170,2078,male,97.624
medium_variant,170,2079,male,98.143
medium_variant,170,2080,male,98.686
medium_variant,170,2081,male,99.177
medium_variant,170,2082,male,99.625
medium_variant,170,2083,male,100.056
medium_variant,170,2084,male,100.493
medium_variant,170,2085,male,100.956
medium_variant,170,2086,male,101.36
medium_variant,170,2087,male,101.723
medium_variant,170,2088,male,102.067
medium_variant,170,2089,male,102.418
medium_variant,170,2090,male,102.806
medium_variant,170,2091,male,103.106
medium_variant,170,2092,male,103.369
medium_variant,170,2093,male,103.629
medium_variant,170,2094,male,103.912
medium_variant,170,2095,male,104.241
medium_variant,170,2096,male,104.473
medium_variant,170,2097,male,104.682
medium_variant,170,2098,male,104.891
medium_variant,170,2099,male,105.126
medium_variant,170,2100,male,105.417
estimates,170,1950,female,174.533
estimates,170,1951,female,176.46
estimates,170,1952,female,178.285
estimates,170,1953,female,180.057
estimates,170,1954,female,181.706
estimates,170,1955,female,183.227
estimates,170,1956,female,185.518
estimates,170,1957,female,187.545
estimates,170,1958,female,189.484
estimates,170,1959,female,191.502
estimates,170,1960,female,193.664
