variant,continent,year,gender,dependencyratio1564
estimates,903,1950,male,80.825
estimates,903,1951,male,81.687
estimates,903,1952,male,82.28
estimates,903,1953,male,82.675
estimates,903,1954,male,82.923
estimates,903,1955,male,83.051
estimates,903,1956,male,84.169
estimates,903,1957,male,85
estimates,903,1958,male,85.608
estimates,903,1959,male,86.041
estimates,903,1960,male,86.323
estimates,903,1961,male,87.432
estimates,903,1962,male,88.274
estimates,903,1963,male,88.879
estimates,903,1964,male,89.263
estimates,903,1965,male,89.434
estimates,903,1966,male,90.297
estimates,903,1967,male,90.797
estimates,903,1968,male,91.021
estimates,903,1969,male,91.064
estimates,903,1970,male,90.982
estimates,903,1971,male,91.583
estimates,903,1972,male,91.961
estimates,903,1973,male,92.149
estimates,903,1974,male,92.169
estimates,903,1975,male,92.051
estimates,903,1976,male,92.481
estimates,903,1977,male,92.701
estimates,903,1978,male,92.771
estimates,903,1979,male,92.744
estimates,903,1980,male,92.646
estimates,903,1981,male,93.187
estimates,903,1982,male,93.504
estimates,903,1983,male,93.625
estimates,903,1984,male,93.574
estimates,903,1985,male,93.367
estimates,903,1986,male,93.666
estimates,903,1987,male,93.726
estimates,903,1988,male,93.574
estimates,903,1989,male,93.221
estimates,903,1990,male,92.672
estimates,903,1991,male,92.455
estimates,903,1992,male,91.972
estimates,903,1993,male,91.274
estimates,903,1994,male,90.429
estimates,903,1995,male,89.482
estimates,903,1996,male,88.998
estimates,903,1997,male,88.391
estimates,903,1998,male,87.684
estimates,903,1999,male,86.89
estimates,903,2000,male,86.032
estimates,903,2001,male,85.612
estimates,903,2002,male,85.08
estimates,903,2003,male,84.491
estimates,903,2004,male,83.904
estimates,903,2005,male,83.351
estimates,903,2006,male,83.179
estimates,903,2007,male,82.956
estimates,903,2008,male,82.698
estimates,903,2009,male,82.421
estimates,903,2010,male,82.138
estimates,903,2011,male,82.028
estimates,903,2012,male,81.886
estimates,903,2013,male,81.696
estimates,903,2014,male,81.42
estimates,903,2015,male,81.041
medium_variant,903,2015,male,81.041
medium_variant,903,2016,male,80.85
medium_variant,903,2017,male,80.465
medium_variant,903,2018,male,79.941
medium_variant,903,2019,male,79.351
medium_variant,903,2020,male,78.727
medium_variant,903,2021,male,78.139
medium_variant,903,2022,male,77.538
medium_variant,903,2023,male,76.89
medium_variant,903,2024,male,76.144
medium_variant,903,2025,male,75.297
medium_variant,903,2026,male,74.59
medium_variant,903,2027,male,73.776
medium_variant,903,2028,male,72.899
medium_variant,903,2029,male,72.016
medium_variant,903,2030,male,71.164
medium_variant,903,2031,male,70.484
medium_variant,903,2032,male,69.805
medium_variant,903,2033,male,69.134
medium_variant,903,2034,male,68.47
medium_variant,903,2035,male,67.814
medium_variant,903,2036,male,67.306
medium_variant,903,2037,male,66.787
medium_variant,903,2038,male,66.262
medium_variant,903,2039,male,65.74
medium_variant,903,2040,male,65.226
medium_variant,903,2041,male,64.833
medium_variant,903,2042,male,64.423
medium_variant,903,2043,male,64.002
medium_variant,903,2044,male,63.572
medium_variant,903,2045,male,63.139
medium_variant,903,2046,male,62.8
medium_variant,903,2047,male,62.439
medium_variant,903,2048,male,62.059
medium_variant,903,2049,male,61.662
medium_variant,903,2050,male,61.254
medium_variant,903,2051,male,60.923
medium_variant,903,2052,male,60.568
medium_variant,903,2053,male,60.193
medium_variant,903,2054,male,59.801
medium_variant,903,2055,male,59.398
medium_variant,903,2056,male,59.068
medium_variant,903,2057,male,58.715
medium_variant,903,2058,male,58.347
medium_variant,903,2059,male,57.975
medium_variant,903,2060,male,57.607
medium_variant,903,2061,male,57.314
medium_variant,903,2062,male,57.014
medium_variant,903,2063,male,56.711
medium_variant,903,2064,male,56.412
medium_variant,903,2065,male,56.123
medium_variant,903,2066,male,55.915
medium_variant,903,2067,male,55.701
medium_variant,903,2068,male,55.488
medium_variant,903,2069,male,55.284
medium_variant,903,2070,male,55.094
medium_variant,903,2071,male,54.98
medium_variant,903,2072,male,54.862
medium_variant,903,2073,male,54.748
medium_variant,903,2074,male,54.644
medium_variant,903,2075,male,54.556
medium_variant,903,2076,male,54.541
medium_variant,903,2077,male,54.524
medium_variant,903,2078,male,54.505
medium_variant,903,2079,male,54.479
medium_variant,903,2080,male,54.446
medium_variant,903,2081,male,54.46
medium_variant,903,2082,male,54.452
medium_variant,903,2083,male,54.429
medium_variant,903,2084,male,54.4
medium_variant,903,2085,male,54.372
medium_variant,903,2086,male,54.39
medium_variant,903,2087,male,54.393
medium_variant,903,2088,male,54.388
medium_variant,903,2089,male,54.38
medium_variant,903,2090,male,54.376
medium_variant,903,2091,male,54.418
medium_variant,903,2092,male,54.448
medium_variant,903,2093,male,54.473
medium_variant,903,2094,male,54.5
medium_variant,903,2095,male,54.536
medium_variant,903,2096,male,54.618
medium_variant,903,2097,male,54.692
medium_variant,903,2098,male,54.763
medium_variant,903,2099,male,54.838
medium_variant,903,2100,male,54.921
estimates,903,1950,female,80.087
estimates,903,1951,female,80.838
estimates,903,1952,female,81.352
estimates,903,1953,female,81.664
estimates,903,1954,female,81.818
estimates,903,1955,female,81.855
estimates,903,1956,female,82.886
estimates,903,1957,female,83.611
estimates,903,1958,female,84.124
estimates,903,1959,female,84.501
estimates,903,1960,female,84.774
estimates,903,1961,female,85.796
estimates,903,1962,female,86.593
estimates,903,1963,female,87.185
estimates,903,1964,female,87.56
estimates,903,1965,female,87.718
estimates,903,1966,female,88.537
estimates,903,1967,female,88.999
estimates,903,1968,female,89.197
estimates,903,1969,female,89.233
estimates,903,1970,female,89.165
estimates,903,1971,female,89.741
estimates,903,1972,female,90.108
estimates,903,1973,female,90.301
estimates,903,1974,female,90.345
estimates,903,1975,female,90.266
estimates,903,1976,female,90.695
estimates,903,1977,female,90.913
estimates,903,1978,female,90.983
estimates,903,1979,female,90.959
estimates,903,1980,female,90.865
estimates,903,1981,female,91.349
estimates,903,1982,female,91.613
estimates,903,1983,female,91.7
estimates,903,1984,female,91.638
estimates,903,1985,female,91.444
estimates,903,1986,female,91.668
estimates,903,1987,female,91.666
estimates,903,1988,female,91.466
estimates,903,1989,female,91.08
estimates,903,1990,female,90.508
estimates,903,1991,female,90.249
estimates,903,1992,female,89.738
estimates,903,1993,female,89.032
estimates,903,1994,female,88.195
estimates,903,1995,female,87.269
estimates,903,1996,female,86.825
estimates,903,1997,female,86.249
estimates,903,1998,female,85.574
estimates,903,1999,female,84.823
estimates,903,2000,female,84.025
estimates,903,2001,female,83.641
estimates,903,2002,female,83.16
estimates,903,2003,female,82.629
estimates,903,2004,female,82.093
estimates,903,2005,female,81.576
estimates,903,2006,female,81.399
estimates,903,2007,female,81.162
estimates,903,2008,female,80.894
estimates,903,2009,female,80.618
estimates,903,2010,female,80.348
estimates,903,2011,female,80.233
estimates,903,2012,female,80.102
estimates,903,2013,female,79.935
estimates,903,2014,female,79.692
estimates,903,2015,female,79.354
medium_variant,903,2015,female,79.354
medium_variant,903,2016,female,79.17
medium_variant,903,2017,female,78.809
medium_variant,903,2018,female,78.328
medium_variant,903,2019,female,77.796
medium_variant,903,2020,female,77.243
medium_variant,903,2021,female,76.711
medium_variant,903,2022,female,76.175
medium_variant,903,2023,female,75.601
medium_variant,903,2024,female,74.946
medium_variant,903,2025,female,74.203
medium_variant,903,2026,female,73.563
medium_variant,903,2027,female,72.831
medium_variant,903,2028,female,72.047
medium_variant,903,2029,female,71.265
medium_variant,903,2030,female,70.517
medium_variant,903,2031,female,69.904
medium_variant,903,2032,female,69.298
medium_variant,903,2033,female,68.704
medium_variant,903,2034,female,68.121
medium_variant,903,2035,female,67.549
medium_variant,903,2036,female,67.082
medium_variant,903,2037,female,66.608
medium_variant,903,2038,female,66.136
medium_variant,903,2039,female,65.673
medium_variant,903,2040,female,65.224
medium_variant,903,2041,female,64.856
medium_variant,903,2042,female,64.48
medium_variant,903,2043,female,64.101
medium_variant,903,2044,female,63.726
medium_variant,903,2045,female,63.358
medium_variant,903,2046,female,63.05
medium_variant,903,2047,female,62.732
medium_variant,903,2048,female,62.406
medium_variant,903,2049,female,62.073
medium_variant,903,2050,female,61.734
medium_variant,903,2051,female,61.435
medium_variant,903,2052,female,61.118
medium_variant,903,2053,female,60.79
medium_variant,903,2054,female,60.454
medium_variant,903,2055,female,60.115
medium_variant,903,2056,female,59.81
medium_variant,903,2057,female,59.491
medium_variant,903,2058,female,59.167
medium_variant,903,2059,female,58.848
medium_variant,903,2060,female,58.541
medium_variant,903,2061,female,58.269
