variant,continent,year,gender,dependencyratio1564
estimates,905,1950,male,54.602
estimates,905,1951,male,56.196
estimates,905,1952,male,57.7
estimates,905,1953,male,59.269
estimates,905,1954,male,60.895
estimates,905,1955,male,62.482
estimates,905,1956,male,63.644
estimates,905,1957,male,64.765
estimates,905,1958,male,65.715
estimates,905,1959,male,66.359
estimates,905,1960,male,66.632
estimates,905,1961,male,67.052
estimates,905,1962,male,66.974
estimates,905,1963,male,66.531
estimates,905,1964,male,65.905
estimates,905,1965,male,65.181
estimates,905,1966,male,64.523
estimates,905,1967,male,63.756
estimates,905,1968,male,62.864
estimates,905,1969,male,61.834
estimates,905,1970,male,60.674
estimates,905,1971,male,59.189
estimates,905,1972,male,57.741
estimates,905,1973,male,56.298
estimates,905,1974,male,54.828
estimates,905,1975,male,53.345
estimates,905,1976,male,52.763
estimates,905,1977,male,52.068
estimates,905,1978,male,51.341
estimates,905,1979,male,50.681
estimates,905,1980,male,50.127
estimates,905,1981,male,49.55
estimates,905,1982,male,49.053
estimates,905,1983,male,48.659
estimates,905,1984,male,48.364
estimates,905,1985,male,48.165
estimates,905,1986,male,48.284
estimates,905,1987,male,48.448
estimates,905,1988,male,48.638
estimates,905,1989,male,48.824
estimates,905,1990,male,48.981
estimates,905,1991,male,49.368
estimates,905,1992,male,49.681
estimates,905,1993,male,49.88
estimates,905,1994,male,49.929
estimates,905,1995,male,49.825
estimates,905,1996,male,49.822
estimates,905,1997,male,49.617
estimates,905,1998,male,49.276
estimates,905,1999,male,48.895
estimates,905,2000,male,48.522
estimates,905,2001,male,48.185
estimates,905,2002,male,47.939
estimates,905,2003,male,47.712
estimates,905,2004,male,47.418
estimates,905,2005,male,47.043
estimates,905,2006,male,47.076
estimates,905,2007,male,47.008
estimates,905,2008,male,46.92
estimates,905,2009,male,46.922
estimates,905,2010,male,47.058
estimates,905,2011,male,47.277
estimates,905,2012,male,47.539
estimates,905,2013,male,47.868
estimates,905,2014,male,48.271
estimates,905,2015,male,48.747
medium_variant,905,2015,male,48.747
medium_variant,905,2016,male,49.249
medium_variant,905,2017,male,49.887
medium_variant,905,2018,male,50.607
medium_variant,905,2019,male,51.334
medium_variant,905,2020,male,52.041
medium_variant,905,2021,male,52.933
medium_variant,905,2022,male,53.729
medium_variant,905,2023,male,54.484
medium_variant,905,2024,male,55.278
medium_variant,905,2025,male,56.15
medium_variant,905,2026,male,57.059
medium_variant,905,2027,male,58.003
medium_variant,905,2028,male,58.943
medium_variant,905,2029,male,59.803
medium_variant,905,2030,male,60.539
medium_variant,905,2031,male,61.158
medium_variant,905,2032,male,61.646
medium_variant,905,2033,male,62.016
medium_variant,905,2034,male,62.298
medium_variant,905,2035,male,62.52
medium_variant,905,2036,male,62.671
medium_variant,905,2037,male,62.742
medium_variant,905,2038,male,62.754
medium_variant,905,2039,male,62.733
medium_variant,905,2040,male,62.704
medium_variant,905,2041,male,62.665
medium_variant,905,2042,male,62.598
medium_variant,905,2043,male,62.526
medium_variant,905,2044,male,62.48
medium_variant,905,2045,male,62.485
medium_variant,905,2046,male,62.534
medium_variant,905,2047,male,62.606
medium_variant,905,2048,male,62.716
medium_variant,905,2049,male,62.877
medium_variant,905,2050,male,63.1
medium_variant,905,2051,male,63.372
medium_variant,905,2052,male,63.664
medium_variant,905,2053,male,63.994
medium_variant,905,2054,male,64.379
medium_variant,905,2055,male,64.838
medium_variant,905,2056,male,65.343
medium_variant,905,2057,male,65.872
medium_variant,905,2058,male,66.416
medium_variant,905,2059,male,66.951
medium_variant,905,2060,male,67.47
medium_variant,905,2061,male,67.904
medium_variant,905,2062,male,68.276
medium_variant,905,2063,male,68.616
medium_variant,905,2064,male,68.954
medium_variant,905,2065,male,69.317
medium_variant,905,2066,male,69.585
medium_variant,905,2067,male,69.831
medium_variant,905,2068,male,70.078
medium_variant,905,2069,male,70.352
medium_variant,905,2070,male,70.676
medium_variant,905,2071,male,70.903
medium_variant,905,2072,male,71.145
medium_variant,905,2073,male,71.4
medium_variant,905,2074,male,71.654
medium_variant,905,2075,male,71.907
medium_variant,905,2076,male,71.994
medium_variant,905,2077,male,72.04
medium_variant,905,2078,male,72.082
medium_variant,905,2079,male,72.169
medium_variant,905,2080,male,72.343
medium_variant,905,2081,male,72.414
medium_variant,905,2082,male,72.514
medium_variant,905,2083,male,72.66
medium_variant,905,2084,male,72.868
medium_variant,905,2085,male,73.156
medium_variant,905,2086,male,73.324
medium_variant,905,2087,male,73.513
medium_variant,905,2088,male,73.736
medium_variant,905,2089,male,74.011
medium_variant,905,2090,male,74.363
medium_variant,905,2091,male,74.565
medium_variant,905,2092,male,74.772
medium_variant,905,2093,male,75.012
medium_variant,905,2094,male,75.308
medium_variant,905,2095,male,75.678
medium_variant,905,2096,male,75.85
medium_variant,905,2097,male,76.032
medium_variant,905,2098,male,76.242
medium_variant,905,2099,male,76.5
medium_variant,905,2100,male,76.83
estimates,905,1950,female,54.142
estimates,905,1951,female,55.654
estimates,905,1952,female,57.051
estimates,905,1953,female,58.518
estimates,905,1954,female,60.074
estimates,905,1955,female,61.642
estimates,905,1956,female,62.841
estimates,905,1957,female,64.04
estimates,905,1958,female,65.116
estimates,905,1959,female,65.94
estimates,905,1960,female,66.451
estimates,905,1961,female,67.037
estimates,905,1962,female,67.19
estimates,905,1963,female,67.029
estimates,905,1964,female,66.71
estimates,905,1965,female,66.302
estimates,905,1966,female,65.77
estimates,905,1967,female,65.152
estimates,905,1968,female,64.462
estimates,905,1969,female,63.684
estimates,905,1970,female,62.808
estimates,905,1971,female,61.68
estimates,905,1972,female,60.591
estimates,905,1973,female,59.535
estimates,905,1974,female,58.477
estimates,905,1975,female,57.406
estimates,905,1976,female,56.461
estimates,905,1977,female,55.462
estimates,905,1978,female,54.506
estimates,905,1979,female,53.705
estimates,905,1980,female,53.108
estimates,905,1981,female,52.76
estimates,905,1982,female,52.556
estimates,905,1983,female,52.5
estimates,905,1984,female,52.557
estimates,905,1985,female,52.695
estimates,905,1986,female,53.015
estimates,905,1987,female,53.35
estimates,905,1988,female,53.697
estimates,905,1989,female,54.048
estimates,905,1990,female,54.383
estimates,905,1991,female,54.754
estimates,905,1992,female,55.053
estimates,905,1993,female,55.258
estimates,905,1994,female,55.33
estimates,905,1995,female,55.256
estimates,905,1996,female,55.166
estimates,905,1997,female,54.875
estimates,905,1998,female,54.46
estimates,905,1999,female,54.014
estimates,905,2000,female,53.582
estimates,905,2001,female,53.015
estimates,905,2002,female,52.537
estimates,905,2003,female,52.104
estimates,905,2004,female,51.658
estimates,905,2005,female,51.195
estimates,905,2006,female,51.109
estimates,905,2007,female,50.966
estimates,905,2008,female,50.845
estimates,905,2009,female,50.84
estimates,905,2010,female,50.988
estimates,905,2011,female,51.218
estimates,905,2012,female,51.494
estimates,905,2013,female,51.846
estimates,905,2014,female,52.287
estimates,905,2015,female,52.824
medium_variant,905,2015,female,52.824
medium_variant,905,2016,female,53.363
medium_variant,905,2017,female,54.044
medium_variant,905,2018,female,54.82
medium_variant,905,2019,female,55.62
medium_variant,905,2020,female,56.418
medium_variant,905,2021,female,57.352
medium_variant,905,2022,female,58.203
medium_variant,905,2023,female,59.02
medium_variant,905,2024,female,59.883
medium_variant,905,2025,female,60.828
medium_variant,905,2026,female,61.75
medium_variant,905,2027,female,62.702
medium_variant,905,2028,female,63.654
