variant,continent,year,gender,dependencyratio1564
estimates,935,1950,male,67.122
estimates,935,1951,male,68.211
estimates,935,1952,male,69.511
estimates,935,1953,male,70.538
estimates,935,1954,male,71.137
estimates,935,1955,male,71.427
estimates,935,1956,male,72.922
estimates,935,1957,male,73.757
estimates,935,1958,male,74.325
estimates,935,1959,male,74.939
estimates,935,1960,male,75.68
estimates,935,1961,male,76.365
estimates,935,1962,male,77.442
estimates,935,1963,male,78.569
estimates,935,1964,male,79.269
estimates,935,1965,male,79.374
estimates,935,1966,male,80.054
estimates,935,1967,male,80.028
estimates,935,1968,male,79.563
estimates,935,1969,male,79.043
estimates,935,1970,male,78.634
estimates,935,1971,male,78.632
estimates,935,1972,male,78.553
estimates,935,1973,male,78.372
estimates,935,1974,male,77.966
estimates,935,1975,male,77.262
estimates,935,1976,male,76.558
estimates,935,1977,male,75.572
estimates,935,1978,male,74.367
estimates,935,1979,male,73.052
estimates,935,1980,male,71.714
estimates,935,1981,male,70.42
estimates,935,1982,male,69.228
estimates,935,1983,male,68.092
estimates,935,1984,male,66.965
estimates,935,1985,male,65.857
estimates,935,1986,male,65.266
estimates,935,1987,male,64.621
estimates,935,1988,male,63.977
estimates,935,1989,male,63.367
estimates,935,1990,male,62.777
estimates,935,1991,male,62.596
estimates,935,1992,male,62.196
estimates,935,1993,male,61.669
estimates,935,1994,male,61.108
estimates,935,1995,male,60.537
estimates,935,1996,male,59.712
estimates,935,1997,male,59.023
estimates,935,1998,male,58.334
estimates,935,1999,male,57.475
estimates,935,2000,male,56.407
estimates,935,2001,male,55.471
estimates,935,2002,male,54.365
estimates,935,2003,male,53.171
estimates,935,2004,male,52.025
estimates,935,2005,male,51.003
estimates,935,2006,male,50.24
estimates,935,2007,male,49.541
estimates,935,2008,male,48.931
estimates,935,2009,male,48.41
estimates,935,2010,male,47.971
estimates,935,2011,male,47.684
estimates,935,2012,male,47.449
estimates,935,2013,male,47.274
estimates,935,2014,male,47.164
estimates,935,2015,male,47.116
medium_variant,935,2015,male,47.116
medium_variant,935,2016,male,47.187
medium_variant,935,2017,male,47.299
medium_variant,935,2018,male,47.418
medium_variant,935,2019,male,47.5
medium_variant,935,2020,male,47.522
medium_variant,935,2021,male,47.556
medium_variant,935,2022,male,47.524
medium_variant,935,2023,male,47.455
medium_variant,935,2024,male,47.389
medium_variant,935,2025,male,47.353
medium_variant,935,2026,male,47.399
medium_variant,935,2027,male,47.453
medium_variant,935,2028,male,47.524
medium_variant,935,2029,male,47.62
medium_variant,935,2030,male,47.748
medium_variant,935,2031,male,47.977
medium_variant,935,2032,male,48.216
medium_variant,935,2033,male,48.468
medium_variant,935,2034,male,48.726
medium_variant,935,2035,male,48.99
medium_variant,935,2036,male,49.313
medium_variant,935,2037,male,49.629
medium_variant,935,2038,male,49.928
medium_variant,935,2039,male,50.189
medium_variant,935,2040,male,50.403
medium_variant,935,2041,male,50.631
medium_variant,935,2042,male,50.8
medium_variant,935,2043,male,50.938
medium_variant,935,2044,male,51.084
medium_variant,935,2045,male,51.265
medium_variant,935,2046,male,51.543
medium_variant,935,2047,male,51.82
medium_variant,935,2048,male,52.122
medium_variant,935,2049,male,52.479
medium_variant,935,2050,male,52.911
medium_variant,935,2051,male,53.482
medium_variant,935,2052,male,54.104
medium_variant,935,2053,male,54.746
medium_variant,935,2054,male,55.35
medium_variant,935,2055,male,55.882
medium_variant,935,2056,male,56.408
medium_variant,935,2057,male,56.844
medium_variant,935,2058,male,57.201
medium_variant,935,2059,male,57.5
medium_variant,935,2060,male,57.761
medium_variant,935,2061,male,58.047
medium_variant,935,2062,male,58.265
medium_variant,935,2063,male,58.438
medium_variant,935,2064,male,58.595
medium_variant,935,2065,male,58.757
medium_variant,935,2066,male,58.99
medium_variant,935,2067,male,59.203
medium_variant,935,2068,male,59.413
medium_variant,935,2069,male,59.636
medium_variant,935,2070,male,59.887
medium_variant,935,2071,male,60.211
medium_variant,935,2072,male,60.535
medium_variant,935,2073,male,60.871
medium_variant,935,2074,male,61.222
medium_variant,935,2075,male,61.588
medium_variant,935,2076,male,62.01
medium_variant,935,2077,male,62.419
medium_variant,935,2078,male,62.819
medium_variant,935,2079,male,63.213
medium_variant,935,2080,male,63.605
medium_variant,935,2081,male,64.047
medium_variant,935,2082,male,64.45
medium_variant,935,2083,male,64.82
medium_variant,935,2084,male,65.165
medium_variant,935,2085,male,65.502
medium_variant,935,2086,male,65.865
medium_variant,935,2087,male,66.177
medium_variant,935,2088,male,66.46
medium_variant,935,2089,male,66.735
medium_variant,935,2090,male,67.013
medium_variant,935,2091,male,67.291
medium_variant,935,2092,male,67.539
medium_variant,935,2093,male,67.77
medium_variant,935,2094,male,67.999
medium_variant,935,2095,male,68.237
medium_variant,935,2096,male,68.472
medium_variant,935,2097,male,68.688
medium_variant,935,2098,male,68.9
medium_variant,935,2099,male,69.119
medium_variant,935,2100,male,69.356
estimates,935,1950,female,68.737
estimates,935,1951,female,69.949
estimates,935,1952,female,71.302
estimates,935,1953,female,72.386
estimates,935,1954,female,73.065
estimates,935,1955,female,73.448
estimates,935,1956,female,74.921
estimates,935,1957,female,75.787
estimates,935,1958,female,76.394
estimates,935,1959,female,77.006
estimates,935,1960,female,77.685
estimates,935,1961,female,78.333
estimates,935,1962,female,79.277
estimates,935,1963,female,80.219
estimates,935,1964,female,80.765
estimates,935,1965,female,80.793
estimates,935,1966,female,81.457
estimates,935,1967,female,81.49
estimates,935,1968,female,81.138
estimates,935,1969,female,80.73
estimates,935,1970,female,80.404
estimates,935,1971,female,80.455
estimates,935,1972,female,80.38
estimates,935,1973,female,80.175
estimates,935,1974,female,79.753
estimates,935,1975,female,79.058
estimates,935,1976,female,78.323
estimates,935,1977,female,77.35
estimates,935,1978,female,76.175
estimates,935,1979,female,74.868
estimates,935,1980,female,73.5
estimates,935,1981,female,72.149
estimates,935,1982,female,70.858
estimates,935,1983,female,69.609
estimates,935,1984,female,68.392
estimates,935,1985,female,67.232
estimates,935,1986,female,66.569
estimates,935,1987,female,65.881
estimates,935,1988,female,65.209
estimates,935,1989,female,64.559
estimates,935,1990,female,63.906
estimates,935,1991,female,63.629
estimates,935,1992,female,63.108
estimates,935,1993,female,62.453
estimates,935,1994,female,61.781
estimates,935,1995,female,61.131
estimates,935,1996,female,60.173
estimates,935,1997,female,59.399
estimates,935,1998,female,58.654
estimates,935,1999,female,57.745
estimates,935,2000,female,56.623
estimates,935,2001,female,55.641
estimates,935,2002,female,54.468
estimates,935,2003,female,53.203
estimates,935,2004,female,52.011
estimates,935,2005,female,50.979
estimates,935,2006,female,50.18
estimates,935,2007,female,49.482
estimates,935,2008,female,48.898
estimates,935,2009,female,48.416
estimates,935,2010,female,48.027
estimates,935,2011,female,47.784
estimates,935,2012,female,47.61
estimates,935,2013,female,47.511
estimates,935,2014,female,47.493
estimates,935,2015,female,47.554
medium_variant,935,2015,female,47.554
medium_variant,935,2016,female,47.705
medium_variant,935,2017,female,47.917
medium_variant,935,2018,female,48.154
medium_variant,935,2019,female,48.368
medium_variant,935,2020,female,48.535
medium_variant,935,2021,female,48.675
medium_variant,935,2022,female,48.759
medium_variant,935,2023,female,48.817
medium_variant,935,2024,female,48.893
medium_variant,935,2025,female,49.017
medium_variant,935,2026,female,49.188
medium_variant,935,2027,female,49.385
medium_variant,935,2028,female,49.617
medium_variant,935,2029,female,49.892
medium_variant,935,2030,female,50.22
medium_variant,935,2031,female,50.605
medium_variant,935,2032,female,51.023
medium_variant,935,2033,female,51.468
medium_variant,935,2034,female,51.932
medium_variant,935,2035,female,52.406
medium_variant,935,2036,female,52.876
medium_variant,935,2037,female,53.344
medium_variant,935,2038,female,53.805
medium_variant,935,2039,female,54.242
medium_variant,935,2040,female,54.648
medium_variant,935,2041,female,55.011
medium_variant,935,2042,female,55.326
medium_variant,935,2043,female,55.626
medium_variant,935,2044,female,55.951
medium_variant,935,2045,female,56.332
medium_variant,935,2046,female,56.75
medium_variant,935,2047,female,57.185
medium_variant,935,2048,female,57.661
medium_variant,935,2049,female,58.211
medium_variant,935,2050,female,58.854
medium_variant,935,2051,female,59.557
medium_variant,935,2052,female,60.327
medium_variant,935,2053,female,61.129
