continent,variant,year,sexratio_maleper100female
903,estimates,1950,98.6975064675746
903,estimates,1955,98.6962667565605
903,estimates,1960,98.7991932827282
903,estimates,1965,98.8576692141698
903,estimates,1970,99.028531932166
903,estimates,1975,99.1990559360683
903,estimates,1980,99.428508076016
903,estimates,1985,99.4010659249301
903,estimates,1990,99.3552207903562
903,estimates,1995,99.2982082099678
903,estimates,2000,99.3387192006247
903,estimates,2005,99.3853959269935
903,estimates,2010,99.4611398318894
903,constant_fertility,2015,99.6897629900574
903,constant_mortality,2015,99.6897629900574
903,estimates,2015,99.6897629900574
903,high_variant,2015,99.6897629900574
903,instant_replacement,2015,99.6897629900574
903,low_variant,2015,99.6897629900574
903,medium_variant,2015,99.6897629900574
903,momentum,2015,99.6897629900574
903,no_change,2015,99.6897629900574
903,zero_migration,2015,99.6897629900574
903,constant_fertility,2020,99.8860979398759
903,constant_mortality,2020,99.8452189732246
903,high_variant,2020,99.8786631615202
903,instant_replacement,2020,99.617808551676
903,low_variant,2020,99.8230645733653
903,medium_variant,2020,99.8510993299523
903,momentum,2020,99.6746549454168
903,no_change,2020,99.8797371242519
903,zero_migration,2020,99.900099176729
903,constant_fertility,2025,100.051845618491
903,constant_mortality,2025,99.9457809068572
903,high_variant,2025,100.023060607723
903,instant_replacement,2025,99.5567427208157
903,low_variant,2025,99.8927005974195
903,medium_variant,2025,99.9592269722827
903,momentum,2025,99.6679971388956
903,no_change,2025,100.036119198135
903,zero_migration,2025,100.04707970853
903,constant_fertility,2030,100.193244855614
903,constant_mortality,2030,100.002747262179
903,high_variant,2030,100.130977597284
903,instant_replacement,2030,99.4966202731808
903,low_variant,2030,99.9180555521169
903,medium_variant,2030,100.028278808262
903,momentum,2030,99.6511075930361
903,no_change,2030,100.16294767431
903,zero_migration,2030,100.145215279532
903,constant_fertility,2035,100.313705568384
903,constant_mortality,2035,100.024943181481
903,high_variant,2035,100.201067673286
903,instant_replacement,2035,99.4260616966889
903,low_variant,2035,99.9138660414173
903,medium_variant,2035,100.064368662299
903,momentum,2035,99.6181745528283
903,no_change,2035,100.266615860679
903,zero_migration,2035,100.203877180767
903,constant_fertility,2040,100.419275581356
903,constant_mortality,2040,100.021183266419
903,high_variant,2040,100.24265430336
903,instant_replacement,2040,99.3273089141287
903,low_variant,2040,99.8782784485765
903,medium_variant,2040,100.071028634975
903,momentum,2040,99.5614205866626
903,no_change,2040,100.356832816792
903,zero_migration,2040,100.227436175144
903,constant_fertility,2045,100.515542746434
903,constant_mortality,2045,99.9947361095484
903,high_variant,2045,100.262830115664
903,instant_replacement,2045,99.1873344272112
903,low_variant,2045,99.8114049223433
903,medium_variant,2045,100.051898568752
903,momentum,2045,99.4683557535091
903,no_change,2045,100.438640272682
903,zero_migration,2045,100.22125700381
903,constant_fertility,2050,100.604633508991
903,constant_mortality,2050,99.9470450086886
903,high_variant,2050,100.263952621515
903,instant_replacement,2050,99.0059327512881
903,low_variant,2050,99.7122328362786
903,medium_variant,2050,100.008056088035
903,momentum,2050,99.339518700847
903,no_change,2050,100.514161196233
903,zero_migration,2050,100.187225408267
903,constant_fertility,2055,100.693693335412
903,constant_mortality,2055,99.8834660957563
903,high_variant,2055,100.250262363379
903,instant_replacement,2055,98.7906314886192
903,low_variant,2055,99.5827775645836
903,medium_variant,2055,99.9431732578066
903,momentum,2055,99.1878927723268
903,no_change,2055,100.587097958214
903,zero_migration,2055,100.126324423743
903,constant_fertility,2060,100.781242035188
903,constant_mortality,2060,99.8036944083982
903,high_variant,2060,100.218695382295
903,instant_replacement,2060,98.5466087431894
903,low_variant,2060,99.4198607787207
903,medium_variant,2060,99.8546438285887
903,momentum,2060,99.0363097144126
903,no_change,2060,100.655525200876
903,zero_migration,2060,100.039004802395
903,constant_fertility,2065,100.872349595995
903,constant_mortality,2065,99.7112093746034
903,high_variant,2065,100.176069686762
903,instant_replacement,2065,98.2924821273001
903,low_variant,2065,99.2322613247316
903,medium_variant,2065,99.7504715276225
903,momentum,2065,98.9066856518927
903,no_change,2065,100.719003213628
903,zero_migration,2065,99.9332793649629
903,constant_fertility,2070,100.967464989626
903,constant_mortality,2070,99.6065275779219
903,high_variant,2070,100.125372562892
903,instant_replacement,2070,98.0404210179609
903,low_variant,2070,99.0244587502742
903,medium_variant,2070,99.6344055984063
903,momentum,2070,98.8065780470689
903,no_change,2070,100.775279271608
903,zero_migration,2070,99.8130757521676
903,constant_fertility,2075,101.066489581802
903,constant_mortality,2075,99.487471083224
903,high_variant,2075,100.06734850272
903,instant_replacement,2075,97.7973053594204
903,low_variant,2075,98.7965549234666
903,medium_variant,2075,99.5069241510243
903,momentum,2075,98.7326601693319
903,no_change,2075,100.82136301382
903,zero_migration,2075,99.6793365306035
903,constant_fertility,2080,101.167927760433
903,constant_mortality,2080,99.353111263391
903,high_variant,2080,100.002958654431
903,instant_replacement,2080,97.5840494949312
903,low_variant,2080,98.551974735623
903,medium_variant,2080,99.3700911865571
903,momentum,2080,98.6858544892358
903,no_change,2080,100.855927947962
903,zero_migration,2080,99.5348064950619
903,constant_fertility,2085,101.267680775597
903,constant_mortality,2085,99.2071161772953
903,high_variant,2085,99.9318894859798
903,instant_replacement,2085,97.4334881222054
903,low_variant,2085,98.2965009409978
903,medium_variant,2085,99.2261461874515
903,momentum,2085,98.6725300331202
903,no_change,2085,100.880380364892
903,zero_migration,2085,99.382485921914
903,constant_fertility,2090,101.368738673579
903,constant_mortality,2090,99.0570116083093
903,high_variant,2090,99.8601948095447
903,instant_replacement,2090,97.3812959812311
903,low_variant,2090,98.0443960902912
903,medium_variant,2090,99.0842845459893
903,momentum,2090,98.6926251594241
903,no_change,2090,100.897853933216
903,zero_migration,2090,99.2321134222791
903,constant_fertility,2095,101.472923309305
903,constant_mortality,2095,98.91050094665
903,high_variant,2095,99.7951175757396
903,instant_replacement,2095,97.4538941128618
903,low_variant,2095,97.8134027280977
903,medium_variant,2095,98.9554610042019
903,momentum,2095,98.7351070405157
903,no_change,2095,100.91142375983
903,zero_migration,2095,99.0948415394813
903,constant_fertility,2100,101.58037222144
903,constant_mortality,2100,98.7712666888114
903,high_variant,2100,99.7419905690318
903,instant_replacement,2100,97.632011426265
903,low_variant,2100,97.6146685471664
903,medium_variant,2100,98.8466325560726
903,momentum,2100,98.7677274173566
903,no_change,2100,100.922991000973
903,zero_migration,2100,98.9776800287983
