continent,variant,year,sexratio_maleper100female
909,instant_replacement,2065,99.6060594769168
909,low_variant,2065,98.6671005203485
909,medium_variant,2065,99.6999438994697
909,momentum,2065,100.015197540817
909,no_change,2065,100.028721683774
909,zero_migration,2065,100.780810353439
909,constant_fertility,2070,100.743168740758
909,constant_mortality,2070,98.9871083975769
909,high_variant,2070,100.628433146555
909,instant_replacement,2070,99.6132813043729
909,low_variant,2070,98.4825699532951
909,medium_variant,2070,99.6735058313017
909,momentum,2070,100.064536220574
909,no_change,2070,100.147950208173
909,zero_migration,2070,100.814290334731
909,constant_fertility,2075,100.867518688803
909,constant_mortality,2075,98.9152111789359
909,high_variant,2075,100.685738444527
909,instant_replacement,2075,99.6087327093497
909,low_variant,2075,98.2569408760629
909,medium_variant,2075,99.619229920329
909,momentum,2075,100.097876223157
909,no_change,2075,100.264668448703
909,zero_migration,2075,100.801973880088
909,constant_fertility,2080,100.992393526823
909,constant_mortality,2080,98.8516658974771
909,high_variant,2080,100.732631009082
909,instant_replacement,2080,99.6142466477276
909,low_variant,2080,98.0079523396462
909,medium_variant,2080,99.5520595261834
909,momentum,2080,100.139059990643
909,no_change,2080,100.394063411412
909,zero_migration,2080,100.754740890646
909,constant_fertility,2085,101.136853431982
909,constant_mortality,2085,98.7991609886799
909,high_variant,2085,100.791718281081
909,instant_replacement,2085,99.6673765425583
909,low_variant,2085,97.7797251477654
909,medium_variant,2085,99.5041307195377
909,momentum,2085,100.189437621758
909,no_change,2085,100.532313965123
909,zero_migration,2085,100.704560432296
909,constant_fertility,2090,101.303085924907
909,constant_mortality,2090,98.7435667287457
909,high_variant,2090,100.865005247112
909,instant_replacement,2090,99.7726070683924
909,low_variant,2090,97.5906295297157
909,medium_variant,2090,99.483746931213
909,momentum,2090,100.223004471973
909,no_change,2090,100.662814941621
909,zero_migration,2090,100.655906935824
909,constant_fertility,2095,101.468534567344
909,constant_mortality,2095,98.6834352766208
909,high_variant,2095,100.929228093943
909,instant_replacement,2095,99.8946431423537
909,low_variant,2095,97.4161129433867
909,medium_variant,2095,99.4658135027763
909,momentum,2095,100.223917132319
909,no_change,2095,100.782271454656
909,zero_migration,2095,100.580277578226
909,constant_fertility,2100,101.635879952459
909,constant_mortality,2100,98.6334495078518
909,high_variant,2100,100.985445555263
909,instant_replacement,2100,100.016765531784
909,low_variant,2100,97.2667266188695
909,medium_variant,2100,99.4543709557693
909,momentum,2100,100.194857546828
909,no_change,2100,100.901138485611
909,zero_migration,2100,100.48741153829
