continent,variant,year,sexratio_maleper100female
909,estimates,1950,103.557813340175
909,estimates,1955,103.521735984578
909,estimates,1960,102.979677029889
909,estimates,1965,102.267179102349
909,estimates,1970,101.80371546616
909,estimates,1975,101.279278306297
909,estimates,1980,100.628632052455
909,estimates,1985,100.565014705234
909,estimates,1990,100.258791410676
909,estimates,1995,99.978436676151
909,estimates,2000,100.167283438485
909,estimates,2005,100.197486053177
909,estimates,2010,100.528931715902
909,constant_fertility,2015,100.160942074267
909,constant_mortality,2015,100.160942074267
909,estimates,2015,100.160942074267
909,high_variant,2015,100.160942074267
909,instant_replacement,2015,100.160942074267
909,low_variant,2015,100.160942074267
909,medium_variant,2015,100.160942074267
909,momentum,2015,100.160942074267
909,no_change,2015,100.160942074267
909,zero_migration,2015,100.160942074267
909,constant_fertility,2020,100.137068333677
909,constant_mortality,2020,100.022318777203
909,high_variant,2020,100.153256486088
909,instant_replacement,2020,100.059581030035
909,low_variant,2020,100.059933356393
909,medium_variant,2020,100.107008618337
909,momentum,2020,100.179326625892
909,no_change,2020,100.052605422199
909,zero_migration,2020,100.313477247149
909,constant_fertility,2025,100.129377091148
909,constant_mortality,2025,99.8291399240369
909,high_variant,2025,100.168617205852
909,instant_replacement,2025,99.9755264293724
909,low_variant,2025,99.9322360279917
909,medium_variant,2025,100.052792321001
909,momentum,2025,100.100014384408
909,no_change,2025,99.9076689134987
909,zero_migration,2025,100.411091847617
909,constant_fertility,2030,100.091137670656
909,constant_mortality,2030,99.5869995289047
909,high_variant,2030,100.153071548798
909,instant_replacement,2030,99.8598441681357
909,low_variant,2030,99.7430485618266
909,medium_variant,2030,99.9551891985756
909,momentum,2030,99.9535217276349
909,no_change,2030,99.7295142814971
909,zero_migration,2030,100.440805638138
909,constant_fertility,2035,100.048239923458
909,constant_mortality,2035,99.3551235700142
909,high_variant,2035,100.11630866223
909,instant_replacement,2035,99.7329889806718
909,low_variant,2035,99.5344195884974
909,medium_variant,2035,99.8394199060534
909,momentum,2035,99.8030469525312
909,no_change,2035,99.5772497595283
909,zero_migration,2035,100.43176364188
909,constant_fertility,2040,100.041737746121
909,constant_mortality,2040,99.1890584149439
909,high_variant,2040,100.104491057669
909,instant_replacement,2040,99.631993175565
909,low_variant,2040,99.3466092637264
909,medium_variant,2040,99.7480555806639
909,momentum,2040,99.7094137370682
909,no_change,2040,99.5042554909329
909,zero_migration,2040,100.433580607179
909,constant_fertility,2045,100.095117889793
909,constant_mortality,2045,99.1004813259542
909,high_variant,2045,100.144789032506
909,instant_replacement,2045,99.5792392397042
909,low_variant,2045,99.1997323392852
909,medium_variant,2045,99.704289779352
909,momentum,2045,99.6928953934611
909,no_change,2045,99.5224252005241
909,zero_migration,2045,100.477066009736
909,constant_fertility,2050,100.192357655498
909,constant_mortality,2050,99.0682927000463
909,high_variant,2050,100.224570328399
909,instant_replacement,2050,99.5617085934504
909,low_variant,2050,99.0725769996086
909,medium_variant,2050,99.6914893048006
909,momentum,2050,99.741689213879
909,no_change,2050,99.6103784631345
909,zero_migration,2050,100.549516191168
909,constant_fertility,2055,100.316276319927
909,constant_mortality,2055,99.0684585199681
909,high_variant,2055,100.32716433336
909,instant_replacement,2055,99.5654142446113
909,low_variant,2055,98.9459612282314
909,medium_variant,2055,99.6923518441897
909,momentum,2055,99.8316997224618
909,no_change,2055,99.7439224463538
909,zero_migration,2055,100.628587209293
909,constant_fertility,2060,100.462692734859
909,constant_mortality,2060,99.0694457351568
909,high_variant,2060,100.444327582052
909,instant_replacement,2060,99.5889033143004
909,low_variant,2060,98.8195576261945
909,medium_variant,2060,99.7041390576124
909,momentum,2060,99.933005327575
909,no_change,2060,99.8916998310386
909,zero_migration,2060,100.715325250074
909,constant_fertility,2065,100.606858825645
909,constant_mortality,2065,99.044876225739
909,high_variant,2065,100.546946362748
