continent,variant,year,sexratio_maleper100female
904,estimates,1950,99.9013863508196
904,estimates,1955,99.8786372352428
904,estimates,1960,99.8500075405784
904,estimates,1965,99.7953072530476
904,estimates,1970,99.7364554844521
904,estimates,1975,99.5336109317501
904,estimates,1980,99.2364942486208
904,estimates,1985,98.9821352448289
904,estimates,1990,98.6961982070175
904,estimates,1995,98.3997793367346
904,estimates,2000,98.182278729245
904,estimates,2005,98.054790883857
904,estimates,2010,97.9106459722874
904,constant_fertility,2015,97.7796881005514
904,constant_mortality,2015,97.7796881005514
904,estimates,2015,97.7796881005514
904,high_variant,2015,97.7796881005514
904,instant_replacement,2015,97.7796881005514
904,low_variant,2015,97.7796881005514
904,medium_variant,2015,97.7796881005514
904,momentum,2015,97.7796881005514
904,no_change,2015,97.7796881005514
904,zero_migration,2015,97.7796881005514
904,constant_fertility,2020,97.6760039506859
904,constant_mortality,2020,97.6026388541316
904,high_variant,2020,97.7097287692027
904,instant_replacement,2020,97.6656952795163
904,low_variant,2020,97.5819752148819
904,medium_variant,2020,97.646444176591
904,momentum,2020,97.644653101054
904,no_change,2020,97.6321364034998
904,zero_migration,2020,97.6671159831316
904,constant_fertility,2025,97.5990581812241
904,constant_mortality,2025,97.3847136183977
904,high_variant,2025,97.6771525158344
904,instant_replacement,2025,97.5756324235525
904,low_variant,2025,97.3504594802021
904,medium_variant,2025,97.5176292944916
904,momentum,2025,97.4853375249463
904,no_change,2025,97.4665177116982
904,zero_migration,2025,97.5539058106382
904,constant_fertility,2030,97.5459136142013
904,constant_mortality,2030,97.1292793701786
904,high_variant,2030,97.6707161055082
904,instant_replacement,2030,97.5070096174221
904,low_variant,2030,97.1014789745305
904,medium_variant,2030,97.3974663488009
904,momentum,2030,97.3002722932416
904,no_change,2030,97.2803504698107
904,zero_migration,2030,97.445545795034
904,constant_fertility,2035,97.526744403164
904,constant_mortality,2035,96.8487817225781
904,high_variant,2035,97.6823804979662
904,instant_replacement,2035,97.4691199480478
904,low_variant,2035,96.8740390537292
904,medium_variant,2035,97.2999238724004
904,momentum,2035,97.1001692566751
904,no_change,2035,97.0839736187986
904,zero_migration,2035,97.3577056204736
904,constant_fertility,2040,97.5626293946407
904,constant_mortality,2040,96.562813931467
904,high_variant,2040,97.7390763978507
904,instant_replacement,2040,97.480708630216
904,low_variant,2040,96.68690832711
904,medium_variant,2040,97.2464108018052
904,momentum,2040,96.9031074531769
904,no_change,2040,96.89819803596
904,zero_migration,2040,97.3122123949713
904,constant_fertility,2045,97.6681502354616
904,constant_mortality,2045,96.2889499798619
904,high_variant,2045,97.8612035156461
904,instant_replacement,2045,97.5571076363772
904,low_variant,2045,96.5526410028626
904,medium_variant,2045,97.25277826269
904,momentum,2045,96.7279279654255
904,no_change,2045,96.7410821365545
904,zero_migration,2045,97.3252652556672
904,constant_fertility,2050,97.8605808160504
904,constant_mortality,2050,96.0358739289545
904,high_variant,2050,98.0698488407182
904,instant_replacement,2050,97.7190457009767
904,low_variant,2050,96.4914246527913
904,medium_variant,2050,97.3402898314836
904,momentum,2050,96.5853926788377
904,no_change,2050,96.6205406435487
904,zero_migration,2050,97.4178149877978
904,constant_fertility,2055,98.1280649261267
904,constant_mortality,2055,95.8039259132781
904,high_variant,2055,98.3523195088704
904,instant_replacement,2055,97.9561193115156
904,low_variant,2055,96.4961898169189
904,medium_variant,2055,97.500875283245
904,momentum,2055,96.4748126625483
904,no_change,2055,96.535629531119
904,zero_migration,2055,97.5812537185579
904,constant_fertility,2060,98.4401856076711
904,constant_mortality,2060,95.5894961232108
904,high_variant,2060,98.6740871594961
904,instant_replacement,2060,98.2372035050282
904,low_variant,2060,96.5402728299792
904,medium_variant,2060,97.705791125018
904,momentum,2060,96.3896288255555
904,no_change,2060,96.4814400897092
904,zero_migration,2060,97.7870852744433
904,constant_fertility,2065,98.7675279877499
904,constant_mortality,2065,95.3954543699184
904,high_variant,2065,99.0035067969317
904,instant_replacement,2065,98.5318699679208
904,low_variant,2065,96.5947937121731
904,medium_variant,2065,97.925919093079
904,momentum,2065,96.3279757102046
904,no_change,2065,96.4577788800699
904,zero_migration,2065,98.0063761283196
904,constant_fertility,2070,99.0884021948971
904,constant_mortality,2070,95.2259732371683
904,high_variant,2070,99.3197898978874
904,instant_replacement,2070,98.8179242963706
904,low_variant,2070,96.6329307093901
904,medium_variant,2070,98.1380035918223
904,momentum,2070,96.2899021255938
904,no_change,2070,96.4651195996477
904,zero_migration,2070,98.216061662991
904,constant_fertility,2075,99.3942964128
904,constant_mortality,2075,95.0874351627423
904,high_variant,2075,99.6172269124568
904,instant_replacement,2075,99.0875372723967
904,low_variant,2075,96.6416289502766
904,medium_variant,2075,98.3334798231422
904,momentum,2075,96.2766667351324
904,no_change,2075,96.5035205822992
904,zero_migration,2075,98.4075668739254
904,constant_fertility,2080,99.6869968489743
904,constant_mortality,2080,94.981653711229
904,high_variant,2080,99.8988999782797
904,instant_replacement,2080,99.3441746405794
904,low_variant,2080,96.6248526175247
904,medium_variant,2080,98.5166390384735
904,momentum,2080,96.2853944198224
904,no_change,2080,96.5674587742952
904,zero_migration,2080,98.5853343531298
904,constant_fertility,2085,99.9634023827775
904,constant_mortality,2085,94.9061447323784
904,high_variant,2085,100.160751476445
904,instant_replacement,2085,99.5855529934404
904,low_variant,2085,96.5833796791175
904,medium_variant,2085,98.6864416665784
904,momentum,2085,96.3086723506544
904,no_change,2085,96.647036331326
904,zero_migration,2085,98.7487491023803
904,constant_fertility,2090,100.223299625556
904,constant_mortality,2090,94.8555315767103
904,high_variant,2090,100.399673026703
904,instant_replacement,2090,99.8113962122546
904,low_variant,2090,96.5308252920186
904,medium_variant,2090,98.8466263781006
904,momentum,2090,96.3348079704061
904,no_change,2090,96.7299946200057
904,zero_migration,2090,98.9023493762369
904,constant_fertility,2095,100.456940993533
904,constant_mortality,2095,94.8228865611703
904,high_variant,2095,100.603094080396
904,instant_replacement,2095,100.010836464924
904,low_variant,2095,96.4738847976019
904,medium_variant,2095,98.9898642485382
904,momentum,2095,96.3520269848333
904,no_change,2095,96.8049294477442
904,zero_migration,2095,99.0398212274344
904,constant_fertility,2100,100.664250476107
904,constant_mortality,2100,94.8048196631696
904,high_variant,2100,100.768357358435
904,instant_replacement,2100,100.18344722785
904,low_variant,2100,96.4466533891798
904,medium_variant,2100,99.121949376753
904,momentum,2100,96.3557299932595
904,no_change,2100,96.8674048029795
904,zero_migration,2100,99.1671359500917
