agebroad,gender,population,continent,variant,year
0_1,female,43472.412,935,estimates,1950
0_4,female,98128.742,935,estimates,1950
0_14,female,248184.083,935,estimates,1950
0_17,female,289455.81,935,estimates,1950
0_19,female,315558.901,935,estimates,1950
0_24,female,374936.408,935,estimates,1950
3_4,female,35293.594,935,estimates,1950
3_5,female,51669.994,935,estimates,1950
3_6,female,67451.776,935,estimates,1950
4_5,female,33529.946,935,estimates,1950
4_6,female,49311.728,935,estimates,1950
5_14,female,150055.341,935,estimates,1950
5_10,female,92074.153,935,estimates,1950
5_11,female,106776.09,935,estimates,1950
6_9,female,60982.193,935,estimates,1950
6_10,female,75697.753,935,estimates,1950
6_11,female,90399.69,935,estimates,1950
6_12,female,105038.743,935,estimates,1950
7_10,female,59915.971,935,estimates,1950
7_12,female,89256.961,935,estimates,1950
11_16,female,85720.045,935,estimates,1950
11_17,female,99252.915,935,estimates,1950
11_18,female,112479.194,935,estimates,1950
12_14,female,43279.251,935,estimates,1950
12_16,female,71018.108,935,estimates,1950
12_17,female,84550.978,935,estimates,1950
12_18,female,97777.257,935,estimates,1950
13_17,female,69911.925,935,estimates,1950
13_18,female,83138.204,935,estimates,1950
13_19,female,96015.016,935,estimates,1950
15_17,female,41271.727,935,estimates,1950
18_23,female,74215.275,935,estimates,1950
15_24,female,126752.325,935,estimates,1950
15_49,female,338707.005,935,estimates,1950
15_59,female,387515.67,935,estimates,1950
15_64,female,406075.376,935,estimates,1950
20_64,female,338700.558,935,estimates,1950
20_69,female,352323.721,935,estimates,1950
25_49,female,211954.68,935,estimates,1950
25_64,female,279323.051,935,estimates,1950
25_69,female,292946.214,935,estimates,1950
15plus,female,437014.382,935,estimates,1950
16plus,female,423047.952,935,estimates,1950
17plus,female,409275.525,935,estimates,1950
18plus,female,395742.655,935,estimates,1950
20plus,female,369639.564,935,estimates,1950
21plus,female,357107.832,935,estimates,1950
25plus,female,310262.057,935,estimates,1950
50plus,female,98307.377,935,estimates,1950
60plus,female,49498.712,935,estimates,1950
65plus,female,30939.006,935,estimates,1950
70plus,female,17315.843,935,estimates,1950
75plus,female,8286.693,935,estimates,1950
80plus,female,3100.265,935,estimates,1950
85plus,female,876.175,935,estimates,1950
90plus,female,201.466,935,estimates,1950
total,female,685198.465,935,estimates,1950
0_1,male,44973.014,935,estimates,1950
0_4,male,102351.715,935,estimates,1950
0_14,male,263050.816,935,estimates,1950
0_17,male,307088.847,935,estimates,1950
0_19,male,335040.487,935,estimates,1950
0_24,male,399277.653,935,estimates,1950
3_4,male,37163.281,935,estimates,1950
3_5,male,54540.845,935,estimates,1950
3_6,male,71357.641,935,estimates,1950
4_5,male,35490.683,935,estimates,1950
4_6,male,52307.479,935,estimates,1950
5_14,male,160699.101,935,estimates,1950
5_10,male,98440.939,935,estimates,1950
5_11,male,114246.541,935,estimates,1950
6_9,male,65249.649,935,estimates,1950
6_10,male,81063.375,935,estimates,1950
6_11,male,96868.977,935,estimates,1950
6_12,male,112601.511,935,estimates,1950
7_10,male,64246.579,935,estimates,1950
7_12,male,95784.715,935,estimates,1950
11_16,male,91880.152,935,estimates,1950
11_17,male,106296.193,935,estimates,1950
11_18,male,120424.075,935,estimates,1950
12_14,male,46452.56,935,estimates,1950
12_16,male,76074.55,935,estimates,1950
12_17,male,90490.591,935,estimates,1950
12_18,male,104618.473,935,estimates,1950
13_17,male,74758.057,935,estimates,1950
13_18,male,88885.939,935,estimates,1950
13_19,male,102709.697,935,estimates,1950
15_17,male,44038.031,935,estimates,1950
18_23,male,80079.463,935,estimates,1950
15_24,male,136226.837,935,estimates,1950
15_49,male,361585.423,935,estimates,1950
15_59,male,412380.043,935,estimates,1950
15_64,male,430142.848,935,estimates,1950
20_64,male,358153.177,935,estimates,1950
20_69,male,370260.566,935,estimates,1950
25_49,male,225358.586,935,estimates,1950
25_64,male,293916.011,935,estimates,1950
25_69,male,306023.4,935,estimates,1950
15plus,male,455812.279,935,estimates,1950
16plus,male,440875.196,935,estimates,1950
17plus,male,426190.289,935,estimates,1950
18plus,male,411774.248,935,estimates,1950
20plus,male,383822.608,935,estimates,1950
21plus,male,370304.823,935,estimates,1950
25plus,male,319585.442,935,estimates,1950
50plus,male,94226.856,935,estimates,1950
60plus,male,43432.236,935,estimates,1950
65plus,male,25669.431,935,estimates,1950
70plus,male,13562.042,935,estimates,1950
75plus,male,6014.028,935,estimates,1950
80plus,male,2008.136,935,estimates,1950
85plus,male,510.179,935,estimates,1950
90plus,male,98.616,935,estimates,1950
total,male,718863.095,935,estimates,1950
0_1,female,46898.262,935,estimates,1951
0_4,female,104422.452,935,estimates,1951
0_14,female,256610.375,935,estimates,1951
0_17,female,298331.277,935,estimates,1951
0_19,female,324940.774,935,estimates,1951
0_24,female,385532.574,935,estimates,1951
3_4,female,37044.252,935,estimates,1951
3_5,female,54058.469,935,estimates,1951
3_6,female,70326.431,935,estimates,1951
4_5,female,34962.556,935,estimates,1951
4_6,female,51230.518,935,estimates,1951
5_14,female,152187.923,935,estimates,1951
5_10,female,93935.997,935,estimates,1951
5_11,female,108592.705,935,estimates,1951
6_9,female,62159.596,935,estimates,1951
6_10,female,76921.78,935,estimates,1951
6_11,female,91578.488,935,estimates,1951
6_12,female,106217.072,935,estimates,1951
7_10,female,60653.818,935,estimates,1951
7_12,female,89949.11,935,estimates,1951
11_16,female,86271.5,935,estimates,1951
11_17,female,99972.828,935,estimates,1951
11_18,female,113431.736,935,estimates,1951
12_14,female,43595.218,935,estimates,1951
12_16,female,71614.792,935,estimates,1951
12_17,female,85316.12,935,estimates,1951
12_18,female,98775.028,935,estimates,1951
13_17,female,70677.536,935,estimates,1951
13_18,female,84136.444,935,estimates,1951
13_19,female,97287.033,935,estimates,1951
15_17,female,41720.902,935,estimates,1951
18_23,female,75736.403,935,estimates,1951
15_24,female,128922.199,935,estimates,1951
15_49,female,343948.951,935,estimates,1951
15_59,female,393473.035,935,estimates,1951
15_64,female,412059.178,935,estimates,1951
20_64,female,343728.779,935,estimates,1951
20_69,female,357557.206,935,estimates,1951
25_49,female,215026.752,935,estimates,1951
25_64,female,283136.979,935,estimates,1951
25_69,female,296965.406,935,estimates,1951
15plus,female,443679.441,935,estimates,1951
16plus,female,429558.493,935,estimates,1951
17plus,female,415659.867,935,estimates,1951
18plus,female,401958.539,935,estimates,1951
20plus,female,375349.042,935,estimates,1951
21plus,female,362548.927,935,estimates,1951
25plus,female,314757.242,935,estimates,1951
50plus,female,99730.49,935,estimates,1951
60plus,female,50206.406,935,estimates,1951
65plus,female,31620.263,935,estimates,1951
70plus,female,17791.836,935,estimates,1951
