agebroad,gender,population,continent,variant,year
"Region, subregion, country or area *",female,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1950
0_1,female,5767.436,904,estimates,1950
0_4,female,13342.135,904,estimates,1950
0_14,female,33590.64,904,estimates,1950
0_17,female,38726.441,904,estimates,1950
0_19,female,41980.163,904,estimates,1950
0_24,female,49584.834,904,estimates,1950
3_4,female,4924.516,904,estimates,1950
3_5,female,7230.412,904,estimates,1950
3_6,female,9450.373,904,estimates,1950
4_5,female,4711.046,904,estimates,1950
4_6,female,6931.007,904,estimates,1950
5_14,female,20248.505,904,estimates,1950
5_10,female,12757.033,904,estimates,1950
5_11,female,14696.652,904,estimates,1950
6_9,female,8472.809,904,estimates,1950
6_10,female,10451.137,904,estimates,1950
6_11,female,12390.756,904,estimates,1950
6_12,female,14289.882,904,estimates,1950
7_10,female,8231.176,904,estimates,1950
7_12,female,12069.921,904,estimates,1950
11_16,female,10956.236,904,estimates,1950
11_17,female,12627.273,904,estimates,1950
11_18,female,14267.286,904,estimates,1950
12_14,female,5551.853,904,estimates,1950
12_16,female,9016.617,904,estimates,1950
12_17,female,10687.654,904,estimates,1950
12_18,female,12327.667,904,estimates,1950
13_17,female,8788.528,904,estimates,1950
13_18,female,10428.541,904,estimates,1950
13_19,female,12042.25,904,estimates,1950
15_17,female,5135.801,904,estimates,1950
18_23,female,9420.943,904,estimates,1950
15_24,female,15994.194,904,estimates,1950
15_49,female,40533.706,904,estimates,1950
15_59,female,45827.495,904,estimates,1950
15_64,female,47666.965,904,estimates,1950
20_64,female,39277.442,904,estimates,1950
20_69,female,40618.439,904,estimates,1950
25_49,female,24539.512,904,estimates,1950
25_64,female,31672.771,904,estimates,1950
25_69,female,33013.768,904,estimates,1950
15plus,female,50909.833,904,estimates,1950
16plus,female,49155.124,904,estimates,1950
17plus,female,47445.069,904,estimates,1950
18plus,female,45774.032,904,estimates,1950
20plus,female,42520.31,904,estimates,1950
21plus,female,40933.145,904,estimates,1950
25plus,female,34915.639,904,estimates,1950
50plus,female,10376.127,904,estimates,1950
60plus,female,5082.338,904,estimates,1950
65plus,female,3242.868,904,estimates,1950
70plus,female,1901.871,904,estimates,1950
75plus,female,981.911,904,estimates,1950
80plus,female,436.298,904,estimates,1950
85plus,female,194.774,904,estimates,1950
90plus,female,78.23,904,estimates,1950
total,female,84500.473,904,estimates,1950
"Region, subregion, country or area *",male,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1950
0_1,male,5954.634,904,estimates,1950
0_4,male,13732.215,904,estimates,1950
0_14,male,34403.509,904,estimates,1950
0_17,male,39555.937,904,estimates,1950
0_19,male,42795.663,904,estimates,1950
0_24,male,50340.592,904,estimates,1950
3_4,male,5051.627,904,estimates,1950
3_5,male,7412.401,904,estimates,1950
3_6,male,9683.291,904,estimates,1950
4_5,male,4826.051,904,estimates,1950
4_6,male,7096.941,904,estimates,1950
5_14,male,20671.294,904,estimates,1950
5_10,male,13042.662,904,estimates,1950
5_11,male,15024.616,904,estimates,1950
6_9,male,8661.069,904,estimates,1950
6_10,male,10681.888,904,estimates,1950
6_11,male,12663.842,904,estimates,1950
6_12,male,14602.525,904,estimates,1950
7_10,male,8410.998,904,estimates,1950
7_12,male,12331.635,904,estimates,1950
11_16,male,11112.179,904,estimates,1950
11_17,male,12781.06,904,estimates,1950
11_18,male,14414.968,904,estimates,1950
12_14,male,5646.678,904,estimates,1950
12_16,male,9130.225,904,estimates,1950
12_17,male,10799.106,904,estimates,1950
12_18,male,12433.014,904,estimates,1950
13_17,male,8860.423,904,estimates,1950
13_18,male,10494.331,904,estimates,1950
13_19,male,12100.149,904,estimates,1950
15_17,male,5152.428,904,estimates,1950
18_23,male,9360.06,904,estimates,1950
15_24,male,15937.083,904,estimates,1950
15_49,male,40366.196,904,estimates,1950
15_59,male,45532.228,904,estimates,1950
15_64,male,47247.513,904,estimates,1950
20_64,male,38855.359,904,estimates,1950
20_69,male,40070.589,904,estimates,1950
25_49,male,24429.113,904,estimates,1950
25_64,male,31310.43,904,estimates,1950
25_69,male,32525.66,904,estimates,1950
15plus,male,50013.635,904,estimates,1950
16plus,male,48245.058,904,estimates,1950
17plus,male,46530.088,904,estimates,1950
18plus,male,44861.207,904,estimates,1950
20plus,male,41621.481,904,estimates,1950
21plus,male,40044.132,904,estimates,1950
25plus,male,34076.552,904,estimates,1950
50plus,male,9647.439,904,estimates,1950
60plus,male,4481.407,904,estimates,1950
65plus,male,2766.122,904,estimates,1950
70plus,male,1550.892,904,estimates,1950
75plus,male,758.259,904,estimates,1950
80plus,male,317.499,904,estimates,1950
85plus,male,133.422,904,estimates,1950
90plus,male,50.39,904,estimates,1950
total,male,84417.144,904,estimates,1950
"Region, subregion, country or area *",female,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1951
0_1,female,6051.097,904,estimates,1951
0_4,female,13937.355,904,estimates,1951
0_14,female,34714.315,904,estimates,1951
0_17,female,39959.995,904,estimates,1951
0_19,female,43256.159,904,estimates,1951
0_24,female,50996.383,904,estimates,1951
3_4,female,5121.627,904,estimates,1951
3_5,female,7511.067,904,estimates,1951
3_6,female,9805.343,904,estimates,1951
4_5,female,4887.983,904,estimates,1951
4_6,female,7182.259,904,estimates,1951
5_14,female,20776.96,904,estimates,1951
5_10,female,13132.008,904,estimates,1951
5_11,female,15105.337,904,estimates,1951
6_9,female,8721.697,904,estimates,1951
6_10,female,10742.568,904,estimates,1951
6_11,female,12715.897,904,estimates,1951
6_12,female,14649.724,904,estimates,1951
7_10,female,8448.292,904,estimates,1951
7_12,female,12355.448,904,estimates,1951
11_16,female,11187.562,904,estimates,1951
11_17,female,12890.632,904,estimates,1951
11_18,female,14554.359,904,estimates,1951
12_14,female,5671.623,904,estimates,1951
12_16,female,9214.233,904,estimates,1951
12_17,female,10917.303,904,estimates,1951
12_18,female,12581.03,904,estimates,1951
13_17,female,8983.476,904,estimates,1951
13_18,female,10647.203,904,estimates,1951
13_19,female,12279.64,904,estimates,1951
15_17,female,5245.68,904,estimates,1951
18_23,female,9557.234,904,estimates,1951
15_24,female,16282.068,904,estimates,1951
15_49,female,41419.346,904,estimates,1951
15_59,female,46862.263,904,estimates,1951
15_64,female,48744.248,904,estimates,1951
20_64,female,40202.404,904,estimates,1951
20_69,female,41582.068,904,estimates,1951
25_49,female,25137.278,904,estimates,1951
25_64,female,32462.18,904,estimates,1951
25_69,female,33841.844,904,estimates,1951
15plus,female,52076.035,904,estimates,1951
16plus,female,50281.493,904,estimates,1951
17plus,female,48533.425,904,estimates,1951
18plus,female,46830.355,904,estimates,1951
20plus,female,43534.191,904,estimates,1951
21plus,female,41928.271,904,estimates,1951
25plus,female,35793.967,904,estimates,1951
50plus,female,10656.689,904,estimates,1951
60plus,female,5213.772,904,estimates,1951
65plus,female,3331.787,904,estimates,1951
70plus,female,1952.123,904,estimates,1951
75plus,female,1010.148,904,estimates,1951
80plus,female,444.674,904,estimates,1951
85plus,female,188.957,904,estimates,1951
90plus,female,74.193,904,estimates,1951
total,female,86790.35,904,estimates,1951
"Region, subregion, country or area *",male,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1951
0_1,male,6235.546,904,estimates,1951
0_4,male,14343.07,904,estimates,1951
0_14,male,35566.09,904,estimates,1951
0_17,male,40846.755,904,estimates,1951
0_19,male,44130.501,904,estimates,1951
0_24,male,51809.029,904,estimates,1951
3_4,male,5260.178,904,estimates,1951
3_5,male,7708.738,904,estimates,1951
3_6,male,10057.101,904,estimates,1951
4_5,male,5012.483,904,estimates,1951
4_6,male,7360.846,904,estimates,1951
5_14,male,21223.02,904,estimates,1951
5_10,male,13428.941,904,estimates,1951
5_11,male,15443.249,904,estimates,1951
6_9,male,8917.071,904,estimates,1951
6_10,male,10980.381,904,estimates,1951
6_11,male,12994.689,904,estimates,1951
6_12,male,14968.99,904,estimates,1951
7_10,male,8632.018,904,estimates,1951
7_12,male,12620.627,904,estimates,1951
11_16,male,11368.961,904,estimates,1951
11_17,male,13074.744,904,estimates,1951
11_18,male,14734.163,904,estimates,1951
12_14,male,5779.771,904,estimates,1951
12_16,male,9354.653,904,estimates,1951
12_17,male,11060.436,904,estimates,1951
12_18,male,12719.855,904,estimates,1951
13_17,male,9086.135,904,estimates,1951
13_18,male,10745.554,904,estimates,1951
13_19,male,12369.881,904,estimates,1951
15_17,male,5280.665,904,estimates,1951
18_23,male,9497.098,904,estimates,1951
15_24,male,16242.939,904,estimates,1951
15_49,male,41226.342,904,estimates,1951
15_59,male,46539.008,904,estimates,1951
15_64,male,48294.607,904,estimates,1951
20_64,male,39730.196,904,estimates,1951
20_69,male,40978.663,904,estimates,1951
25_49,male,24983.403,904,estimates,1951
25_64,male,32051.668,904,estimates,1951
25_69,male,33300.135,904,estimates,1951
15plus,male,51140.662,904,estimates,1951
16plus,male,49325.52,904,estimates,1951
17plus,male,47565.78,904,estimates,1951
18plus,male,45859.997,904,estimates,1951
20plus,male,42576.251,904,estimates,1951
21plus,male,40980.015,904,estimates,1951
25plus,male,34897.723,904,estimates,1951
50plus,male,9914.32,904,estimates,1951
60plus,male,4601.654,904,estimates,1951
65plus,male,2846.055,904,estimates,1951
70plus,male,1597.588,904,estimates,1951
75plus,male,784.036,904,estimates,1951
80plus,male,326.047,904,estimates,1951
85plus,male,130.367,904,estimates,1951
90plus,male,48.13,904,estimates,1951
total,male,86706.752,904,estimates,1951
"Region, subregion, country or area *",female,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1952
0_1,female,6355.947,904,estimates,1952
0_4,female,14561.307,904,estimates,1952
0_14,female,35895.676,904,estimates,1952
0_17,female,41262.215,904,estimates,1952
0_19,female,44613.66,904,estimates,1952
0_24,female,52464.853,904,estimates,1952
3_4,female,5324.729,904,estimates,1952
3_5,female,7801.783,904,estimates,1952
3_6,female,10174.842,904,estimates,1952
4_5,female,5072.402,904,estimates,1952
4_6,female,7445.461,904,estimates,1952
5_14,female,21334.369,904,estimates,1952
5_10,female,13537.813,904,estimates,1952
5_11,female,15553.309,904,estimates,1952
6_9,female,8990.113,904,estimates,1952
6_10,female,11060.759,904,estimates,1952
6_11,female,13076.255,904,estimates,1952
6_12,female,15044.028,904,estimates,1952
7_10,female,8687.7,904,estimates,1952
7_12,female,12670.969,904,estimates,1952
11_16,female,11422.175,904,estimates,1952
11_17,female,13163.095,904,estimates,1952
11_18,female,14858.653,904,estimates,1952
12_14,female,5781.06,904,estimates,1952
12_16,female,9406.679,904,estimates,1952
12_17,female,11147.599,904,estimates,1952
12_18,female,12843.157,904,estimates,1952
13_17,female,9179.826,904,estimates,1952
13_18,female,10875.384,904,estimates,1952
13_19,female,12531.271,904,estimates,1952
15_17,female,5366.539,904,estimates,1952
18_23,female,9689.369,904,estimates,1952
15_24,female,16569.177,904,estimates,1952
15_49,female,42324.69,904,estimates,1952
15_59,female,47921.05,904,estimates,1952
15_64,female,49843.793,904,estimates,1952
20_64,female,41125.809,904,estimates,1952
20_69,female,42549.787,904,estimates,1952
25_49,female,25755.513,904,estimates,1952
25_64,female,33274.616,904,estimates,1952
25_69,female,34698.594,904,estimates,1952
15plus,female,53265.979,904,estimates,1952
16plus,female,51427.938,904,estimates,1952
17plus,female,49640.36,904,estimates,1952
18plus,female,47899.44,904,estimates,1952
20plus,female,44547.995,904,estimates,1952
21plus,female,42923.648,904,estimates,1952
25plus,female,36696.802,904,estimates,1952
50plus,female,10941.289,904,estimates,1952
60plus,female,5344.929,904,estimates,1952
65plus,female,3422.186,904,estimates,1952
70plus,female,1998.208,904,estimates,1952
75plus,female,1033.914,904,estimates,1952
80plus,female,451.209,904,estimates,1952
85plus,female,180.176,904,estimates,1952
90plus,female,70.32,904,estimates,1952
total,female,89161.655,904,estimates,1952
"Region, subregion, country or area *",male,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1952
0_1,male,6520.098,904,estimates,1952
0_4,male,14963.863,904,estimates,1952
0_14,male,36768.717,904,estimates,1952
0_17,male,42191.925,904,estimates,1952
0_19,male,45537.911,904,estimates,1952
0_24,male,53326.567,904,estimates,1952
3_4,male,5474.603,904,estimates,1952
3_5,male,8015.75,904,estimates,1952
3_6,male,10447.213,904,estimates,1952
4_5,male,5207.386,904,estimates,1952
4_6,male,7638.849,904,estimates,1952
5_14,male,21804.854,904,estimates,1952
5_10,male,13852.744,904,estimates,1952
5_11,male,15909.659,904,estimates,1952
6_9,male,9197.454,904,estimates,1952
6_10,male,11311.597,904,estimates,1952
6_11,male,13368.512,904,estimates,1952
6_12,male,15376.011,904,estimates,1952
7_10,male,8880.134,904,estimates,1952
7_12,male,12944.548,904,estimates,1952
11_16,male,11624.669,904,estimates,1952
11_17,male,13375.318,904,estimates,1952
11_18,male,15071.633,904,estimates,1952
12_14,male,5895.195,904,estimates,1952
12_16,male,9567.754,904,estimates,1952
12_17,male,11318.403,904,estimates,1952
12_18,male,13014.718,904,estimates,1952
13_17,male,9310.904,904,estimates,1952
13_18,male,11007.219,904,estimates,1952
13_19,male,12656.89,904,estimates,1952
15_17,male,5423.208,904,estimates,1952
18_23,male,9636.04,904,estimates,1952
15_24,male,16557.85,904,estimates,1952
15_49,male,42118.074,904,estimates,1952
15_59,male,47583.712,904,estimates,1952
15_64,male,49379.988,904,estimates,1952
20_64,male,40610.794,904,estimates,1952
20_69,male,41895.713,904,estimates,1952
25_49,male,25560.224,904,estimates,1952
25_64,male,32822.138,904,estimates,1952
25_69,male,34107.057,904,estimates,1952
15plus,male,52303.574,904,estimates,1952
16plus,male,50437.258,904,estimates,1952
17plus,male,48631.015,904,estimates,1952
18plus,male,46880.366,904,estimates,1952
20plus,male,43534.38,904,estimates,1952
21plus,male,41919.904,904,estimates,1952
25plus,male,35745.724,904,estimates,1952
50plus,male,10185.5,904,estimates,1952
60plus,male,4719.862,904,estimates,1952
65plus,male,2923.586,904,estimates,1952
70plus,male,1638.667,904,estimates,1952
75plus,male,804.504,904,estimates,1952
80plus,male,331.956,904,estimates,1952
85plus,male,125.025,904,estimates,1952
90plus,male,45.99,904,estimates,1952
total,male,89072.291,904,estimates,1952
"Region, subregion, country or area *",female,LATIN AMERICA AND THE CARIBBEAN,904,estimates,1953
0_1,female,6620.307,904,estimates,1953
0_4,female,15158.591,904,estimates,1953
0_14,female,37093.502,904,estimates,1953
0_17,female,42585.631,904,estimates,1953
0_19,female,46008.614,904,estimates,1953
0_24,female,53963.771,904,estimates,1953
3_4,female,5532.612,904,estimates,1953
3_5,female,8101.154,904,estimates,1953
3_6,female,10557.636,904,estimates,1953
4_5,female,5263.637,904,estimates,1953
4_6,female,7720.119,904,estimates,1953
5_14,female,21934.911,904,estimates,1953
5_10,female,13973.776,904,estimates,1953
5_11,female,16039.407,904,estimates,1953
6_9,female,9278.78,904,estimates,1953
6_10,female,11405.234,904,estimates,1953
6_11,female,13470.865,904,estimates,1953
6_12,female,15481.664,904,estimates,1953
7_10,female,8948.752,904,estimates,1953
7_12,female,13025.182,904,estimates,1953
11_16,female,11672.076,904,estimates,1953
11_17,female,13453.264,904,estimates,1953
11_18,female,15187.612,904,estimates,1953
12_14,female,5895.504,904,estimates,1953
12_16,female,9606.445,904,estimates,1953
12_17,female,11387.633,904,estimates,1953
12_18,female,13121.981,904,estimates,1953
13_17,female,9376.834,904,estimates,1953
13_18,female,11111.182,904,estimates,1953
13_19,female,12799.817,904,estimates,1953
15_17,female,5492.129,904,estimates,1953
18_23,female,9841.063,904,estimates,1953
15_24,female,16870.269,904,estimates,1953
15_49,female,43270.324,904,estimates,1953
15_59,female,49026.308,904,estimates,1953
15_64,female,50994.009,904,estimates,1953
20_64,female,42078.897,904,estimates,1953
20_69,female,43551.576,904,estimates,1953
25_49,female,26400.055,904,estimates,1953
25_64,female,34123.74,904,estimates,1953
25_69,female,35596.419,904,estimates,1953
15plus,female,54509.208,904,estimates,1953
16plus,female,52629.801,904,estimates,1953
17plus,female,50798.267,904,estimates,1953
18plus,female,49017.079,904,estimates,1953
