continent,year,variant,gender,agebroad,population
905,2015,low variant,female,15_49,81735.987
905,2015,low variant,male,15_49,84235.211
905,2015,medium variant,female,15_49,81735.987
905,2015,medium variant,male,15_49,84235.211
905,2015,no change,female,15_49,81735.987
905,2015,no change,male,15_49,84235.211
905,2015,zero-migration,female,15_49,81735.987
905,2015,zero-migration,male,15_49,84235.211
905,2015,constant-fertility,female,15_59,107247.979
905,2015,constant-fertility,male,15_59,109260.362
905,2015,constant-mortality,female,15_59,107247.979
905,2015,constant-mortality,male,15_59,109260.362
905,2015,estimates,female,15_59,107247.979
905,2015,estimates,male,15_59,109260.362
905,2015,high variant,female,15_59,107247.979
905,2015,high variant,male,15_59,109260.362
905,2015,instant-replacement,female,15_59,107247.979
905,2015,instant-replacement,male,15_59,109260.362
905,2015,low variant,female,15_59,107247.979
905,2015,low variant,male,15_59,109260.362
905,2015,medium variant,female,15_59,107247.979
905,2015,medium variant,male,15_59,109260.362
905,2015,no change,female,15_59,107247.979
905,2015,no change,male,15_59,109260.362
905,2015,zero-migration,female,15_59,107247.979
905,2015,zero-migration,male,15_59,109260.362
905,2015,constant-fertility,female,15_64,118185.525
905,2015,constant-fertility,male,15_64,119518.906
905,2015,constant-mortality,female,15_64,118185.525
905,2015,constant-mortality,male,15_64,119518.906
905,2015,estimates,female,15_64,118185.525
905,2015,estimates,male,15_64,119518.906
905,2015,high variant,female,15_64,118185.525
905,2015,high variant,male,15_64,119518.906
905,2015,instant-replacement,female,15_64,118185.525
905,2015,instant-replacement,male,15_64,119518.906
905,2015,low variant,female,15_64,118185.525
905,2015,low variant,male,15_64,119518.906
905,2015,medium variant,female,15_64,118185.525
905,2015,medium variant,male,15_64,119518.906
905,2015,no change,female,15_64,118185.525
905,2015,no change,male,15_64,119518.906
905,2015,zero-migration,female,15_64,118185.525
905,2015,zero-migration,male,15_64,119518.906
905,2015,estimates,female,16plus,145626.897
905,2015,estimates,male,16plus,140995.782
905,2015,medium variant,female,16plus,145626.897
905,2015,medium variant,male,16plus,140995.782
905,2015,estimates,female,17plus,143459.28
905,2015,estimates,male,17plus,138711.334
905,2015,medium variant,female,17plus,143459.28
905,2015,medium variant,male,17plus,138711.334
905,2015,estimates,female,18plus,141276.04
905,2015,estimates,male,18plus,136404.508
905,2015,medium variant,female,18plus,141276.04
905,2015,medium variant,male,18plus,136404.508
905,2015,estimates,female,18_23,14591.498
905,2015,estimates,male,18_23,15501.309
905,2015,medium variant,female,18_23,14591.498
905,2015,medium variant,male,18_23,15501.309
905,2015,constant-fertility,female,20plus,136700.006
905,2015,constant-fertility,male,20plus,131553.092
905,2015,constant-mortality,female,20plus,136700.006
905,2015,constant-mortality,male,20plus,131553.092
905,2015,estimates,female,20plus,136700.006
905,2015,estimates,male,20plus,131553.092
905,2015,high variant,female,20plus,136700.006
905,2015,high variant,male,20plus,131553.092
905,2015,instant-replacement,female,20plus,136700.006
905,2015,instant-replacement,male,20plus,131553.092
905,2015,low variant,female,20plus,136700.006
905,2015,low variant,male,20plus,131553.092
905,2015,medium variant,female,20plus,136700.006
905,2015,medium variant,male,20plus,131553.092
905,2015,no change,female,20plus,136700.006
905,2015,no change,male,20plus,131553.092
905,2015,zero-migration,female,20plus,136700.006
905,2015,zero-migration,male,20plus,131553.092
905,2015,constant-fertility,female,20_64,107077.037
905,2015,constant-fertility,male,20_64,107782.896
905,2015,constant-mortality,female,20_64,107077.037
905,2015,constant-mortality,male,20_64,107782.896
905,2015,estimates,female,20_64,107077.037
905,2015,estimates,male,20_64,107782.896
905,2015,high variant,female,20_64,107077.037
905,2015,high variant,male,20_64,107782.896
905,2015,instant-replacement,female,20_64,107077.037
905,2015,instant-replacement,male,20_64,107782.896
905,2015,low variant,female,20_64,107077.037
905,2015,low variant,male,20_64,107782.896
905,2015,medium variant,female,20_64,107077.037
905,2015,medium variant,male,20_64,107782.896
905,2015,no change,female,20_64,107077.037
905,2015,no change,male,20_64,107782.896
905,2015,zero-migration,female,20_64,107077.037
905,2015,zero-migration,male,20_64,107782.896
905,2015,constant-fertility,female,20_69,116470.652
905,2015,constant-fertility,male,20_69,116355.548
905,2015,constant-mortality,female,20_69,116470.652
905,2015,constant-mortality,male,20_69,116355.548
905,2015,estimates,female,20_69,116470.652
905,2015,estimates,male,20_69,116355.548
905,2015,high variant,female,20_69,116470.652
905,2015,high variant,male,20_69,116355.548
905,2015,instant-replacement,female,20_69,116470.652
905,2015,instant-replacement,male,20_69,116355.548
905,2015,low variant,female,20_69,116470.652
905,2015,low variant,male,20_69,116355.548
905,2015,medium variant,female,20_69,116470.652
905,2015,medium variant,male,20_69,116355.548
905,2015,no change,female,20_69,116470.652
905,2015,no change,male,20_69,116355.548
905,2015,zero-migration,female,20_69,116470.652
905,2015,zero-migration,male,20_69,116355.548
905,2015,estimates,female,21plus,134285.488
905,2015,estimates,male,21plus,128986.935
905,2015,medium variant,female,21plus,134285.488
905,2015,medium variant,male,21plus,128986.935
905,2015,constant-fertility,female,25plus,124195.59
905,2015,constant-fertility,male,25plus,118266.646
905,2015,constant-mortality,female,25plus,124195.59
905,2015,constant-mortality,male,25plus,118266.646
905,2015,estimates,female,25plus,124195.59
905,2015,estimates,male,25plus,118266.646
905,2015,high variant,female,25plus,124195.59
905,2015,high variant,male,25plus,118266.646
905,2015,instant-replacement,female,25plus,124195.59
905,2015,instant-replacement,male,25plus,118266.646
905,2015,low variant,female,25plus,124195.59
905,2015,low variant,male,25plus,118266.646
905,2015,medium variant,female,25plus,124195.59
905,2015,medium variant,male,25plus,118266.646
905,2015,no change,female,25plus,124195.59
905,2015,no change,male,25plus,118266.646
905,2015,zero-migration,female,25plus,124195.59
905,2015,zero-migration,male,25plus,118266.646
905,2015,constant-fertility,female,25_49,58123.083
905,2015,constant-fertility,male,25_49,59212.755
905,2015,constant-mortality,female,25_49,58123.083
905,2015,constant-mortality,male,25_49,59212.755
905,2015,estimates,female,25_49,58123.083
905,2015,estimates,male,25_49,59212.755
905,2015,high variant,female,25_49,58123.083
905,2015,high variant,male,25_49,59212.755
905,2015,instant-replacement,female,25_49,58123.083
905,2015,instant-replacement,male,25_49,59212.755
905,2015,low variant,female,25_49,58123.083
905,2015,low variant,male,25_49,59212.755
905,2015,medium variant,female,25_49,58123.083
905,2015,medium variant,male,25_49,59212.755
905,2015,no change,female,25_49,58123.083
905,2015,no change,male,25_49,59212.755
905,2015,zero-migration,female,25_49,58123.083
905,2015,zero-migration,male,25_49,59212.755
905,2015,constant-fertility,female,25_64,94572.621
905,2015,constant-fertility,male,25_64,94496.45
905,2015,constant-mortality,female,25_64,94572.621
905,2015,constant-mortality,male,25_64,94496.45
905,2015,estimates,female,25_64,94572.621
905,2015,estimates,male,25_64,94496.45
905,2015,high variant,female,25_64,94572.621
905,2015,high variant,male,25_64,94496.45
905,2015,instant-replacement,female,25_64,94572.621
905,2015,instant-replacement,male,25_64,94496.45
905,2015,low variant,female,25_64,94572.621
905,2015,low variant,male,25_64,94496.45
905,2015,medium variant,female,25_64,94572.621
905,2015,medium variant,male,25_64,94496.45
905,2015,no change,female,25_64,94572.621
905,2015,no change,male,25_64,94496.45
905,2015,zero-migration,female,25_64,94572.621
905,2015,zero-migration,male,25_64,94496.45
905,2015,constant-fertility,female,25_69,103966.236
905,2015,constant-fertility,male,25_69,103069.102
905,2015,constant-mortality,female,25_69,103966.236
905,2015,constant-mortality,male,25_69,103069.102
905,2015,estimates,female,25_69,103966.236
905,2015,estimates,male,25_69,103069.102
905,2015,high variant,female,25_69,103966.236
905,2015,high variant,male,25_69,103069.102
905,2015,instant-replacement,female,25_69,103966.236
905,2015,instant-replacement,male,25_69,103069.102
905,2015,low variant,female,25_69,103966.236
905,2015,low variant,male,25_69,103069.102
905,2015,medium variant,female,25_69,103966.236
905,2015,medium variant,male,25_69,103069.102
905,2015,no change,female,25_69,103966.236
905,2015,no change,male,25_69,103069.102
905,2015,zero-migration,female,25_69,103966.236
905,2015,zero-migration,male,25_69,103069.102
905,2015,constant-fertility,female,50plus,66072.507
905,2015,constant-fertility,male,50plus,59053.891
905,2015,constant-mortality,female,50plus,66072.507
905,2015,constant-mortality,male,50plus,59053.891
905,2015,estimates,female,50plus,66072.507
905,2015,estimates,male,50plus,59053.891
905,2015,high variant,female,50plus,66072.507
905,2015,high variant,male,50plus,59053.891
905,2015,instant-replacement,female,50plus,66072.507
905,2015,instant-replacement,male,50plus,59053.891
905,2015,low variant,female,50plus,66072.507
905,2015,low variant,male,50plus,59053.891
905,2015,medium variant,female,50plus,66072.507
905,2015,medium variant,male,50plus,59053.891
905,2015,no change,female,50plus,66072.507
905,2015,no change,male,50plus,59053.891
905,2015,zero-migration,female,50plus,66072.507
905,2015,zero-migration,male,50plus,59053.891
905,2015,constant-fertility,female,60plus,40560.515
905,2015,constant-fertility,male,60plus,34028.74
905,2015,constant-mortality,female,60plus,40560.515
905,2015,constant-mortality,male,60plus,34028.74
905,2015,estimates,female,60plus,40560.515
905,2015,estimates,male,60plus,34028.74
905,2015,high variant,female,60plus,40560.515
905,2015,high variant,male,60plus,34028.74
905,2015,instant-replacement,female,60plus,40560.515
905,2015,instant-replacement,male,60plus,34028.74
905,2015,low variant,female,60plus,40560.515
905,2015,low variant,male,60plus,34028.74
905,2015,medium variant,female,60plus,40560.515
905,2015,medium variant,male,60plus,34028.74
905,2015,no change,female,60plus,40560.515
905,2015,no change,male,60plus,34028.74
905,2015,zero-migration,female,60plus,40560.515
905,2015,zero-migration,male,60plus,34028.74
905,2015,constant-fertility,female,65plus,29622.969
905,2015,constant-fertility,male,65plus,23770.196
905,2015,constant-mortality,female,65plus,29622.969
905,2015,constant-mortality,male,65plus,23770.196
905,2015,estimates,female,65plus,29622.969
905,2015,estimates,male,65plus,23770.196
905,2015,high variant,female,65plus,29622.969
905,2015,high variant,male,65plus,23770.196
905,2015,instant-replacement,female,65plus,29622.969
905,2015,instant-replacement,male,65plus,23770.196
905,2015,low variant,female,65plus,29622.969
905,2015,low variant,male,65plus,23770.196
905,2015,medium variant,female,65plus,29622.969
905,2015,medium variant,male,65plus,23770.196
905,2015,no change,female,65plus,29622.969
905,2015,no change,male,65plus,23770.196
905,2015,zero-migration,female,65plus,29622.969
905,2015,zero-migration,male,65plus,23770.196
905,2015,constant-fertility,female,70plus,20229.354
905,2015,constant-fertility,male,70plus,15197.544
905,2015,constant-mortality,female,70plus,20229.354
905,2015,constant-mortality,male,70plus,15197.544
905,2015,estimates,female,70plus,20229.354
905,2015,estimates,male,70plus,15197.544
905,2015,high variant,female,70plus,20229.354
905,2015,high variant,male,70plus,15197.544
905,2015,instant-replacement,female,70plus,20229.354
905,2015,instant-replacement,male,70plus,15197.544
905,2015,low variant,female,70plus,20229.354
905,2015,low variant,male,70plus,15197.544
905,2015,medium variant,female,70plus,20229.354
905,2015,medium variant,male,70plus,15197.544
905,2015,no change,female,70plus,20229.354
905,2015,no change,male,70plus,15197.544
905,2015,zero-migration,female,70plus,20229.354
905,2015,zero-migration,male,70plus,15197.544
905,2015,constant-fertility,female,75plus,13331.338
905,2015,constant-fertility,male,75plus,9290.871
905,2015,constant-mortality,female,75plus,13331.338
905,2015,constant-mortality,male,75plus,9290.871
905,2015,estimates,female,75plus,13331.338
905,2015,estimates,male,75plus,9290.871
905,2015,high variant,female,75plus,13331.338
905,2015,high variant,male,75plus,9290.871
905,2015,instant-replacement,female,75plus,13331.338
905,2015,instant-replacement,male,75plus,9290.871
905,2015,low variant,female,75plus,13331.338
905,2015,low variant,male,75plus,9290.871
905,2015,medium variant,female,75plus,13331.338
905,2015,medium variant,male,75plus,9290.871
905,2015,no change,female,75plus,13331.338
905,2015,no change,male,75plus,9290.871
905,2015,zero-migration,female,75plus,13331.338
905,2015,zero-migration,male,75plus,9290.871
905,2015,constant-fertility,female,80plus,8395.385
905,2015,constant-fertility,male,80plus,5216.74
905,2015,constant-mortality,female,80plus,8395.385
905,2015,constant-mortality,male,80plus,5216.74
905,2015,estimates,female,80plus,8395.385
905,2015,estimates,male,80plus,5216.74
905,2015,high variant,female,80plus,8395.385
905,2015,high variant,male,80plus,5216.74
905,2015,instant-replacement,female,80plus,8395.385
905,2015,instant-replacement,male,80plus,5216.74
905,2015,low variant,female,80plus,8395.385
905,2015,low variant,male,80plus,5216.74
905,2015,medium variant,female,80plus,8395.385
905,2015,medium variant,male,80plus,5216.74
905,2015,no change,female,80plus,8395.385
905,2015,no change,male,80plus,5216.74
905,2015,zero-migration,female,80plus,8395.385
905,2015,zero-migration,male,80plus,5216.74
905,2015,constant-fertility,female,85plus,4524.658
905,2015,constant-fertility,male,85plus,2407.61
905,2015,constant-mortality,female,85plus,4524.658
905,2015,constant-mortality,male,85plus,2407.61
905,2015,estimates,female,85plus,4524.658
905,2015,estimates,male,85plus,2407.61
905,2015,high variant,female,85plus,4524.658
905,2015,high variant,male,85plus,2407.61
905,2015,instant-replacement,female,85plus,4524.658
905,2015,instant-replacement,male,85plus,2407.61
905,2015,low variant,female,85plus,4524.658
905,2015,low variant,male,85plus,2407.61
905,2015,medium variant,female,85plus,4524.658
905,2015,medium variant,male,85plus,2407.61
905,2015,no change,female,85plus,4524.658
905,2015,no change,male,85plus,2407.61
905,2015,zero-migration,female,85plus,4524.658
905,2015,zero-migration,male,85plus,2407.61
905,2015,constant-fertility,female,90plus,1795.898
905,2015,constant-fertility,male,90plus,768.234
905,2015,constant-mortality,female,90plus,1795.898
905,2015,constant-mortality,male,90plus,768.234
905,2015,estimates,female,90plus,1795.898
905,2015,estimates,male,90plus,768.234
905,2015,high variant,female,90plus,1795.898
905,2015,high variant,male,90plus,768.234
905,2015,instant-replacement,female,90plus,1795.898
905,2015,instant-replacement,male,90plus,768.234
905,2015,low variant,female,90plus,1795.898
905,2015,low variant,male,90plus,768.234
905,2015,medium variant,female,90plus,1795.898
905,2015,medium variant,male,90plus,768.234
905,2015,no change,female,90plus,1795.898
905,2015,no change,male,90plus,768.234
905,2015,zero-migration,female,90plus,1795.898
905,2015,zero-migration,male,90plus,768.234
905,2020,constant-fertility,female,total,187137.253
905,2020,constant-fertility,male,total,184068.869
905,2020,constant-mortality,female,total,186831.278
905,2020,constant-mortality,male,total,183670.423
905,2020,high variant,female,total,188636.78
905,2020,high variant,male,total,185640.963
905,2020,instant-replacement,female,total,188416.88
905,2020,instant-replacement,male,total,185411.955
905,2020,low variant,female,total,185697.992
905,2020,low variant,male,total,182561.482
905,2020,medium variant,female,total,187167.386
905,2020,medium variant,male,total,184101.223
905,2020,no change,female,total,186800.728
905,2020,no change,male,total,183638.636
905,2020,zero-migration,female,total,183846.494
905,2020,zero-migration,male,total,180994.558
905,2020,medium variant,female,0_1,4578.104
905,2020,medium variant,male,0_1,4790.699
905,2020,constant-fertility,female,0_4,11057.177
905,2020,constant-fertility,male,0_4,11572.811
905,2020,constant-mortality,female,0_4,11080.214
905,2020,constant-mortality,male,0_4,11594.738
905,2020,high variant,female,0_4,12556.704
905,2020,high variant,male,0_4,13144.905
905,2020,instant-replacement,female,0_4,12336.804
905,2020,instant-replacement,male,0_4,12915.897
905,2020,low variant,female,0_4,9617.916
905,2020,low variant,male,0_4,10065.424
905,2020,medium variant,female,0_4,11087.31
905,2020,medium variant,male,0_4,11605.165
905,2020,no change,female,0_4,11049.664
905,2020,no change,male,0_4,11562.951
905,2020,zero-migration,female,0_4,10788.487
905,2020,zero-migration,male,0_4,11303.514
905,2020,constant-fertility,female,0_14,33286.18
905,2020,constant-fertility,male,0_14,34745.03
905,2020,constant-mortality,female,0_14,33307.942
905,2020,constant-mortality,male,0_14,34764.932
905,2020,high variant,female,0_14,34785.707
905,2020,high variant,male,0_14,36317.124
905,2020,instant-replacement,female,0_14,34565.807
905,2020,instant-replacement,male,0_14,36088.116
905,2020,low variant,female,0_14,31846.919
905,2020,low variant,male,0_14,33237.643
905,2020,medium variant,female,0_14,33316.313
905,2020,medium variant,male,0_14,34777.384
905,2020,no change,female,0_14,33277.392
905,2020,no change,male,0_14,34733.145
905,2020,zero-migration,female,0_14,32415.103
905,2020,zero-migration,male,0_14,33885.93
905,2020,medium variant,female,0_17,40175.847
905,2020,medium variant,male,0_17,41904.894
905,2020,constant-fertility,female,0_19,44694.787
905,2020,constant-fertility,male,0_19,46610.982
905,2020,constant-mortality,female,0_19,44715.779
905,2020,constant-mortality,male,0_19,46629.14
905,2020,high variant,female,0_19,46194.314
905,2020,high variant,male,0_19,48183.076
905,2020,instant-replacement,female,0_19,45974.414
905,2020,instant-replacement,male,0_19,47954.068
905,2020,low variant,female,0_19,43255.526
905,2020,low variant,male,0_19,45103.595
905,2020,medium variant,female,0_19,44724.92
905,2020,medium variant,male,0_19,46643.336
905,2020,no change,female,0_19,44685.229
905,2020,no change,male,0_19,46597.353
905,2020,zero-migration,female,0_19,43413.37
905,2020,zero-migration,male,0_19,45362.293
905,2020,constant-fertility,female,0_24,56215.978
905,2020,constant-fertility,male,0_24,58687.909
905,2020,constant-mortality,female,0_24,56235.536
905,2020,constant-mortality,male,0_24,58701.619
905,2020,high variant,female,0_24,57715.505
905,2020,high variant,male,0_24,60260.003
905,2020,instant-replacement,female,0_24,57495.605
905,2020,instant-replacement,male,0_24,60030.995
905,2020,low variant,female,0_24,54776.717
905,2020,low variant,male,0_24,57180.522
905,2020,medium variant,female,0_24,56246.111
905,2020,medium variant,male,0_24,58720.263
905,2020,no change,female,0_24,56204.986
905,2020,no change,male,0_24,58669.832
905,2020,zero-migration,female,0_24,54503.939
905,2020,zero-migration,male,0_24,57049.563
905,2020,medium variant,female,3_4,4309.669
905,2020,medium variant,male,3_4,4511.495
905,2020,medium variant,female,3_5,6448.904
905,2020,medium variant,male,3_5,6749.4
905,2020,medium variant,female,3_6,8593.396
905,2020,medium variant,male,3_6,8991.247
905,2020,medium variant,female,4_5,4284.393
905,2020,medium variant,male,4_5,4483.183
905,2020,medium variant,female,4_6,6428.885
905,2020,medium variant,male,4_6,6725.03
905,2020,medium variant,female,5_10,13062.556
905,2020,medium variant,male,5_10,13637.64
905,2020,medium variant,female,5_11,15335.7
905,2020,medium variant,male,5_11,16004.1
905,2020,constant-fertility,female,5_14,22229.003
905,2020,constant-fertility,male,5_14,23172.219
905,2020,constant-mortality,female,5_14,22227.728
905,2020,constant-mortality,male,5_14,23170.194
905,2020,high variant,female,5_14,22229.003
905,2020,high variant,male,5_14,23172.219
905,2020,instant-replacement,female,5_14,22229.003
905,2020,instant-replacement,male,5_14,23172.219
905,2020,low variant,female,5_14,22229.003
905,2020,low variant,male,5_14,23172.219
905,2020,medium variant,female,5_14,22229.003
905,2020,medium variant,male,5_14,23172.219
905,2020,no change,female,5_14,22227.728
905,2020,no change,male,5_14,23170.194
905,2020,zero-migration,female,5_14,21626.616
905,2020,zero-migration,male,5_14,22582.416
905,2020,medium variant,female,6_9,8687.61
905,2020,medium variant,male,6_9,9070.47
905,2020,medium variant,female,6_10,10923.321
905,2020,medium variant,male,6_10,11399.735
905,2020,medium variant,female,6_11,13196.465
905,2020,medium variant,male,6_11,13766.195
905,2020,medium variant,female,6_12,15494.757
905,2020,medium variant,male,6_12,16157.266
905,2020,medium variant,female,7_10,8778.829
905,2020,medium variant,male,7_10,9157.888
905,2020,medium variant,female,7_12,13350.265
905,2020,medium variant,male,7_12,13915.419
905,2020,medium variant,female,11_16,13742.079
905,2020,medium variant,male,11_16,14288.575
905,2020,medium variant,female,11_17,16025.981
905,2020,medium variant,male,11_17,16662.089
905,2020,medium variant,female,11_18,18303.5
905,2020,medium variant,male,11_18,19032.109
905,2020,medium variant,female,12_14,6893.303
905,2020,medium variant,male,12_14,7168.119
905,2020,medium variant,female,12_16,11468.935
905,2020,medium variant,male,12_16,11922.115
905,2020,medium variant,female,12_17,13752.837
905,2020,medium variant,male,12_17,14295.629
905,2020,medium variant,female,12_18,16030.356
905,2020,medium variant,male,12_18,16665.649
905,2020,medium variant,female,13_17,11454.545
905,2020,medium variant,male,13_17,11904.558
905,2020,medium variant,female,13_18,13732.064
905,2020,medium variant,male,13_18,14274.578
905,2020,medium variant,female,13_19,16003.618
905,2020,medium variant,male,13_19,16643
905,2020,constant-fertility,female,15plus,153851.073
905,2020,constant-fertility,male,15plus,149323.839
905,2020,constant-mortality,female,15plus,153523.336
905,2020,constant-mortality,male,15plus,148905.491
905,2020,high variant,female,15plus,153851.073
905,2020,high variant,male,15plus,149323.839
905,2020,instant-replacement,female,15plus,153851.073
905,2020,instant-replacement,male,15plus,149323.839
905,2020,low variant,female,15plus,153851.073
905,2020,low variant,male,15plus,149323.839
905,2020,medium variant,female,15plus,153851.073
905,2020,medium variant,male,15plus,149323.839
905,2020,no change,female,15plus,153523.336
905,2020,no change,male,15plus,148905.491
905,2020,zero-migration,female,15plus,151431.391
905,2020,zero-migration,male,15plus,147108.628
905,2020,medium variant,female,15_17,6859.534
905,2020,medium variant,male,15_17,7127.51
905,2020,constant-fertility,female,15_24,22929.798
905,2020,constant-fertility,male,15_24,23942.879
905,2020,constant-mortality,female,15_24,22927.594
905,2020,constant-mortality,male,15_24,23936.687
905,2020,high variant,female,15_24,22929.798
905,2020,high variant,male,15_24,23942.879
905,2020,instant-replacement,female,15_24,22929.798
905,2020,instant-replacement,male,15_24,23942.879
905,2020,low variant,female,15_24,22929.798
905,2020,low variant,male,15_24,23942.879
905,2020,medium variant,female,15_24,22929.798
905,2020,medium variant,male,15_24,23942.879
905,2020,no change,female,15_24,22927.594
905,2020,no change,male,15_24,23936.687
905,2020,zero-migration,female,15_24,22088.836
905,2020,zero-migration,male,15_24,23163.633
905,2020,constant-fertility,female,15_49,83122.221
905,2020,constant-fertility,male,15_49,85496.998
905,2020,constant-mortality,female,15_49,83104.662
905,2020,constant-mortality,male,15_49,85450.766
905,2020,high variant,female,15_49,83122.221
905,2020,high variant,male,15_49,85496.998
905,2020,instant-replacement,female,15_49,83122.221
905,2020,instant-replacement,male,15_49,85496.998
905,2020,low variant,female,15_49,83122.221
905,2020,low variant,male,15_49,85496.998
905,2020,medium variant,female,15_49,83122.221
905,2020,medium variant,male,15_49,85496.998
905,2020,no change,female,15_49,83104.662
905,2020,no change,male,15_49,85450.766
905,2020,zero-migration,female,15_49,80988.231
905,2020,zero-migration,male,15_49,83541.7
905,2020,constant-fertility,female,15_59,107242.301
905,2020,constant-fertility,male,15_59,109395.555
905,2020,constant-mortality,female,15_59,107202.575
905,2020,constant-mortality,male,15_59,109298.153
905,2020,high variant,female,15_59,107242.301
905,2020,high variant,male,15_59,109395.555
905,2020,instant-replacement,female,15_59,107242.301
905,2020,instant-replacement,male,15_59,109395.555
905,2020,low variant,female,15_59,107242.301
905,2020,low variant,male,15_59,109395.555
905,2020,medium variant,female,15_59,107242.301
905,2020,medium variant,male,15_59,109395.555
905,2020,no change,female,15_59,107202.575
905,2020,no change,male,15_59,109298.153
905,2020,zero-migration,female,15_59,104952.269
905,2020,zero-migration,male,15_59,107292.584
905,2020,constant-fertility,female,15_64,119490.121
905,2020,constant-fertility,male,15_64,121059.161
905,2020,constant-mortality,female,15_64,119429.676
905,2020,constant-mortality,male,15_64,120917.543
905,2020,high variant,female,15_64,119490.121
905,2020,high variant,male,15_64,121059.161
905,2020,instant-replacement,female,15_64,119490.121
905,2020,instant-replacement,male,15_64,121059.161
905,2020,low variant,female,15_64,119490.121
905,2020,low variant,male,15_64,121059.161
905,2020,medium variant,female,15_64,119490.121
905,2020,medium variant,male,15_64,121059.161
905,2020,no change,female,15_64,119429.676
905,2020,no change,male,15_64,120917.543
905,2020,zero-migration,female,15_64,117143.965
905,2020,zero-migration,male,15_64,118907.652
905,2020,medium variant,female,16plus,151562.787
905,2020,medium variant,male,16plus,146946.028
905,2020,medium variant,female,17plus,149275.441
905,2020,medium variant,male,17plus,144569.843
905,2020,medium variant,female,18plus,146991.539
905,2020,medium variant,male,18plus,142196.329
905,2020,medium variant,female,18_23,13657.007
905,2020,medium variant,male,18_23,14276.93
905,2020,constant-fertility,female,20plus,142442.466
905,2020,constant-fertility,male,20plus,137457.887
905,2020,constant-mortality,female,20plus,142115.499
905,2020,constant-mortality,male,20plus,137041.283
905,2020,high variant,female,20plus,142442.466
905,2020,high variant,male,20plus,137457.887
905,2020,instant-replacement,female,20plus,142442.466
905,2020,instant-replacement,male,20plus,137457.887
905,2020,low variant,female,20plus,142442.466
905,2020,low variant,male,20plus,137457.887
905,2020,medium variant,female,20plus,142442.466
905,2020,medium variant,male,20plus,137457.887
905,2020,no change,female,20plus,142115.499
905,2020,no change,male,20plus,137041.283
905,2020,zero-migration,female,20plus,140433.124
905,2020,zero-migration,male,20plus,135632.265
905,2020,constant-fertility,female,20_64,108081.514
905,2020,constant-fertility,male,20_64,109193.209
905,2020,constant-mortality,female,20_64,108021.839
905,2020,constant-mortality,male,20_64,109053.335
905,2020,high variant,female,20_64,108081.514
905,2020,high variant,male,20_64,109193.209
905,2020,instant-replacement,female,20_64,108081.514
905,2020,instant-replacement,male,20_64,109193.209
905,2020,low variant,female,20_64,108081.514
905,2020,low variant,male,20_64,109193.209
905,2020,medium variant,female,20_64,108081.514
905,2020,medium variant,male,20_64,109193.209
905,2020,no change,female,20_64,108021.839
905,2020,no change,male,20_64,109053.335
905,2020,zero-migration,female,20_64,106145.698
905,2020,zero-migration,male,20_64,107431.289
905,2020,constant-fertility,female,20_69,118586.809
905,2020,constant-fertility,male,20_69,118796.337
905,2020,constant-mortality,female,20_69,118498.962
905,2020,constant-mortality,male,20_69,118605.594
905,2020,high variant,female,20_69,118586.809
905,2020,high variant,male,20_69,118796.337
905,2020,instant-replacement,female,20_69,118586.809
905,2020,instant-replacement,male,20_69,118796.337
905,2020,low variant,female,20_69,118586.809
905,2020,low variant,male,20_69,118796.337
905,2020,medium variant,female,20_69,118586.809
905,2020,medium variant,male,20_69,118796.337
905,2020,no change,female,20_69,118498.962
905,2020,no change,male,20_69,118605.594
905,2020,zero-migration,female,20_69,116609.88
905,2020,zero-migration,male,20_69,117000.208
905,2020,medium variant,female,21plus,140177.884
905,2020,medium variant,male,21plus,135092.47
905,2020,constant-fertility,female,25plus,130921.275
905,2020,constant-fertility,male,25plus,125380.96
905,2020,constant-mortality,female,25plus,130595.742
905,2020,constant-mortality,male,25plus,124968.804
905,2020,high variant,female,25plus,130921.275
905,2020,high variant,male,25plus,125380.96
905,2020,instant-replacement,female,25plus,130921.275
905,2020,instant-replacement,male,25plus,125380.96
905,2020,low variant,female,25plus,130921.275
905,2020,low variant,male,25plus,125380.96
905,2020,medium variant,female,25plus,130921.275
905,2020,medium variant,male,25plus,125380.96
905,2020,no change,female,25plus,130595.742
905,2020,no change,male,25plus,124968.804
905,2020,zero-migration,female,25plus,129342.555
905,2020,zero-migration,male,25plus,123944.995
905,2020,constant-fertility,female,25_49,60192.423
905,2020,constant-fertility,male,25_49,61554.119
905,2020,constant-mortality,female,25_49,60177.068
905,2020,constant-mortality,male,25_49,61514.079
905,2020,high variant,female,25_49,60192.423
905,2020,high variant,male,25_49,61554.119
905,2020,instant-replacement,female,25_49,60192.423
905,2020,instant-replacement,male,25_49,61554.119
905,2020,low variant,female,25_49,60192.423
905,2020,low variant,male,25_49,61554.119
905,2020,medium variant,female,25_49,60192.423
905,2020,medium variant,male,25_49,61554.119
905,2020,no change,female,25_49,60177.068
905,2020,no change,male,25_49,61514.079
905,2020,zero-migration,female,25_49,58899.395
905,2020,zero-migration,male,25_49,60378.067
905,2020,constant-fertility,female,25_64,96560.323
905,2020,constant-fertility,male,25_64,97116.282
905,2020,constant-mortality,female,25_64,96502.082
905,2020,constant-mortality,male,25_64,96980.856
905,2020,high variant,female,25_64,96560.323
905,2020,high variant,male,25_64,97116.282
905,2020,instant-replacement,female,25_64,96560.323
905,2020,instant-replacement,male,25_64,97116.282
