agebroad,gender,population,continent,variant,year
0_1,female,320.661,909,estimates,1950
0_4,female,746.115,909,estimates,1950
0_14,female,1841.2,909,estimates,1950
0_17,female,2116.592,909,estimates,1950
0_19,female,2301.197,909,estimates,1950
0_24,female,2788.71,909,estimates,1950
3_4,female,276.747,909,estimates,1950
3_5,female,405.792,909,estimates,1950
3_6,female,529.265,909,estimates,1950
4_5,female,264.141,909,estimates,1950
4_6,female,387.614,909,estimates,1950
5_14,female,1095.085,909,estimates,1950
5_10,female,700.151,909,estimates,1950
5_11,female,802.887,909,estimates,1950
6_9,female,465.198,909,estimates,1950
6_10,female,571.106,909,estimates,1950
6_11,female,673.842,909,estimates,1950
6_12,female,773.728,909,estimates,1950
7_10,female,447.633,909,estimates,1950
7_12,female,650.255,909,estimates,1950
11_16,female,579.533,909,estimates,1950
11_17,female,670.326,909,estimates,1950
11_18,female,761.825,909,estimates,1950
12_14,female,292.198,909,estimates,1950
12_16,female,476.797,909,estimates,1950
12_17,female,567.59,909,estimates,1950
12_18,female,659.089,909,estimates,1950
13_17,female,467.704,909,estimates,1950
13_18,female,559.203,909,estimates,1950
13_19,female,652.309,909,estimates,1950
15_17,female,275.392,909,estimates,1950
18_23,female,572.791,909,estimates,1950
15_24,female,947.51,909,estimates,1950
15_49,female,3049.487,909,estimates,1950
15_59,female,3633.835,909,estimates,1950
15_64,female,3877.463,909,estimates,1950
20_64,female,3417.466,909,estimates,1950
20_69,female,3610.879,909,estimates,1950
25_49,female,2101.977,909,estimates,1950
25_64,female,2929.953,909,estimates,1950
25_69,female,3123.366,909,estimates,1950
15plus,female,4372.167,909,estimates,1950
16plus,female,4279.024,909,estimates,1950
17plus,female,4187.568,909,estimates,1950
18plus,female,4096.775,909,estimates,1950
20plus,female,3912.17,909,estimates,1950
21plus,female,3817.427,909,estimates,1950
25plus,female,3424.657,909,estimates,1950
50plus,female,1322.68,909,estimates,1950
60plus,female,738.332,909,estimates,1950
65plus,female,494.704,909,estimates,1950
70plus,female,301.291,909,estimates,1950
75plus,female,161.061,909,estimates,1950
80plus,female,74.873,909,estimates,1950
85plus,female,27.552,909,estimates,1950
90plus,female,7.347,909,estimates,1950
total,female,6213.367,909,estimates,1950
0_1,male,337.26,909,estimates,1950
0_4,male,784.079,909,estimates,1950
0_14,male,1931.994,909,estimates,1950
0_17,male,2223.891,909,estimates,1950
0_19,male,2421.649,909,estimates,1950
0_24,male,2948.207,909,estimates,1950
3_4,male,290.542,909,estimates,1950
3_5,male,425.871,909,estimates,1950
3_6,male,555.269,909,estimates,1950
4_5,male,277.108,909,estimates,1950
4_6,male,406.506,909,estimates,1950
5_14,male,1147.915,909,estimates,1950
5_10,male,733.394,909,estimates,1950
5_11,male,840.949,909,estimates,1950
6_9,male,487.205,909,estimates,1950
6_10,male,598.065,909,estimates,1950
6_11,male,705.62,909,estimates,1950
6_12,male,810.296,909,estimates,1950
7_10,male,468.667,909,estimates,1950
7_12,male,680.898,909,estimates,1950
11_16,male,609.861,909,estimates,1950
11_17,male,706.418,909,estimates,1950
11_18,male,804.19,909,estimates,1950
12_14,male,306.966,909,estimates,1950
12_16,male,502.306,909,estimates,1950
12_17,male,598.863,909,estimates,1950
12_18,male,696.635,909,estimates,1950
13_17,male,494.187,909,estimates,1950
13_18,male,591.959,909,estimates,1950
13_19,male,691.945,909,estimates,1950
15_17,male,291.897,909,estimates,1950
18_23,male,617.662,909,estimates,1950
15_24,male,1016.213,909,estimates,1950
15_49,male,3249.041,909,estimates,1950
15_59,male,3826.179,909,estimates,1950
15_64,male,4064.713,909,estimates,1950
20_64,male,3575.058,909,estimates,1950
20_69,male,3758.041,909,estimates,1950
25_49,male,2232.828,909,estimates,1950
25_64,male,3048.5,909,estimates,1950
25_69,male,3231.483,909,estimates,1950
15plus,male,4502.433,909,estimates,1950
16plus,male,4404.006,909,estimates,1950
17plus,male,4307.093,909,estimates,1950
18plus,male,4210.536,909,estimates,1950
20plus,male,4012.778,909,estimates,1950
21plus,male,3910.596,909,estimates,1950
25plus,male,3486.22,909,estimates,1950
50plus,male,1253.392,909,estimates,1950
60plus,male,676.254,909,estimates,1950
65plus,male,437.72,909,estimates,1950
70plus,male,254.737,909,estimates,1950
75plus,male,130.34,909,estimates,1950
80plus,male,56.294,909,estimates,1950
85plus,male,19.618,909,estimates,1950
90plus,male,5.14,909,estimates,1950
total,male,6434.427,909,estimates,1950
0_1,female,326.755,909,estimates,1951
