continent,year,variant,gender,freq,age1yearinterval,lifeexpectancy
909,1950,estimates,female,5yearly,"Region, subregion, country or area *",OCEANIA
909,1950,estimates,male,5yearly,"Region, subregion, country or area *",OCEANIA
909,1950,estimates,female,5yearly,0,64.5147090864248
909,1950,estimates,male,5yearly,0,58.9711770903605
909,1950,estimates,female,5yearly,1,67.0529622381986
909,1950,estimates,male,5yearly,1,61.9848423208539
909,1950,estimates,female,5yearly,5,65.0060779507791
909,1950,estimates,male,5yearly,5,59.95374022453
909,1950,estimates,female,5yearly,10,60.5967170026859
909,1950,estimates,male,5yearly,10,55.5993199382475
909,1950,estimates,female,5yearly,15,56.0224748028284
909,1950,estimates,male,5yearly,15,51.0914909963247
909,1950,estimates,female,5yearly,20,51.6252220146648
909,1950,estimates,male,5yearly,20,46.840292583481
909,1950,estimates,female,5yearly,25,47.3150722775432
909,1950,estimates,male,5yearly,25,42.7046315436929
909,1950,estimates,female,5yearly,30,42.9631166481922
909,1950,estimates,male,5yearly,30,38.4675398145969
909,1950,estimates,female,5yearly,35,38.5910436051427
909,1950,estimates,male,5yearly,35,34.1956423173937
909,1950,estimates,female,5yearly,40,34.2478906525082
909,1950,estimates,male,5yearly,40,29.9683704080096
909,1950,estimates,female,5yearly,45,29.9861760233623
909,1950,estimates,male,5yearly,45,25.8325755817909
909,1950,estimates,female,5yearly,50,25.8730829504247
909,1950,estimates,male,5yearly,50,21.8978902077578
909,1950,estimates,female,5yearly,55,21.9230534737089
909,1950,estimates,male,5yearly,55,18.2532751646999
909,1950,estimates,female,5yearly,60,18.1173003556718
909,1950,estimates,male,5yearly,60,14.9075786212222
909,1950,estimates,female,5yearly,65,14.5490104754583
909,1950,estimates,male,5yearly,65,11.9247167233651
909,1950,estimates,female,5yearly,70,11.3381345963804
909,1950,estimates,male,5yearly,70,9.33509872010739
909,1950,estimates,female,5yearly,75,8.60348718019478
909,1950,estimates,male,5yearly,75,7.17094678991995
909,1950,estimates,female,5yearly,80,6.38480656479474
909,1950,estimates,male,5yearly,80,5.44290596714472
909,1950,estimates,female,5yearly,85,4.67274105050918
909,1950,estimates,male,5yearly,85,4.11555544353759
909,1950,estimates,female,5yearly,90,3.41866042314111
909,1950,estimates,male,5yearly,90,3.13390824560294
909,1950,estimates,female,5yearly,95,2.54512264680553
909,1950,estimates,male,5yearly,95,2.43283470010138
909,1950,estimates,female,5yearly,100plus,1.96329731536977
909,1950,estimates,male,5yearly,100plus,1.94702202612183
909,1955,estimates,female,5yearly,"Region, subregion, country or area *",OCEANIA
909,1955,estimates,male,5yearly,"Region, subregion, country or area *",OCEANIA
909,1955,estimates,female,5yearly,0,66.3064157884543
909,1955,estimates,male,5yearly,0,60.7064185823915
909,1955,estimates,female,5yearly,1,68.5807972596418
909,1955,estimates,male,5yearly,1,63.3715649651686
909,1955,estimates,female,5yearly,5,66.2784062927062
909,1955,estimates,male,5yearly,5,61.0633658582525
909,1955,estimates,female,5yearly,10,61.8258914097372
909,1955,estimates,male,5yearly,10,56.6473925141201
909,1955,estimates,female,5yearly,15,57.1562295491215
909,1955,estimates,male,5yearly,15,52.0294874011152
909,1955,estimates,female,5yearly,20,52.6692193080431
909,1955,estimates,male,5yearly,20,47.6775745741367
909,1955,estimates,female,5yearly,25,48.3141326574349
909,1955,estimates,male,5yearly,25,43.4825556012015
909,1955,estimates,female,5yearly,30,43.934216867212
909,1955,estimates,male,5yearly,30,39.2029568300184
909,1955,estimates,female,5yearly,35,39.5010094447098
909,1955,estimates,male,5yearly,35,34.8496805023463
909,1955,estimates,female,5yearly,40,35.1107382175703
909,1955,estimates,male,5yearly,40,30.5491450389342
909,1955,estimates,female,5yearly,45,30.7850471141634
909,1955,estimates,male,5yearly,45,26.3488242190256
909,1955,estimates,female,5yearly,50,26.574223546323
909,1955,estimates,male,5yearly,50,22.3243369973313
909,1955,estimates,female,5yearly,55,22.5330921770437
909,1955,estimates,male,5yearly,55,18.586300247662
909,1955,estimates,female,5yearly,60,18.6719557355858
909,1955,estimates,male,5yearly,60,15.1916228321471
909,1955,estimates,female,5yearly,65,15.0442594381779
909,1955,estimates,male,5yearly,65,12.1784102844601
909,1955,estimates,female,5yearly,70,11.7371198770719
909,1955,estimates,male,5yearly,70,9.5372682083385
909,1955,estimates,female,5yearly,75,8.90490604619316
909,1955,estimates,male,5yearly,75,7.32624637470289
909,1955,estimates,female,5yearly,80,6.59637716993594
909,1955,estimates,male,5yearly,80,5.55653419274507
909,1955,estimates,female,5yearly,85,4.80913189952244
909,1955,estimates,male,5yearly,85,4.19457754688428
909,1955,estimates,female,5yearly,90,3.49838110054455
909,1955,estimates,male,5yearly,90,3.18610390965495
909,1955,estimates,female,5yearly,95,2.58656440597596
909,1955,estimates,male,5yearly,95,2.46557080467552
909,1955,estimates,female,5yearly,100plus,1.98163400064387
909,1955,estimates,male,5yearly,100plus,1.96647908471759
909,1960,estimates,female,5yearly,"Region, subregion, country or area *",OCEANIA
909,1960,estimates,male,5yearly,"Region, subregion, country or area *",OCEANIA
909,1960,estimates,female,5yearly,0,67.5538074896649
909,1960,estimates,male,5yearly,0,61.5794739902404
909,1960,estimates,female,5yearly,1,69.6173537540324
909,1960,estimates,male,5yearly,1,64.0176662393131
909,1960,estimates,female,5yearly,5,67.1130294074089
909,1960,estimates,male,5yearly,5,61.4928100473882
