continent,year,variant,gender,freq,age1yearinterval,lifeexpectancy
935,1950,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1950,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1950,estimates,female,5yearly,0,43.2185486047383
935,1950,estimates,male,5yearly,0,41.5174781913631
935,1950,estimates,female,5yearly,1,49.7714844621831
935,1950,estimates,male,5yearly,1,48.5585207697152
935,1950,estimates,female,5yearly,5,51.0838143322735
935,1950,estimates,male,5yearly,5,49.3182359659971
935,1950,estimates,female,5yearly,10,48.0758795188456
935,1950,estimates,male,5yearly,10,46.285134475862
935,1950,estimates,female,5yearly,15,44.1813940042848
935,1950,estimates,male,5yearly,15,42.4300046705836
935,1950,estimates,female,5yearly,20,40.3463135058056
935,1950,estimates,male,5yearly,20,38.6351941346096
935,1950,estimates,female,5yearly,25,36.6576192959715
935,1950,estimates,male,5yearly,25,34.9638668247698
935,1950,estimates,female,5yearly,30,33.0837833734816
935,1950,estimates,male,5yearly,30,31.2746707464996
935,1950,estimates,female,5yearly,35,29.5633565981447
935,1950,estimates,male,5yearly,35,27.5585549047137
935,1950,estimates,female,5yearly,40,26.1009841004855
935,1950,estimates,male,5yearly,40,23.9159880652175
935,1950,estimates,female,5yearly,45,22.7574472855226
935,1950,estimates,male,5yearly,45,20.4754605424049
935,1950,estimates,female,5yearly,50,19.4309307342197
935,1950,estimates,male,5yearly,50,17.251343053404
935,1950,estimates,female,5yearly,55,16.0837608071994
935,1950,estimates,male,5yearly,55,14.1824338958365
935,1950,estimates,female,5yearly,60,12.9868359389059
935,1950,estimates,male,5yearly,60,11.4146221040351
935,1950,estimates,female,5yearly,65,10.3711865253167
935,1950,estimates,male,5yearly,65,9.06373512066087
935,1950,estimates,female,5yearly,70,8.1470998161883
935,1950,estimates,male,5yearly,70,7.08193978113399
935,1950,estimates,female,5yearly,75,6.31320432374964
935,1950,estimates,male,5yearly,75,5.47435552190009
935,1950,estimates,female,5yearly,80,4.860290436205
935,1950,estimates,male,5yearly,80,4.22157116474108
935,1950,estimates,female,5yearly,85,3.74621368601116
935,1950,estimates,male,5yearly,85,3.27530631180125
935,1950,estimates,female,5yearly,90,2.91797359751236
935,1950,estimates,male,5yearly,90,2.5808078390156
935,1950,estimates,female,5yearly,95,2.31909907048657
935,1950,estimates,male,5yearly,95,2.0837032929403
935,1950,estimates,female,5yearly,100plus,1.89617442559268
935,1950,estimates,male,5yearly,100plus,1.73518332600067
935,1955,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1955,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1955,estimates,female,5yearly,0,45.527976930715
935,1955,estimates,male,5yearly,0,43.6333856907176
935,1955,estimates,female,5yearly,1,51.8748643277744
935,1955,estimates,male,5yearly,1,50.4933882477706
935,1955,estimates,female,5yearly,5,52.8292767217942
935,1955,estimates,male,5yearly,5,50.8958752398661
935,1955,estimates,female,5yearly,10,49.6080632850949
935,1955,estimates,male,5yearly,10,47.5893244513011
935,1955,estimates,female,5yearly,15,45.582728391952
935,1955,estimates,male,5yearly,15,43.5680130526923
935,1955,estimates,female,5yearly,20,41.6026899716185
935,1955,estimates,male,5yearly,20,39.6345650888093
935,1955,estimates,female,5yearly,25,37.7473547598141
935,1955,estimates,male,5yearly,25,35.8073952188928
935,1955,estimates,female,5yearly,30,34.0057845742331
935,1955,estimates,male,5yearly,30,31.9588412663819
935,1955,estimates,female,5yearly,35,30.3554853549622
935,1955,estimates,male,5yearly,35,28.1055240705383
935,1955,estimates,female,5yearly,40,26.780551460192
935,1955,estimates,male,5yearly,40,24.3490238433947
935,1955,estimates,female,5yearly,45,23.2420319671282
935,1955,estimates,male,5yearly,45,20.7575344244538
935,1955,estimates,female,5yearly,50,19.7303847247861
935,1955,estimates,male,5yearly,50,17.3638423705912
935,1955,estimates,female,5yearly,55,16.3021271856693
935,1955,estimates,male,5yearly,55,14.2303258288695
935,1955,estimates,female,5yearly,60,13.1346895191402
935,1955,estimates,male,5yearly,60,11.4460220494145
935,1955,estimates,female,5yearly,65,10.408522943512
935,1955,estimates,male,5yearly,65,9.03807134372492
935,1955,estimates,female,5yearly,70,8.0782867360917
935,1955,estimates,male,5yearly,70,6.9942875117158
935,1955,estimates,female,5yearly,75,6.17464948203125
935,1955,estimates,male,5yearly,75,5.36047167532137
935,1955,estimates,female,5yearly,80,4.68396394990546
935,1955,estimates,male,5yearly,80,4.09842590821801
935,1955,estimates,female,5yearly,85,3.55969035566691
935,1955,estimates,male,5yearly,85,3.15609302637294
935,1955,estimates,female,5yearly,90,2.74137855759326
935,1955,estimates,male,5yearly,90,2.47403911219015
935,1955,estimates,female,5yearly,95,2.16432327402476
935,1955,estimates,male,5yearly,95,1.99348814488861
935,1955,estimates,female,5yearly,100plus,1.76802809967414
935,1955,estimates,male,5yearly,100plus,1.66227185015651
935,1960,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1960,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1960,estimates,female,5yearly,0,47.4416813860236
935,1960,estimates,male,5yearly,0,45.6169026320858
935,1960,estimates,female,5yearly,1,53.6442004266873
935,1960,estimates,male,5yearly,1,52.1898612727745
935,1960,estimates,female,5yearly,5,54.3821209555471
935,1960,estimates,male,5yearly,5,52.4220923837591
935,1960,estimates,female,5yearly,10,51.1190506970872
935,1960,estimates,male,5yearly,10,49.0316611388891
935,1960,estimates,female,5yearly,15,47.0416704910862
935,1960,estimates,male,5yearly,15,44.9680154037204
935,1960,estimates,female,5yearly,20,42.9554790831356
935,1960,estimates,male,5yearly,20,40.9293969532421
935,1960,estimates,female,5yearly,25,38.9726821355035
935,1960,estimates,male,5yearly,25,36.9436786791483
935,1960,estimates,female,5yearly,30,35.0948336701426
935,1960,estimates,male,5yearly,30,32.9416275742664
935,1960,estimates,female,5yearly,35,31.3191024149519
935,1960,estimates,male,5yearly,35,28.9630905456322
935,1960,estimates,female,5yearly,40,27.629127423894
935,1960,estimates,male,5yearly,40,25.0957903166193
935,1960,estimates,female,5yearly,45,24.0053289068953
935,1960,estimates,male,5yearly,45,21.4235068481871
935,1960,estimates,female,5yearly,50,20.4221724339111
935,1960,estimates,male,5yearly,50,17.9808498385429
935,1960,estimates,female,5yearly,55,16.9397959488584
935,1960,estimates,male,5yearly,55,14.8100501042993
935,1960,estimates,female,5yearly,60,13.7313767111044
935,1960,estimates,male,5yearly,60,11.9988013179721
935,1960,estimates,female,5yearly,65,10.9493068772972
935,1960,estimates,male,5yearly,65,9.53659566656567
935,1960,estimates,female,5yearly,70,8.61651954490815
935,1960,estimates,male,5yearly,70,7.47258535947692
935,1960,estimates,female,5yearly,75,6.68774160063086
935,1960,estimates,male,5yearly,75,5.79767832263951
935,1960,estimates,female,5yearly,80,5.14905055869198
935,1960,estimates,male,5yearly,80,4.48100843788743
935,1960,estimates,female,5yearly,85,3.96152433459498
935,1960,estimates,male,5yearly,85,3.47738034886211
935,1960,estimates,female,5yearly,90,3.07362409998277
935,1960,estimates,male,5yearly,90,2.73399194083356
935,1960,estimates,female,5yearly,95,2.42860459863405
935,1960,estimates,male,5yearly,95,2.19713287853571
935,1960,estimates,female,5yearly,100plus,1.97149438803062
935,1960,estimates,male,5yearly,100plus,1.81756723838794
935,1965,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1965,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1965,estimates,female,5yearly,0,53.992327191595
935,1965,estimates,male,5yearly,0,51.6669950068694
935,1965,estimates,female,5yearly,1,59.3496287687582
935,1965,estimates,male,5yearly,1,57.7202902752697
935,1965,estimates,female,5yearly,5,59.1959229588297
935,1965,estimates,male,5yearly,5,57.3796655125785
935,1965,estimates,female,5yearly,10,55.4335225858069
935,1965,estimates,male,5yearly,10,53.5336618284271
935,1965,estimates,female,5yearly,15,51.0411223047059
935,1965,estimates,male,5yearly,15,49.1227592681619
935,1965,estimates,female,5yearly,20,46.7051811711775
935,1965,estimates,male,5yearly,20,44.7920406476792
935,1965,estimates,female,5yearly,25,42.4933952317652
935,1965,estimates,male,5yearly,25,40.5577945044344
935,1965,estimates,female,5yearly,30,38.3658599182714
935,1965,estimates,male,5yearly,30,36.3566551847138
935,1965,estimates,female,5yearly,35,34.3081137459314
935,1965,estimates,male,5yearly,35,32.1918671819815
