continent,year,variant,gender,freq,age1yearinterval,lifeexpectancy
904,1950,estimates,female,5yearly,0,53.015325076125
904,1950,estimates,male,5yearly,0,49.6213665796184
904,1950,estimates,female,5yearly,1,59.0288565970002
904,1950,estimates,male,5yearly,1,56.449926547609
904,1950,estimates,female,5yearly,5,59.2519567933391
904,1950,estimates,male,5yearly,5,56.7078406800817
904,1950,estimates,female,5yearly,10,55.3185694350103
904,1950,estimates,male,5yearly,10,52.8034607236454
904,1950,estimates,female,5yearly,15,50.8312353027616
904,1950,estimates,male,5yearly,15,48.3293073544193
904,1950,estimates,female,5yearly,20,46.5527541878163
904,1950,estimates,male,5yearly,20,44.0902526520214
904,1950,estimates,female,5yearly,25,42.4610089565066
904,1950,estimates,male,5yearly,25,40.0638543918902
904,1950,estimates,female,5yearly,30,38.465980408932
904,1950,estimates,male,5yearly,30,36.1285948521968
904,1950,estimates,female,5yearly,35,34.5164792290201
904,1950,estimates,male,5yearly,35,32.2282773677753
904,1950,estimates,female,5yearly,40,30.5975844567426
904,1950,estimates,male,5yearly,40,28.3758329728125
904,1950,estimates,female,5yearly,45,26.7175591296308
904,1950,estimates,male,5yearly,45,24.6118816200503
904,1950,estimates,female,5yearly,50,22.9148379669584
904,1950,estimates,male,5yearly,50,20.9922882573746
904,1950,estimates,female,5yearly,55,19.2573416906647
904,1950,estimates,male,5yearly,55,17.5737996782072
904,1950,estimates,female,5yearly,60,15.8171046833186
904,1950,estimates,male,5yearly,60,14.4068122949919
904,1950,estimates,female,5yearly,65,12.6597496138758
904,1950,estimates,male,5yearly,65,11.5291754545388
904,1950,estimates,female,5yearly,70,9.83081202366032
904,1950,estimates,male,5yearly,70,8.96212169245533
904,1950,estimates,female,5yearly,75,7.43279540470837
904,1950,estimates,male,5yearly,75,6.80654088877319
904,1950,estimates,female,5yearly,80,5.52671678777538
904,1950,estimates,male,5yearly,80,5.10694508433962
904,1950,estimates,female,5yearly,85,4.08154679709942
904,1950,estimates,male,5yearly,85,3.82275002627183
904,1950,estimates,female,5yearly,90,3.03623331331123
904,1950,estimates,male,5yearly,90,2.89174179409607
904,1950,estimates,female,5yearly,95,2.31247791513298
904,1950,estimates,male,5yearly,95,2.24168323430659
904,1950,estimates,female,5yearly,100plus,1.8298290178212
904,1950,estimates,male,5yearly,100plus,1.80201532121032
904,1955,estimates,female,5yearly,0,56.0203764514748
904,1955,estimates,male,5yearly,0,52.4161292086547
904,1955,estimates,female,5yearly,1,61.479532478274
904,1955,estimates,male,5yearly,1,58.7491266500136
904,1955,estimates,female,5yearly,5,61.1568115813478
904,1955,estimates,male,5yearly,5,58.4985394871742
904,1955,estimates,female,5yearly,10,57.0945443105568
904,1955,estimates,male,5yearly,10,54.4604455221734
904,1955,estimates,female,5yearly,15,52.5256684464056
904,1955,estimates,male,5yearly,15,49.9063716969882
904,1955,estimates,female,5yearly,20,48.1427471441334
904,1955,estimates,male,5yearly,20,45.5657935573359
904,1955,estimates,female,5yearly,25,43.9331327907133
904,1955,estimates,male,5yearly,25,41.42621624198
904,1955,estimates,female,5yearly,30,39.8208007737924
904,1955,estimates,male,5yearly,30,37.3831837655453
904,1955,estimates,female,5yearly,35,35.7562300205279
904,1955,estimates,male,5yearly,35,33.3808264355751
904,1955,estimates,female,5yearly,40,31.7267261141651
904,1955,estimates,male,5yearly,40,29.4239964211502
904,1955,estimates,female,5yearly,45,27.7460532581985
904,1955,estimates,male,5yearly,45,25.5524956373839
904,1955,estimates,female,5yearly,50,23.8537517037662
904,1955,estimates,male,5yearly,50,21.8303113910638
904,1955,estimates,female,5yearly,55,20.106927835565
904,1955,estimates,male,5yearly,55,18.3133985156178
904,1955,estimates,female,5yearly,60,16.5807822715578
904,1955,estimates,male,5yearly,60,15.0566858925388
904,1955,estimates,female,5yearly,65,13.3453554334889
904,1955,estimates,male,5yearly,65,12.1069043834355
904,1955,estimates,female,5yearly,70,10.4463653265127
904,1955,estimates,male,5yearly,70,9.48301854978122
904,1955,estimates,female,5yearly,75,7.97806940418772
904,1955,estimates,male,5yearly,75,7.27004714096901
904,1955,estimates,female,5yearly,80,5.98916660482928
904,1955,estimates,male,5yearly,80,5.50236110216787
904,1955,estimates,female,5yearly,85,4.45595593255502
904,1955,estimates,male,5yearly,85,4.14568654135329
904,1955,estimates,female,5yearly,90,3.32568693564648
904,1955,estimates,male,5yearly,90,3.14454613822793
904,1955,estimates,female,5yearly,95,2.52691463187978
904,1955,estimates,male,5yearly,95,2.43208269012069
904,1955,estimates,female,5yearly,100plus,1.98298627556727
904,1955,estimates,male,5yearly,100plus,1.94071998508852
904,1960,estimates,female,5yearly,0,58.8435281901796
904,1960,estimates,male,5yearly,0,54.8046250231099
904,1960,estimates,female,5yearly,1,63.768982149231
904,1960,estimates,male,5yearly,1,60.5985208967897
904,1960,estimates,female,5yearly,5,62.9170569705563
904,1960,estimates,male,5yearly,5,59.8763284246099
904,1960,estimates,female,5yearly,10,58.7213293319407
904,1960,estimates,male,5yearly,10,55.7220308068318
904,1960,estimates,female,5yearly,15,54.0815590581492
904,1960,estimates,male,5yearly,15,51.1060459451079
904,1960,estimates,female,5yearly,20,49.5987137298638
904,1960,estimates,male,5yearly,20,46.6795726029813
904,1960,estimates,female,5yearly,25,45.2712475938568
904,1960,estimates,male,5yearly,25,42.4413133016816
904,1960,estimates,female,5yearly,30,41.0355319630378
904,1960,estimates,male,5yearly,30,38.2996843941557
904,1960,estimates,female,5yearly,35,36.8508137743872
904,1960,estimates,male,5yearly,35,34.2021363765719
904,1960,estimates,female,5yearly,40,32.7079612899751
904,1960,estimates,male,5yearly,40,30.14797866562
904,1960,estimates,female,5yearly,45,28.6204170673527
904,1960,estimates,male,5yearly,45,26.1704808739472
904,1960,estimates,female,5yearly,50,24.6295008345817
904,1960,estimates,male,5yearly,50,22.344099431562
904,1960,estimates,female,5yearly,55,20.7913053973511
904,1960,estimates,male,5yearly,55,18.7445677032368
904,1960,estimates,female,5yearly,60,17.1681943030821
904,1960,estimates,male,5yearly,60,15.417096834477
904,1960,estimates,female,5yearly,65,13.8286530205501
904,1960,estimates,male,5yearly,65,12.4082119411127
904,1960,estimates,female,5yearly,70,10.8165575358364
904,1960,estimates,male,5yearly,70,9.74602687552647
904,1960,estimates,female,5yearly,75,8.23379894913635
904,1960,estimates,male,5yearly,75,7.48962294517516
904,1960,estimates,female,5yearly,80,6.14769874149102
904,1960,estimates,male,5yearly,80,5.67890668788181
904,1960,estimates,female,5yearly,85,4.53998492867951
904,1960,estimates,male,5yearly,85,4.28231877723158
904,1960,estimates,female,5yearly,90,3.35894558312589
904,1960,estimates,male,5yearly,90,3.24652081669673
904,1960,estimates,female,5yearly,95,2.53009575437023
904,1960,estimates,male,5yearly,95,2.50579358196572
904,1960,estimates,female,5yearly,100plus,1.97141475378179
904,1960,estimates,male,5yearly,100plus,1.99264128511563
904,1965,estimates,female,5yearly,0,61.2733565383477
904,1965,estimates,male,5yearly,0,56.7037001754987
904,1965,estimates,female,5yearly,1,65.7271101240268
904,1965,estimates,male,5yearly,1,61.9919314173095
904,1965,estimates,female,5yearly,5,64.3906737268114
904,1965,estimates,male,5yearly,5,60.8779669732133
904,1965,estimates,female,5yearly,10,60.029188919935
904,1965,estimates,male,5yearly,10,56.6023324201301
904,1965,estimates,female,5yearly,15,55.3279383263772
904,1965,estimates,male,5yearly,15,51.9415381600658
904,1965,estimates,female,5yearly,20,50.7572191859892
904,1965,estimates,male,5yearly,20,47.4525001087408
904,1965,estimates,female,5yearly,25,46.312527373
904,1965,estimates,male,5yearly,25,43.1388449536129
904,1965,estimates,female,5yearly,30,41.9523994412629
904,1965,estimates,male,5yearly,30,38.920346589295
904,1965,estimates,female,5yearly,35,37.648849173917
904,1965,estimates,male,5yearly,35,34.7502558591138
904,1965,estimates,female,5yearly,40,33.4014399934385
904,1965,estimates,male,5yearly,40,30.6325451652668
904,1965,estimates,female,5yearly,45,29.2227072290364
904,1965,estimates,male,5yearly,45,26.5991132162563
904,1965,estimates,female,5yearly,50,25.146747282291
904,1965,estimates,male,5yearly,50,22.7193839698204
904,1965,estimates,female,5yearly,55,21.2298092632169
904,1965,estimates,male,5yearly,55,19.0694720180786
904,1965,estimates,female,5yearly,60,17.5334303364187
904,1965,estimates,male,5yearly,60,15.7043486631553
904,1965,estimates,female,5yearly,65,14.1199527587906
904,1965,estimates,male,5yearly,65,12.6609264310797
904,1965,estimates,female,5yearly,70,11.0489449656916
904,1965,estimates,male,5yearly,70,9.95924499858086
904,1965,estimates,female,5yearly,75,8.41714086973825
904,1965,estimates,male,5yearly,75,7.664313778915
904,1965,estimates,female,5yearly,80,6.28477917106182
904,1965,estimates,male,5yearly,80,5.81653088628578
904,1965,estimates,female,5yearly,85,4.63678594933659
904,1965,estimates,male,5yearly,85,4.38650099483468
904,1965,estimates,female,5yearly,90,3.42348485259861
904,1965,estimates,male,5yearly,90,3.32242289153061
904,1965,estimates,female,5yearly,95,2.57084102984969
904,1965,estimates,male,5yearly,95,2.55921601730527
904,1965,estimates,female,5yearly,100plus,1.99590590332149
904,1965,estimates,male,5yearly,100plus,2.02916391973133
904,1970,estimates,female,5yearly,0,63.8269336614829
904,1970,estimates,male,5yearly,0,58.61542329174
904,1970,estimates,female,5yearly,1,67.7409185337106
904,1970,estimates,male,5yearly,1,63.3147428782427
904,1970,estimates,female,5yearly,5,65.8811205017202
904,1970,estimates,male,5yearly,5,61.6680184966137
904,1970,estimates,female,5yearly,10,61.3894379995088
904,1970,estimates,male,5yearly,10,57.2700894944542
904,1970,estimates,female,5yearly,15,56.6281995501936
904,1970,estimates,male,5yearly,15,52.5648299546566
904,1970,estimates,female,5yearly,20,51.9814587123514
904,1970,estimates,male,5yearly,20,48.032772802881
904,1970,estimates,female,5yearly,25,47.4324666859155
904,1970,estimates,male,5yearly,25,43.6709794235771
904,1970,estimates,female,5yearly,30,42.9538656745623
904,1970,estimates,male,5yearly,30,39.4024549097928
904,1970,estimates,female,5yearly,35,38.5374076980822
904,1970,estimates,male,5yearly,35,35.1841685938852
904,1970,estimates,female,5yearly,40,34.1878145483868
904,1970,estimates,male,5yearly,40,31.0219316620921
904,1970,estimates,female,5yearly,45,29.9198416644118
904,1970,estimates,male,5yearly,45,26.9537292911005
904,1970,estimates,female,5yearly,50,25.7645603129199
904,1970,estimates,male,5yearly,50,23.0432835188117
904,1970,estimates,female,5yearly,55,21.7721914555094
904,1970,estimates,male,5yearly,55,19.3582104237938
904,1970,estimates,female,5yearly,60,18.0005873195613
904,1970,estimates,male,5yearly,60,15.9547390469747
904,1970,estimates,female,5yearly,65,14.5123198712728
904,1970,estimates,male,5yearly,65,12.8811630897048
904,1970,estimates,female,5yearly,70,11.3670760401869
904,1970,estimates,male,5yearly,70,10.1496222797947
904,1970,estimates,female,5yearly,75,8.66676331577431
904,1970,estimates,male,5yearly,75,7.82351226213951
904,1970,estimates,female,5yearly,80,6.46990231899755
