continent,year,variant,gender,freq,age1yearinterval,lifeexpectancy
908,1950,estimates,female,5yearly,"Region, subregion, country or area *",EUROPE
908,1950,estimates,male,5yearly,"Region, subregion, country or area *",EUROPE
908,1950,estimates,female,5yearly,0,66.1456243807612
908,1950,estimates,male,5yearly,0,60.9770149368865
908,1950,estimates,female,5yearly,1,69.7335322387346
908,1950,estimates,male,5yearly,1,65.1139537608098
908,1950,estimates,female,5yearly,5,67.3168604540968
908,1950,estimates,male,5yearly,5,62.6916238744354
908,1950,estimates,female,5yearly,10,62.64110352464
908,1950,estimates,male,5yearly,10,58.0651967023909
908,1950,estimates,female,5yearly,15,57.8441041566398
908,1950,estimates,male,5yearly,15,53.3236364041252
908,1950,estimates,female,5yearly,20,53.1553052290946
908,1950,estimates,male,5yearly,20,48.7428520915882
908,1950,estimates,female,5yearly,25,48.5429009566595
908,1950,estimates,male,5yearly,25,44.2997605842709
908,1950,estimates,female,5yearly,30,43.9556094376488
908,1950,estimates,male,5yearly,30,39.8700436704611
908,1950,estimates,female,5yearly,35,39.378232506763
908,1950,estimates,male,5yearly,35,35.4209174170116
908,1950,estimates,female,5yearly,40,34.8450213275078
908,1950,estimates,male,5yearly,40,31.0324517307904
908,1950,estimates,female,5yearly,45,30.3817533920945
908,1950,estimates,male,5yearly,45,26.769871928965
908,1950,estimates,female,5yearly,50,26.0297402821717
908,1950,estimates,male,5yearly,50,22.7154617971963
908,1950,estimates,female,5yearly,55,21.8283813086281
908,1950,estimates,male,5yearly,55,18.9326323436867
908,1950,estimates,female,5yearly,60,17.8272157139916
908,1950,estimates,male,5yearly,60,15.4520911111479
908,1950,estimates,female,5yearly,65,14.1228925954203
908,1950,estimates,male,5yearly,65,12.2951388728236
908,1950,estimates,female,5yearly,70,10.8458657761163
908,1950,estimates,male,5yearly,70,9.48485972202253
908,1950,estimates,female,5yearly,75,8.09854000623704
908,1950,estimates,male,5yearly,75,7.13124667515755
908,1950,estimates,female,5yearly,80,5.90196415906504
908,1950,estimates,male,5yearly,80,5.27558905747816
908,1950,estimates,female,5yearly,85,4.24348903066162
908,1950,estimates,male,5yearly,85,3.88224555098747
908,1950,estimates,female,5yearly,90,3.06340584447576
908,1950,estimates,male,5yearly,90,2.88536102880193
908,1950,estimates,female,5yearly,95,2.26980208578743
908,1950,estimates,male,5yearly,95,2.20305767317609
908,1950,estimates,female,5yearly,100plus,1.7615578567558
908,1950,estimates,male,5yearly,100plus,1.75327784196962
908,1955,estimates,female,5yearly,"Region, subregion, country or area *",EUROPE
908,1955,estimates,male,5yearly,"Region, subregion, country or area *",EUROPE
908,1955,estimates,female,5yearly,0,69.7782487803046
908,1955,estimates,male,5yearly,0,64.1920758518401
908,1955,estimates,female,5yearly,1,72.0878994098677
908,1955,estimates,male,5yearly,1,66.9020938253021
908,1955,estimates,female,5yearly,5,68.9501329394232
908,1955,estimates,male,5yearly,5,63.7633795564966
908,1955,estimates,female,5yearly,10,64.2004002084548
908,1955,estimates,male,5yearly,10,59.0657979428168
908,1955,estimates,female,5yearly,15,59.3368128640774
908,1955,estimates,male,5yearly,15,54.2626340770441
908,1955,estimates,female,5yearly,20,54.5386806578743
908,1955,estimates,male,5yearly,20,49.5972809145169
908,1955,estimates,female,5yearly,25,49.7970799568032
908,1955,estimates,male,5yearly,25,45.0480574380095
908,1955,estimates,female,5yearly,30,45.087760660092
908,1955,estimates,male,5yearly,30,40.5348595899409
908,1955,estimates,female,5yearly,35,40.4127463322253
908,1955,estimates,male,5yearly,35,36.0264028917433
908,1955,estimates,female,5yearly,40,35.7882819710074
908,1955,estimates,male,5yearly,40,31.5479230224784
