variant,region,year,under_five_mortality
estimates,912,1950,338.868
estimates,912,1951,333.356
estimates,912,1952,322.618
estimates,912,1953,312.447
estimates,912,1954,302.844
estimates,912,1955,293.807
estimates,912,1956,285.327
estimates,912,1957,277.389
estimates,912,1958,269.965
estimates,912,1959,263.011
estimates,912,1960,256.471
estimates,912,1961,250.283
estimates,912,1962,244.38
estimates,912,1963,238.707
estimates,912,1964,233.228
estimates,912,1965,228.001
estimates,912,1966,223.133
estimates,912,1967,218.664
estimates,912,1968,214.548
estimates,912,1969,210.656
estimates,912,1970,206.766
estimates,912,1971,202.616
estimates,912,1972,198.005
estimates,912,1973,192.802
estimates,912,1974,186.963
estimates,912,1975,180.519
estimates,912,1976,173.588
estimates,912,1977,166.396
estimates,912,1978,159.153
estimates,912,1979,151.971
estimates,912,1980,144.888
estimates,912,1981,137.88
estimates,912,1982,130.914
estimates,912,1983,124.018
estimates,912,1984,117.295
estimates,912,1985,110.927
estimates,912,1986,105.117
estimates,912,1987,99.968
estimates,912,1988,95.506
estimates,912,1989,91.694
estimates,912,1990,88.389
estimates,912,1991,85.374
estimates,912,1992,82.424
estimates,912,1993,79.375
estimates,912,1994,76.173
estimates,912,1995,72.854
estimates,912,1996,69.54
estimates,912,1997,66.406
estimates,912,1998,63.574
estimates,912,1999,61.066
estimates,912,2000,58.863
estimates,912,2001,56.899
estimates,912,2002,55.068
estimates,912,2003,53.279
estimates,912,2004,51.494
estimates,912,2005,49.685
estimates,912,2006,47.849
estimates,912,2007,46.023
estimates,912,2008,44.243
estimates,912,2009,42.526
estimates,912,2010,40.898
estimates,912,2011,39.386
estimates,912,2012,38.004
estimates,912,2013,36.757
estimates,912,2014,35.644
estimates,912,2015,34.657
medium_variant,912,2015,34.657
medium_variant,912,2016,33.779
medium_variant,912,2017,32.982
medium_variant,912,2018,32.24
medium_variant,912,2019,31.535
medium_variant,912,2020,30.856
medium_variant,912,2021,30.198
medium_variant,912,2022,29.566
medium_variant,912,2023,28.96
medium_variant,912,2024,28.372
medium_variant,912,2025,27.795
medium_variant,912,2026,27.224
medium_variant,912,2027,26.657
medium_variant,912,2028,26.092
medium_variant,912,2029,25.526
medium_variant,912,2030,24.958
medium_variant,912,2031,24.387
medium_variant,912,2032,23.816
medium_variant,912,2033,23.25
medium_variant,912,2034,22.692
medium_variant,912,2035,22.146
medium_variant,912,2036,21.617
medium_variant,912,2037,21.106
medium_variant,912,2038,20.615
medium_variant,912,2039,20.148
medium_variant,912,2040,19.703
medium_variant,912,2041,19.279
medium_variant,912,2042,18.875
medium_variant,912,2043,18.486
medium_variant,912,2044,18.113
medium_variant,912,2045,17.755
medium_variant,912,2046,17.412
medium_variant,912,2047,17.084
medium_variant,912,2048,16.771
medium_variant,912,2049,16.473
medium_variant,912,2050,16.19
medium_variant,912,2051,15.923
medium_variant,912,2052,15.671
medium_variant,912,2053,15.432
medium_variant,912,2054,15.205
medium_variant,912,2055,14.986
medium_variant,912,2056,14.773
medium_variant,912,2057,14.564
medium_variant,912,2058,14.357
medium_variant,912,2059,14.152
medium_variant,912,2060,13.947
medium_variant,912,2061,13.746
medium_variant,912,2062,13.549
medium_variant,912,2063,13.359
medium_variant,912,2064,13.176
medium_variant,912,2065,13
medium_variant,912,2066,12.831
medium_variant,912,2067,12.669
medium_variant,912,2068,12.513
medium_variant,912,2069,12.36
medium_variant,912,2070,12.212
medium_variant,912,2071,12.067
medium_variant,912,2072,11.925
medium_variant,912,2073,11.785
medium_variant,912,2074,11.648
medium_variant,912,2075,11.512
medium_variant,912,2076,11.376
medium_variant,912,2077,11.243
medium_variant,912,2078,11.111
medium_variant,912,2079,10.981
medium_variant,912,2080,10.854
medium_variant,912,2081,10.731
medium_variant,912,2082,10.611
medium_variant,912,2083,10.497
medium_variant,912,2084,10.387
medium_variant,912,2085,10.282
medium_variant,912,2086,10.18
medium_variant,912,2087,10.081
medium_variant,912,2088,9.985
medium_variant,912,2089,9.892
medium_variant,912,2090,9.805
medium_variant,912,2091,9.723
medium_variant,912,2092,9.65
medium_variant,912,2093,9.584
medium_variant,912,2094,9.529
medium_variant,912,2095,9.484
medium_variant,912,2096,9.449
medium_variant,912,2097,9.425
medium_variant,912,2098,9.411
medium_variant,912,2099,9.409
