variant,region,year,under_five_mortality
estimates,957,1950,142.365
estimates,957,1951,139.499
estimates,957,1952,133.968
estimates,957,1953,128.841
estimates,957,1954,124.117
estimates,957,1955,119.794
estimates,957,1956,115.863
estimates,957,1957,112.308
estimates,957,1958,109.102
estimates,957,1959,106.196
estimates,957,1960,103.532
estimates,957,1961,101.046
estimates,957,1962,98.666
estimates,957,1963,96.33
estimates,957,1964,93.998
estimates,957,1965,91.662
estimates,957,1966,89.345
estimates,957,1967,87.09
estimates,957,1968,84.919
estimates,957,1969,82.819
estimates,957,1970,80.776
estimates,957,1971,78.767
estimates,957,1972,76.757
estimates,957,1973,74.71
estimates,957,1974,72.593
estimates,957,1975,70.358
estimates,957,1976,67.961
estimates,957,1977,65.401
estimates,957,1978,62.696
estimates,957,1979,59.875
estimates,957,1980,56.97
estimates,957,1981,54.025
estimates,957,1982,51.104
estimates,957,1983,48.276
estimates,957,1984,45.601
estimates,957,1985,43.148
estimates,957,1986,40.976
estimates,957,1987,39.086
estimates,957,1988,37.457
estimates,957,1989,36.069
estimates,957,1990,34.871
estimates,957,1991,33.789
estimates,957,1992,32.754
estimates,957,1993,31.711
estimates,957,1994,30.639
estimates,957,1995,29.546
estimates,957,1996,28.467
estimates,957,1997,27.457
estimates,957,1998,26.553
estimates,957,1999,25.76
estimates,957,2000,25.068
estimates,957,2001,24.457
estimates,957,2002,23.892
estimates,957,2003,23.343
estimates,957,2004,22.792
estimates,957,2005,22.227
estimates,957,2006,21.639
estimates,957,2007,21.037
estimates,957,2008,20.432
estimates,957,2009,19.829
estimates,957,2010,19.238
estimates,957,2011,18.671
estimates,957,2012,18.138
estimates,957,2013,17.646
estimates,957,2014,17.2
estimates,957,2015,16.8
medium_variant,957,2015,16.8
medium_variant,957,2016,16.444
medium_variant,957,2017,16.123
medium_variant,957,2018,15.828
medium_variant,957,2019,15.554
medium_variant,957,2020,15.295
medium_variant,957,2021,15.051
medium_variant,957,2022,14.817
medium_variant,957,2023,14.594
medium_variant,957,2024,14.378
medium_variant,957,2025,14.167
medium_variant,957,2026,13.958
medium_variant,957,2027,13.754
medium_variant,957,2028,13.553
medium_variant,957,2029,13.356
medium_variant,957,2030,13.16
medium_variant,957,2031,12.966
medium_variant,957,2032,12.773
medium_variant,957,2033,12.583
medium_variant,957,2034,12.395
medium_variant,957,2035,12.208
medium_variant,957,2036,12.022
medium_variant,957,2037,11.837
medium_variant,957,2038,11.654
medium_variant,957,2039,11.473
medium_variant,957,2040,11.293
medium_variant,957,2041,11.115
medium_variant,957,2042,10.939
medium_variant,957,2043,10.765
medium_variant,957,2044,10.594
medium_variant,957,2045,10.427
medium_variant,957,2046,10.263
medium_variant,957,2047,10.104
medium_variant,957,2048,9.949
medium_variant,957,2049,9.799
medium_variant,957,2050,9.654
medium_variant,957,2051,9.514
medium_variant,957,2052,9.379
medium_variant,957,2053,9.249
medium_variant,957,2054,9.122
medium_variant,957,2055,8.999
medium_variant,957,2056,8.879
medium_variant,957,2057,8.762
medium_variant,957,2058,8.646
medium_variant,957,2059,8.531
medium_variant,957,2060,8.418
medium_variant,957,2061,8.304
medium_variant,957,2062,8.192
medium_variant,957,2063,8.08
medium_variant,957,2064,7.97
medium_variant,957,2065,7.859
medium_variant,957,2066,7.75
medium_variant,957,2067,7.641
medium_variant,957,2068,7.533
medium_variant,957,2069,7.425
medium_variant,957,2070,7.318
medium_variant,957,2071,7.212
medium_variant,957,2072,7.106
medium_variant,957,2073,7.001
medium_variant,957,2074,6.897
medium_variant,957,2075,6.794
medium_variant,957,2076,6.692
medium_variant,957,2077,6.592
medium_variant,957,2078,6.494
medium_variant,957,2079,6.398
medium_variant,957,2080,6.304
medium_variant,957,2081,6.213
medium_variant,957,2082,6.124
medium_variant,957,2083,6.038
medium_variant,957,2084,5.953
medium_variant,957,2085,5.871
medium_variant,957,2086,5.79
medium_variant,957,2087,5.711
medium_variant,957,2088,5.633
medium_variant,957,2089,5.557
medium_variant,957,2090,5.481
medium_variant,957,2091,5.406
medium_variant,957,2092,5.332
medium_variant,957,2093,5.259
medium_variant,957,2094,5.187
medium_variant,957,2095,5.115
medium_variant,957,2096,5.045
medium_variant,957,2097,4.975
medium_variant,957,2098,4.907
medium_variant,957,2099,4.839
