variant,region,year,under_five_mortality
estimates,941,1950,336.426
estimates,941,1951,333.141
estimates,941,1952,326.697
estimates,941,1953,320.498
estimates,941,1954,314.546
estimates,941,1955,308.837
estimates,941,1956,303.357
estimates,941,1957,298.093
estimates,941,1958,293.019
estimates,941,1959,288.082
estimates,941,1960,283.23
estimates,941,1961,278.416
estimates,941,1962,273.61
estimates,941,1963,268.821
estimates,941,1964,264.106
estimates,941,1965,259.643
estimates,941,1966,255.652
estimates,941,1967,252.257
estimates,941,1968,249.477
estimates,941,1969,247.231
estimates,941,1970,245.318
estimates,941,1971,243.462
estimates,941,1972,241.381
estimates,941,1973,238.867
estimates,941,1974,235.833
estimates,941,1975,232.275
estimates,941,1976,228.283
estimates,941,1977,224.072
estimates,941,1978,219.83
estimates,941,1979,215.641
estimates,941,1980,211.551
estimates,941,1981,207.567
estimates,941,1982,203.654
estimates,941,1983,199.804
estimates,941,1984,196.048
estimates,941,1985,192.48
estimates,941,1986,189.202
estimates,941,1987,186.235
estimates,941,1988,183.537
estimates,941,1989,181.025
estimates,941,1990,178.539
estimates,941,1991,175.882
estimates,941,1992,172.89
estimates,941,1993,169.449
estimates,941,1994,165.516
estimates,941,1995,161.1
estimates,941,1996,156.276
estimates,941,1997,151.208
estimates,941,1998,146.047
estimates,941,1999,140.876
estimates,941,2000,135.746
estimates,941,2001,130.67
estimates,941,2002,125.633
estimates,941,2003,120.645
estimates,941,2004,115.754
estimates,941,2005,111.006
estimates,941,2006,106.44
estimates,941,2007,102.081
estimates,941,2008,97.957
estimates,941,2009,94.094
estimates,941,2010,90.529
estimates,941,2011,87.284
estimates,941,2012,84.343
estimates,941,2013,81.675
estimates,941,2014,79.25
estimates,941,2015,77.03
medium_variant,941,2015,77.03
medium_variant,941,2016,74.97
medium_variant,941,2017,73.024
medium_variant,941,2018,71.152
medium_variant,941,2019,69.321
medium_variant,941,2020,67.513
medium_variant,941,2021,65.726
medium_variant,941,2022,63.981
medium_variant,941,2023,62.291
medium_variant,941,2024,60.655
medium_variant,941,2025,59.072
medium_variant,941,2026,57.539
medium_variant,941,2027,56.056
medium_variant,941,2028,54.621
medium_variant,941,2029,53.231
medium_variant,941,2030,51.884
medium_variant,941,2031,50.579
medium_variant,941,2032,49.315
medium_variant,941,2033,48.092
medium_variant,941,2034,46.906
medium_variant,941,2035,45.758
medium_variant,941,2036,44.647
medium_variant,941,2037,43.573
medium_variant,941,2038,42.535
medium_variant,941,2039,41.532
medium_variant,941,2040,40.564
medium_variant,941,2041,39.63
medium_variant,941,2042,38.73
medium_variant,941,2043,37.861
medium_variant,941,2044,37.021
medium_variant,941,2045,36.209
medium_variant,941,2046,35.42
medium_variant,941,2047,34.653
medium_variant,941,2048,33.907
medium_variant,941,2049,33.181
medium_variant,941,2050,32.474
medium_variant,941,2051,31.787
medium_variant,941,2052,31.123
medium_variant,941,2053,30.481
medium_variant,941,2054,29.863
medium_variant,941,2055,29.268
medium_variant,941,2056,28.697
medium_variant,941,2057,28.149
medium_variant,941,2058,27.621
medium_variant,941,2059,27.114
medium_variant,941,2060,26.624
medium_variant,941,2061,26.151
medium_variant,941,2062,25.693
medium_variant,941,2063,25.248
medium_variant,941,2064,24.815
medium_variant,941,2065,24.394
medium_variant,941,2066,23.985
medium_variant,941,2067,23.588
medium_variant,941,2068,23.203
medium_variant,941,2069,22.83
medium_variant,941,2070,22.468
medium_variant,941,2071,22.118
medium_variant,941,2072,21.778
medium_variant,941,2073,21.449
medium_variant,941,2074,21.128
medium_variant,941,2075,20.816
medium_variant,941,2076,20.511
medium_variant,941,2077,20.213
medium_variant,941,2078,19.921
medium_variant,941,2079,19.636
medium_variant,941,2080,19.356
medium_variant,941,2081,19.081
medium_variant,941,2082,18.811
medium_variant,941,2083,18.547
medium_variant,941,2084,18.288
medium_variant,941,2085,18.035
medium_variant,941,2086,17.786
medium_variant,941,2087,17.543
medium_variant,941,2088,17.304
medium_variant,941,2089,17.07
medium_variant,941,2090,16.841
medium_variant,941,2091,16.615
medium_variant,941,2092,16.393
medium_variant,941,2093,16.175
medium_variant,941,2094,15.961
medium_variant,941,2095,15.75
medium_variant,941,2096,15.543
medium_variant,941,2097,15.339
medium_variant,941,2098,15.138
medium_variant,941,2099,14.941
