variant,region,year,under_five_mortality
estimates,901,1950,88.897
estimates,901,1951,85.702
estimates,901,1952,79.516
estimates,901,1953,73.737
estimates,901,1954,68.366
estimates,901,1955,63.402
estimates,901,1956,58.845
estimates,901,1957,54.69
estimates,901,1958,50.931
estimates,901,1959,47.559
estimates,901,1960,44.559
estimates,901,1961,41.908
estimates,901,1962,39.577
estimates,901,1963,37.524
estimates,901,1964,35.703
estimates,901,1965,34.071
estimates,901,1966,32.59
estimates,901,1967,31.239
estimates,901,1968,29.994
estimates,901,1969,28.828
estimates,901,1970,27.73
estimates,901,1971,26.702
estimates,901,1972,25.759
estimates,901,1973,24.904
estimates,901,1974,24.122
estimates,901,1975,23.392
estimates,901,1976,22.692
estimates,901,1977,22.006
estimates,901,1978,21.323
estimates,901,1979,20.635
estimates,901,1980,19.949
estimates,901,1981,19.278
estimates,901,1982,18.638
estimates,901,1983,18.039
estimates,901,1984,17.477
estimates,901,1985,16.943
estimates,901,1986,16.417
estimates,901,1987,15.885
estimates,901,1988,15.335
estimates,901,1989,14.766
estimates,901,1990,14.183
estimates,901,1991,13.594
estimates,901,1992,13.017
estimates,901,1993,12.464
estimates,901,1994,11.943
estimates,901,1995,11.46
estimates,901,1996,11.017
estimates,901,1997,10.61
estimates,901,1998,10.232
estimates,901,1999,9.881
estimates,901,2000,9.552
estimates,901,2001,9.239
estimates,901,2002,8.939
estimates,901,2003,8.647
estimates,901,2004,8.36
estimates,901,2005,8.078
estimates,901,2006,7.801
estimates,901,2007,7.533
estimates,901,2008,7.275
estimates,901,2009,7.028
estimates,901,2010,6.791
estimates,901,2011,6.564
estimates,901,2012,6.346
estimates,901,2013,6.136
estimates,901,2014,5.933
estimates,901,2015,5.739
medium_variant,901,2015,5.739
medium_variant,901,2016,5.555
medium_variant,901,2017,5.38
medium_variant,901,2018,5.216
medium_variant,901,2019,5.061
medium_variant,901,2020,4.916
medium_variant,901,2021,4.778
medium_variant,901,2022,4.646
medium_variant,901,2023,4.52
medium_variant,901,2024,4.398
medium_variant,901,2025,4.28
medium_variant,901,2026,4.165
medium_variant,901,2027,4.056
medium_variant,901,2028,3.95
medium_variant,901,2029,3.85
medium_variant,901,2030,3.754
medium_variant,901,2031,3.663
medium_variant,901,2032,3.576
medium_variant,901,2033,3.493
medium_variant,901,2034,3.414
medium_variant,901,2035,3.34
medium_variant,901,2036,3.269
medium_variant,901,2037,3.202
medium_variant,901,2038,3.139
medium_variant,901,2039,3.079
medium_variant,901,2040,3.022
medium_variant,901,2041,2.967
medium_variant,901,2042,2.914
medium_variant,901,2043,2.863
medium_variant,901,2044,2.813
medium_variant,901,2045,2.763
medium_variant,901,2046,2.715
medium_variant,901,2047,2.667
medium_variant,901,2048,2.62
medium_variant,901,2049,2.573
medium_variant,901,2050,2.528
medium_variant,901,2051,2.483
medium_variant,901,2052,2.439
medium_variant,901,2053,2.396
medium_variant,901,2054,2.354
medium_variant,901,2055,2.313
medium_variant,901,2056,2.274
medium_variant,901,2057,2.235
medium_variant,901,2058,2.198
medium_variant,901,2059,2.161
medium_variant,901,2060,2.126
medium_variant,901,2061,2.092
medium_variant,901,2062,2.06
medium_variant,901,2063,2.028
medium_variant,901,2064,1.997
medium_variant,901,2065,1.967
medium_variant,901,2066,1.938
medium_variant,901,2067,1.91
medium_variant,901,2068,1.883
medium_variant,901,2069,1.858
medium_variant,901,2070,1.832
medium_variant,901,2071,1.808
medium_variant,901,2072,1.783
medium_variant,901,2073,1.76
medium_variant,901,2074,1.736
medium_variant,901,2075,1.712
medium_variant,901,2076,1.689
medium_variant,901,2077,1.665
medium_variant,901,2078,1.642
medium_variant,901,2079,1.618
medium_variant,901,2080,1.595
medium_variant,901,2081,1.572
medium_variant,901,2082,1.55
medium_variant,901,2083,1.527
medium_variant,901,2084,1.505
medium_variant,901,2085,1.483
medium_variant,901,2086,1.461
medium_variant,901,2087,1.439
medium_variant,901,2088,1.418
medium_variant,901,2089,1.397
medium_variant,901,2090,1.377
medium_variant,901,2091,1.357
medium_variant,901,2092,1.337
medium_variant,901,2093,1.319
medium_variant,901,2094,1.301
medium_variant,901,2095,1.284
medium_variant,901,2096,1.268
medium_variant,901,2097,1.252
medium_variant,901,2098,1.238
medium_variant,901,2099,1.224
