variant,region,year,under_five_mortality
estimates,902,1950,257.388
estimates,902,1951,254.753
estimates,902,1952,249.692
estimates,902,1953,245.045
estimates,902,1954,240.813
estimates,902,1955,236.982
estimates,902,1956,233.508
estimates,902,1957,230.332
estimates,902,1958,227.341
estimates,902,1959,224.334
estimates,902,1960,221.085
estimates,902,1961,217.369
estimates,902,1962,212.984
estimates,902,1963,207.834
estimates,902,1964,201.971
estimates,902,1965,195.583
estimates,902,1966,188.965
estimates,902,1967,182.477
estimates,902,1968,176.412
estimates,902,1969,170.913
estimates,902,1970,166.056
estimates,902,1971,161.811
estimates,902,1972,157.986
estimates,902,1973,154.402
estimates,902,1974,150.978
estimates,902,1975,147.622
estimates,902,1976,144.261
estimates,902,1977,140.868
estimates,902,1978,137.433
estimates,902,1979,133.941
estimates,902,1980,130.385
estimates,902,1981,126.776
estimates,902,1982,123.179
estimates,902,1983,119.669
estimates,902,1984,116.307
estimates,902,1985,113.192
estimates,902,1986,110.426
estimates,902,1987,108.039
estimates,902,1988,106.021
estimates,902,1989,104.334
estimates,902,1990,102.904
estimates,902,1991,101.632
estimates,902,1992,100.388
estimates,902,1993,99.055
estimates,902,1994,97.551
estimates,902,1995,95.814
estimates,902,1996,93.814
estimates,902,1997,91.593
estimates,902,1998,89.198
estimates,902,1999,86.649
estimates,902,2000,83.967
estimates,902,2001,81.177
estimates,902,2002,78.321
estimates,902,2003,75.448
estimates,902,2004,72.601
estimates,902,2005,69.815
estimates,902,2006,67.112
estimates,902,2007,64.499
estimates,902,2008,61.993
estimates,902,2009,59.62
estimates,902,2010,57.415
estimates,902,2011,55.404
estimates,902,2012,53.587
estimates,902,2013,51.955
estimates,902,2014,50.496
estimates,902,2015,49.193
medium_variant,902,2015,49.193
medium_variant,902,2016,48.018
medium_variant,902,2017,46.937
medium_variant,902,2018,45.916
medium_variant,902,2019,44.93
medium_variant,902,2020,43.962
medium_variant,902,2021,43.005
medium_variant,902,2022,42.067
medium_variant,902,2023,41.152
medium_variant,902,2024,40.255
medium_variant,902,2025,39.373
medium_variant,902,2026,38.506
medium_variant,902,2027,37.655
medium_variant,902,2028,36.822
medium_variant,902,2029,36.006
medium_variant,902,2030,35.207
medium_variant,902,2031,34.423
medium_variant,902,2032,33.655
medium_variant,902,2033,32.902
medium_variant,902,2034,32.166
medium_variant,902,2035,31.447
medium_variant,902,2036,30.747
medium_variant,902,2037,30.065
medium_variant,902,2038,29.403
medium_variant,902,2039,28.76
medium_variant,902,2040,28.138
medium_variant,902,2041,27.536
medium_variant,902,2042,26.953
medium_variant,902,2043,26.388
medium_variant,902,2044,25.839
medium_variant,902,2045,25.304
medium_variant,902,2046,24.782
medium_variant,902,2047,24.27
medium_variant,902,2048,23.768
medium_variant,902,2049,23.277
medium_variant,902,2050,22.796
medium_variant,902,2051,22.329
medium_variant,902,2052,21.875
medium_variant,902,2053,21.437
medium_variant,902,2054,21.015
medium_variant,902,2055,20.609
medium_variant,902,2056,20.218
medium_variant,902,2057,19.84
medium_variant,902,2058,19.474
medium_variant,902,2059,19.118
medium_variant,902,2060,18.771
medium_variant,902,2061,18.432
medium_variant,902,2062,18.1
medium_variant,902,2063,17.775
medium_variant,902,2064,17.458
medium_variant,902,2065,17.147
medium_variant,902,2066,16.845
medium_variant,902,2067,16.552
medium_variant,902,2068,16.269
medium_variant,902,2069,15.995
medium_variant,902,2070,15.731
medium_variant,902,2071,15.474
medium_variant,902,2072,15.225
medium_variant,902,2073,14.981
medium_variant,902,2074,14.744
medium_variant,902,2075,14.512
medium_variant,902,2076,14.286
medium_variant,902,2077,14.067
medium_variant,902,2078,13.855
medium_variant,902,2079,13.651
medium_variant,902,2080,13.453
medium_variant,902,2081,13.261
medium_variant,902,2082,13.075
medium_variant,902,2083,12.895
medium_variant,902,2084,12.719
medium_variant,902,2085,12.547
medium_variant,902,2086,12.378
medium_variant,902,2087,12.213
medium_variant,902,2088,12.051
medium_variant,902,2089,11.891
medium_variant,902,2090,11.735
medium_variant,902,2091,11.58
medium_variant,902,2092,11.428
medium_variant,902,2093,11.279
medium_variant,902,2094,11.132
medium_variant,902,2095,10.988
medium_variant,902,2096,10.846
medium_variant,902,2097,10.707
medium_variant,902,2098,10.571
medium_variant,902,2099,10.437
