variant,region,year,under_five_mortality
estimates,954,1950,153.546
estimates,954,1951,152.402
estimates,954,1952,150.015
estimates,954,1953,147.428
estimates,954,1954,144.642
estimates,954,1955,141.659
estimates,954,1956,138.488
estimates,954,1957,135.142
estimates,954,1958,131.648
estimates,954,1959,128.048
estimates,954,1960,124.395
estimates,954,1961,120.746
estimates,954,1962,117.16
estimates,954,1963,113.682
estimates,954,1964,110.336
estimates,954,1965,107.103
estimates,954,1966,103.937
estimates,954,1967,100.786
estimates,954,1968,97.631
estimates,954,1969,94.492
estimates,954,1970,91.414
estimates,954,1971,88.461
estimates,954,1972,85.696
estimates,954,1973,83.17
estimates,954,1974,80.904
estimates,954,1975,78.922
estimates,954,1976,77.228
estimates,954,1977,75.775
estimates,954,1978,74.502
estimates,954,1979,73.359
estimates,954,1980,72.286
estimates,954,1981,71.228
estimates,954,1982,70.141
estimates,954,1983,68.986
estimates,954,1984,67.732
estimates,954,1985,66.357
estimates,954,1986,64.863
estimates,954,1987,63.279
estimates,954,1988,61.633
estimates,954,1989,59.935
estimates,954,1990,58.178
estimates,954,1991,56.352
estimates,954,1992,54.463
estimates,954,1993,52.532
estimates,954,1994,50.593
estimates,954,1995,48.689
estimates,954,1996,46.863
estimates,954,1997,45.154
estimates,954,1998,43.59
estimates,954,1999,42.193
estimates,954,2000,40.981
estimates,954,2001,39.951
estimates,954,2002,39.078
estimates,954,2003,38.332
estimates,954,2004,37.695
estimates,954,2005,37.156
estimates,954,2006,36.707
estimates,954,2007,36.334
estimates,954,2008,36.016
estimates,954,2009,35.728
estimates,954,2010,35.44
estimates,954,2011,35.128
estimates,954,2012,34.779
estimates,954,2013,34.385
estimates,954,2014,33.938
estimates,954,2015,33.439
medium_variant,954,2015,33.439
medium_variant,954,2016,32.895
medium_variant,954,2017,32.325
medium_variant,954,2018,31.747
medium_variant,954,2019,31.169
medium_variant,954,2020,30.595
medium_variant,954,2021,30.026
medium_variant,954,2022,29.46
medium_variant,954,2023,28.895
medium_variant,954,2024,28.336
medium_variant,954,2025,27.785
medium_variant,954,2026,27.242
medium_variant,954,2027,26.711
medium_variant,954,2028,26.195
medium_variant,954,2029,25.697
medium_variant,954,2030,25.221
medium_variant,954,2031,24.772
medium_variant,954,2032,24.35
medium_variant,954,2033,23.957
medium_variant,954,2034,23.593
medium_variant,954,2035,23.258
medium_variant,954,2036,22.952
medium_variant,954,2037,22.671
medium_variant,954,2038,22.41
medium_variant,954,2039,22.165
medium_variant,954,2040,21.933
medium_variant,954,2041,21.71
medium_variant,954,2042,21.494
medium_variant,954,2043,21.28
medium_variant,954,2044,21.066
medium_variant,954,2045,20.848
medium_variant,954,2046,20.623
medium_variant,954,2047,20.392
medium_variant,954,2048,20.154
medium_variant,954,2049,19.91
medium_variant,954,2050,19.657
medium_variant,954,2051,19.394
medium_variant,954,2052,19.125
medium_variant,954,2053,18.849
medium_variant,954,2054,18.568
medium_variant,954,2055,18.284
medium_variant,954,2056,17.996
medium_variant,954,2057,17.707
medium_variant,954,2058,17.418
medium_variant,954,2059,17.131
medium_variant,954,2060,16.846
medium_variant,954,2061,16.564
medium_variant,954,2062,16.286
medium_variant,954,2063,16.011
medium_variant,954,2064,15.742
medium_variant,954,2065,15.481
medium_variant,954,2066,15.23
medium_variant,954,2067,14.99
medium_variant,954,2068,14.761
medium_variant,954,2069,14.543
medium_variant,954,2070,14.335
medium_variant,954,2071,14.137
medium_variant,954,2072,13.946
medium_variant,954,2073,13.76
medium_variant,954,2074,13.577
medium_variant,954,2075,13.394
medium_variant,954,2076,13.209
medium_variant,954,2077,13.023
medium_variant,954,2078,12.835
medium_variant,954,2079,12.644
medium_variant,954,2080,12.449
medium_variant,954,2081,12.25
medium_variant,954,2082,12.049
medium_variant,954,2083,11.846
medium_variant,954,2084,11.642
medium_variant,954,2085,11.438
medium_variant,954,2086,11.234
medium_variant,954,2087,11.031
medium_variant,954,2088,10.829
medium_variant,954,2089,10.63
medium_variant,954,2090,10.433
medium_variant,954,2091,10.24
medium_variant,954,2092,10.052
medium_variant,954,2093,9.867
medium_variant,954,2094,9.687
medium_variant,954,2095,9.512
medium_variant,954,2096,9.341
medium_variant,954,2097,9.175
medium_variant,954,2098,9.013
medium_variant,954,2099,8.856
