variant,region,year,under_five_mortality
estimates,910,1950,310.776
estimates,910,1951,308.411
estimates,910,1952,303.641
estimates,910,1953,298.787
estimates,910,1954,293.849
estimates,910,1955,288.831
estimates,910,1956,283.741
estimates,910,1957,278.593
estimates,910,1958,273.417
estimates,910,1959,268.259
estimates,910,1960,263.174
estimates,910,1961,258.222
estimates,910,1962,253.465
estimates,910,1963,248.948
estimates,910,1964,244.691
estimates,910,1965,240.69
estimates,910,1966,236.917
estimates,910,1967,233.311
estimates,910,1968,229.82
estimates,910,1969,226.421
estimates,910,1970,223.082
estimates,910,1971,219.777
estimates,910,1972,216.52
estimates,910,1973,213.338
estimates,910,1974,210.26
estimates,910,1975,207.358
estimates,910,1976,204.723
estimates,910,1977,202.395
estimates,910,1978,200.379
estimates,910,1979,198.64
estimates,910,1980,197.073
estimates,910,1981,195.539
estimates,910,1982,193.925
estimates,910,1983,192.172
estimates,910,1984,190.285
estimates,910,1985,188.446
estimates,910,1986,186.919
estimates,910,1987,185.841
estimates,910,1988,185.191
estimates,910,1989,184.797
estimates,910,1990,184.261
estimates,910,1991,183.082
estimates,910,1992,180.871
estimates,910,1993,177.401
estimates,910,1994,172.653
estimates,910,1995,166.778
estimates,910,1996,160.093
estimates,910,1997,153.085
estimates,910,1998,146.173
estimates,910,1999,139.573
estimates,910,2000,133.399
estimates,910,2001,127.635
estimates,910,2002,122.12
estimates,910,2003,116.743
estimates,910,2004,111.519
estimates,910,2005,106.475
estimates,910,2006,101.644
estimates,910,2007,97.064
estimates,910,2008,92.765
estimates,910,2009,88.769
estimates,910,2010,85.105
estimates,910,2011,81.796
estimates,910,2012,78.822
estimates,910,2013,76.149
estimates,910,2014,73.738
estimates,910,2015,71.541
medium_variant,910,2015,71.541
medium_variant,910,2016,69.506
medium_variant,910,2017,67.585
medium_variant,910,2018,65.73
medium_variant,910,2019,63.908
medium_variant,910,2020,62.099
medium_variant,910,2021,60.303
medium_variant,910,2022,58.545
medium_variant,910,2023,56.844
medium_variant,910,2024,55.202
medium_variant,910,2025,53.618
medium_variant,910,2026,52.092
medium_variant,910,2027,50.622
medium_variant,910,2028,49.208
medium_variant,910,2029,47.848
medium_variant,910,2030,46.541
medium_variant,910,2031,45.288
medium_variant,910,2032,44.087
medium_variant,910,2033,42.937
medium_variant,910,2034,41.836
medium_variant,910,2035,40.783
medium_variant,910,2036,39.778
medium_variant,910,2037,38.82
medium_variant,910,2038,37.906
medium_variant,910,2039,37.031
medium_variant,910,2040,36.193
medium_variant,910,2041,35.39
medium_variant,910,2042,34.618
medium_variant,910,2043,33.874
medium_variant,910,2044,33.152
medium_variant,910,2045,32.448
medium_variant,910,2046,31.757
medium_variant,910,2047,31.078
medium_variant,910,2048,30.41
medium_variant,910,2049,29.753
medium_variant,910,2050,29.109
medium_variant,910,2051,28.482
medium_variant,910,2052,27.875
medium_variant,910,2053,27.293
medium_variant,910,2054,26.736
medium_variant,910,2055,26.206
medium_variant,910,2056,25.704
medium_variant,910,2057,25.225
medium_variant,910,2058,24.769
medium_variant,910,2059,24.333
medium_variant,910,2060,23.915
medium_variant,910,2061,23.513
medium_variant,910,2062,23.125
medium_variant,910,2063,22.75
medium_variant,910,2064,22.386
medium_variant,910,2065,22.033
medium_variant,910,2066,21.69
medium_variant,910,2067,21.358
medium_variant,910,2068,21.038
medium_variant,910,2069,20.729
medium_variant,910,2070,20.43
medium_variant,910,2071,20.14
medium_variant,910,2072,19.86
medium_variant,910,2073,19.588
medium_variant,910,2074,19.324
medium_variant,910,2075,19.067
medium_variant,910,2076,18.815
medium_variant,910,2077,18.57
medium_variant,910,2078,18.332
medium_variant,910,2079,18.098
medium_variant,910,2080,17.87
medium_variant,910,2081,17.647
medium_variant,910,2082,17.429
medium_variant,910,2083,17.217
medium_variant,910,2084,17.01
medium_variant,910,2085,16.806
medium_variant,910,2086,16.606
medium_variant,910,2087,16.41
medium_variant,910,2088,16.216
medium_variant,910,2089,16.025
medium_variant,910,2090,15.836
medium_variant,910,2091,15.65
medium_variant,910,2092,15.467
medium_variant,910,2093,15.288
medium_variant,910,2094,15.111
medium_variant,910,2095,14.938
medium_variant,910,2096,14.768
medium_variant,910,2097,14.601
medium_variant,910,2098,14.438
medium_variant,910,2099,14.279
