variant,region,year,under_five_mortality
estimates,926,1950,56.593
estimates,926,1951,55.298
estimates,926,1952,52.754
estimates,926,1953,50.303
estimates,926,1954,47.946
estimates,926,1955,45.681
estimates,926,1956,43.509
estimates,926,1957,41.428
estimates,926,1958,39.437
estimates,926,1959,37.533
estimates,926,1960,35.714
estimates,926,1961,33.978
estimates,926,1962,32.323
estimates,926,1963,30.752
estimates,926,1964,29.267
estimates,926,1965,27.891
estimates,926,1966,26.65
estimates,926,1967,25.549
estimates,926,1968,24.581
estimates,926,1969,23.722
estimates,926,1970,22.928
estimates,926,1971,22.148
estimates,926,1972,21.338
estimates,926,1973,20.47
estimates,926,1974,19.536
estimates,926,1975,18.547
estimates,926,1976,17.529
estimates,926,1977,16.529
estimates,926,1978,15.585
estimates,926,1979,14.715
estimates,926,1980,13.927
estimates,926,1981,13.223
estimates,926,1982,12.586
estimates,926,1983,12
estimates,926,1984,11.457
estimates,926,1985,10.953
estimates,926,1986,10.481
estimates,926,1987,10.038
estimates,926,1988,9.617
estimates,926,1989,9.212
estimates,926,1990,8.811
estimates,926,1991,8.407
estimates,926,1992,7.999
estimates,926,1993,7.59
estimates,926,1994,7.184
estimates,926,1995,6.795
estimates,926,1996,6.44
estimates,926,1997,6.129
estimates,926,1998,5.871
estimates,926,1999,5.664
estimates,926,2000,5.501
estimates,926,2001,5.368
estimates,926,2002,5.249
estimates,926,2003,5.131
estimates,926,2004,5.007
estimates,926,2005,4.876
estimates,926,2006,4.746
estimates,926,2007,4.624
estimates,926,2008,4.514
estimates,926,2009,4.413
estimates,926,2010,4.313
estimates,926,2011,4.2
estimates,926,2012,4.068
estimates,926,2013,3.912
estimates,926,2014,3.735
estimates,926,2015,3.544
medium_variant,926,2015,3.544
medium_variant,926,2016,3.353
medium_variant,926,2017,3.174
medium_variant,926,2018,3.017
medium_variant,926,2019,2.887
medium_variant,926,2020,2.784
medium_variant,926,2021,2.703
medium_variant,926,2022,2.635
medium_variant,926,2023,2.573
medium_variant,926,2024,2.513
medium_variant,926,2025,2.453
medium_variant,926,2026,2.393
medium_variant,926,2027,2.334
medium_variant,926,2028,2.278
medium_variant,926,2029,2.225
medium_variant,926,2030,2.175
medium_variant,926,2031,2.127
medium_variant,926,2032,2.081
medium_variant,926,2033,2.037
medium_variant,926,2034,1.995
medium_variant,926,2035,1.954
medium_variant,926,2036,1.914
medium_variant,926,2037,1.876
medium_variant,926,2038,1.839
medium_variant,926,2039,1.803
medium_variant,926,2040,1.767
medium_variant,926,2041,1.733
medium_variant,926,2042,1.7
medium_variant,926,2043,1.667
medium_variant,926,2044,1.636
medium_variant,926,2045,1.605
medium_variant,926,2046,1.576
medium_variant,926,2047,1.547
medium_variant,926,2048,1.518
medium_variant,926,2049,1.491
medium_variant,926,2050,1.464
medium_variant,926,2051,1.438
medium_variant,926,2052,1.412
medium_variant,926,2053,1.387
medium_variant,926,2054,1.363
medium_variant,926,2055,1.34
medium_variant,926,2056,1.317
medium_variant,926,2057,1.295
medium_variant,926,2058,1.274
medium_variant,926,2059,1.252
medium_variant,926,2060,1.232
medium_variant,926,2061,1.211
medium_variant,926,2062,1.191
medium_variant,926,2063,1.172
medium_variant,926,2064,1.153
medium_variant,926,2065,1.135
medium_variant,926,2066,1.116
medium_variant,926,2067,1.099
medium_variant,926,2068,1.081
medium_variant,926,2069,1.064
medium_variant,926,2070,1.047
medium_variant,926,2071,1.03
medium_variant,926,2072,1.013
medium_variant,926,2073,0.996
medium_variant,926,2074,0.98
medium_variant,926,2075,0.964
medium_variant,926,2076,0.948
medium_variant,926,2077,0.932
medium_variant,926,2078,0.917
medium_variant,926,2079,0.901
medium_variant,926,2080,0.887
medium_variant,926,2081,0.872
medium_variant,926,2082,0.858
medium_variant,926,2083,0.844
medium_variant,926,2084,0.83
medium_variant,926,2085,0.816
medium_variant,926,2086,0.802
medium_variant,926,2087,0.789
medium_variant,926,2088,0.776
medium_variant,926,2089,0.763
medium_variant,926,2090,0.75
medium_variant,926,2091,0.737
medium_variant,926,2092,0.725
medium_variant,926,2093,0.712
medium_variant,926,2094,0.7
medium_variant,926,2095,0.688
medium_variant,926,2096,0.676
medium_variant,926,2097,0.665
medium_variant,926,2098,0.653
medium_variant,926,2099,0.642
