variant,region,year,under_five_mortality
estimates,915,1950,192.689
estimates,915,1951,190.859
estimates,915,1952,187.05
estimates,915,1953,182.94
estimates,915,1954,178.532
estimates,915,1955,173.829
estimates,915,1956,168.849
estimates,915,1957,163.62
estimates,915,1958,158.195
estimates,915,1959,152.663
estimates,915,1960,147.133
estimates,915,1961,141.72
estimates,915,1962,136.549
estimates,915,1963,131.717
estimates,915,1964,127.277
estimates,915,1965,123.226
estimates,915,1966,119.511
estimates,915,1967,116.031
estimates,915,1968,112.713
estimates,915,1969,109.546
estimates,915,1970,106.56
estimates,915,1971,103.807
estimates,915,1972,101.337
estimates,915,1973,99.17
estimates,915,1974,97.286
estimates,915,1975,95.675
estimates,915,1976,94.318
estimates,915,1977,93.144
estimates,915,1978,92.06
estimates,915,1979,90.973
estimates,915,1980,89.752
estimates,915,1981,88.268
estimates,915,1982,86.475
estimates,915,1983,84.364
estimates,915,1984,81.955
estimates,915,1985,79.314
estimates,915,1986,76.553
estimates,915,1987,73.811
estimates,915,1988,71.203
estimates,915,1989,68.79
estimates,915,1990,66.601
estimates,915,1991,64.627
estimates,915,1992,62.802
estimates,915,1993,61.068
estimates,915,1994,59.409
estimates,915,1995,57.8
estimates,915,1996,56.223
estimates,915,1997,54.677
estimates,915,1998,53.171
estimates,915,1999,51.712
estimates,915,2000,50.334
estimates,915,2001,49.077
estimates,915,2002,47.968
estimates,915,2003,47.009
estimates,915,2004,46.186
estimates,915,2005,45.459
estimates,915,2006,44.775
estimates,915,2007,44.081
estimates,915,2008,43.335
estimates,915,2009,42.521
estimates,915,2010,41.64
estimates,915,2011,40.71
estimates,915,2012,39.773
estimates,915,2013,38.861
estimates,915,2014,37.986
estimates,915,2015,37.154
medium_variant,915,2015,37.154
medium_variant,915,2016,36.364
medium_variant,915,2017,35.604
medium_variant,915,2018,34.864
medium_variant,915,2019,34.142
medium_variant,915,2020,33.438
medium_variant,915,2021,32.751
medium_variant,915,2022,32.084
medium_variant,915,2023,31.435
medium_variant,915,2024,30.803
medium_variant,915,2025,30.186
medium_variant,915,2026,29.584
medium_variant,915,2027,28.994
medium_variant,915,2028,28.414
medium_variant,915,2029,27.844
medium_variant,915,2030,27.282
medium_variant,915,2031,26.727
medium_variant,915,2032,26.179
medium_variant,915,2033,25.64
medium_variant,915,2034,25.109
medium_variant,915,2035,24.588
medium_variant,915,2036,24.076
medium_variant,915,2037,23.576
medium_variant,915,2038,23.087
medium_variant,915,2039,22.611
medium_variant,915,2040,22.148
medium_variant,915,2041,21.698
medium_variant,915,2042,21.262
medium_variant,915,2043,20.838
medium_variant,915,2044,20.425
medium_variant,915,2045,20.022
medium_variant,915,2046,19.628
medium_variant,915,2047,19.24
medium_variant,915,2048,18.858
medium_variant,915,2049,18.482
medium_variant,915,2050,18.113
medium_variant,915,2051,17.754
medium_variant,915,2052,17.405
medium_variant,915,2053,17.067
medium_variant,915,2054,16.742
medium_variant,915,2055,16.426
medium_variant,915,2056,16.12
medium_variant,915,2057,15.82
medium_variant,915,2058,15.526
medium_variant,915,2059,15.237
medium_variant,915,2060,14.952
medium_variant,915,2061,14.672
medium_variant,915,2062,14.399
medium_variant,915,2063,14.131
medium_variant,915,2064,13.871
medium_variant,915,2065,13.616
medium_variant,915,2066,13.365
medium_variant,915,2067,13.119
medium_variant,915,2068,12.875
medium_variant,915,2069,12.636
medium_variant,915,2070,12.402
medium_variant,915,2071,12.175
medium_variant,915,2072,11.957
medium_variant,915,2073,11.747
medium_variant,915,2074,11.546
medium_variant,915,2075,11.354
medium_variant,915,2076,11.169
medium_variant,915,2077,10.989
medium_variant,915,2078,10.813
medium_variant,915,2079,10.64
medium_variant,915,2080,10.469
medium_variant,915,2081,10.301
medium_variant,915,2082,10.137
medium_variant,915,2083,9.976
medium_variant,915,2084,9.819
medium_variant,915,2085,9.666
medium_variant,915,2086,9.515
medium_variant,915,2087,9.366
medium_variant,915,2088,9.22
medium_variant,915,2089,9.075
medium_variant,915,2090,8.932
medium_variant,915,2091,8.792
medium_variant,915,2092,8.654
medium_variant,915,2093,8.519
medium_variant,915,2094,8.387
medium_variant,915,2095,8.258
medium_variant,915,2096,8.133
medium_variant,915,2097,8.012
medium_variant,915,2098,7.894
medium_variant,915,2099,7.779
