variant,region,year,under_five_mortality
estimates,921,1950,298.984
estimates,921,1951,295.734
estimates,921,1952,289.337
estimates,921,1953,283.143
estimates,921,1954,277.152
estimates,921,1955,271.364
estimates,921,1956,265.78
estimates,921,1957,260.399
estimates,921,1958,255.222
estimates,921,1959,250.248
estimates,921,1960,245.479
estimates,921,1961,240.913
estimates,921,1962,236.549
estimates,921,1963,232.387
estimates,921,1964,228.422
estimates,921,1965,224.708
estimates,921,1966,221.315
estimates,921,1967,218.236
estimates,921,1968,215.404
estimates,921,1969,212.708
estimates,921,1970,209.954
estimates,921,1971,206.919
estimates,921,1972,203.454
estimates,921,1973,199.475
estimates,921,1974,194.969
estimates,921,1975,189.997
estimates,921,1976,184.688
estimates,921,1977,179.255
estimates,921,1978,173.885
estimates,921,1979,168.681
estimates,921,1980,163.712
estimates,921,1981,158.992
estimates,921,1982,154.465
estimates,921,1983,150.085
estimates,921,1984,145.851
estimates,921,1985,141.764
estimates,921,1986,137.821
estimates,921,1987,134.011
estimates,921,1988,130.315
estimates,921,1989,126.718
estimates,921,1990,123.207
estimates,921,1991,119.775
estimates,921,1992,116.412
estimates,921,1993,113.1
estimates,921,1994,109.82
estimates,921,1995,106.542
estimates,921,1996,103.24
estimates,921,1997,99.907
estimates,921,1998,96.543
estimates,921,1999,93.155
estimates,921,2000,89.755
estimates,921,2001,86.363
estimates,921,2002,83.01
estimates,921,2003,79.726
estimates,921,2004,76.537
estimates,921,2005,73.456
estimates,921,2006,70.487
estimates,921,2007,67.631
estimates,921,2008,64.891
estimates,921,2009,62.284
estimates,921,2010,59.837
estimates,921,2011,57.577
estimates,921,2012,55.512
estimates,921,2013,53.636
estimates,921,2014,51.936
estimates,921,2015,50.388
medium_variant,921,2015,50.388
medium_variant,921,2016,48.962
medium_variant,921,2017,47.619
medium_variant,921,2018,46.327
medium_variant,921,2019,45.064
medium_variant,921,2020,43.817
medium_variant,921,2021,42.587
medium_variant,921,2022,41.39
medium_variant,921,2023,40.235
medium_variant,921,2024,39.123
medium_variant,921,2025,38.05
medium_variant,921,2026,37.016
medium_variant,921,2027,36.017
medium_variant,921,2028,35.052
medium_variant,921,2029,34.12
medium_variant,921,2030,33.22
medium_variant,921,2031,32.353
medium_variant,921,2032,31.52
medium_variant,921,2033,30.721
medium_variant,921,2034,29.954
medium_variant,921,2035,29.219
medium_variant,921,2036,28.515
medium_variant,921,2037,27.841
medium_variant,921,2038,27.194
medium_variant,921,2039,26.57
medium_variant,921,2040,25.967
medium_variant,921,2041,25.382
medium_variant,921,2042,24.813
medium_variant,921,2043,24.258
medium_variant,921,2044,23.716
medium_variant,921,2045,23.184
medium_variant,921,2046,22.661
medium_variant,921,2047,22.149
medium_variant,921,2048,21.648
medium_variant,921,2049,21.158
medium_variant,921,2050,20.681
medium_variant,921,2051,20.218
medium_variant,921,2052,19.769
medium_variant,921,2053,19.336
medium_variant,921,2054,18.916
medium_variant,921,2055,18.51
medium_variant,921,2056,18.115
medium_variant,921,2057,17.731
medium_variant,921,2058,17.354
medium_variant,921,2059,16.985
medium_variant,921,2060,16.622
medium_variant,921,2061,16.264
medium_variant,921,2062,15.913
medium_variant,921,2063,15.57
medium_variant,921,2064,15.234
medium_variant,921,2065,14.908
medium_variant,921,2066,14.594
medium_variant,921,2067,14.292
medium_variant,921,2068,14.003
medium_variant,921,2069,13.725
medium_variant,921,2070,13.459
medium_variant,921,2071,13.2
medium_variant,921,2072,12.949
medium_variant,921,2073,12.701
medium_variant,921,2074,12.457
medium_variant,921,2075,12.216
medium_variant,921,2076,11.978
medium_variant,921,2077,11.744
medium_variant,921,2078,11.515
medium_variant,921,2079,11.292
medium_variant,921,2080,11.074
medium_variant,921,2081,10.862
medium_variant,921,2082,10.656
medium_variant,921,2083,10.456
medium_variant,921,2084,10.262
medium_variant,921,2085,10.073
medium_variant,921,2086,9.891
medium_variant,921,2087,9.713
medium_variant,921,2088,9.541
medium_variant,921,2089,9.373
medium_variant,921,2090,9.209
medium_variant,921,2091,9.048
medium_variant,921,2092,8.89
medium_variant,921,2093,8.735
medium_variant,921,2094,8.581
medium_variant,921,2095,8.43
medium_variant,921,2096,8.281
medium_variant,921,2097,8.134
medium_variant,921,2098,7.989
medium_variant,921,2099,7.846
