variant,region,year,under_five_mortality
estimates,914,1950,350.668
estimates,914,1951,348.572
estimates,914,1952,344.345
estimates,914,1953,340.047
estimates,914,1954,335.676
estimates,914,1955,331.236
estimates,914,1956,326.737
estimates,914,1957,322.188
estimates,914,1958,317.615
estimates,914,1959,313.056
estimates,914,1960,308.558
estimates,914,1961,304.164
estimates,914,1962,299.913
estimates,914,1963,295.823
estimates,914,1964,291.878
estimates,914,1965,288.039
estimates,914,1966,284.241
estimates,914,1967,280.41
estimates,914,1968,276.482
estimates,914,1969,272.426
estimates,914,1970,268.206
estimates,914,1971,263.809
estimates,914,1972,259.273
estimates,914,1973,254.651
estimates,914,1974,249.988
estimates,914,1975,245.311
estimates,914,1976,240.642
estimates,914,1977,236.029
estimates,914,1978,231.547
estimates,914,1979,227.279
estimates,914,1980,223.346
estimates,914,1981,219.865
estimates,914,1982,216.878
estimates,914,1983,214.386
estimates,914,1984,212.368
estimates,914,1985,210.793
estimates,914,1986,209.603
estimates,914,1987,208.664
estimates,914,1988,207.823
estimates,914,1989,206.949
estimates,914,1990,205.925
estimates,914,1991,204.668
estimates,914,1992,203.137
estimates,914,1993,201.28
estimates,914,1994,199.026
estimates,914,1995,196.302
estimates,914,1996,193.062
estimates,914,1997,189.332
estimates,914,1998,185.158
estimates,914,1999,180.575
estimates,914,2000,175.599
estimates,914,2001,170.249
estimates,914,2002,164.597
estimates,914,2003,158.749
estimates,914,2004,152.814
estimates,914,2005,146.916
estimates,914,2006,141.163
estimates,914,2007,135.621
estimates,914,2008,130.346
estimates,914,2009,125.39
estimates,914,2010,120.774
estimates,914,2011,116.48
estimates,914,2012,112.441
estimates,914,2013,108.601
estimates,914,2014,104.943
estimates,914,2015,101.466
medium_variant,914,2015,101.466
medium_variant,914,2016,98.177
medium_variant,914,2017,95.083
medium_variant,914,2018,92.18
medium_variant,914,2019,89.445
medium_variant,914,2020,86.854
medium_variant,914,2021,84.379
medium_variant,914,2022,81.994
medium_variant,914,2023,79.677
medium_variant,914,2024,77.412
medium_variant,914,2025,75.19
medium_variant,914,2026,73.015
medium_variant,914,2027,70.903
medium_variant,914,2028,68.86
medium_variant,914,2029,66.885
medium_variant,914,2030,64.973
medium_variant,914,2031,63.116
medium_variant,914,2032,61.309
medium_variant,914,2033,59.547
medium_variant,914,2034,57.826
medium_variant,914,2035,56.146
medium_variant,914,2036,54.509
medium_variant,914,2037,52.92
medium_variant,914,2038,51.381
medium_variant,914,2039,49.894
medium_variant,914,2040,48.461
medium_variant,914,2041,47.087
medium_variant,914,2042,45.768
medium_variant,914,2043,44.503
medium_variant,914,2044,43.284
medium_variant,914,2045,42.102
medium_variant,914,2046,40.948
medium_variant,914,2047,39.815
medium_variant,914,2048,38.697
medium_variant,914,2049,37.594
medium_variant,914,2050,36.509
medium_variant,914,2051,35.448
medium_variant,914,2052,34.42
medium_variant,914,2053,33.433
medium_variant,914,2054,32.489
medium_variant,914,2055,31.591
medium_variant,914,2056,30.738
medium_variant,914,2057,29.926
medium_variant,914,2058,29.15
medium_variant,914,2059,28.406
medium_variant,914,2060,27.691
medium_variant,914,2061,27.001
medium_variant,914,2062,26.333
medium_variant,914,2063,25.687
medium_variant,914,2064,25.059
medium_variant,914,2065,24.452
medium_variant,914,2066,23.867
medium_variant,914,2067,23.307
medium_variant,914,2068,22.773
medium_variant,914,2069,22.263
medium_variant,914,2070,21.776
medium_variant,914,2071,21.308
medium_variant,914,2072,20.858
medium_variant,914,2073,20.423
medium_variant,914,2074,20.001
medium_variant,914,2075,19.594
medium_variant,914,2076,19.204
medium_variant,914,2077,18.833
medium_variant,914,2078,18.482
medium_variant,914,2079,18.15
medium_variant,914,2080,17.835
medium_variant,914,2081,17.536
medium_variant,914,2082,17.249
medium_variant,914,2083,16.972
medium_variant,914,2084,16.703
medium_variant,914,2085,16.439
medium_variant,914,2086,16.181
medium_variant,914,2087,15.929
medium_variant,914,2088,15.682
medium_variant,914,2089,15.44
medium_variant,914,2090,15.203
medium_variant,914,2091,14.971
medium_variant,914,2092,14.743
medium_variant,914,2093,14.521
medium_variant,914,2094,14.304
medium_variant,914,2095,14.093
medium_variant,914,2096,13.886
medium_variant,914,2097,13.686
medium_variant,914,2098,13.49
medium_variant,914,2099,13.301
