variant,region,year,under_five_mortality
estimates,924,1950,46.534
estimates,924,1951,45.083
estimates,924,1952,42.298
estimates,924,1953,39.748
estimates,924,1954,37.435
estimates,924,1955,35.356
estimates,924,1956,33.506
estimates,924,1957,31.877
estimates,924,1958,30.453
estimates,924,1959,29.206
estimates,924,1960,28.104
estimates,924,1961,27.11
estimates,924,1962,26.186
estimates,924,1963,25.298
estimates,924,1964,24.427
estimates,924,1965,23.571
estimates,924,1966,22.75
estimates,924,1967,21.988
estimates,924,1968,21.301
estimates,924,1969,20.681
estimates,924,1970,20.114
estimates,924,1971,19.58
estimates,924,1972,19.056
estimates,924,1973,18.52
estimates,924,1974,17.962
estimates,924,1975,17.37
estimates,924,1976,16.741
estimates,924,1977,16.084
estimates,924,1978,15.417
estimates,924,1979,14.75
estimates,924,1980,14.105
estimates,924,1981,13.505
estimates,924,1982,12.963
estimates,924,1983,12.485
estimates,924,1984,12.065
estimates,924,1985,11.69
estimates,924,1986,11.334
estimates,924,1987,10.972
estimates,924,1988,10.586
estimates,924,1989,10.172
estimates,924,1990,9.733
estimates,924,1991,9.28
estimates,924,1992,8.836
estimates,924,1993,8.418
estimates,924,1994,8.034
estimates,924,1995,7.688
estimates,924,1996,7.383
estimates,924,1997,7.112
estimates,924,1998,6.867
estimates,924,1999,6.645
estimates,924,2000,6.443
estimates,924,2001,6.257
estimates,924,2002,6.084
estimates,924,2003,5.92
estimates,924,2004,5.761
estimates,924,2005,5.602
estimates,924,2006,5.441
estimates,924,2007,5.276
estimates,924,2008,5.109
estimates,924,2009,4.942
estimates,924,2010,4.778
estimates,924,2011,4.62
estimates,924,2012,4.474
estimates,924,2013,4.342
estimates,924,2014,4.223
estimates,924,2015,4.116
medium_variant,924,2015,4.116
medium_variant,924,2016,4.018
medium_variant,924,2017,3.924
medium_variant,924,2018,3.83
medium_variant,924,2019,3.734
medium_variant,924,2020,3.637
medium_variant,924,2021,3.538
medium_variant,924,2022,3.44
medium_variant,924,2023,3.344
medium_variant,924,2024,3.252
medium_variant,924,2025,3.164
medium_variant,924,2026,3.079
medium_variant,924,2027,2.997
medium_variant,924,2028,2.918
medium_variant,924,2029,2.842
medium_variant,924,2030,2.769
medium_variant,924,2031,2.7
medium_variant,924,2032,2.634
medium_variant,924,2033,2.571
medium_variant,924,2034,2.511
medium_variant,924,2035,2.455
medium_variant,924,2036,2.402
medium_variant,924,2037,2.351
medium_variant,924,2038,2.302
medium_variant,924,2039,2.256
medium_variant,924,2040,2.211
medium_variant,924,2041,2.168
medium_variant,924,2042,2.126
medium_variant,924,2043,2.086
medium_variant,924,2044,2.047
medium_variant,924,2045,2.008
medium_variant,924,2046,1.97
medium_variant,924,2047,1.933
medium_variant,924,2048,1.897
medium_variant,924,2049,1.862
medium_variant,924,2050,1.827
medium_variant,924,2051,1.792
medium_variant,924,2052,1.759
medium_variant,924,2053,1.727
medium_variant,924,2054,1.695
medium_variant,924,2055,1.664
medium_variant,924,2056,1.634
medium_variant,924,2057,1.604
medium_variant,924,2058,1.575
medium_variant,924,2059,1.546
medium_variant,924,2060,1.517
medium_variant,924,2061,1.489
medium_variant,924,2062,1.462
medium_variant,924,2063,1.435
medium_variant,924,2064,1.408
medium_variant,924,2065,1.382
medium_variant,924,2066,1.357
medium_variant,924,2067,1.333
medium_variant,924,2068,1.309
medium_variant,924,2069,1.285
medium_variant,924,2070,1.262
medium_variant,924,2071,1.24
medium_variant,924,2072,1.218
medium_variant,924,2073,1.196
medium_variant,924,2074,1.174
medium_variant,924,2075,1.152
medium_variant,924,2076,1.131
medium_variant,924,2077,1.11
medium_variant,924,2078,1.089
medium_variant,924,2079,1.069
medium_variant,924,2080,1.049
medium_variant,924,2081,1.029
medium_variant,924,2082,1.009
medium_variant,924,2083,0.99
medium_variant,924,2084,0.971
medium_variant,924,2085,0.953
medium_variant,924,2086,0.934
medium_variant,924,2087,0.916
medium_variant,924,2088,0.898
medium_variant,924,2089,0.881
medium_variant,924,2090,0.863
medium_variant,924,2091,0.846
medium_variant,924,2092,0.829
medium_variant,924,2093,0.812
medium_variant,924,2094,0.796
medium_variant,924,2095,0.78
medium_variant,924,2096,0.764
medium_variant,924,2097,0.749
medium_variant,924,2098,0.733
medium_variant,924,2099,0.718
