variant,region,year,under_five_mortality
estimates,947,1950,318.691
estimates,947,1951,316.438
estimates,947,1952,311.92
estimates,947,1953,307.382
estimates,947,1954,302.822
estimates,947,1955,298.243
estimates,947,1956,293.651
estimates,947,1957,289.056
estimates,947,1958,284.474
estimates,947,1959,279.936
estimates,947,1960,275.475
estimates,947,1961,271.124
estimates,947,1962,266.914
estimates,947,1963,262.86
estimates,947,1964,258.952
estimates,947,1965,255.156
estimates,947,1966,251.423
estimates,947,1967,247.696
estimates,947,1968,243.939
estimates,947,1969,240.14
estimates,947,1970,236.293
estimates,947,1971,232.407
estimates,947,1972,228.528
estimates,947,1973,224.703
estimates,947,1974,220.968
estimates,947,1975,217.358
estimates,947,1976,213.903
estimates,947,1977,210.621
estimates,947,1978,207.524
estimates,947,1979,204.631
estimates,947,1980,201.947
estimates,947,1981,199.468
estimates,947,1982,197.179
estimates,947,1983,195.066
estimates,947,1984,193.129
estimates,947,1985,191.43
estimates,947,1986,190.056
estimates,947,1987,189.004
estimates,947,1988,188.205
estimates,947,1989,187.54
estimates,947,1990,186.822
estimates,947,1991,185.84
estimates,947,1992,184.419
estimates,947,1993,182.431
estimates,947,1994,179.81
estimates,947,1995,176.535
estimates,947,1996,172.66
estimates,947,1997,168.346
estimates,947,1998,163.743
estimates,947,1999,158.938
estimates,947,2000,153.98
estimates,947,2001,148.884
estimates,947,2002,143.661
estimates,947,2003,138.349
estimates,947,2004,133.026
estimates,947,2005,127.767
estimates,947,2006,122.637
estimates,947,2007,117.679
estimates,947,2008,112.938
estimates,947,2009,108.463
estimates,947,2010,104.296
estimates,947,2011,100.459
estimates,947,2012,96.923
estimates,947,2013,93.656
estimates,947,2014,90.637
estimates,947,2015,87.842
medium_variant,947,2015,87.842
medium_variant,947,2016,85.245
medium_variant,947,2017,82.811
medium_variant,947,2018,80.502
medium_variant,947,2019,78.288
medium_variant,947,2020,76.143
medium_variant,947,2021,74.055
medium_variant,947,2022,72.027
medium_variant,947,2023,70.059
medium_variant,947,2024,68.142
medium_variant,947,2025,66.272
medium_variant,947,2026,64.449
medium_variant,947,2027,62.678
medium_variant,947,2028,60.962
medium_variant,947,2029,59.3
medium_variant,947,2030,57.69
medium_variant,947,2031,56.128
medium_variant,947,2032,54.615
medium_variant,947,2033,53.147
medium_variant,947,2034,51.724
medium_variant,947,2035,50.345
medium_variant,947,2036,49.012
medium_variant,947,2037,47.724
medium_variant,947,2038,46.481
medium_variant,947,2039,45.283
medium_variant,947,2040,44.129
medium_variant,947,2041,43.019
medium_variant,947,2042,41.951
medium_variant,947,2043,40.921
medium_variant,947,2044,39.925
medium_variant,947,2045,38.958
medium_variant,947,2046,38.013
medium_variant,947,2047,37.087
medium_variant,947,2048,36.178
medium_variant,947,2049,35.287
medium_variant,947,2050,34.414
medium_variant,947,2051,33.563
medium_variant,947,2052,32.74
medium_variant,947,2053,31.949
medium_variant,947,2054,31.191
medium_variant,947,2055,30.469
medium_variant,947,2056,29.781
medium_variant,947,2057,29.125
medium_variant,947,2058,28.498
medium_variant,947,2059,27.897
medium_variant,947,2060,27.319
medium_variant,947,2061,26.762
medium_variant,947,2062,26.223
medium_variant,947,2063,25.701
medium_variant,947,2064,25.193
medium_variant,947,2065,24.7
medium_variant,947,2066,24.222
medium_variant,947,2067,23.76
medium_variant,947,2068,23.317
medium_variant,947,2069,22.89
medium_variant,947,2070,22.478
medium_variant,947,2071,22.081
medium_variant,947,2072,21.697
medium_variant,947,2073,21.325
medium_variant,947,2074,20.964
medium_variant,947,2075,20.613
medium_variant,947,2076,20.274
medium_variant,947,2077,19.948
medium_variant,947,2078,19.633
medium_variant,947,2079,19.331
medium_variant,947,2080,19.039
medium_variant,947,2081,18.757
medium_variant,947,2082,18.484
medium_variant,947,2083,18.218
medium_variant,947,2084,17.959
medium_variant,947,2085,17.705
medium_variant,947,2086,17.456
medium_variant,947,2087,17.212
medium_variant,947,2088,16.973
medium_variant,947,2089,16.738
medium_variant,947,2090,16.508
medium_variant,947,2091,16.281
medium_variant,947,2092,16.059
medium_variant,947,2093,15.841
medium_variant,947,2094,15.627
medium_variant,947,2095,15.417
medium_variant,947,2096,15.211
medium_variant,947,2097,15.01
medium_variant,947,2098,14.813
medium_variant,947,2099,14.621
