variant,region,year,under_five_mortality
estimates,1517,1950,247.01
estimates,1517,1951,243.962
estimates,1517,1952,238.152
estimates,1517,1953,232.916
estimates,1517,1954,228.255
estimates,1517,1955,224.153
estimates,1517,1956,220.563
estimates,1517,1957,217.418
estimates,1517,1958,214.589
estimates,1517,1959,211.852
estimates,1517,1960,208.951
estimates,1517,1961,205.627
estimates,1517,1962,201.638
estimates,1517,1963,196.853
estimates,1517,1964,191.295
estimates,1517,1965,185.133
estimates,1517,1966,178.656
estimates,1517,1967,172.24
estimates,1517,1968,166.193
estimates,1517,1969,160.664
estimates,1517,1970,155.731
estimates,1517,1971,151.368
estimates,1517,1972,147.394
estimates,1517,1973,143.639
estimates,1517,1974,140.032
estimates,1517,1975,136.493
estimates,1517,1976,132.953
estimates,1517,1977,129.392
estimates,1517,1978,125.802
estimates,1517,1979,122.176
estimates,1517,1980,118.515
estimates,1517,1981,114.839
estimates,1517,1982,111.209
estimates,1517,1983,107.693
estimates,1517,1984,104.345
estimates,1517,1985,101.244
estimates,1517,1986,98.469
estimates,1517,1987,96.036
estimates,1517,1988,93.933
estimates,1517,1989,92.127
estimates,1517,1990,90.564
estimates,1517,1991,89.171
estimates,1517,1992,87.847
estimates,1517,1993,86.492
estimates,1517,1994,85.036
estimates,1517,1995,83.413
estimates,1517,1996,81.583
estimates,1517,1997,79.569
estimates,1517,1998,77.398
estimates,1517,1999,75.081
estimates,1517,2000,72.636
estimates,1517,2001,70.091
estimates,1517,2002,67.49
estimates,1517,2003,64.883
estimates,1517,2004,62.311
estimates,1517,2005,59.803
estimates,1517,2006,57.375
estimates,1517,2007,55.032
estimates,1517,2008,52.785
estimates,1517,2009,50.657
estimates,1517,2010,48.679
estimates,1517,2011,46.875
estimates,1517,2012,45.249
estimates,1517,2013,43.793
estimates,1517,2014,42.499
estimates,1517,2015,41.351
medium_variant,1517,2015,41.351
medium_variant,1517,2016,40.326
medium_variant,1517,2017,39.393
medium_variant,1517,2018,38.52
medium_variant,1517,2019,37.686
medium_variant,1517,2020,36.872
medium_variant,1517,2021,36.073
medium_variant,1517,2022,35.293
medium_variant,1517,2023,34.534
medium_variant,1517,2024,33.792
medium_variant,1517,2025,33.062
medium_variant,1517,2026,32.343
medium_variant,1517,2027,31.637
medium_variant,1517,2028,30.946
medium_variant,1517,2029,30.268
medium_variant,1517,2030,29.603
medium_variant,1517,2031,28.948
medium_variant,1517,2032,28.304
medium_variant,1517,2033,27.671
medium_variant,1517,2034,27.051
medium_variant,1517,2035,26.443
medium_variant,1517,2036,25.85
medium_variant,1517,2037,25.273
medium_variant,1517,2038,24.714
medium_variant,1517,2039,24.172
medium_variant,1517,2040,23.648
medium_variant,1517,2041,23.142
medium_variant,1517,2042,22.653
medium_variant,1517,2043,22.179
medium_variant,1517,2044,21.719
medium_variant,1517,2045,21.271
medium_variant,1517,2046,20.832
medium_variant,1517,2047,20.401
medium_variant,1517,2048,19.979
medium_variant,1517,2049,19.565
medium_variant,1517,2050,19.159
medium_variant,1517,2051,18.763
medium_variant,1517,2052,18.38
medium_variant,1517,2053,18.011
medium_variant,1517,2054,17.654
medium_variant,1517,2055,17.31
medium_variant,1517,2056,16.978
medium_variant,1517,2057,16.656
medium_variant,1517,2058,16.342
medium_variant,1517,2059,16.034
medium_variant,1517,2060,15.732
medium_variant,1517,2061,15.435
medium_variant,1517,2062,15.143
medium_variant,1517,2063,14.855
medium_variant,1517,2064,14.574
medium_variant,1517,2065,14.298
medium_variant,1517,2066,14.03
medium_variant,1517,2067,13.771
medium_variant,1517,2068,13.521
medium_variant,1517,2069,13.28
medium_variant,1517,2070,13.048
medium_variant,1517,2071,12.822
medium_variant,1517,2072,12.602
medium_variant,1517,2073,12.387
medium_variant,1517,2074,12.176
medium_variant,1517,2075,11.971
medium_variant,1517,2076,11.771
medium_variant,1517,2077,11.578
medium_variant,1517,2078,11.393
medium_variant,1517,2079,11.215
medium_variant,1517,2080,11.045
medium_variant,1517,2081,10.882
medium_variant,1517,2082,10.726
medium_variant,1517,2083,10.575
medium_variant,1517,2084,10.429
medium_variant,1517,2085,10.287
medium_variant,1517,2086,10.148
medium_variant,1517,2087,10.012
medium_variant,1517,2088,9.878
medium_variant,1517,2089,9.746
medium_variant,1517,2090,9.617
medium_variant,1517,2091,9.489
medium_variant,1517,2092,9.363
medium_variant,1517,2093,9.239
medium_variant,1517,2094,9.117
medium_variant,1517,2095,8.998
medium_variant,1517,2096,8.881
medium_variant,1517,2097,8.767
medium_variant,1517,2098,8.655
medium_variant,1517,2099,8.545
