variant,region,year,under_five_mortality
estimates,920,1950,253.219
estimates,920,1951,248.871
estimates,920,1952,240.35
estimates,920,1953,232.176
estimates,920,1954,224.349
estimates,920,1955,216.868
estimates,920,1956,209.725
estimates,920,1957,202.909
estimates,920,1958,196.397
estimates,920,1959,190.153
estimates,920,1960,184.132
estimates,920,1961,178.29
estimates,920,1962,172.58
estimates,920,1963,166.97
estimates,920,1964,161.45
estimates,920,1965,156.011
estimates,920,1966,150.654
estimates,920,1967,145.434
estimates,920,1968,140.418
estimates,920,1969,135.667
estimates,920,1970,131.322
estimates,920,1971,127.538
estimates,920,1972,124.352
estimates,920,1973,121.718
estimates,920,1974,119.528
estimates,920,1975,117.573
estimates,920,1976,115.587
estimates,920,1977,113.339
estimates,920,1978,110.665
estimates,920,1979,107.499
estimates,920,1980,103.847
estimates,920,1981,99.802
estimates,920,1982,95.581
estimates,920,1983,91.383
estimates,920,1984,87.317
estimates,920,1985,83.482
estimates,920,1986,79.94
estimates,920,1987,76.674
estimates,920,1988,73.662
estimates,920,1989,70.902
estimates,920,1990,68.376
estimates,920,1991,66.046
estimates,920,1992,63.853
estimates,920,1993,61.743
estimates,920,1994,59.686
estimates,920,1995,57.658
estimates,920,1996,55.656
estimates,920,1997,53.691
estimates,920,1998,51.777
estimates,920,1999,49.908
estimates,920,2000,48.084
estimates,920,2001,46.304
estimates,920,2002,44.571
estimates,920,2003,42.888
estimates,920,2004,41.257
estimates,920,2005,39.68
estimates,920,2006,38.158
estimates,920,2007,36.693
estimates,920,2008,35.288
estimates,920,2009,33.95
estimates,920,2010,32.686
estimates,920,2011,31.506
estimates,920,2012,30.414
estimates,920,2013,29.409
estimates,920,2014,28.486
estimates,920,2015,27.64
medium_variant,920,2015,27.64
medium_variant,920,2016,26.862
medium_variant,920,2017,26.141
medium_variant,920,2018,25.463
medium_variant,920,2019,24.82
medium_variant,920,2020,24.204
medium_variant,920,2021,23.612
medium_variant,920,2022,23.044
medium_variant,920,2023,22.5
medium_variant,920,2024,21.977
medium_variant,920,2025,21.473
medium_variant,920,2026,20.987
medium_variant,920,2027,20.519
medium_variant,920,2028,20.069
medium_variant,920,2029,19.634
medium_variant,920,2030,19.21
medium_variant,920,2031,18.795
medium_variant,920,2032,18.385
medium_variant,920,2033,17.982
medium_variant,920,2034,17.584
medium_variant,920,2035,17.194
medium_variant,920,2036,16.815
medium_variant,920,2037,16.45
medium_variant,920,2038,16.101
medium_variant,920,2039,15.77
medium_variant,920,2040,15.454
medium_variant,920,2041,15.152
medium_variant,920,2042,14.86
medium_variant,920,2043,14.576
medium_variant,920,2044,14.299
medium_variant,920,2045,14.03
medium_variant,920,2046,13.768
medium_variant,920,2047,13.515
medium_variant,920,2048,13.272
medium_variant,920,2049,13.039
medium_variant,920,2050,12.815
medium_variant,920,2051,12.6
medium_variant,920,2052,12.392
medium_variant,920,2053,12.19
medium_variant,920,2054,11.993
medium_variant,920,2055,11.8
medium_variant,920,2056,11.611
medium_variant,920,2057,11.425
medium_variant,920,2058,11.242
medium_variant,920,2059,11.062
medium_variant,920,2060,10.885
medium_variant,920,2061,10.71
medium_variant,920,2062,10.538
medium_variant,920,2063,10.368
medium_variant,920,2064,10.201
medium_variant,920,2065,10.037
medium_variant,920,2066,9.875
medium_variant,920,2067,9.715
medium_variant,920,2068,9.558
medium_variant,920,2069,9.404
medium_variant,920,2070,9.253
medium_variant,920,2071,9.105
medium_variant,920,2072,8.962
medium_variant,920,2073,8.822
medium_variant,920,2074,8.686
medium_variant,920,2075,8.555
medium_variant,920,2076,8.429
medium_variant,920,2077,8.306
medium_variant,920,2078,8.188
medium_variant,920,2079,8.073
medium_variant,920,2080,7.963
medium_variant,920,2081,7.856
medium_variant,920,2082,7.753
medium_variant,920,2083,7.653
medium_variant,920,2084,7.556
medium_variant,920,2085,7.462
medium_variant,920,2086,7.369
medium_variant,920,2087,7.278
medium_variant,920,2088,7.189
medium_variant,920,2089,7.1
medium_variant,920,2090,7.013
medium_variant,920,2091,6.927
medium_variant,920,2092,6.843
medium_variant,920,2093,6.76
medium_variant,920,2094,6.679
medium_variant,920,2095,6.599
medium_variant,920,2096,6.521
medium_variant,920,2097,6.445
medium_variant,920,2098,6.371
medium_variant,920,2099,6.298
