variant,region,year,under_five_mortality
estimates,911,1950,311.37
estimates,911,1951,309.58
estimates,911,1952,306.03
estimates,911,1953,302.54
estimates,911,1954,299.109
estimates,911,1955,295.739
estimates,911,1956,292.425
estimates,911,1957,289.162
estimates,911,1958,285.942
estimates,911,1959,282.749
estimates,911,1960,279.563
estimates,911,1961,276.363
estimates,911,1962,273.122
estimates,911,1963,269.815
estimates,911,1964,266.424
estimates,911,1965,262.908
estimates,911,1966,259.23
estimates,911,1967,255.401
estimates,911,1968,251.457
estimates,911,1969,247.443
estimates,911,1970,243.442
estimates,911,1971,239.544
estimates,911,1972,235.822
estimates,911,1973,232.323
estimates,911,1974,229.067
estimates,911,1975,226.028
estimates,911,1976,223.149
estimates,911,1977,220.35
estimates,911,1978,217.582
estimates,911,1979,214.839
estimates,911,1980,212.145
estimates,911,1981,209.545
estimates,911,1982,207.099
estimates,911,1983,204.842
estimates,911,1984,202.784
estimates,911,1985,200.905
estimates,911,1986,199.163
estimates,911,1987,197.519
estimates,911,1988,195.948
estimates,911,1989,194.456
estimates,911,1990,193.16
estimates,911,1991,192.217
estimates,911,1992,191.667
estimates,911,1993,191.434
estimates,911,1994,191.354
estimates,911,1995,191.123
estimates,911,1996,190.377
estimates,911,1997,188.836
estimates,911,1998,186.325
estimates,911,1999,182.793
estimates,911,2000,178.279
estimates,911,2001,172.938
estimates,911,2002,167.095
estimates,911,2003,161.061
estimates,911,2004,155.027
estimates,911,2005,149.139
estimates,911,2006,143.472
estimates,911,2007,138.01
estimates,911,2008,132.759
estimates,911,2009,127.785
estimates,911,2010,123.155
estimates,911,2011,118.911
estimates,911,2012,115.035
estimates,911,2013,111.49
estimates,911,2014,108.252
estimates,911,2015,105.281
medium_variant,911,2015,105.281
medium_variant,911,2016,102.527
medium_variant,911,2017,99.929
medium_variant,911,2018,97.429
medium_variant,911,2019,94.988
medium_variant,911,2020,92.577
medium_variant,911,2021,90.193
medium_variant,911,2022,87.853
medium_variant,911,2023,85.572
medium_variant,911,2024,83.343
medium_variant,911,2025,81.16
medium_variant,911,2026,79.02
medium_variant,911,2027,76.921
medium_variant,911,2028,74.867
medium_variant,911,2029,72.856
medium_variant,911,2030,70.89
medium_variant,911,2031,68.974
medium_variant,911,2032,67.112
medium_variant,911,2033,65.306
medium_variant,911,2034,63.56
medium_variant,911,2035,61.873
medium_variant,911,2036,60.248
medium_variant,911,2037,58.683
medium_variant,911,2038,57.173
medium_variant,911,2039,55.717
medium_variant,911,2040,54.312
medium_variant,911,2041,52.954
medium_variant,911,2042,51.64
medium_variant,911,2043,50.369
medium_variant,911,2044,49.138
medium_variant,911,2045,47.945
medium_variant,911,2046,46.79
medium_variant,911,2047,45.675
medium_variant,911,2048,44.6
medium_variant,911,2049,43.563
medium_variant,911,2050,42.566
medium_variant,911,2051,41.607
medium_variant,911,2052,40.685
medium_variant,911,2053,39.8
medium_variant,911,2054,38.951
medium_variant,911,2055,38.136
medium_variant,911,2056,37.357
medium_variant,911,2057,36.612
medium_variant,911,2058,35.899
medium_variant,911,2059,35.215
medium_variant,911,2060,34.558
medium_variant,911,2061,33.924
medium_variant,911,2062,33.311
medium_variant,911,2063,32.716
medium_variant,911,2064,32.136
medium_variant,911,2065,31.571
medium_variant,911,2066,31.018
medium_variant,911,2067,30.478
medium_variant,911,2068,29.953
medium_variant,911,2069,29.441
medium_variant,911,2070,28.942
medium_variant,911,2071,28.456
medium_variant,911,2072,27.983
medium_variant,911,2073,27.523
medium_variant,911,2074,27.075
medium_variant,911,2075,26.639
medium_variant,911,2076,26.215
medium_variant,911,2077,25.803
medium_variant,911,2078,25.401
medium_variant,911,2079,25.009
medium_variant,911,2080,24.626
medium_variant,911,2081,24.252
medium_variant,911,2082,23.885
medium_variant,911,2083,23.526
medium_variant,911,2084,23.174
medium_variant,911,2085,22.83
medium_variant,911,2086,22.492
medium_variant,911,2087,22.163
medium_variant,911,2088,21.84
medium_variant,911,2089,21.525
medium_variant,911,2090,21.217
medium_variant,911,2091,20.913
medium_variant,911,2092,20.616
medium_variant,911,2093,20.322
medium_variant,911,2094,20.033
medium_variant,911,2095,19.748
medium_variant,911,2096,19.466
medium_variant,911,2097,19.189
medium_variant,911,2098,18.914
medium_variant,911,2099,18.644
