variant,continent,year,infantmortalityper1000livebirth
estimates,935,1950,161.67
estimates,935,1951,160.32
estimates,935,1952,157.746
estimates,935,1953,155.421
estimates,935,1954,153.347
estimates,935,1955,151.511
estimates,935,1956,149.876
estimates,935,1957,148.396
estimates,935,1958,146.977
estimates,935,1959,145.456
estimates,935,1960,143.648
estimates,935,1961,141.376
estimates,935,1962,138.485
estimates,935,1963,134.916
estimates,935,1964,130.737
estimates,935,1965,126.145
estimates,935,1966,121.427
estimates,935,1967,116.899
estimates,935,1968,112.804
estimates,935,1969,109.251
estimates,935,1970,106.269
estimates,935,1971,103.783
estimates,935,1972,101.585
estimates,935,1973,99.493
estimates,935,1974,97.426
estimates,935,1975,95.318
estimates,935,1976,93.133
estimates,935,1977,90.891
estimates,935,1978,88.612
estimates,935,1979,86.294
estimates,935,1980,83.933
estimates,935,1981,81.535
estimates,935,1982,79.132
estimates,935,1983,76.765
estimates,935,1984,74.468
estimates,935,1985,72.302
estimates,935,1986,70.324
estimates,935,1987,68.555
estimates,935,1988,66.994
estimates,935,1989,65.622
estimates,935,1990,64.402
estimates,935,1991,63.278
estimates,935,1992,62.179
estimates,935,1993,61.039
estimates,935,1994,59.816
estimates,935,1995,58.474
estimates,935,1996,56.998
estimates,935,1997,55.411
estimates,935,1998,53.741
estimates,935,1999,52
estimates,935,2000,50.206
estimates,935,2001,48.375
estimates,935,2002,46.533
estimates,935,2003,44.706
estimates,935,2004,42.917
estimates,935,2005,41.183
estimates,935,2006,39.511
estimates,935,2007,37.9
estimates,935,2008,36.354
estimates,935,2009,34.885
estimates,935,2010,33.51
estimates,935,2011,32.242
estimates,935,2012,31.085
estimates,935,2013,30.034
estimates,935,2014,29.084
estimates,935,2015,28.225
medium_variant,935,2015,28.225
medium_variant,935,2016,27.442
medium_variant,935,2017,26.718
medium_variant,935,2018,26.033
medium_variant,935,2019,25.374
medium_variant,935,2020,24.732
medium_variant,935,2021,24.103
medium_variant,935,2022,23.49
medium_variant,935,2023,22.896
medium_variant,935,2024,22.318
medium_variant,935,2025,21.754
medium_variant,935,2026,21.203
medium_variant,935,2027,20.668
medium_variant,935,2028,20.147
medium_variant,935,2029,19.641
medium_variant,935,2030,19.15
medium_variant,935,2031,18.672
medium_variant,935,2032,18.207
medium_variant,935,2033,17.756
medium_variant,935,2034,17.317
medium_variant,935,2035,16.893
medium_variant,935,2036,16.482
medium_variant,935,2037,16.086
medium_variant,935,2038,15.704
medium_variant,935,2039,15.336
medium_variant,935,2040,14.981
medium_variant,935,2041,14.639
medium_variant,935,2042,14.309
medium_variant,935,2043,13.99
medium_variant,935,2044,13.68
medium_variant,935,2045,13.379
medium_variant,935,2046,13.087
medium_variant,935,2047,12.804
medium_variant,935,2048,12.53
medium_variant,935,2049,12.264
medium_variant,935,2050,12.006
medium_variant,935,2051,11.756
medium_variant,935,2052,11.515
medium_variant,935,2053,11.282
medium_variant,935,2054,11.056
medium_variant,935,2055,10.837
medium_variant,935,2056,10.622
medium_variant,935,2057,10.413
medium_variant,935,2058,10.207
medium_variant,935,2059,10.005
medium_variant,935,2060,9.805
medium_variant,935,2061,9.608
medium_variant,935,2062,9.414
medium_variant,935,2063,9.223
medium_variant,935,2064,9.036
medium_variant,935,2065,8.854
medium_variant,935,2066,8.678
medium_variant,935,2067,8.508
medium_variant,935,2068,8.345
medium_variant,935,2069,8.188
medium_variant,935,2070,8.037
medium_variant,935,2071,7.891
medium_variant,935,2072,7.749
medium_variant,935,2073,7.609
medium_variant,935,2074,7.472
medium_variant,935,2075,7.336
medium_variant,935,2076,7.203
medium_variant,935,2077,7.072
medium_variant,935,2078,6.945
medium_variant,935,2079,6.82
medium_variant,935,2080,6.7
medium_variant,935,2081,6.582
medium_variant,935,2082,6.469
medium_variant,935,2083,6.358
medium_variant,935,2084,6.251
medium_variant,935,2085,6.148
medium_variant,935,2086,6.047
medium_variant,935,2087,5.949
medium_variant,935,2088,5.853
medium_variant,935,2089,5.76
medium_variant,935,2090,5.669
medium_variant,935,2091,5.58
medium_variant,935,2092,5.492
medium_variant,935,2093,5.406
medium_variant,935,2094,5.322
medium_variant,935,2095,5.239
medium_variant,935,2096,5.158
medium_variant,935,2097,5.079
medium_variant,935,2098,5.001
medium_variant,935,2099,4.925
