agebroad,gender,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",female,Kiribati,296,estimates,1950
0_1,female,7.478,296,estimates,1950
0_4,female,16.243,296,estimates,1950
0_14,female,39.731,296,estimates,1950
0_17,female,46.339,296,estimates,1950
0_19,female,50.593,296,estimates,1950
0_24,female,60.806,296,estimates,1950
3_4,female,5.589,296,estimates,1950
3_5,female,8.115,296,estimates,1950
3_6,female,10.529,296,estimates,1950
4_5,female,5.214,296,estimates,1950
4_6,female,7.627,296,estimates,1950
5_14,female,23.488,296,estimates,1950
5_10,female,14.175,296,estimates,1950
5_11,female,16.517,296,estimates,1950
6_9,female,9.349,296,estimates,1950
6_10,female,11.649,296,estimates,1950
6_11,female,13.99,296,estimates,1950
6_12,female,16.35,296,estimates,1950
7_10,female,9.236,296,estimates,1950
7_12,female,13.937,296,estimates,1950
11_16,female,13.752,296,estimates,1950
11_17,female,15.921,296,estimates,1950
11_18,female,18.06,296,estimates,1950
12_14,female,6.971,296,estimates,1950
12_16,female,11.41,296,estimates,1950
12_17,female,13.579,296,estimates,1950
12_18,female,15.718,296,estimates,1950
13_17,female,11.22,296,estimates,1950
13_18,female,13.359,296,estimates,1950
13_19,female,15.474,296,estimates,1950
15_17,female,6.608,296,estimates,1950
18_23,female,12.417,296,estimates,1950
15_24,female,21.075,296,estimates,1950
15_49,female,47.405,296,estimates,1950
15_59,female,53.375,296,estimates,1950
15_64,female,55.884,296,estimates,1950
20_64,female,45.022,296,estimates,1950
20_69,female,46.702,296,estimates,1950
25_49,female,26.33,296,estimates,1950
25_64,female,34.809,296,estimates,1950
25_69,female,36.489,296,estimates,1950
15plus,female,60.269,296,estimates,1950
16plus,female,58.029,296,estimates,1950
17plus,female,55.83,296,estimates,1950
18plus,female,53.661,296,estimates,1950
20plus,female,49.407,296,estimates,1950
21plus,female,47.322,296,estimates,1950
25plus,female,39.194,296,estimates,1950
50plus,female,12.864,296,estimates,1950
60plus,female,6.894,296,estimates,1950
65plus,female,4.385,296,estimates,1950
70plus,female,2.705,296,estimates,1950
75plus,female,1.537,296,estimates,1950
80plus,female,0.715,296,estimates,1950
85plus,female,0.262,296,estimates,1950
90plus,female,0.054,296,estimates,1950
total,female,100,296,estimates,1950
"Region, subregion, country or area *",male,Kiribati,296,estimates,1950
0_1,male,7.893,296,estimates,1950
0_4,male,17.108,296,estimates,1950
0_14,male,41.704,296,estimates,1950
0_17,male,48.62,296,estimates,1950
0_19,male,53.034,296,estimates,1950
0_24,male,63.417,296,estimates,1950
3_4,male,5.871,296,estimates,1950
3_5,male,8.52,296,estimates,1950
3_6,male,11.047,296,estimates,1950
4_5,male,5.471,296,estimates,1950
4_6,male,7.998,296,estimates,1950
5_14,male,24.596,296,estimates,1950
5_10,male,14.846,296,estimates,1950
5_11,male,17.299,296,estimates,1950
6_9,male,9.787,296,estimates,1950
6_10,male,12.196,296,estimates,1950
6_11,male,14.649,296,estimates,1950
6_12,male,17.121,296,estimates,1950
7_10,male,9.67,296,estimates,1950
7_12,male,14.594,296,estimates,1950
11_16,male,14.397,296,estimates,1950
11_17,male,16.666,296,estimates,1950
11_18,male,18.891,296,estimates,1950
12_14,male,7.297,296,estimates,1950
12_16,male,11.944,296,estimates,1950
12_17,male,14.213,296,estimates,1950
12_18,male,16.438,296,estimates,1950
13_17,male,11.742,296,estimates,1950
13_18,male,13.967,296,estimates,1950
13_19,male,16.155,296,estimates,1950
15_17,male,6.916,296,estimates,1950
18_23,male,12.731,296,estimates,1950
15_24,male,21.713,296,estimates,1950
15_49,male,47.759,296,estimates,1950
15_59,male,53.108,296,estimates,1950
15_64,male,55.204,296,estimates,1950
20_64,male,43.874,296,estimates,1950
20_69,male,45.233,296,estimates,1950
25_49,male,26.047,296,estimates,1950
25_64,male,33.491,296,estimates,1950
25_69,male,34.85,296,estimates,1950
15plus,male,58.296,296,estimates,1950
16plus,male,55.954,296,estimates,1950
17plus,male,53.648,296,estimates,1950
18plus,male,51.38,296,estimates,1950
20plus,male,46.966,296,estimates,1950
21plus,male,44.827,296,estimates,1950
25plus,male,36.583,296,estimates,1950
50plus,male,10.537,296,estimates,1950
60plus,male,5.188,296,estimates,1950
65plus,male,3.092,296,estimates,1950
70plus,male,1.734,296,estimates,1950
75plus,male,0.861,296,estimates,1950
80plus,male,0.338,296,estimates,1950
85plus,male,0.117,296,estimates,1950
90plus,male,0.018,296,estimates,1950
total,male,100,296,estimates,1950
"Region, subregion, country or area *",female,Kiribati,296,estimates,1951
0_1,female,7.498,296,estimates,1951
0_4,female,16.771,296,estimates,1951
0_14,female,40.027,296,estimates,1951
0_17,female,46.488,296,estimates,1951
0_19,female,50.606,296,estimates,1951
0_24,female,60.459,296,estimates,1951
3_4,female,5.893,296,estimates,1951
3_5,female,8.517,296,estimates,1951
3_6,female,10.984,296,estimates,1951
4_5,female,5.448,296,estimates,1951
4_6,female,7.914,296,estimates,1951
5_14,female,23.256,296,estimates,1951
5_10,female,14.182,296,estimates,1951
5_11,female,16.426,296,estimates,1951
6_9,female,9.326,296,estimates,1951
6_10,female,11.558,296,estimates,1951
6_11,female,13.801,296,estimates,1951
6_12,female,16.08,296,estimates,1951
7_10,female,9.091,296,estimates,1951
7_12,female,13.614,296,estimates,1951
11_16,female,13.426,296,estimates,1951
11_17,female,15.535,296,estimates,1951
11_18,female,17.609,296,estimates,1951
12_14,female,6.83,296,estimates,1951
12_16,female,11.183,296,estimates,1951
12_17,female,13.292,296,estimates,1951
12_18,female,15.365,296,estimates,1951
13_17,female,11.013,296,estimates,1951
13_18,female,13.087,296,estimates,1951
13_19,female,15.131,296,estimates,1951
15_17,female,6.461,296,estimates,1951
18_23,female,12.026,296,estimates,1951
15_24,female,20.432,296,estimates,1951
15_49,female,47.308,296,estimates,1951
15_59,female,53.078,296,estimates,1951
15_64,female,55.603,296,estimates,1951
20_64,female,45.024,296,estimates,1951
