agebroad,gender,percentagetotalpopulation,country,variant,year
0_1,female,5.586,28,estimates,1950
0_4,female,13.696,28,estimates,1950
0_14,female,37.519,28,estimates,1950
0_17,female,43.122,28,estimates,1950
0_19,female,46.806,28,estimates,1950
0_24,female,56.596,28,estimates,1950
3_4,female,5.368,28,estimates,1950
3_5,female,7.991,28,estimates,1950
3_6,female,10.566,28,estimates,1950
4_5,female,5.287,28,estimates,1950
4_6,female,7.863,28,estimates,1950
5_14,female,23.823,28,estimates,1950
5_10,female,14.997,28,estimates,1950
5_11,female,17.325,28,estimates,1950
6_9,female,10.003,28,estimates,1950
6_10,female,12.374,28,estimates,1950
6_11,female,14.702,28,estimates,1950
6_12,female,16.967,28,estimates,1950
7_10,female,9.799,28,estimates,1950
7_12,female,14.391,28,estimates,1950
11_16,female,12.639,28,estimates,1950
11_17,female,14.429,28,estimates,1950
11_18,female,16.237,28,estimates,1950
12_14,female,6.498,28,estimates,1950
12_16,female,10.31,28,estimates,1950
12_17,female,12.101,28,estimates,1950
12_18,female,13.909,28,estimates,1950
13_17,female,9.837,28,estimates,1950
13_18,female,11.645,28,estimates,1950
13_19,female,13.521,28,estimates,1950
15_17,female,5.603,28,estimates,1950
18_23,female,11.607,28,estimates,1950
15_24,female,19.077,28,estimates,1950
15_49,female,49.326,28,estimates,1950
15_59,female,55.641,28,estimates,1950
15_64,female,58.076,28,estimates,1950
20_64,female,48.789,28,estimates,1950
20_69,female,50.405,28,estimates,1950
25_49,female,30.249,28,estimates,1950
25_64,female,38.999,28,estimates,1950
25_69,female,40.615,28,estimates,1950
15plus,female,62.481,28,estimates,1950
16plus,female,60.519,28,estimates,1950
17plus,female,58.669,28,estimates,1950
18plus,female,56.878,28,estimates,1950
20plus,female,53.194,28,estimates,1950
21plus,female,51.258,28,estimates,1950
25plus,female,43.404,28,estimates,1950
50plus,female,13.155,28,estimates,1950
60plus,female,6.84,28,estimates,1950
65plus,female,4.405,28,estimates,1950
70plus,female,2.789,28,estimates,1950
75plus,female,1.416,28,estimates,1950
80plus,female,0.623,28,estimates,1950
85plus,female,0.239,28,estimates,1950
90plus,female,0.068,28,estimates,1950
total,female,100,28,estimates,1950
0_1,male,6.29,28,estimates,1950
0_4,male,14.843,28,estimates,1950
0_14,male,41.084,28,estimates,1950
0_17,male,46.997,28,estimates,1950
0_19,male,50.836,28,estimates,1950
0_24,male,61.42,28,estimates,1950
3_4,male,5.616,28,estimates,1950
3_5,male,8.343,28,estimates,1950
3_6,male,11.044,28,estimates,1950
4_5,male,5.502,28,estimates,1950
4_6,male,8.203,28,estimates,1950
5_14,male,26.241,28,estimates,1950
5_10,male,16.09,28,estimates,1950
5_11,male,18.769,28,estimates,1950
6_9,male,10.706,28,estimates,1950
6_10,male,13.363,28,estimates,1950
6_11,male,16.042,28,estimates,1950
6_12,male,18.686,28,estimates,1950
7_10,male,10.663,28,estimates,1950
7_12,male,15.985,28,estimates,1950
11_16,male,14.234,28,estimates,1950
11_17,male,16.064,28,estimates,1950
11_18,male,17.924,28,estimates,1950
12_14,male,7.472,28,estimates,1950
12_16,male,11.556,28,estimates,1950
12_17,male,13.385,28,estimates,1950
12_18,male,15.246,28,estimates,1950
13_17,male,10.741,28,estimates,1950
13_18,male,12.602,28,estimates,1950
13_19,male,14.58,28,estimates,1950
15_17,male,5.914,28,estimates,1950
18_23,male,12.457,28,estimates,1950
15_24,male,20.336,28,estimates,1950
15_49,male,49.803,28,estimates,1950
15_59,male,54.885,28,estimates,1950
15_64,male,56.347,28,estimates,1950
20_64,male,46.595,28,estimates,1950
20_69,male,47.549,28,estimates,1950
25_49,male,29.467,28,estimates,1950
25_64,male,36.011,28,estimates,1950
25_69,male,36.965,28,estimates,1950
15plus,male,58.916,28,estimates,1950
16plus,male,56.776,28,estimates,1950
17plus,male,54.832,28,estimates,1950
18plus,male,53.003,28,estimates,1950
20plus,male,49.164,28,estimates,1950
21plus,male,47.089,28,estimates,1950
25plus,male,38.58,28,estimates,1950
50plus,male,9.113,28,estimates,1950
60plus,male,4.031,28,estimates,1950
65plus,male,2.569,28,estimates,1950
70plus,male,1.615,28,estimates,1950
75plus,male,0.762,28,estimates,1950
80plus,male,0.302,28,estimates,1950
85plus,male,0.096,28,estimates,1950
90plus,male,0.022,28,estimates,1950
total,male,100,28,estimates,1950
0_1,female,6.126,28,estimates,1951
0_4,female,14.102,28,estimates,1951
0_14,female,37.839,28,estimates,1951
0_17,female,43.557,28,estimates,1951
0_19,female,47.054,28,estimates,1951
0_24,female,56.567,28,estimates,1951
3_4,female,5.273,28,estimates,1951
3_5,female,7.848,28,estimates,1951
3_6,female,10.386,28,estimates,1951
4_5,female,5.191,28,estimates,1951
4_6,female,7.728,28,estimates,1951
5_14,female,23.737,28,estimates,1951
5_10,female,14.855,28,estimates,1951
5_11,female,17.162,28,estimates,1951
6_9,female,9.92,28,estimates,1951
6_10,female,12.281,28,estimates,1951
6_11,female,14.588,28,estimates,1951
6_12,female,16.849,28,estimates,1951
7_10,female,9.743,28,estimates,1951
7_12,female,14.312,28,estimates,1951
11_16,female,12.8,28,estimates,1951
11_17,female,14.6,28,estimates,1951
11_18,female,16.338,28,estimates,1951
12_14,female,6.575,28,estimates,1951
12_16,female,10.493,28,estimates,1951
12_17,female,12.293,28,estimates,1951
12_18,female,14.031,28,estimates,1951
13_17,female,10.031,28,estimates,1951
13_18,female,11.77,28,estimates,1951
13_19,female,13.529,28,estimates,1951
15_17,female,5.718,28,estimates,1951
18_23,female,11.098,28,estimates,1951
15_24,female,18.728,28,estimates,1951
15_49,female,49.015,28,estimates,1951
15_59,female,55.36,28,estimates,1951
15_64,female,57.733,28,estimates,1951
20_64,female,48.517,28,estimates,1951
20_69,female,50.165,28,estimates,1951
25_49,female,30.288,28,estimates,1951
25_64,female,39.005,28,estimates,1951
25_69,female,40.653,28,estimates,1951
15plus,female,62.161,28,estimates,1951
16plus,female,60.151,28,estimates,1951
17plus,female,58.243,28,estimates,1951
18plus,female,56.443,28,estimates,1951
20plus,female,52.946,28,estimates,1951
21plus,female,51.125,28,estimates,1951
25plus,female,43.433,28,estimates,1951
50plus,female,13.146,28,estimates,1951
60plus,female,6.802,28,estimates,1951
65plus,female,4.429,28,estimates,1951
70plus,female,2.781,28,estimates,1951
75plus,female,1.454,28,estimates,1951
80plus,female,0.639,28,estimates,1951
85plus,female,0.243,28,estimates,1951
90plus,female,0.07,28,estimates,1951
total,female,100,28,estimates,1951
0_1,male,6.657,28,estimates,1951
0_4,male,15.228,28,estimates,1951
0_14,male,41.139,28,estimates,1951
0_17,male,47.348,28,estimates,1951
0_19,male,50.93,28,estimates,1951
0_24,male,61.202,28,estimates,1951
3_4,male,5.607,28,estimates,1951
3_5,male,8.301,28,estimates,1951
3_6,male,10.949,28,estimates,1951
4_5,male,5.454,28,estimates,1951
4_6,male,8.102,28,estimates,1951
5_14,male,25.911,28,estimates,1951
5_10,male,15.726,28,estimates,1951
5_11,male,18.307,28,estimates,1951
6_9,male,10.455,28,estimates,1951
6_10,male,13.032,28,estimates,1951
6_11,male,15.614,28,estimates,1951
6_12,male,18.216,28,estimates,1951
7_10,male,10.384,28,estimates,1951
7_12,male,15.568,28,estimates,1951
11_16,male,14.51,28,estimates,1951
11_17,male,16.394,28,estimates,1951
11_18,male,18.17,28,estimates,1951
12_14,male,7.604,28,estimates,1951
12_16,male,11.928,28,estimates,1951
12_17,male,13.813,28,estimates,1951
12_18,male,15.589,28,estimates,1951
13_17,male,11.21,28,estimates,1951
13_18,male,12.987,28,estimates,1951
13_19,male,14.792,28,estimates,1951
15_17,male,6.209,28,estimates,1951
18_23,male,11.787,28,estimates,1951
15_24,male,20.063,28,estimates,1951
15_49,male,49.689,28,estimates,1951
15_59,male,54.877,28,estimates,1951
15_64,male,56.342,28,estimates,1951
20_64,male,46.551,28,estimates,1951
20_69,male,47.485,28,estimates,1951
25_49,male,29.626,28,estimates,1951
25_64,male,36.279,28,estimates,1951
25_69,male,37.213,28,estimates,1951
15plus,male,58.861,28,estimates,1951
16plus,male,56.612,28,estimates,1951
17plus,male,54.536,28,estimates,1951
18plus,male,52.652,28,estimates,1951
20plus,male,49.07,28,estimates,1951
21plus,male,47.153,28,estimates,1951
25plus,male,38.798,28,estimates,1951
50plus,male,9.172,28,estimates,1951
60plus,male,3.984,28,estimates,1951
65plus,male,2.519,28,estimates,1951
70plus,male,1.585,28,estimates,1951
75plus,male,0.805,28,estimates,1951
80plus,male,0.315,28,estimates,1951
85plus,male,0.104,28,estimates,1951
90plus,male,0.025,28,estimates,1951
total,male,100,28,estimates,1951
0_1,female,7,28,estimates,1952
0_4,female,14.876,28,estimates,1952
0_14,female,38.341,28,estimates,1952
0_17,female,44.181,28,estimates,1952
0_19,female,47.607,28,estimates,1952
0_24,female,56.66,28,estimates,1952
3_4,female,5.187,28,estimates,1952
3_5,female,7.708,28,estimates,1952
3_6,female,10.19,28,estimates,1952
4_5,female,5.087,28,estimates,1952
4_6,female,7.568,28,estimates,1952
5_14,female,23.465,28,estimates,1952
5_10,female,14.612,28,estimates,1952
5_11,female,16.901,28,estimates,1952
6_9,female,9.745,28,estimates,1952
6_10,female,12.091,28,estimates,1952
6_11,female,14.38,28,estimates,1952
6_12,female,16.617,28,estimates,1952
7_10,female,9.609,28,estimates,1952
7_12,female,14.136,28,estimates,1952
11_16,female,12.843,28,estimates,1952
11_17,female,14.692,28,estimates,1952
11_18,female,16.433,28,estimates,1952
12_14,female,6.564,28,estimates,1952
12_16,female,10.554,28,estimates,1952
12_17,female,12.403,28,estimates,1952
12_18,female,14.144,28,estimates,1952
13_17,female,10.166,28,estimates,1952
13_18,female,11.907,28,estimates,1952
13_19,female,13.592,28,estimates,1952
15_17,female,5.839,28,estimates,1952
18_23,female,10.582,28,estimates,1952
15_24,female,18.318,28,estimates,1952
15_49,female,48.575,28,estimates,1952
15_59,female,54.963,28,estimates,1952
15_64,female,57.22,28,estimates,1952
20_64,female,47.955,28,estimates,1952
20_69,female,49.656,28,estimates,1952
25_49,female,30.257,28,estimates,1952
25_64,female,38.902,28,estimates,1952
25_69,female,40.603,28,estimates,1952
15plus,female,61.659,28,estimates,1952
16plus,female,59.613,28,estimates,1952
17plus,female,57.668,28,estimates,1952
18plus,female,55.819,28,estimates,1952
20plus,female,52.393,28,estimates,1952
21plus,female,50.692,28,estimates,1952
25plus,female,43.34,28,estimates,1952
50plus,female,13.083,28,estimates,1952
60plus,female,6.696,28,estimates,1952
65plus,female,4.438,28,estimates,1952
70plus,female,2.738,28,estimates,1952
75plus,female,1.485,28,estimates,1952
80plus,female,0.64,28,estimates,1952
85plus,female,0.244,28,estimates,1952
90plus,female,0.076,28,estimates,1952
total,female,100,28,estimates,1952
0_1,male,7.096,28,estimates,1952
0_4,male,15.723,28,estimates,1952
0_14,male,41.157,28,estimates,1952
0_17,male,47.709,28,estimates,1952
0_19,male,51.251,28,estimates,1952
0_24,male,60.938,28,estimates,1952
3_4,male,5.625,28,estimates,1952
3_5,male,8.299,28,estimates,1952
3_6,male,10.914,28,estimates,1952
4_5,male,5.433,28,estimates,1952
4_6,male,8.047,28,estimates,1952
5_14,male,25.434,28,estimates,1952
5_10,male,15.423,28,estimates,1952
5_11,male,17.922,28,estimates,1952
6_9,male,10.242,28,estimates,1952
6_10,male,12.749,28,estimates,1952
6_11,male,15.247,28,estimates,1952
6_12,male,17.75,28,estimates,1952
7_10,male,10.134,28,estimates,1952
7_12,male,15.136,28,estimates,1952
11_16,male,14.552,28,estimates,1952
11_17,male,16.563,28,estimates,1952
11_18,male,18.386,28,estimates,1952
12_14,male,7.512,28,estimates,1952
12_16,male,12.053,28,estimates,1952
12_17,male,14.064,28,estimates,1952
12_18,male,15.887,28,estimates,1952
13_17,male,11.562,28,estimates,1952
13_18,male,13.385,28,estimates,1952
13_19,male,15.104,28,estimates,1952
15_17,male,6.552,28,estimates,1952
18_23,male,11.142,28,estimates,1952
15_24,male,19.781,28,estimates,1952
15_49,male,49.624,28,estimates,1952
15_59,male,54.929,28,estimates,1952
15_64,male,56.408,28,estimates,1952
20_64,male,46.314,28,estimates,1952
20_69,male,47.242,28,estimates,1952
25_49,male,29.843,28,estimates,1952
25_64,male,36.627,28,estimates,1952
25_69,male,37.555,28,estimates,1952
15plus,male,58.843,28,estimates,1952
16plus,male,56.484,28,estimates,1952
17plus,male,54.302,28,estimates,1952
18plus,male,52.291,28,estimates,1952
20plus,male,48.749,28,estimates,1952
21plus,male,47.002,28,estimates,1952
25plus,male,39.062,28,estimates,1952
50plus,male,9.219,28,estimates,1952
60plus,male,3.914,28,estimates,1952
65plus,male,2.435,28,estimates,1952
70plus,male,1.507,28,estimates,1952
75plus,male,0.808,28,estimates,1952
80plus,male,0.312,28,estimates,1952
85plus,male,0.096,28,estimates,1952
90plus,male,0.024,28,estimates,1952
total,male,100,28,estimates,1952
0_1,female,7.236,28,estimates,1953
0_4,female,15.472,28,estimates,1953
0_14,female,38.648,28,estimates,1953
0_17,female,44.596,28,estimates,1953
0_19,female,48.082,28,estimates,1953
0_24,female,56.653,28,estimates,1953
3_4,female,5.179,28,estimates,1953
3_5,female,7.662,28,estimates,1953
3_6,female,10.097,28,estimates,1953
4_5,female,5.031,28,estimates,1953
4_6,female,7.467,28,estimates,1953
5_14,female,23.176,28,estimates,1953
5_10,female,14.363,28,estimates,1953
5_11,female,16.647,28,estimates,1953
6_9,female,9.555,28,estimates,1953
6_10,female,11.881,28,estimates,1953
6_11,female,14.164,28,estimates,1953
6_12,female,16.389,28,estimates,1953
7_10,female,9.445,28,estimates,1953
7_12,female,13.953,28,estimates,1953
11_16,female,12.872,28,estimates,1953
11_17,female,14.761,28,estimates,1953
11_18,female,16.557,28,estimates,1953
12_14,female,6.53,28,estimates,1953
12_16,female,10.589,28,estimates,1953
12_17,female,12.478,28,estimates,1953
12_18,female,14.273,28,estimates,1953
13_17,female,10.253,28,estimates,1953
13_18,female,12.049,28,estimates,1953
13_19,female,13.739,28,estimates,1953
15_17,female,5.948,28,estimates,1953
18_23,female,10.234,28,estimates,1953
15_24,female,18.005,28,estimates,1953
15_49,female,48.316,28,estimates,1953
15_59,female,54.771,28,estimates,1953
15_64,female,56.914,28,estimates,1953
20_64,female,47.481,28,estimates,1953
20_69,female,49.249,28,estimates,1953
