agebroad,gender,percentagetotalpopulation,country,variant,year
0_1,female,5.33,246,estimates,1950
0_4,female,11.695,246,estimates,1950
0_14,female,27.918,246,estimates,1950
0_17,female,32.352,246,estimates,1950
0_19,female,35.329,246,estimates,1950
0_24,female,43.07,246,estimates,1950
3_4,female,4.065,246,estimates,1950
3_5,female,5.898,246,estimates,1950
3_6,female,7.636,246,estimates,1950
4_5,female,3.788,246,estimates,1950
4_6,female,5.526,246,estimates,1950
5_14,female,16.222,246,estimates,1950
5_10,female,10.013,246,estimates,1950
5_11,female,11.588,246,estimates,1950
6_9,female,6.61,246,estimates,1950
6_10,female,8.18,246,estimates,1950
6_11,female,9.755,246,estimates,1950
6_12,female,11.326,246,estimates,1950
7_10,female,6.442,246,estimates,1950
7_12,female,9.588,246,estimates,1950
11_16,female,9.176,246,estimates,1950
11_17,female,10.644,246,estimates,1950
11_18,female,12.121,246,estimates,1950
12_14,female,4.635,246,estimates,1950
12_16,female,7.602,246,estimates,1950
12_17,female,9.069,246,estimates,1950
12_18,female,10.547,246,estimates,1950
13_17,female,7.498,246,estimates,1950
13_18,female,8.976,246,estimates,1950
13_19,female,10.475,246,estimates,1950
15_17,female,4.435,246,estimates,1950
18_23,female,9.151,246,estimates,1950
15_24,female,15.153,246,estimates,1950
15_49,female,50.447,246,estimates,1950
15_59,female,60.229,246,estimates,1950
15_64,female,64.137,246,estimates,1950
20_64,female,56.726,246,estimates,1950
20_69,female,59.867,246,estimates,1950
25_49,female,35.294,246,estimates,1950
25_64,female,48.984,246,estimates,1950
25_69,female,52.125,246,estimates,1950
15plus,female,72.082,246,estimates,1950
16plus,female,70.59,246,estimates,1950
17plus,female,69.115,246,estimates,1950
18plus,female,67.648,246,estimates,1950
20plus,female,64.671,246,estimates,1950
21plus,female,63.153,246,estimates,1950
25plus,female,56.93,246,estimates,1950
50plus,female,21.636,246,estimates,1950
60plus,female,11.853,246,estimates,1950
65plus,female,7.945,246,estimates,1950
70plus,female,4.804,246,estimates,1950
75plus,female,2.474,246,estimates,1950
80plus,female,0.962,246,estimates,1950
85plus,female,0.322,246,estimates,1950
90plus,female,0.062,246,estimates,1950
total,female,100,246,estimates,1950
0_1,male,6.07,246,estimates,1950
0_4,male,13.354,246,estimates,1950
0_14,male,31.775,246,estimates,1950
0_17,male,36.741,246,estimates,1950
0_19,male,40.084,246,estimates,1950
0_24,male,48.704,246,estimates,1950
3_4,male,4.656,246,estimates,1950
3_5,male,6.756,246,estimates,1950
3_6,male,8.746,246,estimates,1950
4_5,male,4.341,246,estimates,1950
4_6,male,6.331,246,estimates,1950
5_14,male,18.421,246,estimates,1950
5_10,male,11.427,246,estimates,1950
5_11,male,13.206,246,estimates,1950
6_9,male,7.546,246,estimates,1950
6_10,male,9.327,246,estimates,1950
6_11,male,11.106,246,estimates,1950
6_12,male,12.875,246,estimates,1950
7_10,male,7.337,246,estimates,1950
7_12,male,10.885,246,estimates,1950
11_16,male,10.319,246,estimates,1950
11_17,male,11.959,246,estimates,1950
11_18,male,13.616,246,estimates,1950
12_14,male,5.215,246,estimates,1950
12_16,male,8.54,246,estimates,1950
12_17,male,10.18,246,estimates,1950
12_18,male,11.837,246,estimates,1950
13_17,male,8.411,246,estimates,1950
13_18,male,10.067,246,estimates,1950
13_19,male,11.755,246,estimates,1950
15_17,male,4.965,246,estimates,1950
18_23,male,10.284,246,estimates,1950
15_24,male,16.929,246,estimates,1950
15_49,male,51.281,246,estimates,1950
15_59,male,59.956,246,estimates,1950
15_64,male,63.023,246,estimates,1950
20_64,male,54.714,246,estimates,1950
20_69,male,56.969,246,estimates,1950
25_49,male,34.352,246,estimates,1950
25_64,male,46.094,246,estimates,1950
25_69,male,48.349,246,estimates,1950
15plus,male,68.225,246,estimates,1950
16plus,male,66.549,246,estimates,1950
17plus,male,64.9,246,estimates,1950
18plus,male,63.259,246,estimates,1950
20plus,male,59.916,246,estimates,1950
21plus,male,58.201,246,estimates,1950
25plus,male,51.296,246,estimates,1950
50plus,male,16.944,246,estimates,1950
60plus,male,8.268,246,estimates,1950
65plus,male,5.202,246,estimates,1950
70plus,male,2.947,246,estimates,1950
75plus,male,1.409,246,estimates,1950
80plus,male,0.495,246,estimates,1950
85plus,male,0.146,246,estimates,1950
90plus,male,0.026,246,estimates,1950
total,male,100,246,estimates,1950
0_1,female,4.965,246,estimates,1951
0_4,female,11.831,246,estimates,1951
0_14,female,28.29,246,estimates,1951
0_17,female,32.691,246,estimates,1951
0_19,female,35.579,246,estimates,1951
0_24,female,43.113,246,estimates,1951
3_4,female,4.389,246,estimates,1951
3_5,female,6.349,246,estimates,1951
3_6,female,8.179,246,estimates,1951
4_5,female,4.068,246,estimates,1951
4_6,female,5.899,246,estimates,1951
5_14,female,16.458,246,estimates,1951
5_10,female,10.289,246,estimates,1951
5_11,female,11.837,246,estimates,1951
6_9,female,6.768,246,estimates,1951
6_10,female,8.329,246,estimates,1951
6_11,female,9.877,246,estimates,1951
6_12,female,11.429,246,estimates,1951
7_10,female,6.498,246,estimates,1951
7_12,female,9.598,246,estimates,1951
11_16,female,9.126,246,estimates,1951
11_17,female,10.572,246,estimates,1951
11_18,female,12.01,246,estimates,1951
12_14,female,4.621,246,estimates,1951
12_16,female,7.577,246,estimates,1951
12_17,female,9.023,246,estimates,1951
12_18,female,10.462,246,estimates,1951
13_17,female,7.472,246,estimates,1951
13_18,female,8.91,246,estimates,1951
13_19,female,10.359,246,estimates,1951
15_17,female,4.402,246,estimates,1951
18_23,female,8.885,246,estimates,1951
15_24,female,14.823,246,estimates,1951
15_49,female,49.909,246,estimates,1951
15_59,female,59.803,246,estimates,1951
15_64,female,63.684,246,estimates,1951
20_64,female,56.395,246,estimates,1951
20_69,female,59.547,246,estimates,1951
25_49,female,35.086,246,estimates,1951
25_64,female,48.861,246,estimates,1951
25_69,female,52.013,246,estimates,1951
15plus,female,71.71,246,estimates,1951
16plus,female,70.221,246,estimates,1951
17plus,female,68.755,246,estimates,1951
18plus,female,67.309,246,estimates,1951
20plus,female,64.421,246,estimates,1951
21plus,female,62.951,246,estimates,1951
25plus,female,56.887,246,estimates,1951
50plus,female,21.801,246,estimates,1951
60plus,female,11.907,246,estimates,1951
65plus,female,8.027,246,estimates,1951
70plus,female,4.875,246,estimates,1951
75plus,female,2.55,246,estimates,1951
80plus,female,1.023,246,estimates,1951
85plus,female,0.339,246,estimates,1951
90plus,female,0.075,246,estimates,1951
total,female,100,246,estimates,1951
0_1,male,5.636,246,estimates,1951
0_4,male,13.462,246,estimates,1951
0_14,male,32.146,246,estimates,1951
0_17,male,37.082,246,estimates,1951
0_19,male,40.313,246,estimates,1951
0_24,male,48.754,246,estimates,1951
3_4,male,5.008,246,estimates,1951
3_5,male,7.247,246,estimates,1951
3_6,male,9.338,246,estimates,1951
4_5,male,4.646,246,estimates,1951
4_6,male,6.738,246,estimates,1951
5_14,male,18.684,246,estimates,1951
5_10,male,11.732,246,estimates,1951
5_11,male,13.484,246,estimates,1951
6_9,male,7.721,246,estimates,1951
6_10,male,9.493,246,estimates,1951
6_11,male,11.245,246,estimates,1951
6_12,male,12.994,246,estimates,1951
7_10,male,7.401,246,estimates,1951
7_12,male,10.903,246,estimates,1951
11_16,male,10.27,246,estimates,1951
11_17,male,11.888,246,estimates,1951
11_18,male,13.496,246,estimates,1951
12_14,male,5.2,246,estimates,1951
12_16,male,8.518,246,estimates,1951
12_17,male,10.136,246,estimates,1951
12_18,male,11.744,246,estimates,1951
13_17,male,8.387,246,estimates,1951
13_18,male,9.995,246,estimates,1951
13_19,male,11.618,246,estimates,1951
15_17,male,4.936,246,estimates,1951
18_23,male,9.982,246,estimates,1951
15_24,male,16.608,246,estimates,1951
15_49,male,50.774,246,estimates,1951
15_59,male,59.548,246,estimates,1951
15_64,male,62.604,246,estimates,1951
20_64,male,54.437,246,estimates,1951
20_69,male,56.697,246,estimates,1951
25_49,male,34.166,246,estimates,1951
25_64,male,45.996,246,estimates,1951
25_69,male,48.256,246,estimates,1951
15plus,male,67.854,246,estimates,1951
16plus,male,66.181,246,estimates,1951
17plus,male,64.536,246,estimates,1951
18plus,male,62.918,246,estimates,1951
20plus,male,59.687,246,estimates,1951
21plus,male,58.035,246,estimates,1951
25plus,male,51.246,246,estimates,1951
50plus,male,17.08,246,estimates,1951
60plus,male,8.306,246,estimates,1951
65plus,male,5.25,246,estimates,1951
70plus,male,2.99,246,estimates,1951
75plus,male,1.457,246,estimates,1951
80plus,male,0.534,246,estimates,1951
85plus,male,0.157,246,estimates,1951
90plus,male,0.032,246,estimates,1951
total,male,100,246,estimates,1951
0_1,female,4.004,246,estimates,1952
0_4,female,11.325,246,estimates,1952
0_14,female,28.277,246,estimates,1952
0_17,female,32.701,246,estimates,1952
0_19,female,35.544,246,estimates,1952
0_24,female,42.889,246,estimates,1952
3_4,female,4.711,246,estimates,1952
3_5,female,6.828,246,estimates,1952
3_6,female,8.802,246,estimates,1952
4_5,female,4.39,246,estimates,1952
4_6,female,6.364,246,estimates,1952
5_14,female,16.952,246,estimates,1952
5_10,female,10.806,246,estimates,1952
5_11,female,12.35,246,estimates,1952
6_9,female,7.128,246,estimates,1952
6_10,female,8.688,246,estimates,1952
6_11,female,10.233,246,estimates,1952
6_12,female,11.767,246,estimates,1952
7_10,female,6.715,246,estimates,1952
7_12,female,9.793,246,estimates,1952
11_16,female,9.124,246,estimates,1952
11_17,female,10.571,246,estimates,1952
11_18,female,11.996,246,estimates,1952
12_14,female,4.602,246,estimates,1952
12_16,female,7.58,246,estimates,1952
12_17,female,9.026,246,estimates,1952
12_18,female,10.452,246,estimates,1952
13_17,female,7.492,246,estimates,1952
13_18,female,8.918,246,estimates,1952
13_19,female,10.335,246,estimates,1952
15_17,female,4.425,246,estimates,1952
18_23,female,8.681,246,estimates,1952
15_24,female,14.613,246,estimates,1952
15_49,female,49.642,246,estimates,1952
15_59,female,59.719,246,estimates,1952
15_64,female,63.579,246,estimates,1952
20_64,female,56.311,246,estimates,1952
20_69,female,59.506,246,estimates,1952
25_49,female,35.029,246,estimates,1952
25_64,female,48.966,246,estimates,1952
25_69,female,52.16,246,estimates,1952
15plus,female,71.723,246,estimates,1952
16plus,female,70.217,246,estimates,1952
17plus,female,68.745,246,estimates,1952
18plus,female,67.299,246,estimates,1952
20plus,female,64.456,246,estimates,1952
21plus,female,63.028,246,estimates,1952
25plus,female,57.111,246,estimates,1952
50plus,female,22.081,246,estimates,1952
60plus,female,12.005,246,estimates,1952
65plus,female,8.144,246,estimates,1952
70plus,female,4.95,246,estimates,1952
75plus,female,2.611,246,estimates,1952
80plus,female,1.078,246,estimates,1952
85plus,female,0.344,246,estimates,1952
90plus,female,0.086,246,estimates,1952
total,female,100,246,estimates,1952
0_1,male,4.537,246,estimates,1952
0_4,male,12.857,246,estimates,1952
0_14,male,32.101,246,estimates,1952
0_17,male,37.068,246,estimates,1952
0_19,male,40.25,246,estimates,1952
0_24,male,48.493,246,estimates,1952
3_4,male,5.358,246,estimates,1952
3_5,male,7.771,246,estimates,1952
3_6,male,10.021,246,estimates,1952
4_5,male,5,246,estimates,1952
4_6,male,7.25,246,estimates,1952
5_14,male,19.244,246,estimates,1952
5_10,male,12.31,246,estimates,1952
5_11,male,14.06,246,estimates,1952
6_9,male,8.124,246,estimates,1952
6_10,male,9.897,246,estimates,1952
6_11,male,11.648,246,estimates,1952
6_12,male,13.381,246,estimates,1952
7_10,male,7.647,246,estimates,1952
7_12,male,11.131,246,estimates,1952
11_16,male,10.277,246,estimates,1952
11_17,male,11.901,246,estimates,1952
11_18,male,13.498,246,estimates,1952
12_14,male,5.183,246,estimates,1952
12_16,male,8.527,246,estimates,1952
12_17,male,10.151,246,estimates,1952
12_18,male,11.747,246,estimates,1952
13_17,male,8.417,246,estimates,1952
13_18,male,10.013,246,estimates,1952
13_19,male,11.599,246,estimates,1952
15_17,male,4.967,246,estimates,1952
18_23,male,9.739,246,estimates,1952
15_24,male,16.392,246,estimates,1952
15_49,male,50.579,246,estimates,1952
15_59,male,59.525,246,estimates,1952
15_64,male,62.585,246,estimates,1952
20_64,male,54.435,246,estimates,1952
20_69,male,56.72,246,estimates,1952
25_49,male,34.187,246,estimates,1952
25_64,male,46.192,246,estimates,1952
25_69,male,48.477,246,estimates,1952
15plus,male,67.899,246,estimates,1952
16plus,male,66.209,246,estimates,1952
17plus,male,64.556,246,estimates,1952
18plus,male,62.932,246,estimates,1952
20plus,male,59.75,246,estimates,1952
21plus,male,58.151,246,estimates,1952
25plus,male,51.507,246,estimates,1952
50plus,male,17.32,246,estimates,1952
60plus,male,8.375,246,estimates,1952
65plus,male,5.315,246,estimates,1952
70plus,male,3.03,246,estimates,1952
75plus,male,1.493,246,estimates,1952
80plus,male,0.568,246,estimates,1952
85plus,male,0.161,246,estimates,1952
90plus,male,0.037,246,estimates,1952
total,male,100,246,estimates,1952
