agebroad,gender,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",female,Trinidad and Tobago,780,estimates,1950
0_1,female,7.065,780,estimates,1950
0_4,female,16.613,780,estimates,1950
0_14,female,39.966,780,estimates,1950
0_17,female,45.328,780,estimates,1950
0_19,female,48.791,780,estimates,1950
0_24,female,57.368,780,estimates,1950
3_4,female,6.223,780,estimates,1950
3_5,female,9.12,780,estimates,1950
3_6,female,11.877,780,estimates,1950
4_5,female,5.937,780,estimates,1950
4_6,female,8.694,780,estimates,1950
5_14,female,23.352,780,estimates,1950
5_10,female,15.363,780,estimates,1950
5_11,female,17.488,780,estimates,1950
6_9,female,10.225,780,estimates,1950
6_10,female,12.466,780,estimates,1950
6_11,female,14.591,780,estimates,1950
6_12,female,16.617,780,estimates,1950
7_10,female,9.709,780,estimates,1950
7_12,female,13.861,780,estimates,1950
11_16,female,11.605,780,estimates,1950
11_17,female,13.352,780,estimates,1950
11_18,female,15.084,780,estimates,1950
12_14,female,5.864,780,estimates,1950
12_16,female,9.479,780,estimates,1950
12_17,female,11.227,780,estimates,1950
12_18,female,12.959,780,estimates,1950
13_17,female,9.2,780,estimates,1950
13_18,female,10.932,780,estimates,1950
13_19,female,12.663,780,estimates,1950
15_17,female,5.363,780,estimates,1950
18_23,female,10.373,780,estimates,1950
15_24,female,17.403,780,estimates,1950
15_49,female,47.899,780,estimates,1950
15_59,female,53.744,780,estimates,1950
15_64,female,55.547,780,estimates,1950
20_64,female,46.722,780,estimates,1950
20_69,female,48.523,780,estimates,1950
25_49,female,30.497,780,estimates,1950
25_64,female,38.144,780,estimates,1950
25_69,female,39.945,780,estimates,1950
15plus,female,60.034,780,estimates,1950
16plus,female,58.201,780,estimates,1950
17plus,female,56.419,780,estimates,1950
18plus,female,54.672,780,estimates,1950
20plus,female,51.209,780,estimates,1950
21plus,female,49.478,780,estimates,1950
25plus,female,42.632,780,estimates,1950
50plus,female,12.135,780,estimates,1950
60plus,female,6.29,780,estimates,1950
65plus,female,4.487,780,estimates,1950
70plus,female,2.686,780,estimates,1950
75plus,female,1.322,780,estimates,1950
80plus,female,0.547,780,estimates,1950
85plus,female,0.202,780,estimates,1950
90plus,female,0.057,780,estimates,1950
total,female,100,780,estimates,1950
"Region, subregion, country or area *",male,Trinidad and Tobago,780,estimates,1950
0_1,male,7.019,780,estimates,1950
0_4,male,16.531,780,estimates,1950
0_14,male,39.927,780,estimates,1950
0_17,male,45.098,780,estimates,1950
0_19,male,48.332,780,estimates,1950
0_24,male,56.17,780,estimates,1950
3_4,male,6.204,780,estimates,1950
3_5,male,9.1,780,estimates,1950
3_6,male,11.861,780,estimates,1950
4_5,male,5.929,780,estimates,1950
4_6,male,8.69,780,estimates,1950
5_14,male,23.397,780,estimates,1950
5_10,male,15.413,780,estimates,1950
5_11,male,17.554,780,estimates,1950
6_9,male,10.262,780,estimates,1950
6_10,male,12.517,780,estimates,1950
6_11,male,14.658,780,estimates,1950
6_12,male,16.694,780,estimates,1950
7_10,male,9.756,780,estimates,1950
7_12,male,13.933,780,estimates,1950
11_16,male,11.49,780,estimates,1950
11_17,male,13.154,780,estimates,1950
11_18,male,14.782,780,estimates,1950
12_14,male,5.843,780,estimates,1950
12_16,male,9.35,780,estimates,1950
12_17,male,11.014,780,estimates,1950
12_18,male,12.642,780,estimates,1950
13_17,male,8.978,780,estimates,1950
13_18,male,10.606,780,estimates,1950
13_19,male,12.211,780,estimates,1950
15_17,male,5.171,780,estimates,1950
18_23,male,9.519,780,estimates,1950
15_24,male,16.242,780,estimates,1950
15_49,male,48.432,780,estimates,1950
15_59,male,54.604,780,estimates,1950
15_64,male,56.558,780,estimates,1950
20_64,male,48.154,780,estimates,1950
20_69,male,49.76,780,estimates,1950
25_49,male,32.19,780,estimates,1950
25_64,male,40.316,780,estimates,1950
25_69,male,41.922,780,estimates,1950
15plus,male,60.073,780,estimates,1950
16plus,male,58.285,780,estimates,1950
17plus,male,56.566,780,estimates,1950
18plus,male,54.902,780,estimates,1950
20plus,male,51.668,780,estimates,1950
21plus,male,50.081,780,estimates,1950
25plus,male,43.83,780,estimates,1950
50plus,male,11.641,780,estimates,1950
60plus,male,5.469,780,estimates,1950
65plus,male,3.514,780,estimates,1950
70plus,male,1.908,780,estimates,1950
75plus,male,0.846,780,estimates,1950
80plus,male,0.315,780,estimates,1950
85plus,male,0.104,780,estimates,1950
90plus,male,0.025,780,estimates,1950
total,male,100,780,estimates,1950
"Region, subregion, country or area *",female,Trinidad and Tobago,780,estimates,1951
0_1,female,6.9,780,estimates,1951
0_4,female,16.563,780,estimates,1951
0_14,female,40.386,780,estimates,1951
0_17,female,45.735,780,estimates,1951
0_19,female,49.114,780,estimates,1951
0_24,female,57.502,780,estimates,1951
3_4,female,6.308,780,estimates,1951
3_5,female,9.258,780,estimates,1951
3_6,female,12.071,780,estimates,1951
4_5,female,6.036,780,estimates,1951
4_6,female,8.85,780,estimates,1951
5_14,female,23.823,780,estimates,1951
5_10,female,15.71,780,estimates,1951
5_11,female,17.89,780,estimates,1951
6_9,female,10.463,780,estimates,1951
6_10,female,12.76,780,estimates,1951
6_11,female,14.94,780,estimates,1951
6_12,female,17.008,780,estimates,1951
7_10,female,9.946,780,estimates,1951
7_12,female,14.194,780,estimates,1951
11_16,female,11.731,780,estimates,1951
11_17,female,13.462,780,estimates,1951
11_18,female,15.159,780,estimates,1951
12_14,female,5.933,780,estimates,1951
12_16,female,9.551,780,estimates,1951
12_17,female,11.282,780,estimates,1951
12_18,female,12.979,780,estimates,1951
13_17,female,9.215,780,estimates,1951
13_18,female,10.911,780,estimates,1951
13_19,female,12.593,780,estimates,1951
15_17,female,5.349,780,estimates,1951
18_23,female,10.11,780,estimates,1951
15_24,female,17.116,780,estimates,1951
15_49,female,47.515,780,estimates,1951
15_59,female,53.427,780,estimates,1951
15_64,female,55.215,780,estimates,1951
20_64,female,46.487,780,estimates,1951
20_69,female,48.173,780,estimates,1951
25_49,female,30.399,780,estimates,1951
25_64,female,38.099,780,estimates,1951
25_69,female,39.785,780,estimates,1951
15plus,female,59.614,780,estimates,1951
16plus,female,57.778,780,estimates,1951
17plus,female,55.996,780,estimates,1951
18plus,female,54.265,780,estimates,1951
20plus,female,50.886,780,estimates,1951
21plus,female,49.206,780,estimates,1951
25plus,female,42.498,780,estimates,1951
50plus,female,12.099,780,estimates,1951
60plus,female,6.187,780,estimates,1951
65plus,female,4.4,780,estimates,1951
70plus,female,2.713,780,estimates,1951
75plus,female,1.366,780,estimates,1951
80plus,female,0.569,780,estimates,1951
85plus,female,0.21,780,estimates,1951
90plus,female,0.062,780,estimates,1951
total,female,100,780,estimates,1951
"Region, subregion, country or area *",male,Trinidad and Tobago,780,estimates,1951
0_1,male,6.934,780,estimates,1951
0_4,male,16.544,780,estimates,1951
0_14,male,40.418,780,estimates,1951
0_17,male,45.633,780,estimates,1951
0_19,male,48.826,780,estimates,1951
0_24,male,56.477,780,estimates,1951
3_4,male,6.275,780,estimates,1951
3_5,male,9.216,780,estimates,1951
3_6,male,12.027,780,estimates,1951
4_5,male,6.013,780,estimates,1951
4_6,male,8.823,780,estimates,1951
5_14,male,23.874,780,estimates,1951
5_10,male,15.731,780,estimates,1951
5_11,male,17.924,780,estimates,1951
6_9,male,10.481,780,estimates,1951
6_10,male,12.79,780,estimates,1951
6_11,male,14.983,780,estimates,1951
6_12,male,17.065,780,estimates,1951
7_10,male,9.98,780,estimates,1951
7_12,male,14.254,780,estimates,1951
11_16,male,11.689,780,estimates,1951
11_17,male,13.357,780,estimates,1951
11_18,male,14.972,780,estimates,1951
12_14,male,5.95,780,estimates,1951
12_16,male,9.496,780,estimates,1951
12_17,male,11.164,780,estimates,1951
12_18,male,12.779,780,estimates,1951
13_17,male,9.083,780,estimates,1951
13_18,male,10.697,780,estimates,1951
13_19,male,12.276,780,estimates,1951
15_17,male,5.214,780,estimates,1951
18_23,male,9.333,780,estimates,1951
15_24,male,16.058,780,estimates,1951
15_49,male,47.848,780,estimates,1951
15_59,male,54.116,780,estimates,1951
15_64,male,56.049,780,estimates,1951
20_64,male,47.641,780,estimates,1951
20_69,male,49.205,780,estimates,1951
25_49,male,31.79,780,estimates,1951
25_64,male,39.991,780,estimates,1951
25_69,male,41.554,780,estimates,1951
15plus,male,59.582,780,estimates,1951
16plus,male,57.772,780,estimates,1951
17plus,male,56.036,780,estimates,1951
18plus,male,54.367,780,estimates,1951
20plus,male,51.174,780,estimates,1951
21plus,male,49.617,780,estimates,1951
25plus,male,43.523,780,estimates,1951
50plus,male,11.734,780,estimates,1951
60plus,male,5.466,780,estimates,1951
65plus,male,3.533,780,estimates,1951
70plus,male,1.969,780,estimates,1951
75plus,male,0.894,780,estimates,1951
80plus,male,0.334,780,estimates,1951
85plus,male,0.109,780,estimates,1951
90plus,male,0.028,780,estimates,1951
total,male,100,780,estimates,1951
"Region, subregion, country or area *",female,Trinidad and Tobago,780,estimates,1952
0_1,female,6.719,780,estimates,1952
0_4,female,16.462,780,estimates,1952
0_14,female,40.774,780,estimates,1952
0_17,female,46.134,780,estimates,1952
0_19,female,49.464,780,estimates,1952
0_24,female,57.631,780,estimates,1952
3_4,female,6.37,780,estimates,1952
3_5,female,9.363,780,estimates,1952
3_6,female,12.225,780,estimates,1952
4_5,female,6.114,780,estimates,1952
4_6,female,8.976,780,estimates,1952
5_14,female,24.312,780,estimates,1952
5_10,female,16.028,780,estimates,1952
5_11,female,18.264,780,estimates,1952
6_9,female,10.68,780,estimates,1952
6_10,female,13.036,780,estimates,1952
6_11,female,15.271,780,estimates,1952
6_12,female,17.392,780,estimates,1952
7_10,female,10.173,780,estimates,1952
7_12,female,14.53,780,estimates,1952
11_16,female,11.912,780,estimates,1952
11_17,female,13.644,780,estimates,1952
11_18,female,15.326,780,estimates,1952
12_14,female,6.048,780,estimates,1952
12_16,female,9.676,780,estimates,1952
12_17,female,11.408,780,estimates,1952
12_18,female,13.09,780,estimates,1952
13_17,female,9.287,780,estimates,1952
13_18,female,10.969,780,estimates,1952
13_19,female,12.617,780,estimates,1952
15_17,female,5.36,780,estimates,1952
18_23,female,9.865,780,estimates,1952
