agebroad,gender,percentagetotalpopulation,country,variant,year
0_1,female,5.084,688,estimates,1950
0_4,female,10.571,688,estimates,1950
0_14,female,26.972,688,estimates,1950
0_17,female,32.858,688,estimates,1950
0_19,female,36.911,688,estimates,1950
0_24,female,46.944,688,estimates,1950
3_4,female,3.447,688,estimates,1950
3_5,female,4.98,688,estimates,1950
3_6,female,6.457,688,estimates,1950
4_5,female,3.173,688,estimates,1950
4_6,female,4.65,688,estimates,1950
5_14,female,16.401,688,estimates,1950
5_10,female,9.117,688,estimates,1950
5_11,female,10.838,688,estimates,1950
6_9,female,5.967,688,estimates,1950
6_10,female,7.584,688,estimates,1950
6_11,female,9.305,688,estimates,1950
6_12,female,11.115,688,estimates,1950
7_10,female,6.107,688,estimates,1950
7_12,female,9.639,688,estimates,1950
11_16,female,11.175,688,estimates,1950
11_17,female,13.17,688,estimates,1950
11_18,female,15.189,688,estimates,1950
12_14,female,5.563,688,estimates,1950
12_16,female,9.453,688,estimates,1950
12_17,female,11.448,688,estimates,1950
12_18,female,13.467,688,estimates,1950
13_17,female,9.638,688,estimates,1950
13_18,female,11.657,688,estimates,1950
13_19,female,13.691,688,estimates,1950
15_17,female,5.886,688,estimates,1950
18_23,female,12.138,688,estimates,1950
15_24,female,19.973,688,estimates,1950
15_49,female,51.745,688,estimates,1950
15_59,female,60.594,688,estimates,1950
15_64,female,64.199,688,estimates,1950
20_64,female,54.26,688,estimates,1950
20_69,female,57.038,688,estimates,1950
25_49,female,31.772,688,estimates,1950
25_64,female,44.227,688,estimates,1950
25_69,female,47.004,688,estimates,1950
15plus,female,73.028,688,estimates,1950
16plus,female,71.102,688,estimates,1950
17plus,female,69.137,688,estimates,1950
18plus,female,67.142,688,estimates,1950
20plus,female,63.089,688,estimates,1950
21plus,female,61.049,688,estimates,1950
25plus,female,53.056,688,estimates,1950
50plus,female,21.283,688,estimates,1950
60plus,female,12.434,688,estimates,1950
65plus,female,8.829,688,estimates,1950
70plus,female,6.051,688,estimates,1950
75plus,female,3.457,688,estimates,1950
80plus,female,1.442,688,estimates,1950
85plus,female,0.453,688,estimates,1950
90plus,female,0.091,688,estimates,1950
total,female,100,688,estimates,1950
0_1,male,5.619,688,estimates,1950
0_4,male,11.655,688,estimates,1950
0_14,male,29.254,688,estimates,1950
0_17,male,35.574,688,estimates,1950
0_19,male,39.909,688,estimates,1950
0_24,male,50.374,688,estimates,1950
3_4,male,3.786,688,estimates,1950
3_5,male,5.458,688,estimates,1950
3_6,male,7.062,688,estimates,1950
4_5,male,3.471,688,estimates,1950
4_6,male,5.074,688,estimates,1950
5_14,male,17.599,688,estimates,1950
5_10,male,9.832,688,estimates,1950
5_11,male,11.666,688,estimates,1950
6_9,male,6.433,688,estimates,1950
6_10,male,8.16,688,estimates,1950
6_11,male,9.993,688,estimates,1950
6_12,male,11.92,688,estimates,1950
7_10,male,6.557,688,estimates,1950
7_12,male,10.316,688,estimates,1950
11_16,male,11.943,688,estimates,1950
11_17,male,14.086,688,estimates,1950
11_18,male,16.25,688,estimates,1950
12_14,male,5.934,688,estimates,1950
12_16,male,10.109,688,estimates,1950
12_17,male,12.253,688,estimates,1950
12_18,male,14.417,688,estimates,1950
13_17,male,10.326,688,estimates,1950
13_18,male,12.491,688,estimates,1950
13_19,male,14.662,688,estimates,1950
15_17,male,6.319,688,estimates,1950
18_23,male,12.84,688,estimates,1950
15_24,male,21.12,688,estimates,1950
15_49,male,53.125,688,estimates,1950
15_59,male,61.449,688,estimates,1950
15_64,male,64.405,688,estimates,1950
20_64,male,53.75,688,estimates,1950
20_69,male,56.124,688,estimates,1950
25_49,male,32.005,688,estimates,1950
25_64,male,43.285,688,estimates,1950
25_69,male,45.659,688,estimates,1950
15plus,male,70.746,688,estimates,1950
16plus,male,68.68,688,estimates,1950
17plus,male,66.57,688,estimates,1950
18plus,male,64.426,688,estimates,1950
20plus,male,60.091,688,estimates,1950
21plus,male,57.922,688,estimates,1950
25plus,male,49.626,688,estimates,1950
50plus,male,17.62,688,estimates,1950
60plus,male,9.297,688,estimates,1950
65plus,male,6.341,688,estimates,1950
70plus,male,3.967,688,estimates,1950
75plus,male,2.161,688,estimates,1950
80plus,male,0.874,688,estimates,1950
85plus,male,0.302,688,estimates,1950
90plus,male,0.075,688,estimates,1950
total,male,100,688,estimates,1950
0_1,female,5.202,688,estimates,1951
0_4,female,11.314,688,estimates,1951
0_14,female,27.254,688,estimates,1951
0_17,female,32.944,688,estimates,1951
0_19,female,36.894,688,estimates,1951
0_24,female,46.849,688,estimates,1951
3_4,female,3.826,688,estimates,1951
3_5,female,5.475,688,estimates,1951
3_6,female,7.01,688,estimates,1951
4_5,female,3.457,688,estimates,1951
4_6,female,4.992,688,estimates,1951
5_14,female,15.94,688,estimates,1951
5_10,female,9.036,688,estimates,1951
