country,year,variant,gender,agebroad,percentagetotalpopulation
364,1970,estimates,male,15_17,6.89390747255378
364,1970,estimates,female,15_24,18.3208254611303
364,1970,estimates,male,15_24,18.3857210734515
364,1970,estimates,female,15_49,45.1509742390039
364,1970,estimates,male,15_49,45.1388072758225
364,1970,estimates,female,15_59,50.4325674706925
364,1970,estimates,male,15_59,50.7591755494669
364,1970,estimates,female,15_64,52.4407141863128
364,1970,estimates,male,15_64,52.7406702786164
364,1970,estimates,female,16plus,53.6645827948228
364,1970,estimates,male,16plus,53.4655717525928
364,1970,estimates,female,17plus,51.4075675734949
364,1970,estimates,male,17plus,51.1561938277454
364,1970,estimates,female,18plus,49.2346122944375
364,1970,estimates,male,18plus,48.9318663865228
364,1970,estimates,female,18_23,10.2356470281759
364,1970,estimates,male,18_23,10.1838911299211
364,1970,estimates,female,20plus,45.2856490589752
364,1970,estimates,male,20plus,44.9283240495769
364,1970,estimates,female,20_64,41.7467052896082
364,1970,estimates,male,20_64,41.8432204691167
364,1970,estimates,female,20_69,43.2713919098582
364,1970,estimates,male,20_69,43.264659606289
364,1970,estimates,female,21plus,43.5262049222969
364,1970,estimates,male,21plus,43.1721632810951
364,1970,estimates,female,25plus,37.6588324945495
364,1970,estimates,male,25plus,37.4400527856251
364,1970,estimates,female,25_49,26.8301487778736
364,1970,estimates,male,25_49,26.753086202371
364,1970,estimates,female,25_64,34.1198887251825
364,1970,estimates,male,25_64,34.3549492051649
364,1970,estimates,female,25_69,35.6445753454325
364,1970,estimates,male,25_69,35.7763883423373
364,1970,estimates,female,50plus,10.8286837166759
364,1970,estimates,male,50plus,10.6869665832541
364,1970,estimates,female,60plus,5.54709048498734
364,1970,estimates,male,60plus,5.0665983096097
364,1970,estimates,female,65plus,3.53894376936699
364,1970,estimates,male,65plus,3.0851035804602
364,1970,estimates,female,70plus,2.01425714911701
364,1970,estimates,male,70plus,1.66366444328787
364,1970,estimates,female,75plus,0.983166585350528
364,1970,estimates,male,75plus,0.840445101625841
364,1970,estimates,female,80plus,0.39390292721507
364,1970,estimates,male,80plus,0.356970433798415
364,1975,estimates,female,total,100
364,1975,estimates,male,total,100
364,1975,estimates,female,0_1,7.0717931430795
364,1975,estimates,male,0_1,7.05686810094623
364,1975,estimates,female,0_4,16.6810832633242
364,1975,estimates,male,0_4,16.6893294278347
364,1975,estimates,female,0_14,43.2489227144729
364,1975,estimates,male,0_14,43.4152682973033
364,1975,estimates,female,0_17,49.9235430187725
364,1975,estimates,male,0_17,50.1536745097123
364,1975,estimates,female,0_19,54.0734929691754
364,1975,estimates,male,0_19,54.3633411123417
364,1975,estimates,female,0_24,63.2733115236746
364,1975,estimates,male,0_24,63.7273871099875
364,1975,estimates,female,3_4,6.28693074553538
364,1975,estimates,male,3_4,6.3069129478244
364,1975,estimates,female,3_5,9.27517575176204
364,1975,estimates,male,3_5,9.3094448863232
364,1975,estimates,female,3_6,12.1734647141542
364,1975,estimates,male,3_6,12.2235376513697
364,1975,estimates,female,4_5,6.07624984477335
364,1975,estimates,male,4_5,6.10234458943895
364,1975,estimates,female,4_6,8.97453880716551
364,1975,estimates,male,4_6,9.01643735448548
364,1975,estimates,female,5_10,16.7306175330953
364,1975,estimates,male,5_10,16.8261265277148
364,1975,estimates,female,5_11,19.2843033302213
364,1975,estimates,male,5_11,19.3942814447967
364,1975,estimates,female,5_14,26.5678394511487
364,1975,estimates,male,5_14,26.7259388694686
364,1975,estimates,female,6_9,11.13140998086
364,1975,estimates,male,6_9,11.1968904896019
364,1975,estimates,female,6_10,13.7423725268687
364,1975,estimates,male,6_10,13.823594589216
364,1975,estimates,female,6_11,16.2960583239946
364,1975,estimates,male,6_11,16.3917495062979
364,1975,estimates,female,6_12,18.7903872094245
364,1975,estimates,male,6_12,18.9002849805798
364,1975,estimates,female,7_10,10.8440835644765
364,1975,estimates,male,7_10,10.9095018241694
364,1975,estimates,female,7_12,15.8920982470323
364,1975,estimates,male,7_12,15.9861922155333
364,1975,estimates,female,11_16,14.3531108426381
364,1975,estimates,male,11_16,14.4565465115194
364,1975,estimates,female,11_17,16.5118422223529
364,1975,estimates,male,11_17,16.6382185541628
364,1975,estimates,female,11_18,18.6137367667709
364,1975,estimates,male,11_18,18.7674002765671
364,1975,estimates,female,12_14,7.28353612092747
364,1975,estimates,male,12_14,7.33165742467196
364,1975,estimates,female,12_16,11.7994250455122
364,1975,estimates,male,12_16,11.8883915944375
364,1975,estimates,female,12_17,13.958156425227
364,1975,estimates,male,12_17,14.0700636370809
364,1975,estimates,female,12_18,16.0600509696449
364,1975,estimates,male,12_18,16.1992453594853
364,1975,estimates,female,13_17,11.4638275397971
364,1975,estimates,male,13_17,11.561528162799
364,1975,estimates,female,13_18,13.565722084215
