agebroad,gender,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",female,Guinea-Bissau,624,estimates,1950
0_1,female,6.393,624,estimates,1950
0_4,female,15.042,624,estimates,1950
0_14,female,37.024,624,estimates,1950
0_17,female,42.558,624,estimates,1950
0_19,female,46.153,624,estimates,1950
0_24,female,54.89,624,estimates,1950
3_4,female,5.641,624,estimates,1950
3_5,female,8.28,624,estimates,1950
3_6,female,10.802,624,estimates,1950
4_5,female,5.397,624,estimates,1950
4_6,female,7.92,624,estimates,1950
5_14,female,21.983,624,estimates,1950
5_10,female,14.202,624,estimates,1950
5_11,female,16.229,624,estimates,1950
6_9,female,9.447,624,estimates,1950
6_10,female,11.563,624,estimates,1950
6_11,female,13.591,624,estimates,1950
6_12,female,15.548,624,estimates,1950
7_10,female,9.041,624,estimates,1950
7_12,female,13.025,624,estimates,1950
11_16,female,11.487,624,estimates,1950
11_17,female,13.315,624,estimates,1950
11_18,female,15.123,624,estimates,1950
12_14,female,5.754,624,estimates,1950
12_16,female,9.46,624,estimates,1950
12_17,female,11.288,624,estimates,1950
12_18,female,13.096,624,estimates,1950
13_17,female,9.331,624,estimates,1950
13_18,female,11.139,624,estimates,1950
13_19,female,12.925,624,estimates,1950
15_17,female,5.534,624,estimates,1950
18_23,female,10.597,624,estimates,1950
15_24,female,17.865,624,estimates,1950
15_49,female,50.678,624,estimates,1950
15_59,female,56.894,624,estimates,1950
15_64,female,59.145,624,estimates,1950
20_64,female,50.017,624,estimates,1950
20_69,female,51.735,624,estimates,1950
25_49,female,32.813,624,estimates,1950
25_64,female,41.28,624,estimates,1950
25_69,female,42.999,624,estimates,1950
15plus,female,62.976,624,estimates,1950
16plus,female,61.114,624,estimates,1950
17plus,female,59.27,624,estimates,1950
18plus,female,57.442,624,estimates,1950
20plus,female,53.847,624,estimates,1950
21plus,female,52.078,624,estimates,1950
25plus,female,45.11,624,estimates,1950
50plus,female,12.298,624,estimates,1950
60plus,female,6.082,624,estimates,1950
65plus,female,3.831,624,estimates,1950
70plus,female,2.112,624,estimates,1950
75plus,female,0.961,624,estimates,1950
80plus,female,0.325,624,estimates,1950
85plus,female,0.064,624,estimates,1950
90plus,female,0.007,624,estimates,1950
total,female,100,624,estimates,1950
"Region, subregion, country or area *",male,Guinea-Bissau,624,estimates,1950
0_1,male,6.643,624,estimates,1950
0_4,male,15.557,624,estimates,1950
0_14,male,38.058,624,estimates,1950
0_17,male,43.755,624,estimates,1950
0_19,male,47.456,624,estimates,1950
0_24,male,56.4,624,estimates,1950
3_4,male,5.805,624,estimates,1950
3_5,male,8.511,624,estimates,1950
3_6,male,11.094,624,estimates,1950
4_5,male,5.542,624,estimates,1950
4_6,male,8.124,624,estimates,1950
5_14,male,22.501,624,estimates,1950
5_10,male,14.531,624,estimates,1950
5_11,male,16.604,624,estimates,1950
6_9,male,9.662,624,estimates,1950
6_10,male,11.825,624,estimates,1950
6_11,male,13.898,624,estimates,1950
6_12,male,15.901,624,estimates,1950
7_10,male,9.242,624,estimates,1950
7_12,male,13.318,624,estimates,1950
11_16,male,11.784,624,estimates,1950
11_17,male,13.668,624,estimates,1950
11_18,male,15.531,624,estimates,1950
12_14,male,5.897,624,estimates,1950
12_16,male,9.711,624,estimates,1950
12_17,male,11.595,624,estimates,1950
12_18,male,13.457,624,estimates,1950
13_17,male,9.591,624,estimates,1950
13_18,male,11.454,624,estimates,1950
13_19,male,13.292,624,estimates,1950
15_17,male,5.697,624,estimates,1950
18_23,male,10.877,624,estimates,1950
15_24,male,18.342,624,estimates,1950
15_49,male,51.179,624,estimates,1950
15_59,male,56.862,624,estimates,1950
15_64,male,58.755,624,estimates,1950
20_64,male,49.357,624,estimates,1950
20_69,male,50.847,624,estimates,1950
25_49,male,32.837,624,estimates,1950
25_64,male,40.413,624,estimates,1950
25_69,male,41.904,624,estimates,1950
15plus,male,61.942,624,estimates,1950
16plus,male,60.028,624,estimates,1950
17plus,male,58.129,624,estimates,1950
18plus,male,56.245,624,estimates,1950
20plus,male,52.544,624,estimates,1950
21plus,male,50.726,624,estimates,1950
25plus,male,43.6,624,estimates,1950
50plus,male,10.763,624,estimates,1950
60plus,male,5.08,624,estimates,1950
65plus,male,3.187,624,estimates,1950
70plus,male,1.696,624,estimates,1950
75plus,male,0.733,624,estimates,1950
80plus,male,0.235,624,estimates,1950
85plus,male,0.044,624,estimates,1950
90plus,male,0.005,624,estimates,1950
total,male,100,624,estimates,1950
"Region, subregion, country or area *",female,Guinea-Bissau,624,estimates,1951
0_1,female,6.753,624,estimates,1951
0_4,female,15.383,624,estimates,1951
0_14,female,37.585,624,estimates,1951
0_17,female,43.02,624,estimates,1951
0_19,female,46.55,624,estimates,1951
0_24,female,55.075,624,estimates,1951
3_4,female,5.633,624,estimates,1951
3_5,female,8.28,624,estimates,1951
3_6,female,10.824,624,estimates,1951
4_5,female,5.406,624,estimates,1951
4_6,female,7.95,624,estimates,1951
5_14,female,22.202,624,estimates,1951
5_10,female,14.399,624,estimates,1951
5_11,female,16.461,624,estimates,1951
6_9,female,9.597,624,estimates,1951
6_10,female,11.751,624,estimates,1951
6_11,female,13.814,624,estimates,1951
6_12,female,15.788,624,estimates,1951
7_10,female,9.207,624,estimates,1951
7_12,female,13.245,624,estimates,1951
11_16,female,11.447,624,estimates,1951
11_17,female,13.239,624,estimates,1951
11_18,female,15.014,624,estimates,1951
12_14,female,5.741,624,estimates,1951
12_16,female,9.384,624,estimates,1951
12_17,female,11.176,624,estimates,1951
12_18,female,12.951,624,estimates,1951
13_17,female,9.202,624,estimates,1951
13_18,female,10.977,624,estimates,1951
13_19,female,12.731,624,estimates,1951
15_17,female,5.436,624,estimates,1951
18_23,female,10.37,624,estimates,1951
15_24,female,17.49,624,estimates,1951
15_49,female,50.224,624,estimates,1951
15_59,female,56.427,624,estimates,1951
15_64,female,58.624,624,estimates,1951
20_64,female,49.659,624,estimates,1951
20_69,female,51.346,624,estimates,1951
25_49,female,32.734,624,estimates,1951
25_64,female,41.134,624,estimates,1951
25_69,female,42.821,624,estimates,1951
15plus,female,62.415,624,estimates,1951
16plus,female,60.582,624,estimates,1951
17plus,female,58.772,624,estimates,1951
18plus,female,56.98,624,estimates,1951
20plus,female,53.45,624,estimates,1951
21plus,female,51.717,624,estimates,1951
25plus,female,44.925,624,estimates,1951
50plus,female,12.191,624,estimates,1951
60plus,female,5.989,624,estimates,1951
65plus,female,3.791,624,estimates,1951
70plus,female,2.105,624,estimates,1951
75plus,female,0.975,624,estimates,1951
80plus,female,0.346,624,estimates,1951
85plus,female,0.076,624,estimates,1951
90plus,female,0.008,624,estimates,1951
total,female,100,624,estimates,1951
"Region, subregion, country or area *",male,Guinea-Bissau,624,estimates,1951
0_1,male,6.941,624,estimates,1951
0_4,male,15.853,624,estimates,1951
0_14,male,38.595,624,estimates,1951
0_17,male,44.184,624,estimates,1951
0_19,male,47.819,624,estimates,1951
0_24,male,56.553,624,estimates,1951
3_4,male,5.809,624,estimates,1951
3_5,male,8.531,624,estimates,1951
3_6,male,11.141,624,estimates,1951
4_5,male,5.563,624,estimates,1951
4_6,male,8.173,624,estimates,1951
5_14,male,22.742,624,estimates,1951
5_10,male,14.753,624,estimates,1951
