agebroad,gender,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",female,Congo,178,estimates,1950
0_1,female,6.819,178,estimates,1950
0_4,female,15.792,178,estimates,1950
0_14,female,39.656,178,estimates,1950
0_17,female,45.711,178,estimates,1950
0_19,female,49.509,178,estimates,1950
0_24,female,58.209,178,estimates,1950
3_4,female,5.835,178,estimates,1950
3_5,female,8.566,178,estimates,1950
3_6,female,11.193,178,estimates,1950
4_5,female,5.581,178,estimates,1950
4_6,female,8.208,178,estimates,1950
5_14,female,23.864,178,estimates,1950
5_10,female,15.071,178,estimates,1950
5_11,female,17.349,178,estimates,1950
6_9,female,10.011,178,estimates,1950
6_10,female,12.34,178,estimates,1950
6_11,female,14.617,178,estimates,1950
6_12,female,16.844,178,estimates,1950
7_10,female,9.712,178,estimates,1950
7_12,female,14.217,178,estimates,1950
11_16,female,12.877,178,estimates,1950
11_17,female,14.848,178,estimates,1950
11_18,female,16.771,178,estimates,1950
12_14,female,6.516,178,estimates,1950
12_16,female,10.599,178,estimates,1950
12_17,female,12.57,178,estimates,1950
12_18,female,14.494,178,estimates,1950
13_17,female,10.343,178,estimates,1950
13_18,female,12.267,178,estimates,1950
13_19,female,14.142,178,estimates,1950
15_17,female,6.055,178,estimates,1950
18_23,female,10.846,178,estimates,1950
15_24,female,18.553,178,estimates,1950
15_49,female,47.826,178,estimates,1950
15_59,female,54.312,178,estimates,1950
15_64,female,56.608,178,estimates,1950
20_64,female,46.755,178,estimates,1950
20_69,female,48.447,178,estimates,1950
25_49,female,29.273,178,estimates,1950
25_64,female,38.056,178,estimates,1950
25_69,female,39.748,178,estimates,1950
15plus,female,60.344,178,estimates,1950
16plus,female,58.279,178,estimates,1950
17plus,female,56.26,178,estimates,1950
18plus,female,54.289,178,estimates,1950
20plus,female,50.491,178,estimates,1950
21plus,female,48.662,178,estimates,1950
25plus,female,41.791,178,estimates,1950
50plus,female,12.518,178,estimates,1950
60plus,female,6.032,178,estimates,1950
65plus,female,3.736,178,estimates,1950
70plus,female,2.043,178,estimates,1950
75plus,female,0.938,178,estimates,1950
80plus,female,0.323,178,estimates,1950
85plus,female,0.097,178,estimates,1950
90plus,female,0.02,178,estimates,1950
total,female,100,178,estimates,1950
"Region, subregion, country or area *",male,Congo,178,estimates,1950
0_1,male,6.911,178,estimates,1950
0_4,male,16.004,178,estimates,1950
0_14,male,40.188,178,estimates,1950
0_17,male,46.324,178,estimates,1950
0_19,male,50.174,178,estimates,1950
0_24,male,58.99,178,estimates,1950
3_4,male,5.913,178,estimates,1950
3_5,male,8.681,178,estimates,1950
3_6,male,11.343,178,estimates,1950
4_5,male,5.656,178,estimates,1950
4_6,male,8.319,178,estimates,1950
5_14,male,24.184,178,estimates,1950
5_10,male,15.273,178,estimates,1950
5_11,male,17.581,178,estimates,1950
6_9,male,10.146,178,estimates,1950
6_10,male,12.505,178,estimates,1950
6_11,male,14.814,178,estimates,1950
6_12,male,17.07,178,estimates,1950
7_10,male,9.843,178,estimates,1950
7_12,male,14.407,178,estimates,1950
11_16,male,13.05,178,estimates,1950
11_17,male,15.047,178,estimates,1950
11_18,male,16.996,178,estimates,1950
12_14,male,6.603,178,estimates,1950
12_16,male,10.741,178,estimates,1950
12_17,male,12.739,178,estimates,1950
12_18,male,14.688,178,estimates,1950
13_17,male,10.482,178,estimates,1950
13_18,male,12.431,178,estimates,1950
13_19,male,14.332,178,estimates,1950
15_17,male,6.136,178,estimates,1950
18_23,male,10.991,178,estimates,1950
15_24,male,18.801,178,estimates,1950
15_49,male,48.467,178,estimates,1950
15_59,male,54.747,178,estimates,1950
15_64,male,56.775,178,estimates,1950
20_64,male,46.789,178,estimates,1950
20_69,male,48.229,178,estimates,1950
25_49,male,29.666,178,estimates,1950
25_64,male,37.973,178,estimates,1950
25_69,male,39.413,178,estimates,1950
15plus,male,59.812,178,estimates,1950
16plus,male,57.719,178,estimates,1950
17plus,male,55.673,178,estimates,1950
18plus,male,53.676,178,estimates,1950
20plus,male,49.826,178,estimates,1950
21plus,male,47.973,178,estimates,1950
25plus,male,41.01,178,estimates,1950
50plus,male,11.345,178,estimates,1950
60plus,male,5.064,178,estimates,1950
65plus,male,3.037,178,estimates,1950
70plus,male,1.597,178,estimates,1950
75plus,male,0.694,178,estimates,1950
80plus,male,0.225,178,estimates,1950
85plus,male,0.059,178,estimates,1950
90plus,male,0.01,178,estimates,1950
total,male,100,178,estimates,1950
"Region, subregion, country or area *",female,Congo,178,estimates,1951
0_1,female,6.861,178,estimates,1951
0_4,female,15.908,178,estimates,1951
0_14,female,39.799,178,estimates,1951
0_17,female,45.831,178,estimates,1951
0_19,female,49.617,178,estimates,1951
0_24,female,58.285,178,estimates,1951
3_4,female,5.881,178,estimates,1951
3_5,female,8.63,178,estimates,1951
3_6,female,11.273,178,estimates,1951
4_5,female,5.621,178,estimates,1951
4_6,female,8.263,178,estimates,1951
5_14,female,23.891,178,estimates,1951
5_10,female,15.127,178,estimates,1951
5_11,female,17.395,178,estimates,1951
6_9,female,10.052,178,estimates,1951
6_10,female,12.378,178,estimates,1951
6_11,female,14.645,178,estimates,1951
6_12,female,16.862,178,estimates,1951
7_10,female,9.736,178,estimates,1951
7_12,female,14.219,178,estimates,1951
11_16,female,12.832,178,estimates,1951
11_17,female,14.795,178,estimates,1951
11_18,female,16.711,178,estimates,1951
12_14,female,6.496,178,estimates,1951
12_16,female,10.565,178,estimates,1951
12_17,female,12.528,178,estimates,1951
12_18,female,14.444,178,estimates,1951
13_17,female,10.311,178,estimates,1951
13_18,female,12.228,178,estimates,1951
13_19,female,14.097,178,estimates,1951
15_17,female,6.031,178,estimates,1951
18_23,female,10.808,178,estimates,1951
15_24,female,18.486,178,estimates,1951
15_49,female,47.666,178,estimates,1951
15_59,female,54.144,178,estimates,1951
15_64,female,56.43,178,estimates,1951
20_64,female,46.613,178,estimates,1951
20_69,female,48.302,178,estimates,1951
25_49,female,29.18,178,estimates,1951
25_64,female,37.944,178,estimates,1951
25_69,female,39.633,178,estimates,1951
15plus,female,60.201,178,estimates,1951
16plus,female,58.141,178,estimates,1951
17plus,female,56.132,178,estimates,1951
18plus,female,54.169,178,estimates,1951
20plus,female,50.383,178,estimates,1951
21plus,female,48.561,178,estimates,1951
25plus,female,41.715,178,estimates,1951
50plus,female,12.535,178,estimates,1951
60plus,female,6.057,178,estimates,1951
65plus,female,3.77,178,estimates,1951
70plus,female,2.082,178,estimates,1951
75plus,female,0.973,178,estimates,1951
80plus,female,0.347,178,estimates,1951
85plus,female,0.102,178,estimates,1951
90plus,female,0.023,178,estimates,1951
total,female,100,178,estimates,1951
"Region, subregion, country or area *",male,Congo,178,estimates,1951
0_1,male,7.013,178,estimates,1951
0_4,male,16.176,178,estimates,1951
0_14,male,40.375,178,estimates,1951
0_17,male,46.48,178,estimates,1951
0_19,male,50.31,178,estimates,1951
0_24,male,59.076,178,estimates,1951
3_4,male,5.955,178,estimates,1951
3_5,male,8.739,178,estimates,1951
3_6,male,11.414,178,estimates,1951
4_5,male,5.691,178,estimates,1951
4_6,male,8.366,178,estimates,1951
5_14,male,24.199,178,estimates,1951
5_10,male,15.322,178,estimates,1951
5_11,male,17.619,178,estimates,1951
6_9,male,10.183,178,estimates,1951
6_10,male,12.539,178,estimates,1951
6_11,male,14.835,178,estimates,1951
6_12,male,17.081,178,estimates,1951
7_10,male,9.863,178,estimates,1951
7_12,male,14.405,178,estimates,1951
11_16,male,12.995,178,estimates,1951
11_17,male,14.981,178,estimates,1951
11_18,male,16.92,178,estimates,1951
12_14,male,6.58,178,estimates,1951
12_16,male,10.699,178,estimates,1951
12_17,male,12.685,178,estimates,1951
12_18,male,14.624,178,estimates,1951
13_17,male,10.44,178,estimates,1951
13_18,male,12.378,178,estimates,1951
13_19,male,14.27,178,estimates,1951
15_17,male,6.105,178,estimates,1951
18_23,male,10.932,178,estimates,1951
15_24,male,18.701,178,estimates,1951
15_49,male,48.214,178,estimates,1951
15_59,male,54.536,178,estimates,1951
15_64,male,56.552,178,estimates,1951
20_64,male,46.617,178,estimates,1951
20_69,male,48.058,178,estimates,1951
