agebroad,gender,percentagetotalpopulation,country,variant,year
"Region, subregion, country or area *",female,State of Palestine,275,estimates,1950
0_1,female,7.711,275,estimates,1950
0_4,female,17.964,275,estimates,1950
0_14,female,45.078,275,estimates,1950
0_17,female,51.337,275,estimates,1950
0_19,female,55.061,275,estimates,1950
0_24,female,63.148,275,estimates,1950
3_4,female,6.68,275,estimates,1950
3_5,female,9.82,275,estimates,1950
3_6,female,12.846,275,estimates,1950
4_5,female,6.409,275,estimates,1950
4_6,female,9.434,275,estimates,1950
5_14,female,27.114,275,estimates,1950
5_10,female,17.316,275,estimates,1950
5_11,female,19.906,275,estimates,1950
6_9,female,11.516,275,estimates,1950
6_10,female,14.176,275,estimates,1950
6_11,female,16.765,275,estimates,1950
6_12,female,19.273,275,estimates,1950
7_10,female,11.15,275,estimates,1950
7_12,female,16.248,275,estimates,1950
11_16,female,14.07,275,estimates,1950
11_17,female,16.057,275,estimates,1950
11_18,female,17.958,275,estimates,1950
12_14,female,7.209,275,estimates,1950
12_16,female,11.48,275,estimates,1950
12_17,female,13.468,275,estimates,1950
12_18,female,15.369,275,estimates,1950
13_17,female,10.96,275,estimates,1950
13_18,female,12.861,275,estimates,1950
13_19,female,14.683,275,estimates,1950
15_17,female,6.259,275,estimates,1950
18_23,female,10.292,275,estimates,1950
15_24,female,18.07,275,estimates,1950
15_49,female,41.909,275,estimates,1950
15_59,female,47.841,275,estimates,1950
15_64,female,50.274,275,estimates,1950
20_64,female,40.292,275,estimates,1950
20_69,female,42.213,275,estimates,1950
25_49,female,23.839,275,estimates,1950
25_64,female,32.204,275,estimates,1950
25_69,female,34.126,275,estimates,1950
15plus,female,54.922,275,estimates,1950
16plus,female,52.735,275,estimates,1950
17plus,female,50.65,275,estimates,1950
18plus,female,48.663,275,estimates,1950
20plus,female,44.939,275,estimates,1950
21plus,female,43.195,275,estimates,1950
25plus,female,36.852,275,estimates,1950
50plus,female,13.013,275,estimates,1950
60plus,female,7.081,275,estimates,1950
65plus,female,4.648,275,estimates,1950
70plus,female,2.726,275,estimates,1950
75plus,female,1.22,275,estimates,1950
80plus,female,0.41,275,estimates,1950
85plus,female,0.13,275,estimates,1950
90plus,female,0.028,275,estimates,1950
total,female,100,275,estimates,1950
"Region, subregion, country or area *",male,State of Palestine,275,estimates,1950
0_1,male,8.264,275,estimates,1950
0_4,male,18.879,275,estimates,1950
0_14,male,45.818,275,estimates,1950
0_17,male,51.995,275,estimates,1950
0_19,male,55.602,275,estimates,1950
0_24,male,62.98,275,estimates,1950
3_4,male,6.871,275,estimates,1950
3_5,male,10.05,275,estimates,1950
3_6,male,13.087,275,estimates,1950
4_5,male,6.521,275,estimates,1950
4_6,male,9.558,275,estimates,1950
5_14,male,26.939,275,estimates,1950
5_10,male,17.274,275,estimates,1950
5_11,male,19.828,275,estimates,1950
6_9,male,11.469,275,estimates,1950
6_10,male,14.095,275,estimates,1950
6_11,male,16.649,275,estimates,1950
6_12,male,19.123,275,estimates,1950
7_10,male,11.057,275,estimates,1950
7_12,male,16.085,275,estimates,1950
11_16,male,13.883,275,estimates,1950
11_17,male,15.842,275,estimates,1950
11_18,male,17.698,275,estimates,1950
12_14,male,7.111,275,estimates,1950
12_16,male,11.329,275,estimates,1950
12_17,male,13.288,275,estimates,1950
12_18,male,15.143,275,estimates,1950
13_17,male,10.814,275,estimates,1950
13_18,male,12.669,275,estimates,1950
13_19,male,14.42,275,estimates,1950
15_17,male,6.177,275,estimates,1950
18_23,male,9.659,275,estimates,1950
15_24,male,17.162,275,estimates,1950
15_49,male,39.75,275,estimates,1950
15_59,male,46.548,275,estimates,1950
15_64,male,49.236,275,estimates,1950
20_64,male,39.452,275,estimates,1950
20_69,male,41.52,275,estimates,1950
25_49,male,22.588,275,estimates,1950
25_64,male,32.073,275,estimates,1950
25_69,male,34.141,275,estimates,1950
15plus,male,54.182,275,estimates,1950
16plus,male,52.024,275,estimates,1950
17plus,male,49.964,275,estimates,1950
18plus,male,48.005,275,estimates,1950
20plus,male,44.398,275,estimates,1950
21plus,male,42.748,275,estimates,1950
25plus,male,37.02,275,estimates,1950
50plus,male,14.432,275,estimates,1950
60plus,male,7.635,275,estimates,1950
65plus,male,4.946,275,estimates,1950
70plus,male,2.879,275,estimates,1950
75plus,male,1.3,275,estimates,1950
80plus,male,0.444,275,estimates,1950
85plus,male,0.125,275,estimates,1950
90plus,male,0.023,275,estimates,1950
total,male,100,275,estimates,1950
"Region, subregion, country or area *",female,State of Palestine,275,estimates,1951
0_1,female,7.621,275,estimates,1951
0_4,female,17.947,275,estimates,1951
0_14,female,45.16,275,estimates,1951
0_17,female,51.516,275,estimates,1951
0_19,female,55.277,275,estimates,1951
0_24,female,63.387,275,estimates,1951
3_4,female,6.724,275,estimates,1951
3_5,female,9.879,275,estimates,1951
3_6,female,12.916,275,estimates,1951
4_5,female,6.443,275,estimates,1951
4_6,female,9.48,275,estimates,1951
5_14,female,27.212,275,estimates,1951
5_10,female,17.361,275,estimates,1951
5_11,female,19.941,275,estimates,1951
6_9,female,11.547,275,estimates,1951
6_10,female,14.206,275,estimates,1951
6_11,female,16.786,275,estimates,1951
6_12,female,19.296,275,estimates,1951
7_10,female,11.168,275,estimates,1951
7_12,female,16.259,275,estimates,1951
11_16,female,14.19,275,estimates,1951
11_17,female,16.207,275,estimates,1951
11_18,female,18.13,275,estimates,1951
12_14,female,7.271,275,estimates,1951
12_16,female,11.61,275,estimates,1951
12_17,female,13.627,275,estimates,1951
12_18,female,15.55,275,estimates,1951
13_17,female,11.117,275,estimates,1951
13_18,female,13.04,275,estimates,1951
13_19,female,14.878,275,estimates,1951
15_17,female,6.356,275,estimates,1951
18_23,female,10.369,275,estimates,1951
15_24,female,18.227,275,estimates,1951
